Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Ascomycota|class-Sordariomycetes	class	Sordariomycetes	147550	0.0378	0.3384	27	713688
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales	order	Hypocreales	5125	0.0378	0.2411	27	713688
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Cordycipitaceae|genus-Lecanicillium	genus	Lecanicillium	291363	0.0112	0.0436	4	357651
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Cordycipitaceae|genus-Lecanicillium|species-Lecanicillium_sp._MT-2017a	species	Lecanicillium sp. MT-2017a	1964301	0.0112	0.0443	4	357651
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Ophiocordycipitaceae|genus-Purpureocillium	genus	Purpureocillium	1052105	0.0646	0.252	23	356037
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Ophiocordycipitaceae|genus-Purpureocillium|species-Purpureocillium_lilacinum	species	Purpureocillium lilacinum	33203	0.0646	0.2557	23	356037
phylum-Ascomycota|class-Dothideomycetes	class	Dothideomycetes	147541	0.4337	3.879	6	13836
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales	order	Capnodiales	134362	0.4337	2.7631	6	13836
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Teratosphaeriaceae|genus-Hortaea	genus	Hortaea	91942	0.4337	1.6915	6	13836
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Teratosphaeriaceae|genus-Hortaea|species-Hortaea_werneckii	species	Hortaea werneckii	91943	0.4337	1.7165	6	13836
phylum-Basidiomycota|class-Malasseziomycetes	class	Malasseziomycetes	1538075	0.0172	0.1535	6	349577
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales	order	Malasseziales	162474	0.0172	0.1094	6	349577
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia	genus	Malassezia	55193	0.0172	0.0669	6	349577
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	species	Malassezia restricta	76775	0.0115	0.0455	4	348317
phylum-Chordata|class-Appendicularia	class	Appendicularia	30302	8.8904	79.5244	1068	120130
phylum-Chordata|class-Appendicularia|order-Copelata	order	Copelata	2507557	8.8904	56.6473	1068	120130
phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae|genus-Oikopleura	genus	Oikopleura	34763	8.8904	34.6776	1068	120130
phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae|genus-Oikopleura|species-Oikopleura_longicauda	species	Oikopleura longicauda	107032	8.8904	35.1907	1068	120130
phylum-Arthropoda|class-Hexanauplia	class	Hexanauplia	72037	0.2441	2.1831	141	577720
phylum-Arthropoda|class-Hexanauplia|order-Sessilia	order	Sessilia	116167	0.0841	0.536	28	332840
phylum-Arthropoda|class-Hexanauplia|order-Sessilia|family-Balanidae|genus-Amphibalanus	genus	Amphibalanus	637416	0.0841	0.3281	28	332840
phylum-Arthropoda|class-Hexanauplia|order-Sessilia|family-Balanidae|genus-Amphibalanus|species-Amphibalanus_amphitrite	species	Amphibalanus amphitrite	1232801	0.0841	0.333	28	332840
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida	order	Cyclopoida	84308	0.4615	2.9402	113	244880
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona	genus	Oithona	136190	0.4615	1.7999	113	244880
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona|species-Oithona_nana	species	Oithona nana	136191	0.4615	1.8266	113	244880
phylum-Ctenophora|class-Nuda	class	Nuda	1919246	0.0273	0.2439	6	220090
phylum-Ctenophora|class-Nuda|order-Beroida	order	Beroida	37538	0.0273	0.1737	6	220090
phylum-Ctenophora|class-Nuda|order-Beroida|family-Beroidae|genus-Beroe	genus	Beroe	10199	0.0273	0.1063	6	220090
phylum-Ctenophora|class-Nuda|order-Beroida|family-Beroidae|genus-Beroe|species-Beroe_forskalii	species	Beroe forskalii	140453	0.0273	0.1079	6	220090
class-Dinophyceae	class	Dinophyceae	2864	1.0396	9.299	1806	1737254
class-Dinophyceae|order-Noctilucales	order	Noctilucales	2964	0.2162	1.3778	33	152611
class-Dinophyceae|order-Noctilucales|family-Noctilucaceae|genus-Noctiluca	genus	Noctiluca	2965	0.2162	0.8434	33	152611
class-Dinophyceae|order-Noctilucales|family-Noctilucaceae|genus-Noctiluca|species-Noctiluca_scintillans	species	Noctiluca scintillans	2966	0.2162	0.8559	33	152611
class-Dinophyceae|order-Suessiales	order	Suessiales	89954	1.5121	9.6345	502	331997
class-Dinophyceae|order-Suessiales|family-Suessiaceae|genus-Pelagodinium	genus	Pelagodinium	766107	0.0394	0.1535	5	127026
