Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
class-Dinophyceae	class	Dinophyceae	2864	0.1588	2.5927	46	289630
class-Dinophyceae|order-Suessiales	order	Suessiales	89954	0.0957	1.52	15	156738
class-Dinophyceae|order-Suessiales|family-Symbiodiniaceae	family	Symbiodiniaceae	252141	0.0957	1.52	15	156738
class-Dinophyceae|order-Suessiales|family-Symbiodiniaceae|genus-Effrenium	genus	Effrenium	2562238	0.0957	1.52	15	156738
class-Dinophyceae|order-Suessiales|family-Symbiodiniaceae|genus-Effrenium|species-Effrenium_voratum	species	Effrenium voratum	2562239	0.0957	1.5155	15	156738
class-Dinophyceae|order-Gonyaulacales	order	Gonyaulacales	40984	0.2333	3.7051	31	132892
class-Dinophyceae|order-Gonyaulacales|family-Ceratiaceae	family	Ceratiaceae	39451	0.2333	3.7051	31	132892
class-Dinophyceae|order-Gonyaulacales|family-Ceratiaceae|genus-Tripos	genus	Tripos	2126447	0.2333	3.7051	31	132892
class-Dinophyceae|order-Gonyaulacales|family-Ceratiaceae|genus-Tripos|species-Tripos_fusus	species	Tripos fusus	2916	0.2333	3.694	31	132892
phylum-Basidiomycota|class-Malasseziomycetes	class	Malasseziomycetes	1538075	0.1299	2.1211	46	354017
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales	order	Malasseziales	162474	0.1299	2.0638	46	354017
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae	family	Malasseziaceae	742845	0.1299	2.0638	46	354017
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia	genus	Malassezia	55193	0.1299	2.0638	46	354017
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	species	Malassezia restricta	76775	0.1148	1.8185	40	348317
phylum-Mucoromycota|class-Mucoromycetes	class	Mucoromycetes	2212703	0.012	0.1961	4	333057
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales	order	Mucorales	4827	0.012	0.1908	4	333057
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Cunninghamellaceae	family	Cunninghamellaceae	4851	0.012	0.1908	4	333057
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Cunninghamellaceae|genus-Gongronella	genus	Gongronella	101104	0.012	0.1908	4	333057
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Cunninghamellaceae|genus-Gongronella|species-Gongronella_sp._w5	species	Gongronella sp. w5	483437	0.012	0.1902	4	333057
phylum-Chordata|class-Appendicularia	class	Appendicularia	30302	3.7446	61.127	468	124981
phylum-Chordata|class-Appendicularia|order-Copelata	order	Copelata	2507557	3.7446	59.475	468	124981
phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae	family	Oikopleuridae	41302	3.7446	59.475	468	124981
