Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Arthropoda|class-Arachnida|order-Sarcoptiformes	order	Sarcoptiformes	83137	0.0497	0.1402	12	241626
phylum-Arthropoda|class-Arachnida|order-Sarcoptiformes|family-Acaridae|genus-Tyrophagus	genus	Tyrophagus	41443	0.0497	0.1197	12	241626
phylum-Arthropoda|class-Arachnida|order-Sarcoptiformes|family-Acaridae|genus-Tyrophagus|species-Tyrophagus_putrescentiae	species	Tyrophagus putrescentiae	59818	0.0497	0.1119	12	241626
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida	order	Cyclopoida	84308	8.2326	23.2348	2016	244880
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona	genus	Oithona	136190	8.2326	19.8446	2016	244880
phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona|species-Oithona_nana	species	Oithona nana	136191	8.2326	18.5455	2016	244880
phylum-Chordata|class-Appendicularia|order-Copelata	order	Copelata	2507557	3.363	9.4914	404	120130
phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae|genus-Oikopleura	genus	Oikopleura	34763	3.363	8.1065	404	120130
phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae|genus-Oikopleura|species-Oikopleura_longicauda	species	Oikopleura longicauda	107032	3.363	7.5758	404	120130
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales	order	Venturiales	1111111	2.0387	5.7539	32	15696
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Ochroconis	genus	Ochroconis	227045	2.0387	4.9144	32	15696
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Ochroconis|species-Ochroconis_constricta	species	Ochroconis constricta	227046	2.0387	4.5926	32	15696
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales	order	Pleosporales	92860	0.028	0.0791	10	356898
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Sporormiaceae|genus-Preussia	genus	Preussia	265084	0.028	0.0675	10	356898
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Sporormiaceae|genus-Preussia|species-Preussia_sp._BSL10	species	Preussia sp. BSL10	1712568	0.028	0.0631	10	356898
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales	order	Capnodiales	134362	7.3601	20.7723	3800	516299
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Teratosphaeriaceae|genus-Hortaea	genus	Hortaea	91942	7.3601	17.7414	3800	516299
phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Teratosphaeriaceae|genus-Hortaea|species-Hortaea_werneckii	species	Hortaea werneckii	91943	7.3601	16.58	3800	516299
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales	order	Eurotiales	5042	0.0132	0.0373	8	605505
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus	genus	Aspergillus	5052	0.0132	0.0318	8	605505
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_sp._MA_6041	species	Aspergillus sp. MA 6041	2153248	0.0132	0.0298	8	605505
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales	order	Saccharomycetales	4892	0.0698	0.1969	22	315349
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces	genus	Debaryomyces	4958	5.0913	12.2726	17	3339
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	species	Debaryomyces hansenii	4959	5.0913	11.4692	17	3339
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida	genus	Candida	1535326	0.016	0.0386	5	312010
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_parapsilosis	species	Candida parapsilosis	5480	0.016	0.0361	5	312010
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales	order	Wallemiales	431958	1.2572	3.5481	14	11136
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales|family-Wallemiaceae|genus-Wallemia	genus	Wallemia	148959	1.2572	3.0304	14	11136
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales|family-Wallemiaceae|genus-Wallemia|species-Wallemia_mellicola	species	Wallemia mellicola	1708541	1.2572	2.832	14	11136
