gene_ID,taxon
OM-RGC.v2.000116446,gramNeg
OM-RGC.v2.004056226,gramNeg
OM-RGC.v2.004001910,gramNeg
OM-RGC.v2.003663957,gramNeg
OM-RGC.v2.003538537,gramNeg
OM-RGC.v2.018241412,gramNeg
OM-RGC.v2.001470649,gramNeg
OM-RGC.v2.001252049,gramNeg
OM-RGC.v2.001635475,gramNeg
OM-RGC.v2.002777696,gramNeg
OM-RGC.v2.004374321,gramNeg
OM-RGC.v2.007067302,gramNeg
OM-RGC.v2.000031153,gramNeg
OM-RGC.v2.002569437,gramNeg
OM-RGC.v2.001567032,gramNeg
OM-RGC.v2.000296971,gramNeg
OM-RGC.v2.002399278,gramNeg
OM-RGC.v2.003974050,gramNeg
OM-RGC.v2.001699214,gramNeg
OM-RGC.v2.001782924,gramNeg
OM-RGC.v2.002522120,gramNeg
OM-RGC.v2.002537856,gramNeg
OM-RGC.v2.000168965,gramNeg
OM-RGC.v2.002689373,gramNeg
OM-RGC.v2.000780157,gramNeg
OM-RGC.v2.000862949,gramNeg
OM-RGC.v2.000769425,gramNeg
OM-RGC.v2.005741225,gramNeg
OM-RGC.v2.003301976,gramNeg
OM-RGC.v2.003169469,gramNeg
OM-RGC.v2.001086645,gramNeg
OM-RGC.v2.000208105,gramNeg
OM-RGC.v2.002585976,gramNeg
OM-RGC.v2.027352907,gramNeg
OM-RGC.v2.001680439,gramNeg
OM-RGC.v2.006358990,gramNeg
OM-RGC.v2.004374329,gramNeg
OM-RGC.v2.003763626,gramNeg
OM-RGC.v2.002671795,gramNeg
OM-RGC.v2.003005981,gramNeg
OM-RGC.v2.002869468,gramNeg
OM-RGC.v2.003348470,gramNeg
OM-RGC.v2.000973777,gramNeg
OM-RGC.v2.002215217,gramNeg
OM-RGC.v2.002553366,gramNeg
OM-RGC.v2.002945862,gramNeg
OM-RGC.v2.003169480,gramNeg
OM-RGC.v2.001617929,gramNeg
OM-RGC.v2.001995060,gramNeg
OM-RGC.v2.017759223,gramNeg
OM-RGC.v2.002506190,gramNeg
OM-RGC.v2.000608380,gramNeg
OM-RGC.v2.000428996,gramNeg
OM-RGC.v2.007912619,gramNeg
OM-RGC.v2.002354355,gramNeg
OM-RGC.v2.000337769,gramNeg
OM-RGC.v2.003087291,gramNeg
OM-RGC.v2.006264300,gramNeg
OM-RGC.v2.000203574,gramNeg
OM-RGC.v2.018241612,gramNeg
OM-RGC.v2.004374347,gramNeg
OM-RGC.v2.002268109,gramNeg
OM-RGC.v2.002602810,gramNeg
OM-RGC.v2.003026173,gramNeg
OM-RGC.v2.002553377,gramNeg
OM-RGC.v2.002832457,gramNeg
OM-RGC.v2.001938170,gramNeg
OM-RGC.v2.006756901,gramNeg
OM-RGC.v2.002018585,gramNeg
OM-RGC.v2.001060168,gramNeg
OM-RGC.v2.000146698,gramNeg
OM-RGC.v2.000882833,gramNeg
OM-RGC.v2.002985672,gramNeg
OM-RGC.v2.001252064,gramNeg
OM-RGC.v2.000551532,gramNeg
OM-RGC.v2.000772938,gramNeg
OM-RGC.v2.002926808,gramNeg
OM-RGC.v2.002339731,gramNeg
OM-RGC.v2.000176483,gramNeg
OM-RGC.v2.000219735,gramNeg
OM-RGC.v2.001346713,gramNeg
OM-RGC.v2.000114137,gramNeg
OM-RGC.v2.005024624,gramNeg
OM-RGC.v2.001177617,gramNeg
OM-RGC.v2.002553386,gramNeg
OM-RGC.v2.006557265,gramNeg
OM-RGC.v2.004404490,gramNeg
OM-RGC.v2.001012702,gramNeg
OM-RGC.v2.002399289,gramNeg
OM-RGC.v2.000344158,gramNeg
OM-RGC.v2.001165363,gramNeg
OM-RGC.v2.004754266,gramNeg
OM-RGC.v2.000707325,gramNeg
OM-RGC.v2.007332134,gramNeg
OM-RGC.v2.003279470,gramNeg
OM-RGC.v2.000759033,gramNeg
OM-RGC.v2.002814312,gramNeg
OM-RGC.v2.004404491,gramNeg
OM-RGC.v2.000969057,gramNeg
OM-RGC.v2.000427152,gramNeg
OM-RGC.v2.002553389,gramNeg
OM-RGC.v2.001374777,gramNeg
OM-RGC.v2.000332840,gramNeg
OM-RGC.v2.002832463,gramNeg
OM-RGC.v2.003638322,gramNeg
OM-RGC.v2.001873710,gramNeg
OM-RGC.v2.004498287,gramNeg
OM-RGC.v2.000392664,gramNeg
OM-RGC.v2.000529053,gramNeg
OM-RGC.v2.002741262,gramNeg
OM-RGC.v2.005205875,gramNeg
OM-RGC.v2.001550359,gramNeg
OM-RGC.v2.000298145,gramNeg
OM-RGC.v2.000632952,gramNeg
OM-RGC.v2.002585993,gramNeg
OM-RGC.v2.000240832,gramNeg
OM-RGC.v2.000590314,gramNeg
OM-RGC.v2.002310194,gramNeg
OM-RGC.v2.003325165,gramNeg
OM-RGC.v2.002490570,gramNeg
OM-RGC.v2.002602819,gramNeg
OM-RGC.v2.000250369,gramNeg
OM-RGC.v2.003371768,gramNeg
OM-RGC.v2.000198099,gramNeg
OM-RGC.v2.005242345,gramNeg
OM-RGC.v2.000544541,gramNeg
OM-RGC.v2.000157955,gramNeg
OM-RGC.v2.000551536,gramNeg
OM-RGC.v2.000511080,gramNeg
OM-RGC.v2.000843118,gramNeg
OM-RGC.v2.000006264,gramNeg
OM-RGC.v2.000312062,gramNeg
OM-RGC.v2.003613064,gramNeg
OM-RGC.v2.005132272,gramNeg
OM-RGC.v2.001039165,gramNeg
OM-RGC.v2.004344051,gramNeg
OM-RGC.v2.002569454,gramNeg
OM-RGC.v2.001125198,gramNeg
OM-RGC.v2.006310858,gramNeg
OM-RGC.v2.000898592,gramNeg
OM-RGC.v2.007173077,gramNeg
OM-RGC.v2.006557134,gramNeg
OM-RGC.v2.008343665,gramNeg
OM-RGC.v2.018914111,gramNeg
OM-RGC.v2.004313332,gramNeg
OM-RGC.v2.005059948,gramNeg
OM-RGC.v2.005024544,gramNeg
OM-RGC.v2.005907864,gramNeg
OM-RGC.v2.004688807,gramNeg
OM-RGC.v2.001542186,gramNeg
OM-RGC.v2.000250366,gramNeg
OM-RGC.v2.001617918,gramNeg
OM-RGC.v2.000522362,gramNeg
OM-RGC.v2.008861861,gramNeg
OM-RGC.v2.002201736,gramNeg
OM-RGC.v2.001065590,gramNeg
OM-RGC.v2.000658898,gramNeg
OM-RGC.v2.003235066,gramNeg
OM-RGC.v2.006358918,gramNeg
OM-RGC.v2.005278741,gramNeg
OM-RGC.v2.010241485,gramNeg
OM-RGC.v2.005908136,gramNeg
OM-RGC.v2.002620128,gramNeg
OM-RGC.v2.001059166,gramPos
OM-RGC.v2.005017160,gramPos
OM-RGC.v2.002550253,gramPos
OM-RGC.v2.001200576,gramPos
OM-RGC.v2.002396296,gramPos
OM-RGC.v2.000363777,gramPos
OM-RGC.v2.000451509,gramPos
OM-RGC.v2.001840994,gramPos
OM-RGC.v2.000114088,gramPos
OM-RGC.v2.004887934,arch
OM-RGC.v2.004888036,arch
OM-RGC.v2.006537517,gramNeg
OM-RGC.v2.004301694,gramNeg
OM-RGC.v2.004613618,gramNeg
OM-RGC.v2.001547365,gramNeg
OM-RGC.v2.002807642,gramNeg
OM-RGC.v2.000675711,gramNeg
OM-RGC.v2.005046662,gramNeg
OM-RGC.v2.001606001,gramNeg
OM-RGC.v2.004742247,gramNeg
OM-RGC.v2.002290565,gramNeg
OM-RGC.v2.002998363,gramNeg
OM-RGC.v2.001205647,gramNeg
OM-RGC.v2.000826548,gramNeg
OM-RGC.v2.001839234,gramNeg
OM-RGC.v2.005891923,gramNeg
OM-RGC.v2.001269806,gramNeg
OM-RGC.v2.001839235,gramNeg
OM-RGC.v2.004423396,gramNeg
OM-RGC.v2.001563969,gramNeg
OM-RGC.v2.001026635,gramNeg
OM-RGC.v2.001052945,gramNeg
OM-RGC.v2.003079632,gramNeg
OM-RGC.v2.002438996,gramNeg
OM-RGC.v2.005010983,gramNeg
OM-RGC.v2.001372032,gramNeg
OM-RGC.v2.002276691,gramNeg
OM-RGC.v2.004363084,gramNeg
OM-RGC.v2.001597576,gramNeg
OM-RGC.v2.003963480,gramNeg
OM-RGC.v2.003386513,gramNeg
OM-RGC.v2.001475488,gramNeg
OM-RGC.v2.008319092,gramNeg
OM-RGC.v2.006687790,gramNeg
OM-RGC.v2.000666621,gramNeg
OM-RGC.v2.001714357,gramNeg
OM-RGC.v2.006787353,gramNeg
OM-RGC.v2.002108504,gramNeg
OM-RGC.v2.000623627,gramNeg
OM-RGC.v2.005264675,gramNeg
OM-RGC.v2.000727880,gramNeg
OM-RGC.v2.001140020,gramNeg
OM-RGC.v2.001296410,gramNeg
OM-RGC.v2.005010998,gramNeg
OM-RGC.v2.022508890,gramNeg
OM-RGC.v2.009612791,gramNeg
OM-RGC.v2.010605593,gramNeg
OM-RGC.v2.008768727,gramNeg
OM-RGC.v2.005416129,gramNeg
OM-RGC.v2.006638158,gramNeg
OM-RGC.v2.006737863,gramNeg
OM-RGC.v2.003754315,gramNeg
OM-RGC.v2.003909899,gramNeg
OM-RGC.v2.008319423,gramNeg
OM-RGC.v2.006994699,gramNeg
OM-RGC.v2.003100134,gramNeg
OM-RGC.v2.008071870,gramNeg
OM-RGC.v2.005977449,gramNeg
OM-RGC.v2.001632311,gramNeg
OM-RGC.v2.005339608,gramNeg
OM-RGC.v2.003679743,gramNeg
OM-RGC.v2.003628915,gramNeg
OM-RGC.v2.001839283,gramNeg
OM-RGC.v2.004156980,gramNeg
OM-RGC.v2.004742417,gramNeg
OM-RGC.v2.003603556,gramNeg
OM-RGC.v2.002700623,gramNeg
OM-RGC.v2.018174842,gramNeg
OM-RGC.v2.004774696,gramNeg
OM-RGC.v2.002236944,gramNeg
OM-RGC.v2.003100142,gramNeg
OM-RGC.v2.002120602,gramNeg
OM-RGC.v2.001705147,gramNeg
OM-RGC.v2.002236947,gramNeg
OM-RGC.v2.000235821,gramNeg
OM-RGC.v2.001289733,gramNeg
OM-RGC.v2.000637451,gramNeg
OM-RGC.v2.004676941,gramNeg
OM-RGC.v2.003140725,gramNeg
OM-RGC.v2.000116974,gramNeg
OM-RGC.v2.002752508,gramNeg
OM-RGC.v2.002439027,gramNeg
OM-RGC.v2.003362873,gramNeg
OM-RGC.v2.001269816,gramNeg
OM-RGC.v2.001667656,gramNeg
OM-RGC.v2.002648125,gramNeg
OM-RGC.v2.001979147,gramNeg
OM-RGC.v2.003316257,gramNeg
OM-RGC.v2.003018537,gramNeg
OM-RGC.v2.017089499,gramNeg
OM-RGC.v2.006537586,gramNeg
OM-RGC.v2.000316290,gramNeg
OM-RGC.v2.000151518,gramNeg
OM-RGC.v2.000165047,gramNeg
OM-RGC.v2.003831146,gramNeg
OM-RGC.v2.001475511,gramNeg
OM-RGC.v2.001588948,gramNeg
OM-RGC.v2.003578446,gramNeg
OM-RGC.v2.000120879,gramNeg
OM-RGC.v2.000634664,gramNeg
OM-RGC.v2.001588952,gramNeg
OM-RGC.v2.002500389,gramNeg
OM-RGC.v2.011198099,gramNeg
OM-RGC.v2.002789392,gramNeg
OM-RGC.v2.000401597,gramNeg
OM-RGC.v2.004807284,gramNeg
OM-RGC.v2.000623635,gramNeg
OM-RGC.v2.002516182,gramNeg
OM-RGC.v2.001351100,gramNeg
OM-RGC.v2.006388683,gramNeg
OM-RGC.v2.001531141,gramNeg
OM-RGC.v2.019015711,gramNeg
OM-RGC.v2.006537608,gramNeg
OM-RGC.v2.006537609,gramNeg
OM-RGC.v2.000643299,gramNeg
OM-RGC.v2.003140659,gramNeg
OM-RGC.v2.001187600,gramNeg
OM-RGC.v2.011108962,gramNeg
OM-RGC.v2.003409683,gramNeg
OM-RGC.v2.004100943,gramNeg
OM-RGC.v2.002862379,gramNeg
OM-RGC.v2.001243003,gramNeg
OM-RGC.v2.001393545,gramNeg
OM-RGC.v2.003120341,gramNeg
OM-RGC.v2.001230108,gramNeg
OM-RGC.v2.001475517,gramNeg
OM-RGC.v2.024832120,gramNeg
OM-RGC.v2.000459135,gramNeg
OM-RGC.v2.003039007,gramNeg
OM-RGC.v2.001310367,gramNeg
OM-RGC.v2.004676851,gramNeg
OM-RGC.v2.001667660,gramNeg
OM-RGC.v2.002770871,gramNeg
OM-RGC.v2.002516190,gramNeg
OM-RGC.v2.006787451,gramNeg
OM-RGC.v2.019015951,gramNeg
OM-RGC.v2.009183715,gramNeg
OM-RGC.v2.006020770,gramNeg
OM-RGC.v2.011563659,gramNeg
OM-RGC.v2.000310486,gramNeg
OM-RGC.v2.000562501,gramNeg
OM-RGC.v2.000615390,gramNeg
OM-RGC.v2.010605386,gramNeg
OM-RGC.v2.000594444,gramNeg
OM-RGC.v2.000258820,gramNeg
OM-RGC.v2.000703117,gramNeg
OM-RGC.v2.000362192,gramNeg
OM-RGC.v2.001580408,gramNeg
OM-RGC.v2.003140666,gramNeg
OM-RGC.v2.019015990,gramNeg
OM-RGC.v2.013956322,gramNeg
OM-RGC.v2.004645139,gramNeg
OM-RGC.v2.002613696,gramNeg
OM-RGC.v2.011661130,gramNeg
OM-RGC.v2.002532107,gramNeg
OM-RGC.v2.000865558,gramNeg
OM-RGC.v2.002423915,gramNeg
OM-RGC.v2.003271033,gramNeg
OM-RGC.v2.002290596,gramNeg
OM-RGC.v2.004454750,gramNeg
OM-RGC.v2.003120351,gramNeg
OM-RGC.v2.016943814,gramNeg
OM-RGC.v2.000058022,gramNeg
OM-RGC.v2.004873847,gramNeg
OM-RGC.v2.011020245,gramNeg
OM-RGC.v2.000352950,gramNeg
OM-RGC.v2.003409709,gramNeg
OM-RGC.v2.000056504,gramNeg
OM-RGC.v2.006020795,gramNeg
OM-RGC.v2.006537665,gramNeg
OM-RGC.v2.000170984,gramNeg
OM-RGC.v2.000672684,gramNeg
OM-RGC.v2.001205666,gramNeg
OM-RGC.v2.001732995,gramNeg
OM-RGC.v2.003271050,gramNeg
OM-RGC.v2.006246497,gramNeg
OM-RGC.v2.002516202,gramNeg
OM-RGC.v2.001193593,gramNeg
OM-RGC.v2.005892037,gramNeg
OM-RGC.v2.005725929,gramNeg
OM-RGC.v2.002596475,gramNeg
OM-RGC.v2.006437849,gramNeg
OM-RGC.v2.001163196,gramNeg
OM-RGC.v2.000941231,gramNeg
OM-RGC.v2.001211876,gramNeg
OM-RGC.v2.003079714,gramNeg
OM-RGC.v2.004185516,gramNeg
OM-RGC.v2.004645160,gramNeg
OM-RGC.v2.000660829,gramNeg
OM-RGC.v2.019190793,gramNeg
OM-RGC.v2.005339551,gramNeg
OM-RGC.v2.001714392,gramNeg
OM-RGC.v2.003018576,gramNeg
OM-RGC.v2.005933965,gramNeg
OM-RGC.v2.003857718,gramNeg
OM-RGC.v2.000897192,gramNeg
OM-RGC.v2.002770889,gramNeg
OM-RGC.v2.001249566,gramNeg
OM-RGC.v2.000584333,gramNeg
OM-RGC.v2.006487476,gramNeg
OM-RGC.v2.001859684,gramNeg
OM-RGC.v2.001870024,gramNeg
OM-RGC.v2.000954216,gramNeg
OM-RGC.v2.001667673,gramNeg
OM-RGC.v2.000144473,gramNeg
OM-RGC.v2.011109117,gramNeg
OM-RGC.v2.003754298,gramNeg
OM-RGC.v2.002613714,gramNeg
OM-RGC.v2.002665381,gramNeg
OM-RGC.v2.001393556,gramNeg
OM-RGC.v2.000102201,gramNeg
OM-RGC.v2.001808274,gramNeg
OM-RGC.v2.001084814,gramNeg
OM-RGC.v2.010849406,gramNeg
OM-RGC.v2.001770118,gramNeg
OM-RGC.v2.001283224,gramNeg
OM-RGC.v2.002096490,gramNeg
OM-RGC.v2.000375317,gramNeg
OM-RGC.v2.001818381,gramNeg
OM-RGC.v2.000574334,gramNeg
OM-RGC.v2.001256420,gramNeg
OM-RGC.v2.002665331,gramNeg
OM-RGC.v2.005891941,gramNeg
OM-RGC.v2.019015752,gramNeg
OM-RGC.v2.006246376,gramNeg
OM-RGC.v2.000316289,gramNeg
OM-RGC.v2.007311483,gramNeg
OM-RGC.v2.000519357,gramNeg
OM-RGC.v2.002844160,gramNeg
OM-RGC.v2.001695748,gramNeg
OM-RGC.v2.000929084,gramNeg
OM-RGC.v2.000107264,gramNeg
OM-RGC.v2.004393035,gramNeg
OM-RGC.v2.003316246,gramNeg
OM-RGC.v2.003182984,gramNeg
OM-RGC.v2.003480811,gramNeg
OM-RGC.v2.005492269,gramNeg
OM-RGC.v2.001475502,gramNeg
OM-RGC.v2.009983288,gramNeg
OM-RGC.v2.001052954,gramNeg
OM-RGC.v2.003386537,gramNeg
OM-RGC.v2.000612707,gramNeg
OM-RGC.v2.006837669,gramNeg
OM-RGC.v2.000246926,gramNeg
OM-RGC.v2.004156866,gramNeg
OM-RGC.v2.004709341,gramNeg
OM-RGC.v2.003059567,gramNeg
OM-RGC.v2.000724741,gramNeg
OM-RGC.v2.000121874,gramNeg
OM-RGC.v2.013289279,gramNeg
OM-RGC.v2.013957082,gramNeg
OM-RGC.v2.003505190,gramNeg
OM-RGC.v2.006537910,gramNeg
OM-RGC.v2.004677024,gramNeg
OM-RGC.v2.002547666,gramNeg
OM-RGC.v2.001597634,gramNeg
OM-RGC.v2.001357898,gramNeg
OM-RGC.v2.001934114,gramNeg
OM-RGC.v2.000849535,gramNeg
OM-RGC.v2.002158063,gramNeg
OM-RGC.v2.002547668,gramNeg
OM-RGC.v2.001945200,gramNeg
OM-RGC.v2.000634681,gramNeg
OM-RGC.v2.002014375,gramNeg
OM-RGC.v2.009540436,gramNeg
OM-RGC.v2.007100039,gramNeg
OM-RGC.v2.017852797,gramNeg
OM-RGC.v2.000623644,gramNeg
OM-RGC.v2.009613000,gramNeg
OM-RGC.v2.002579893,gramNeg
OM-RGC.v2.000543725,gramNeg
OM-RGC.v2.000272089,gramNeg
OM-RGC.v2.006588717,gramNeg
OM-RGC.v2.000381294,gramNeg
OM-RGC.v2.003039112,gramNeg
OM-RGC.v2.005726120,gramNeg
OM-RGC.v2.001236350,gramNeg
OM-RGC.v2.007950050,gramNeg
OM-RGC.v2.006889236,gramNeg
OM-RGC.v2.003316393,gramNeg
OM-RGC.v2.001422811,gramNeg
OM-RGC.v2.000826579,gramNeg
OM-RGC.v2.000649225,gramNeg
OM-RGC.v2.000146535,gramNeg
OM-RGC.v2.005301791,gramNeg
OM-RGC.v2.019016892,gramNeg
OM-RGC.v2.006588675,gramNeg
OM-RGC.v2.000853381,gramNeg
OM-RGC.v2.006340815,gramNeg
OM-RGC.v2.001393579,gramNeg
OM-RGC.v2.006537836,gramNeg
OM-RGC.v2.005191674,gramNeg
OM-RGC.v2.002789490,gramNeg
OM-RGC.v2.002734967,gramNeg
OM-RGC.v2.003271143,gramNeg
OM-RGC.v2.000727900,gramNeg
OM-RGC.v2.003578587,gramNeg
OM-RGC.v2.004129127,gramNeg
OM-RGC.v2.002665439,gramNeg
OM-RGC.v2.001337575,gramNeg
OM-RGC.v2.007827109,gramNeg
OM-RGC.v2.013730721,gramNeg
OM-RGC.v2.001658681,gramNeg
OM-RGC.v2.000620775,gramNeg
OM-RGC.v2.001597639,gramNeg
OM-RGC.v2.000703132,gramNeg
OM-RGC.v2.015957403,gramNeg
OM-RGC.v2.000403250,gramNeg
OM-RGC.v2.005301853,gramNeg
OM-RGC.v2.001911643,gramNeg
OM-RGC.v2.002579909,gramNeg
OM-RGC.v2.000183846,gramNeg
OM-RGC.v2.006787749,gramNeg
OM-RGC.v2.003120448,gramNeg
OM-RGC.v2.000020728,gramNeg
OM-RGC.v2.000230490,gramNeg
OM-RGC.v2.000849539,gramNeg
OM-RGC.v2.006638342,gramNeg
OM-RGC.v2.002938973,gramNeg
OM-RGC.v2.000129290,gramNeg
OM-RGC.v2.003963709,gramNeg
OM-RGC.v2.000153581,gramNeg
OM-RGC.v2.002096566,gramNeg
OM-RGC.v2.000724764,gramNeg
OM-RGC.v2.000877653,gramNeg
OM-RGC.v2.001506865,gramNeg
OM-RGC.v2.001945201,gramNeg
OM-RGC.v2.019548287,gramNeg
OM-RGC.v2.001259973,gramNeg
OM-RGC.v2.019296598,gramNeg
OM-RGC.v2.000409161,gramNeg
OM-RGC.v2.006465886,gramNeg
OM-RGC.v2.002298227,gramNeg
OM-RGC.v2.000960985,gramNeg
OM-RGC.v2.005552627,gramNeg
OM-RGC.v2.015768186,gramNeg
OM-RGC.v2.020207330,gramNeg
OM-RGC.v2.017479996,gramNeg
OM-RGC.v2.015902815,gramNeg
OM-RGC.v2.020973389,gramNeg
OM-RGC.v2.012716680,gramNeg
OM-RGC.v2.006972262,gramNeg
OM-RGC.v2.006466179,gramNeg
OM-RGC.v2.005915828,gramNeg
OM-RGC.v2.006319920,gramNeg
OM-RGC.v2.005552884,gramNeg
OM-RGC.v2.007453443,gramNeg
OM-RGC.v2.003543012,gramNeg
OM-RGC.v2.003979203,gramNeg
OM-RGC.v2.003283619,gramNeg
OM-RGC.v2.024737454,gramNeg
OM-RGC.v2.010491172,gramNeg
OM-RGC.v2.006319940,gramNeg
OM-RGC.v2.002055879,gramNeg
OM-RGC.v2.011161841,gramNeg
OM-RGC.v2.002008995,gramNeg
OM-RGC.v2.003216793,gramNeg
OM-RGC.v2.004859348,gramNeg
OM-RGC.v2.006867205,gramNeg
OM-RGC.v2.006617004,gramNeg
OM-RGC.v2.004662978,gramNeg
OM-RGC.v2.006368180,gramNeg
OM-RGC.v2.003643192,gramNeg
OM-RGC.v2.003111309,gramNeg
OM-RGC.v2.000832356,gramNeg
OM-RGC.v2.001103809,gramNeg
OM-RGC.v2.003173435,gramNeg
OM-RGC.v2.002386892,gramNeg
OM-RGC.v2.004349762,gramNeg
OM-RGC.v2.003091133,gramNeg
OM-RGC.v2.003543044,gramNeg
OM-RGC.v2.000251309,gramNeg
OM-RGC.v2.006816140,gramNeg
OM-RGC.v2.003845813,gramNeg
OM-RGC.v2.000203682,gramNeg
OM-RGC.v2.000313350,gramNeg
OM-RGC.v2.001442003,gramNeg
OM-RGC.v2.002588860,gramNeg
OM-RGC.v2.001951133,gramNeg
OM-RGC.v2.002949357,gramNeg
OM-RGC.v2.000354881,gramNeg
OM-RGC.v2.001253223,gramNeg
OM-RGC.v2.003352593,gramNeg
OM-RGC.v2.005102773,gramNeg
OM-RGC.v2.000263802,gramNeg
OM-RGC.v2.000806720,gramNeg
OM-RGC.v2.000847722,gramNeg
OM-RGC.v2.000320338,gramNeg
OM-RGC.v2.001029543,gramNeg
OM-RGC.v2.002312688,gramNeg
OM-RGC.v2.000436610,gramNeg
OM-RGC.v2.000181580,gramNeg
OM-RGC.v2.000907397,gramNeg
OM-RGC.v2.007183050,gramNeg
OM-RGC.v2.018776941,gramNeg
OM-RGC.v2.000093731,gramNeg
OM-RGC.v2.002055855,gramNeg
OM-RGC.v2.010814909,gramNeg
OM-RGC.v2.002622960,gramNeg
OM-RGC.v2.004006877,gramNeg
OM-RGC.v2.007565907,gramNeg
OM-RGC.v2.000726398,gramNeg
OM-RGC.v2.004201908,gramNeg
OM-RGC.v2.001997054,gramNeg
OM-RGC.v2.003494235,gramNeg
OM-RGC.v2.000265685,gramNeg
OM-RGC.v2.001434270,gramNeg
OM-RGC.v2.000254794,gramNeg
OM-RGC.v2.001472071,gramNeg
OM-RGC.v2.001003209,gramNeg
OM-RGC.v2.002217599,gramNeg
OM-RGC.v2.000165334,gramNeg
OM-RGC.v2.001196768,gramNeg
OM-RGC.v2.000509168,gramNeg
OM-RGC.v2.001672608,gramNeg
OM-RGC.v2.002854214,gramNeg
OM-RGC.v2.002556358,gramNeg
OM-RGC.v2.013572867,gramNeg
OM-RGC.v2.010411197,gramNeg
OM-RGC.v2.002989205,gramNeg
OM-RGC.v2.001519352,gramNeg
OM-RGC.v2.004825789,gramNeg
OM-RGC.v2.008740508,gramNeg
OM-RGC.v2.003446286,gramNeg
OM-RGC.v2.001300278,gramNeg
OM-RGC.v2.004116745,gramNeg
OM-RGC.v2.003446257,gramNeg
OM-RGC.v2.002606030,gramNeg
OM-RGC.v2.000345641,gramNeg
OM-RGC.v2.006566859,gramNeg
OM-RGC.v2.003951526,gramNeg
OM-RGC.v2.000176586,gramNeg
OM-RGC.v2.019297683,gramNeg
OM-RGC.v2.004319030,gramNeg
OM-RGC.v2.004727853,gramNeg
OM-RGC.v2.006226707,gramNeg
OM-RGC.v2.002327700,gramNeg
OM-RGC.v2.016885620,gramNeg
OM-RGC.v2.002710212,gramNeg
OM-RGC.v2.010490958,gramNeg
OM-RGC.v2.001103791,gramNeg
OM-RGC.v2.003693687,gramNeg
OM-RGC.v2.008355527,gramNeg
OM-RGC.v2.006816205,gramNeg
OM-RGC.v2.000614048,gramNeg
OM-RGC.v2.003422948,gramNeg
OM-RGC.v2.001672614,gramNeg
OM-RGC.v2.004760240,gramNeg
OM-RGC.v2.004061425,gramNeg
OM-RGC.v2.007235276,gramNeg
OM-RGC.v2.001055791,gramNeg
OM-RGC.v2.000593218,gramNeg
OM-RGC.v2.003029959,gramNeg
OM-RGC.v2.001535555,gramNeg
OM-RGC.v2.004694902,gramNeg
OM-RGC.v2.001962238,gramNeg
OM-RGC.v2.001160486,gramNeg
OM-RGC.v2.002710219,gramNeg
OM-RGC.v2.000241832,gramNeg
OM-RGC.v2.002067533,gramNeg
OM-RGC.v2.001766064,gramNeg
OM-RGC.v2.001511182,gramNeg
OM-RGC.v2.000671233,gramNeg
OM-RGC.v2.000729574,gramNeg
OM-RGC.v2.002165068,gramNeg
OM-RGC.v2.001682137,gramNeg
OM-RGC.v2.001253237,gramNeg
OM-RGC.v2.006919417,gramNeg
OM-RGC.v2.003352629,gramNeg
OM-RGC.v2.011341487,gramNeg
OM-RGC.v2.001341213,gramNeg
OM-RGC.v2.000563774,gramNeg
OM-RGC.v2.004006917,gramNeg
OM-RGC.v2.004662937,gramNeg
OM-RGC.v2.001962244,gramNeg
OM-RGC.v2.007984619,gramNeg
OM-RGC.v2.001055795,gramNeg
OM-RGC.v2.002710228,gramNeg
OM-RGC.v2.001985347,gramNeg
OM-RGC.v2.002675002,gramNeg
OM-RGC.v2.002540687,gramNeg
OM-RGC.v2.004319057,gramNeg
OM-RGC.v2.001568458,gramNeg
OM-RGC.v2.000152851,gramNeg
OM-RGC.v2.001334397,gramNeg
OM-RGC.v2.001240021,gramNeg
OM-RGC.v2.004033905,gramNeg
OM-RGC.v2.000780793,gramNeg
OM-RGC.v2.000356134,gramNeg
OM-RGC.v2.001719342,gramNeg
OM-RGC.v2.000899283,gramNeg
OM-RGC.v2.001645697,gramNeg
OM-RGC.v2.000656439,gramNeg
OM-RGC.v2.000875733,gramNeg
OM-RGC.v2.004172712,gramNeg
OM-RGC.v2.001202826,gramNeg
OM-RGC.v2.000201445,gramNeg
OM-RGC.v2.002588854,gramNeg
OM-RGC.v2.000345638,gramNeg
OM-RGC.v2.008740440,gramNeg
OM-RGC.v2.007288575,gramNeg
OM-RGC.v2.001645699,gramNeg
OM-RGC.v2.002949346,gramNeg
OM-RGC.v2.007453242,gramNeg
OM-RGC.v2.002872851,gramNeg
OM-RGC.v2.004230926,gramNeg
OM-RGC.v2.001543562,gramNeg
OM-RGC.v2.000704698,gramNeg
OM-RGC.v2.002230854,gramNeg
OM-RGC.v2.012010218,gramNeg
OM-RGC.v2.006972089,gramNeg
OM-RGC.v2.005138886,gramNeg
OM-RGC.v2.001610746,gramNeg
OM-RGC.v2.004349644,gramNeg
OM-RGC.v2.001519341,gramNeg
OM-RGC.v2.000151795,gramNeg
OM-RGC.v2.001962223,gramNeg
OM-RGC.v2.006716626,gramNeg
OM-RGC.v2.002692604,gramNeg
OM-RGC.v2.000903413,gramNeg
OM-RGC.v2.017179945,gramNeg
OM-RGC.v2.017791513,gramNeg
OM-RGC.v2.011815716,gramNeg
OM-RGC.v2.008046288,gramNeg
OM-RGC.v2.008356014,gramNeg
OM-RGC.v2.007342537,gramNeg
OM-RGC.v2.014026342,gramNeg
