bin,ERR598955,ERR598963,ERR598968,ERR598976,ERR598983,ERR599003,ERR599029,ERR599078,ERR599123,ERR599136,ERR599170,ERR598950,ERR598986,ERR598996,ERR599095,ERR599100,ERR598944,ERR598958,ERR598964,ERR598985,ERR599047,ERR599166,SRR3960572,SRR3960575,SRR3960576,SRR3960577,SRR3960578,SRR3960580,SRR3960581
NAT-1,0.0,0.019669943992202628,0.0119013859891398,0.0,0.013112571134299108,0.0,0.0,0.0,0.024534579791555995,0.006796007656417024,0.0,0.0,0.011987969845818397,0.0,0.0,0.0062858889371590785,0.018212575332058556,0.018726486639284622,0.018387328824198485,0.016838729445215084,0.019020507953131514,0.0199776111042141,0.1833578021557795,0.6865927896965565,0.23396433134277153,0.5982678398789094,0.8613121200377651,0.12915817182267725,0.3078556606059879
NAT-10,0.006192094684837056,0.03098974347162533,0.024996830496649452,0.027413346518020305,0.014643621584896618,0.02919068008241181,0.03339703594098639,0.031515418052042825,0.024687977295261097,0.03170707234448742,0.02492241904596703,0.0,0.02350203424533545,0.03467343940581146,0.010131122427932827,0.034073847300712605,0.02572361237619554,0.02192284043060263,0.022085674591714243,0.031072569384939415,0.018237835291090413,0.02425690892018364,0.0052384515089953666,0.009837209871140984,0.01871227783551768,0.012213119524297074,0.01394905761151144,0.017870436043495374,0.015153368430854212
NAT-100,0.007598612254156819,0.05605748787511382,0.026262287079241366,0.01652069132877338,0.0135196955988712,0.013390019471569217,0.0008662169669772296,0.01462145361026227,0.03352908215808934,0.006232443377663979,0.029854421705170706,0.0360854300529181,0.012618795050319055,0.024518782098740664,0.03221971680435228,0.0021907840919781593,0.010606258252280015,0.015493682988271439,0.010476900274235807,0.009714695936414504,0.009386507618748874,0.010446522690773497,0.0059016502858065785,0.005839379865107421,0.00494081628799371,0.004683288408008627,0.011384037835141723,0.0031005261506430524,0.006182459709212188
NAT-101,0.16926424602875367,0.14715516628527,0.05273555178067855,0.08097183091819245,0.02217820183571415,0.23953423808724253,0.21048040080792618,0.030195422005418002,0.07881455599896132,0.2644946082174419,0.12340504589116917,0.0,0.029311250385085096,0.06228862493731796,0.0697983725017311,0.040369263508250285,0.012021750350513845,0.026379128553591976,0.012932071643073544,0.012924537382488714,0.012255135693811063,0.013239559678078822,0.0,0.002980951177299593,0.0,0.010489734853587986,0.013243504417521555,0.012716745596743101,0.0
NAT-102,0.01386153987588599,0.026835276638875753,0.020286313889618737,0.015505517173667304,0.0589502641190661,0.0108275605005122,0.031861326853629815,0.019483215861606062,0.009754843086963163,0.002121686597083208,0.02047502416906853,0.015542294485860168,0.020122789383518958,0.018229800863102077,0.01714851831874865,0.0014431200817457879,0.0077900450932803945,0.021107473148904963,0.005115824556611365,0.0,0.0,0.0,0.0,0.007415774597082342,0.0,0.0,0.0,0.0,0.0
NAT-108,0.014570867874043063,0.01783989127851144,0.012164671637975332,0.015057749822587544,0.014443565657184087,0.0143754825028321,0.014167720429317972,0.013715880859628821,0.0070454559875130305,0.012350326656842166,0.014174190586074033,0.01554127684508171,0.014729036380619794,0.015035446801911137,0.014958602598602351,0.010895296235511373,0.0026457021960435566,0.003673598040773674,0.0064195671188088535,0.006192039024505456,0.004125128328718031,0.0028844007107869272,0.0,0.0,0.01921169608358185,0.0,0.01776714099203474,0.0,0.0
NAT-109,0.022144408163608756,0.007306386295909986,0.0021531268100359745,0.020101146797623086,0.0075102988222015485,0.02385847172906889,0.016051050847293198,0.012071494383883679,0.006937046901304545,0.01008264539276519,0.020323395517646684,0.017916949758816244,0.013574587724519398,0.024635379615528436,0.017904796126179127,0.010676240907994383,0.0,0.010367505336762605,0.0,0.0,0.0,0.012530931528698802,0.05007619730657073,0.0,0.025358528253390383,0.0,0.016947312338388438,0.0,0.0
NAT-11,0.005613752745710033,0.0181829518659947,0.017095746062191726,0.01718653584830226,0.01825770326993673,0.005438426341427559,0.013713169391508179,0.016842936281671595,0.017524190480626856,0.011524385505616156,0.017991101514734285,0.013846337933073551,0.016930301161415626,0.01830473947484784,0.016107843289315787,0.015292857244795602,0.0,0.017822107621583407,0.0037256757377648222,0.0,0.0,0.008200233797950816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-111,0.020824071558121084,0.02750219542842697,0.04447483608302765,0.030380516881464134,0.03479808771009682,0.0,0.039245703337335285,0.04657216956372524,0.020459273823386723,0.040758995152748695,0.032458201936765116,0.010424283820630754,0.007820994785211368,0.018417934776136215,0.008701684146483089,0.010696488821683496,0.008930927948621608,0.008169189192352991,0.010189648226268784,0.01106298636127601,0.012778915441078176,0.009717420817139404,0.003976285137816512,0.011529022937186027,0.008833523048843038,0.0050015455164417995,0.0071506807432280975,0.009260878603112884,0.007725237141446666
NAT-113,0.0,0.014367328525717607,0.018783201386851387,0.014110078645873766,0.0026300747706265184,0.0,0.024476764881615036,0.00279458153073107,0.015502313001993258,0.024368692985801667,0.00935601664331247,0.0,0.0209693159351328,0.0178560202799457,0.0006388973612365756,0.01904737729906534,0.023246845507421298,0.0232652017327286,0.023563241452940656,0.022165004521920155,0.024127313169062897,0.023561697250386877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-116,0.0,0.013461737643261201,0.027547078719651313,0.028191923921962014,0.006259188560394766,0.0,0.020416177885170934,0.027763643669274824,0.01116637091689386,0.05446199546043707,0.0,0.0038539508943688837,0.02978353645052211,0.0080457088357485,0.0,0.03687092506536606,0.031947906695347854,0.030140613911780557,0.030379828927677942,0.03658250043774012,0.030721011813002314,0.030439315084842412,0.02987736894704885,0.022582448828979078,0.005812154817689559,0.02389318253948395,0.022332049807266722,0.022248402562006712,0.027945224006035937
NAT-117,0.0,0.056145205186436876,0.05517785934295286,0.058677767568801,0.0559352362700875,0.0,0.05445267908709826,0.051266380885116807,0.0569400223896635,0.055311472914963064,0.07000481344843328,0.0,0.045864036719459794,0.04795756850487,0.0,0.051186588390343755,0.06528414218649263,0.031053130789181236,0.03309834388864846,0.05051610059774044,0.05754663675508025,0.044769870997277285,0.3310803186159622,0.0,0.0,0.6663619744058501,0.0,0.0,0.0
