bin,SRR3965592,SRR3965647,SRR3965676,SRR3965758,SRR3965809,SRR3965873,SRR3965874,SRR3965875,SRR3966130,SRR3967025,SRR3967319,SRR3967558,SRR3967690,SRR3967699,SRR3967700,SRR3968060,SRR3968061
deep-0081,8.892803318504632e-05,0.0,0.0,0.0,0.0,3.0368704752180345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0093,0.0,0.0010577043077861557,0.0,0.0,0.003412176527468459,0.0,0.0004374550925073862,0.0,0.0027935822910311594,0.009629652248026992,0.0006028155638927267,0.02297537720198269,0.001017031374864848,0.024615742946603004,0.0023490514389384017,0.04145074155329635,0.0014368422282807567
deep-0096,1.136597920845615e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00015804056345745666,6.85417648848317e-05,0.0,8.069014721227194e-05,0.0,0.0002510466599484772,0.00368351949934827,0.0001194674251389195,0.0005625634373097978,0.0
deep-0101,0.0,0.0031813189176210063,0.0,0.0,0.010414793481316712,0.001379291155001144,0.0,0.0006122232439171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0102,0.048090371609305564,0.0,0.08333992581328632,0.019203746735459746,0.03829490472562911,0.007568905061543149,0.03465978927117958,0.04874440668227024,0.0400562108757365,0.024509099035423525,0.03467757545669715,0.03018076494588286,0.11102942654769334,0.10787349925739624,0.020579348403443866,0.06680462963260567,0.10695882060741554
deep-0108,0.0019409908268527172,0.0034377809200811884,0.006502759660195658,0.008706093350980925,0.006495409984086641,0.007426105060642085,0.005449810784401189,0.003595555227284954,0.03706881813780672,0.017717446296433584,0.011206652511819685,0.011283149050158665,0.040821654645195236,0.019272582704383628,0.07474729511949664,0.04457928010438821,0.06254455522883429
deep-0122,0.008968703682886364,0.030957233727062706,0.021174280116157893,0.012318590635800477,0.09874196389467761,0.04558968440895724,0.02208515511729347,0.029941591246126383,0.03772154865553299,0.03901743171361868,0.010643572566869588,0.03240957587562225,0.02952973069165467,0.03789013114085871,0.035719217844633035,0.049227343415995,0.04109111348314327
deep-0126,0.00012109242232219823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0127,0.027006065180382857,0.005230858409300494,0.028270927346877337,0.021640453820909372,0.002756089921386951,0.005460986433072054,0.04003892701979997,0.043978644646923706,0.032064832122303856,0.04569832351229813,0.03767005178297071,0.027639175284136466,0.024679989648235277,0.022812989927865103,0.0241289346592425,0.035468824024902104,0.049980242400927556
deep-0132,0.010414071026266836,0.0,0.007472749830230905,0.006059992810374772,0.0010137439001067351,0.003721549215122601,0.002576045380710498,0.002659122804655974,0.005000769758890613,0.009042889427167732,0.0019787070448212094,0.008711929931030695,0.006159173907986126,0.008111361050611644,0.007969447790860246,0.019326392938994182,0.005144216592639976
deep-0134,0.0003148367187951348,0.0,5.1154105510808595e-06,0.0017842877229077314,0.00039608459579366104,0.00032614240962776625,0.0,0.0016194213109985613,0.0015354709006444689,0.00032030330791015606,0.0013093538213182112,0.00018816128726653104,0.00044375676166492645,0.0015755668653222611,0.0,0.0005480677918743991,0.00400863552469571
deep-0146,0.0004939530940173853,7.254229466036025e-05,0.0,0.0002618928365490303,0.0007815594861658444,0.00048159630729018303,4.453761875832473e-05,0.00015045475182751093,0.00024192473829673042,0.0004618954609768722,0.0003180957260869294,0.0003375994459754599,3.2678469301926064e-05,5.079086758175954e-05,0.00010674919860976368,0.0,0.0
deep-0152,0.001160394283081994,0.0020233221873239785,0.002952534709826187,0.0013733890795977124,0.001251989944119968,0.001221333904170994,0.0014652109692699573,0.005924645608086217,0.0012666090558112143,0.0025015898882045193,0.0014044837841537376,0.0012072865576758327,0.0008903685187970481,0.0015309433143857799,0.0006638246972759246,0.0,0.0
deep-0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008961041011702923,0.0
deep-0161,0.0027524652898387814,0.013096599354792838,0.005699862436144658,0.009280211935599135,0.04685468416146699,0.027925598453373498,0.0033673924430946906,0.012347623668336355,0.049814765239748496,0.0752741790299289,0.018046556114570674,0.046854221467697806,0.027609669730574625,0.09808741852496368,0.02748075197615093,0.11410696881035803,0.034933219352311994
deep-0162,0.0005596701783289478,0.005361582268709795,0.002097168416566919,0.0,0.004270377149621286,0.0011229075191880149,0.0026362942688212855,0.0008149153822313857,0.0,0.0,0.0,0.0,0.0,0.0025932559996598675,0.0,0.0,0.0
deep-0165,0.0004008151605333979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027464856230497775,0.0016394182031871643,0.0009993827951535722,0.0
deep-0166,0.0,0.00579121770130656,0.0010508175851223333,0.00027899801561397954,0.0032515528021452235,0.00040802188373520925,0.0,2.6299521691931784e-05,0.003220270906338483,0.004461190372433531,0.0002577190532032321,0.0,0.0008863927050350158,0.0033586651759672363,0.00048001542673291835,0.00418039694529861,0.0
deep-0175,0.0011622084995996768,0.009908436306082295,0.0045795709980798035,0.006522529911444115,0.008087854691942368,0.007394967347104488,0.0011763357468047235,0.004997565639665123,0.05930284326724628,0.08091198911048822,0.0047274829034369146,0.017830125851648494,0.009462319676810648,0.02454684673231757,0.004794717596974333,0.006156459358235332,0.0
deep-0176,0.006055002595530998,0.10021906125588782,0.10377803622404548,0.0,0.041424582323028376,0.0030165752818955777,0.003206645853020784,0.09731405731601639,0.0008338119851797835,0.022662805796468042,0.0015314367882335084,0.015701000084347445,0.00013946157926117628,0.0009283595386606689,0.0020512954175722783,0.005284575675082364,0.0
deep-0177,0.002397627021732997,0.06648183127929669,0.1389276789290037,0.0019839705273748272,0.029448722449670423,0.0006284157857690162,0.0043421735719466805,0.10621624264396615,0.0039998140957514935,0.2335706775412328,0.000317329359362817,0.015679750013196988,0.007060393858930283,0.08904683734836254,0.023478309602860892,0.22416467347361999,0.0005808813367334416
deep-0178,0.0015338945396991706,0.005831466382714741,0.0026751002448040864,0.006820315080207537,0.013544907079194384,0.005814116940939321,0.004320034552439934,0.0076271381645556914,0.01196516149170899,0.03544279434654723,0.0034880249379750762,0.012952608591439225,0.011390149839376565,0.04991468507778451,0.030636795226896447,0.0787685082106706,0.02168362569718669
deep-0184,0.0003117302491678543,0.0045862173322536,0.0005125769280018572,0.0,0.0005256415080815844,0.0023074418988845062,0.0019721879221088466,0.001124863532655302,0.0,0.0,4.0950519810923396e-05,0.0004337377216076201,0.0005854145032614301,0.0,0.0,0.0,0.0
deep-0185,0.0002498148301548773,0.002149392110308106,0.001751158430475977,0.00034970019312985,0.0014289591922878183,0.0001351547035954145,0.00015582594818520365,0.002519586587907503,0.0016450083995404507,0.004539473878516657,0.0021791298993864366,0.006402764332069101,0.0031553210492845274,0.018662849764149485,0.004297317878194657,0.027714861566171218,0.000778381252844482
deep-0194,0.02600468121379724,0.0022445732162645043,0.05021910855224744,0.003932921710058481,0.0055058972875645686,0.004191820839621481,0.013380967904078849,0.014704458062737928,0.016637848428462602,0.04271550747932907,0.0029630560467335107,0.03146881183746959,0.008448518237862069,0.028277246572672672,0.0064210433292889455,0.059927585898694305,0.05020489642432363
deep-0195,0.0003339317459621355,0.0,0.0,0.0001899022906602774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0202,0.00025275417599289436,0.0,0.0002115026259489432,0.00023161161740140016,3.0297316522614547e-05,0.00020666050931656758,0.0,0.0,0.0,0.0,8.075945508801322e-05,0.0002560323692432823,0.0,0.0,0.0,0.00030436773720950025,0.0
deep-0209,0.0005140743588825679,0.0,0.00020121396457666905,5.503572958503415e-05,0.00023837292622852775,0.00016401266506923677,0.000497190742349868,0.0011822065867856091,0.0007383550692342086,0.0011778105138196722,0.0013600341463261122,0.00046729094243110276,0.012002179302018351,0.009449129630252243,0.0033470558601382473,0.004468445940755146,0.013039012849921839
deep-0210,0.0008965746108563109,0.0009548374196589256,0.004049267132738109,0.00036217395792986323,0.0020059897963061626,0.00043666169463360674,0.0015183786596966236,0.007884276072670842,0.005321117504432029,0.01312451930919506,0.0025558535483420704,0.00867293791370497,0.004543858482195011,0.022439373328313632,0.0013823240390908478,0.012905101903261952,0.0009547719653147478
deep-0214,0.0,0.0,0.0005988474981984085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004337627722649536,0.0,0.0,0.0,0.0
deep-0223,0.001021392905987469,0.0038184111329044907,0.00013002964259548752,0.004433686684952807,0.005065714541734848,0.0015544408735441784,0.0007559405524749732,0.0030572750198559658,0.004375926026880064,0.005039127169531039,0.003835406261036088,0.006789492802795234,0.003985338461209144,0.006327254574389279,0.009620457276847091,0.0033824628462228593,0.00204688959765578
deep-0238,0.0005159147637762999,0.0,0.003078604083893986,0.00021633557069270006,0.0,0.0,0.0011380475276471652,0.007513258545589818,0.0,0.0011947366654748522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0242,0.0,0.0,0.0,1.946571136521628e-05,0.0,0.0,0.0,0.0016481844159864764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0251,0.05844690348750314,0.1579108151375382,0.1627034173186366,0.052805180112431606,0.16272499378603164,0.05788898581323111,0.06279817691273039,0.15933609219651076,0.1132968891617861,0.26580464017534966,0.028790902827597865,0.160438119920311,0.0527292765779415,0.247191296155003,0.05797712483420742,0.24386089304331202,0.024997409660747535
deep-0255,0.0033445368537436335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005266921856396443,0.007609133735206247,0.004711778137012216,0.0,0.0,0.0069241433751570025,0.0035695874256689184,0.0
deep-0263,0.0014258113475826555,0.0007028459215707774,0.0008592840633280422,0.0008691769182951432,4.678182701313413e-05,0.0006979580087067596,0.0026292315307490854,0.0040884075806693265,0.0007833628711458661,0.0017052198205606728,0.00011061791857548666,0.00011223552572619624,0.0021063640618422218,0.023636673097869248,0.00034283245697747127,0.005896742595869424,0.0
