bin,ERR598944,ERR598958,ERR598964,ERR598985,ERR599047,ERR599166
deep-0305,66.52078774617068,64.4803073967339,259.5429486130781,67.18303571428571,267.9244935818483,67.04558404558405
deep-0307,3406403.8551085233,1498773.6049356495,2958206.568976361,1939885.2594806505,922187.9508366633,1279364.7093511047
deep-0314,3732939.691666325,7017721.66775686,4373548.684358376,9417928.450082704,2474824.643719188,2535526.5602918556
deep-0321,2141394.3598448527,1827058.1172568952,2221188.512328478,1950497.1421410744,1156683.1960542744,1133665.9010228512
deep-0323,1566681.5248790996,1209634.8572270658,1620029.4080735168,1648175.947473561,756786.9204343985,892985.5035192672
deep-0325,1810551.0604053778,376234.3998213642,527608.7038670551,455518.88238939544,261395.02686441544,414540.0307900643
deep-0327,1321145.3263166214,1588207.4508036445,1349416.1343264373,2967138.5822573025,1061522.5814971477,1730591.9099781641
deep-0330,1639249.5444051498,1573022.7387789986,2171895.483745864,12739349.748811627,1643897.3816674114,2709437.609797867
deep-0335,1150745.3691633665,221071.84748516217,221939.57741364065,263437.62622324075,125099.80942998937,246559.09021447363
deep-0338,1957214.6232226118,4123027.4608588037,2363348.6565444106,10875497.424703972,1814565.9867046655,2786132.357621405
deep-0340,1233644.2982686583,1733898.2100082284,1401129.299000706,4710879.828875817,1187528.3683592086,2026654.4721242168
deep-0343,596344.4662324961,2682321.6247700183,556008.2670099525,307640.5088521241,499439.53144318453,550542.8117629614
deep-0347,1696866.7164469713,3515721.4621666074,2645741.7846166315,7927336.897255491,1440801.2688012307,3416678.3270719806
deep-0349,1809898.687398075,3631754.065566146,1722717.5746488583,7422706.841452843,1382828.534840685,1917401.6125864885
deep-0351,4707634.023236768,3573886.7535195844,5031422.897917476,4644932.821236342,3667786.48900767,5718650.760801983
deep-0353,2356065.9956857087,922063.9979182377,1713374.762405612,1400069.4553284906,1128429.4341758364,1432919.8836271446
deep-0355,2606238.4031439554,1441647.9135298503,1790050.2815767594,1264451.8993403667,1198485.1355666644,1454485.7743606162
deep-0356,1168833.7270366163,2694157.252487162,2053644.1469526568,6674591.670265265,934828.9640024352,2404028.7444247105
deep-0358,2070687.7412485809,2184478.095814142,3160702.688913229,1603998.680757131,1850336.2252616072,1657022.272724644
deep-0362,3301154.001525089,1620429.7128687229,3110380.5138889034,2256320.6219321312,1724367.5256084588,1458144.1733627066
deep-0368,2396988.7950177025,2656362.3126740907,3520120.542830596,4880716.338536168,2569485.8075973135,4446124.365180678
deep-0373,1221689.8924525538,1294358.9047975375,1565157.9647833344,4405553.030221203,1381685.7932365595,1231003.2498763793
deep-0378,5552785.097482963,5410357.806780178,5180876.369195085,8055842.133857295,4004178.9720513355,7740527.2904484365
deep-0383,3035788.7328309384,1895476.8267169432,3928980.046511475,5109465.682173513,3045717.4556049136,5073295.454550017
deep-0391,1391132.9640255165,828141.0593282206,1132817.8606572135,805237.5658372949,830832.2593890759,866893.0013644252
deep-0399,2524991.18788194,3225401.6918885717,3319771.3048089985,5053490.2609699005,2206064.094166854,3975198.561829763
deep-0405,1099602.1262760262,1087418.6561262999,1325949.774214724,3538197.349279999,1097242.8562437433,1178234.7378601725
deep-0410,6154966.789914376,6756718.5921026785,6300445.911564344,3930005.902202053,4286524.617590105,4905857.053050529
deep-0416,1612286.1206483883,2931301.644136738,1851018.100529497,9879330.22637974,1437676.7361978674,2356299.353098738
deep-0421,5554025.056448024,6207186.818373372,4803807.396669974,4075937.7758356007,3511534.941332404,4931704.7598786
deep-0422,6362167.615144196,5277047.0908083515,6925031.543287462,6664585.255927065,5381488.09024817,10827616.684656363
deep-0434,2620675.9607189936,3034827.9914862225,3365648.6597257615,6920718.017493629,1964178.5113176529,4918985.7462815475
deep-0435,389150.12540252175,707830.8190321994,486239.47166875575,331773.0202912244,383801.7374809641,169165.46869920782
deep-0437,336924.5642642713,888271.2987797863,697987.1842705145,363646.808772573,796675.0014840198,493903.02049888193
deep-0438,2172388.743294551,492105.759183728,751698.2511105814,566343.3517160411,355645.3064270341,510489.2191457416
deep-0439,1618869.1301573059,2629210.649040248,2356415.8202554,5284139.993638157,1245242.0234610515,1441550.5327015775
deep-0441,2772817.755445117,1026200.3108011449,1569494.9906195742,1285338.232412397,979367.3708235588,1257541.590960761
deep-0457,3924406.755475229,1078893.513856792,2313330.08313877,3224052.7666694457,1451737.3472811389,1805402.3618958103
deep-0461,1576599.2551326454,2069797.5876419686,1812255.6367359909,3218999.2592778895,1559573.1162096828,1864286.238312617
deep-0466,1384675.0528071886,2649637.2502099397,1560644.9116179796,8399475.599883795,1208229.927356255,2041104.7287368998
deep-0471,959117.963821366,1039771.0876590676,1404088.9834783145,10360288.48413258,1037531.3585388032,2079947.5676059693
deep-0478,6079300.081380796,8245150.867420682,6568636.104459225,12021108.9762405,3754391.2398679834,4847962.919511799
deep-0480,1807666.9418118226,2446142.490743062,2577956.989838133,4166498.2490081857,1851631.5117393534,3383340.36403607
deep-0483,1336200.9361866792,1052863.5746680275,1790178.1872328618,3526514.445242514,1044951.4295206075,3254985.1026715674
deep-0489,1510673.0704384837,1493197.5468378963,1908311.0698028244,3033763.031175515,1287011.5445118812,1141153.3488905549
deep-0490,3503950.3052783604,5898813.678647593,3646946.7553221076,13604566.447398292,2803263.3153211474,4233560.403107341
deep-0496,1835969.9942040832,4775285.068285664,1445367.4915126248,753858.1158359931,1170990.0837510948,1456983.190706321
deep-0505,2573292.6258175885,3778807.6676364373,3410574.0776995127,7937770.428746427,2318944.412908551,2528676.8789959815
deep-0509,3204576.6274865167,3909959.52682877,4187051.626363254,6458959.063143625,3210304.8534292416,5072580.68105965
deep-0518,2268983.380501429,900819.1417598766,2371629.81369522,4656644.428857232,2021956.2484149067,4215157.657218042
deep-0523,1820813.4424778807,2705402.5694980887,1917652.143181591,9884913.511068616,1416675.474304861,2302919.573175534
deep-0527,4628727.162487886,4503158.619880235,5074633.827533855,5341852.844931758,3893624.4043425205,7032222.971691274
deep-0528,4810973.662807755,4153657.8080482115,5027543.698424996,6780270.709341869,3876676.0803099317,6376752.771289237
deep-0535,2000061.9012499773,3505374.9516580645,2340201.506917189,16209001.420100968,1851514.188861787,3458982.177908793
deep-0539,7794258.73764893,6612688.394181096,8015140.488625875,8427909.175787123,5289382.690864707,6721012.540265825
deep-0545,1884493.9977489845,4627314.197934725,2284801.724325536,3743513.3270392236,2107326.3630802836,1556750.0357996386
deep-0549,112695.47308006891,355661.5064977196,186584.45025065428,134964.44862996682,126450.26272630185,152881.1224743921
deep-0553,2539835.766476969,3137580.2694626544,3208393.9391955584,6126689.666722367,1716789.5745051054,3594774.698559291
deep-0555,2809214.117277946,1447476.9619118536,1840935.8168351462,1545712.8351515052,1174017.9398601947,1350656.859940681
deep-0560,7512988.882430486,5695578.518117009,10171790.13632186,9843131.652460162,7740686.063649694,13409942.570532616
deep-0562,3945134.187480806,6762407.273297315,5375461.801257425,11853421.926504835,3187948.870204631,3783539.6556277834
deep-0564,4033444.6715945057,4010527.133264406,3998286.7182745743,3910626.535425691,2925531.0863237283,4631620.674010399
deep-0570,344965.08681902994,550956.2346714316,377049.27767528186,121345.84631508759,293264.4958899856,140032.13942226127
deep-0585,501647.96536944085,517931.22821203555,485086.98529519566,206356.61116047783,398705.08888441423,263309.35103490367
deep-0586,2667692.5823241724,2845401.6827914766,3408271.1831295374,4107165.402381159,2716362.581565519,3768117.9114624257
deep-0590,2088329.362729924,2371297.9710823596,3047861.8946897555,4420406.722460697,2276282.57365664,3819628.627794911
deep-0592,3487542.8804434855,4321510.984981133,4708099.464024194,4722393.394718533,3950475.065765188,5008746.479684367
deep-0593,3159790.694672697,3041888.5136587066,3930454.180462092,5152174.181052498,2708411.5624355194,6738097.874016706
deep-0600,3814423.048989774,308292.60596541123,589713.1456321426,2263936.8601825275,279143.7139157014,584322.6218345031
deep-0605,99183.9544090086,35335.13408633186,33419.74222036236,220253.10467041077,32907.00082689222,50738.367918657714
deep-0608,7105851.6451516915,8151578.636847157,6927490.715111451,4189454.2242044075,4407610.236770694,6655819.078414316
deep-0609,2356169.729927695,4241760.353063212,1268001.8420663187,546318.7318844269,963001.804967319,731240.6856570555
deep-0614,1258436.1923050634,1577068.5071896901,1246104.6263332004,2811072.100675426,1008747.3267934632,1767021.3798485936
deep-0617,2148834.310017189,2523224.637458358,2196299.306082587,3422888.501434161,1634718.6451318713,1755047.4470937354
