bin,ERR598955,ERR598963,ERR598968,ERR598976,ERR598983,ERR599003,ERR599029,ERR599078,ERR599123,ERR599136,ERR599170,ERR598950,ERR598986,ERR598996,ERR599095,ERR599100,ERR598944,ERR598958,ERR598964,ERR598985,ERR599047,ERR599166,SRR3960572,SRR3960575,SRR3960576,SRR3960577,SRR3960578,SRR3960580,SRR3960581
NAT-130,0.0,0.042427357902985366,0.039795290725128385,0.05308089907225051,0.054711203129791934,0.0,0.048384703087035616,0.05519244996706629,0.021025484767541056,0.054254302447094255,0.0466665680374003,0.0,0.010133625178628342,0.044564841345218056,0.0,0.016992376180953277,0.02979145430490809,0.018520019396801195,0.022399809541480725,0.033806140652394207,0.049308643186632105,0.0162304843606446,0.0,0.0,0.0,0.0,0.03255892310408974,0.009866888723253343,0.006682359722292282
NAT-131,0.0,0.006348554926521319,0.006129312525690634,0.005467574657899266,0.0035115057646456123,0.0,0.005492631044740757,0.0030252970384481684,0.005009217026937628,0.005898545070032977,0.004705942212447297,0.0,0.00031187437366855147,0.007035394002461104,0.0,0.002771238027730533,0.0,0.0,0.0,0.002696516468921851,0.0055866599807404905,0.00177219869607699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-132,0.00721324114244884,0.023604578411725065,0.021844887548862425,0.014714106618937432,0.027321365646743895,0.0,0.014333781852539819,0.02076360064571135,0.022870861607072426,0.021017988319607273,0.022142575803491236,0.0,0.02423648656341263,0.020661742449033998,0.01968383666261067,0.019534836626452563,0.0610087714143979,0.03298359718900234,0.041712064775325776,0.044116397432927695,0.039937388585275575,0.056531931049755395,0.05163029997550938,0.0,0.0,0.0,0.0,0.005863814212783366,0.07592859490915935
NAT-133,0.0,0.012392361208334982,0.012709889608442293,0.02039744302067442,0.013320688117101662,0.0,0.012851157396460665,0.009026130873110341,0.009542741094252717,0.011073128296209102,0.014327568223904191,0.0,0.0,0.011341930774199491,0.0,0.0013828560570319191,0.019730942603542266,0.0,0.0,0.006267379372495977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-134,0.0,0.01251379469644382,0.015507313249110337,0.019678001682772433,0.017774902177257766,0.003587133156394951,0.015006138303454998,0.013997014465859917,0.013559607739987206,0.014034860036691712,0.01354408731279087,0.0,0.0,0.01267552570010096,0.0013981314740160304,0.009249710866056455,0.004481641827485951,0.0,0.0,0.004280376058711583,0.005774563960924889,0.001723102378865096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-136,0.0,0.006596949309471517,0.007993715271414327,0.004194074562804861,0.0006305265014429417,0.0,0.00511262125068946,0.0,0.010597923402441166,0.004960703597501232,0.005524002369195464,0.0,0.004263622926714203,0.006252979088384034,0.00039726376772279584,0.004467025392933204,0.0,0.0010625299858759304,0.0,0.0,0.0,0.007270624876791321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-137,0.0,0.0010133651943195505,0.0013670573283526648,0.0,0.001136461093302748,0.0,0.0,0.0006102435733915243,0.0016533201301848189,0.0,0.000761381451107237,0.0,0.0009159454874448735,0.0008721495819397654,0.0006928147953834078,0.0,0.0009300369707230377,0.0010417144702927442,0.000995378280616135,0.0004299790863700069,0.0009552330037291194,0.0017105521441305124,0.0,0.005706705443813963,0.0029874808392703653,0.00421824690983026,0.0,0.0,0.0
NAT-138,0.0,0.0,0.0,0.005443759148547853,0.0,0.0,0.0,0.00229549644600388,0.0,0.0,0.0,0.0,0.002932415174305097,0.0,0.0,0.0,0.0035265289700196108,0.0,0.007051618896790874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-14,0.003073951262365542,0.021510915339325705,0.02284740167381222,0.00943272043943711,0.02719532152799523,0.0,0.006227205897750301,0.02299782428252485,0.022414923383823466,0.012391584569138058,0.019613404048266586,0.028543879025403018,0.024320177665303287,0.01804380637455673,0.017957961697467842,0.009585623378958408,0.0021419748189615835,0.021836121987312364,0.008043186904601365,0.0015142976082651901,0.008081668139514853,0.01989142858132165,0.0,0.019678462167333637,0.0,0.0,0.0,0.0,0.0
NAT-142,0.02667175719590332,0.022874057652066744,0.014119926512420293,0.026522001894369117,0.025095466927240174,0.0,0.0,0.025793875038089442,0.020971811735602267,0.012544383998981674,0.02471437515658103,0.043802864741688936,0.025723361310697624,0.026653169677154132,0.022576728957631877,0.013649031210786193,0.013060817537326757,0.02486676473910383,0.034649476123606464,0.026716637321151163,0.038420278286076776,0.025188857100623414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-145,0.017011056721271553,0.0,0.0,0.006431747556635198,0.0,0.016520451257693795,0.005089198539267584,0.0,0.0,0.011486675917773517,0.0019557598586430296,0.01904904151240963,0.004082820390138476,0.0,0.018714662524213624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026268646612149605,0.0,0.029928527685618492,0.01798252546901717,0.0212342859202572,0.0,0.0
NAT-149,0.0,0.00973170774938848,0.011086655245440091,0.006489221961840037,0.009666999548849368,0.0,0.007310141500040389,0.0074535546547850875,0.01461720823330261,0.01160065504272772,0.009558927328813785,0.01078710599289916,0.014021974948630776,0.01761211855035126,0.006482975764340735,0.011133738476863383,0.022439949355041552,0.010632168331297391,0.0,0.011813230469932547,0.012906140595833431,0.007082274027155392,0.0,0.0,0.0,0.0,0.13352004057339587,0.0,0.0
NAT-15,0.023035501835477715,0.0465616876549969,0.04473274526818858,0.035906778371008294,0.05093966108689821,0.0,0.049704494891609406,0.0437419609768145,0.0456507088705132,0.04626621708909493,0.04814819083885576,0.0,0.04741961448452987,0.05178006946785447,0.0,0.04787415133027768,0.046758217754554576,0.04859805550912599,0.04700955950932661,0.04747232144694827,0.046695464153651556,0.046898436724565375,0.022658347869682193,0.007479790838345714,0.04186923523597745,0.014679993492548971,0.02710366779244876,0.02598455900807943,0.003592967884862304
NAT-155,0.0,0.018487113713893884,0.008156933241151378,0.0,0.019176689327884883,0.0,0.0,0.0,0.01104668559480114,0.035213096790913515,0.03588526541910068,0.0,0.02452025409880271,0.0,0.0,0.01978436276833166,0.03171584682222432,0.023273923207905455,0.031471532836078814,0.03480727167909562,0.0330257976807823,0.026794303321394312,0.019108523551770118,0.11745287527233694,0.03601884479507184,0.11913516252911892,0.08176672483652259,0.040512622780650036,0.086026996937175
NAT-157,0.0,0.005303774524054964,0.004626833998445078,0.005525265114648008,0.0050126338506897156,0.0,0.0027125320235971916,0.004855543719313505,0.004799906887276131,0.003050378524428003,0.0050827725804654935,0.0,0.0,0.005223107885903457,0.0,0.0,0.0,0.0,0.004297837545459761,0.0,0.0,0.0026064844804795663,0.0,0.0,0.0,0.0,0.0,0.00033707925056510903,0.0032347175990314675
NAT-158,0.007330419740329554,0.0014930279265888498,0.0026896773487905547,0.002734881797896454,0.0021074782134790316,0.008026397491805413,0.00140858859613831,0.0019689397359971537,0.0028584264709849596,0.002175596161831969,0.002266403217359464,0.008008415214932788,0.013773636950020677,0.000865811857868803,0.008874826822256708,0.006343921313489565,0.0027447289316644835,0.009187846274140475,0.009882928039556566,0.010065807661334854,0.010609365780583803,0.010624120787586745,0.012565354206591833,0.011527153700953047,0.012041764220064626,0.012182298344123004,0.013200758739347871,0.009707160577067962,0.01290393522564015
NAT-16,0.003819736708341378,0.0010555602298401895,0.0023662484099679962,0.002502615218983485,0.0019252413137806409,0.003993665622167246,0.0033447953657255868,0.00147874275859448,0.0015555473595486322,0.0021887758298835863,0.0013638803724400788,0.0017143124946625082,0.0035167348536195918,0.0028666791353396995,0.002750804485765836,0.001013490038937609,0.0,0.0012765521262723659,0.0006022970205415885,0.002303112316752104,0.0007550370150572996,0.0026858319338302406,0.0,0.0007486471138319709,0.0012441395228825881,0.0,0.0005607820922403365,0.0006169930551719445,0.0
NAT-161,0.028879521823737275,0.018600583775865723,0.014209996840768978,0.024453290692269227,0.018742304575539118,0.01982054357952029,0.03159712322196517,0.028098265154687517,0.011485653658622254,0.017895659056268783,0.025475858743041212,0.024746961386791905,0.02260485979888529,0.02654425516955323,0.024327355369340747,0.014873414470294822,0.006726762348187173,0.01609210687850595,0.00756049748822543,0.009038395147318702,0.014993453031803123,0.019545606537244024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-163,0.06531503708958,0.04468599829012871,0.04895859982122485,0.1138297571051872,0.025753433843400668,0.06121652866651231,0.01611018502501384,0.22969426280990776,0.03180917872745227,0.019551435624928854,0.05554162802646681,0.1413743531631822,0.17351577651621128,0.04456108901590539,0.11398503776504755,0.019646645617807244,0.0153500783599387,0.06740591208677411,0.009012444231860156,0.0,0.027084659169690536,0.013569805404529033,0.0,0.0,0.0,0.0,0.037630299240660255,0.0,0.0
NAT-165,0.0025884411047693554,0.0,0.0,0.005682611960332139,0.006934232420759306,0.0,0.0,0.009085792496780244,0.0,0.0,0.010481332275330511,0.008630715974037742,0.006675637907579239,0.013798383194573324,0.00849797873744215,0.0,0.007892655193158299,0.0,0.0,0.0,0.0,0.0013384453603933271,0.0,0.0,0.0,0.0,0.0,0.14794248432780205,0.0
NAT-166,0.05090046102204162,0.010375546714750388,0.007704427307252549,0.008295800510334286,0.00871206674530745,0.042701438282511266,0.0054349473113978804,0.025749725988831042,0.006213960471420789,0.004617644987535283,0.011218963658019866,0.020789899416858406,0.007913107940196798,0.010216141030672667,0.025549347543085854,0.004782286485102816,0.0004850511731411442,0.002130566638985444,0.0009695449664978408,0.001172733874689326,0.0006051447908846204,0.00037607778052790446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-167,0.0015195608912707951,0.004231058813666327,0.003080082822565141,0.0012574944246516676,0.003621853057093576,0.0,0.0019401186765621132,0.0013055952893271123,0.004270537397628998,0.0018807928111026352,0.0039662001902659024,0.0,0.004706183347477074,0.0014026341197723086,0.0,0.0035601242707083976,0.003559281147938617,0.004100061316896213,0.0040334663059511415,0.003636729958331177,0.0038629932759034332,0.003329873981673455,0.0021829663950901565,0.004157498968356013,0.004218308574903036,0.00047012131661169204,0.0014726880931219375,0.004999755337990248,0.0027617427545307553
NAT-17,0.0,0.002694964729084147,0.002871383248751327,0.0032822614084397107,0.002525819103064895,0.0,0.0032534792065487773,0.002921858284796937,0.0031708640748978794,0.0038204317787221657,0.0033666467414955217,0.0,0.005607701608068603,0.0027384689187566758,0.0,0.0037486026636446416,0.004759726987881728,0.004345328386844668,0.0047893844907486195,0.005358303454651919,0.004040206612245286,0.0063380119064506135,0.05107353161761196,0.01140741753026929,0.03537192490203248,0.0699028960531151,0.044754513792846055,0.013880776314335612,0.006273389943333515
NAT-170,0.0,0.0017183916750518936,0.0018669202194354399,0.002132734854926215,0.0015578695507501735,0.0,0.0018123414909146148,0.0015469438960386108,0.001483915296781555,0.0015903090963685883,0.003193081572161083,0.0,0.0,0.0014473572288819698,0.0,0.0,0.0,0.0,0.0,0.0007861211322076449,0.003062544334281642,0.0,0.0,0.0,0.0,0.0,0.004029940516650635,0.0,0.0
NAT-171,0.0,0.0010000419869175133,0.000918583630693921,0.0011163391214431024,0.0017978753752518027,0.0,0.0,0.0017647226249448724,0.0004891164084197877,0.0,0.0008789266532440856,0.0015766156877109242,0.0017124646595943818,0.0008102338002512962,0.0015839323898543026,0.0027138382019535005,0.00073716969004601,0.0010924238299655916,0.0018622368356249386,0.004239724849492186,0.0017918946090396055,0.0022876849047004716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-173,0.0,0.0,0.001727710195145312,0.0010619760641989767,0.0010315674341774338,0.0,0.0,0.0012793232735867621,0.0013447517131676418,0.0,0.0,0.0,0.004082115189182482,0.004370034545561918,0.0,0.005349389655780467,0.004896500548935258,0.004382231293145605,0.004748720042699107,0.005008467914192189,0.004641454602385383,0.004586982432693088,0.005080875274190443,0.002447165821273007,0.004831242872673055,0.0056244930260213,0.006290411249973324,0.004235422311964901,0.003097117573133439
NAT-175,0.016749535723306248,0.024457661284111188,0.0298433486727599,0.017963079631150968,0.010869959906609375,0.016159791472141707,0.04386919732135383,0.01811526935965214,0.035356927488607845,0.01216846486385218,0.018483332285946553,0.01624477922746746,0.017914821410619026,0.018911593563258135,0.015935460961671408,0.02602158906808593,0.030455936330216152,0.013242847409313148,0.03397772270163401,0.033365161191877706,0.02755906117474815,0.02062016823533349,0.0,0.0,0.0,0.03399522468696094,0.01144411676745716,0.0,0.0
NAT-176,0.0,0.0007410068993613346,0.0008330431201569507,0.002360500494771862,0.0006961711556928452,0.0,0.0008396708031068283,0.0007628721940896874,0.0009445933150291112,0.0008305879626651556,0.0008805073999858349,0.0,0.0,0.0006474666294381279,0.0,0.000187321597126839,0.0,0.0,0.0018752688907858915,0.00033489944298289,0.0,0.0018068379309810856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-178,0.0,0.002187260687551798,0.0015690938549348752,0.0028976791227209677,0.0025654903012025543,0.0,0.0013638737247842084,0.0019189931358660327,0.0017122365012553855,0.002329818085555569,0.0019807249608361304,0.0,0.0,0.0025120872134321262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-179,0.1624267642729197,0.03879501934834368,0.016791024086461707,0.015391611209368529,0.015396722664444884,0.1848621274190327,0.05254846499459362,0.046705794095961595,0.019613152207476517,0.009640977174216471,0.021271757345324185,0.04134018857840142,0.013370542023947808,0.016496839778676112,0.0306639445056521,0.009510695793148095,0.004500295761457004,0.016316535751688337,0.01574824293361673,0.010001793652936937,0.009222094253629078,0.008425639523264734,0.0,0.06042615448499109,0.0,0.0,0.0,0.0,0.0
NAT-18,0.0013113254598633986,0.0052228943279040325,0.006100942905946136,0.0007262044896843148,0.0045056184343153435,0.0026326933836210565,0.005294975647291062,0.0,0.006581541969606259,0.005470873571537558,0.0023978038979417544,0.0024180397409576996,0.0014828518959479823,0.002037006566888535,0.004278318698729728,0.006585140147536758,0.0,0.001755114992026898,0.0036850400188755753,0.004923917895698555,0.0,0.004163721178564584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-181,0.015920025301226964,0.03014679539405475,0.03450612924744473,0.023097455387255526,0.022704016624303252,0.013800474509793437,0.09989190996860918,0.02272459009483503,0.042311933483743694,0.04344875603489438,0.02389185882343863,0.0186793758941017,0.022340115908541743,0.026533911667031253,0.020620144954903583,0.04536545382358627,0.010675361597605446,0.006903909300276101,0.004965815220392458,0.004498469940787054,0.003250954845212459,0.00360083255891291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-182,0.0015351648006824371,0.0,0.0,0.0016806986042450934,0.0,0.001551806352650723,0.00034286985634478375,0.0013685401297707511,0.0,0.0,0.001542581562483634,0.0016034788214392395,0.001553363901531923,0.0008078438323037396,0.002155956014228811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-185,0.0018080341145081038,0.0007447737297315366,0.0,0.0020680463582761644,0.0,0.001896991662802227,0.0,0.0020402517373069623,0.0003614592948724417,0.0,0.0016307495486741288,0.0018015849411694934,0.001693337582697144,0.001339852236071233,0.0016569441963110389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-187,0.02055035694272202,0.004979720363113887,0.0010745543468386415,0.04052112478978141,0.028677976948622553,0.019072745300813237,0.019256335000526884,0.016684949467729405,0.01703507480330631,0.007561974333307615,0.01214889327344226,0.02369449613921554,0.03274606945906795,0.018139305716650633,0.024237867922774794,0.013528683376745903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01931899690249431,0.03270652908210389,0.01570878210136386,0.0,0.0
NAT-188,0.0,0.0,0.000828628956411978,0.0,0.0012211940430973517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016143662959452237,0.0,0.0,0.0,0.0009226494427400998,0.0007746313564365767,0.0008242974427400894,0.0007491149210244782,0.0008890351590430493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-19,0.0,0.01496661314779,0.015060195304174302,0.014132456489550247,0.014082105274922244,0.0029642906422153582,0.014939770510369241,0.015890462481280773,0.013904884337718894,0.01613941910076738,0.01399665976991973,0.0,0.001757618168627015,0.013498434440527713,0.002022849124310433,0.010390189129060107,0.013297770923493156,0.006497691801798099,0.02107105241105883,0.014876766772705108,0.009337121852553214,0.02247894826608917,0.041442364821404294,0.0,0.0,0.025611267334965597,0.0,0.02026925989432093,0.0
NAT-197,0.0,0.011111549593910917,0.007559364709936252,0.00843701876915147,0.007182570047725685,0.0,0.0047306835337088855,0.009501052272789837,0.014005496589234086,0.01397519671884236,0.010626099579767798,0.010578266488987425,0.0076906909251421175,0.013406866051063207,0.009331388044833376,0.007238675561515977,0.016867018912613198,0.004829518335909431,0.0,0.0,0.0,0.013398441943824202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-198,0.006775787956894132,0.0064386634847041265,0.006020396091776252,0.004693079238135902,0.007503182947126007,0.0,0.0016621777017287653,0.00596928467955079,0.005959835758396189,0.0056023421230710305,0.007118909811271179,0.001027194129121628,0.006830084456646562,0.005608922368679656,0.0063982043857812605,0.005587943991119392,0.0,0.004820471711474447,0.003913851328445721,0.017394649457980638,0.010704120119501866,0.0031029612583593955,0.0,0.012381356525347905,0.0,0.0,0.0,0.0,0.0
NAT-20,0.0,0.006413667794961776,0.006005973490571717,0.0073855438302259015,0.008165121042376006,0.005128866514412433,0.0042599632013375225,0.006590586379435014,0.006928475353191586,0.005386085023498781,0.004410222866704011,0.0,0.0,0.007276593437685352,0.0,0.003580480555951068,0.0027343812320888717,0.003103693977213432,0.0003735753408867663,0.0034928096328778625,0.005202676025818627,0.00027649494657369287,0.003717427778565517,0.000232843385946643,0.0,0.0,0.0010755015126387027,0.0003186103564869522,0.000866777073911832
NAT-200,0.015852299169345854,0.019373901467801224,0.0129981939585975,0.010353893224963558,0.010597606339675564,0.015077172263760508,0.003354504695107927,0.009085325656749386,0.016337536812771343,0.0028775583891768467,0.011573555265524255,0.007644289828820016,0.009960865508919458,0.012636560588293039,0.007286577040894552,0.0044889160268861165,0.007253744633707661,0.00695828726695994,0.0031515813226086513,0.0024858648730317194,0.012856410381166809,0.011211159633944113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT-201,0.0,0.0056867118551396575,0.004835369217629481,0.004003730325694861,0.002698403051231616,0.0,0.004074735971339366,0.006414016837179277,0.007683297667225881,0.004266676267049996,0.0034699072303292747,0.0,0.003966427225073386,0.004000286801744414,0.0,0.0044364617415331795,0.004114196938294107,0.004052309300174155,0.00431921818468173,0.004467726162062678,0.004432936439370611,0.004511725285289761,0.005974441751939974,0.002084924314869474,0.0,0.0034146806973447312,0.0018467047269771543,0.0038283382714705376,0.004691730560165815
