bin,ERR598950,ERR598986,ERR598996,ERR599095,ERR599100
deep-0013,0.0,0.0,0.009484842584100008,0.0,0.0011016360323653186
deep-0018,0.0057771422370514235,0.0019945743972846017,0.009229661190013836,0.005688090901766129,0.0004695149251735754
deep-0019,0.0027583102499059565,0.00032313197095250703,0.00028564303603450966,0.0005352096095556687,0.00032816453848199737
deep-0029,0.0,0.00017260199649221295,0.004513893576711855,0.0,0.004561872873068985
deep-0035,0.0,0.0,3.219141719213022e-05,0.0,0.0
deep-0036,0.0018064155694099064,0.0008454418571419677,0.00436347468128396,0.001354529996242587,0.0008149548646609499
deep-0044,0.0,0.0002458797368627516,0.009995745072464233,5.60766942485873e-06,0.0002681673193810606
deep-0045,0.0,0.0002845803683910777,4.865640789871407e-06,1.1499074182851262e-05,0.0009350066527840643
deep-0047,0.0,0.0,0.0061091001029757695,0.0,0.0007288049604036623
deep-0050,0.0,0.0,0.0004242086864524891,0.0,0.004196804463611656
deep-0058,0.0,0.00026536947565334755,0.0028837473538018163,0.0,9.376150721125336e-05
deep-0064,0.0,0.0003801501388355848,0.013387833495950371,0.0,0.0028012793071405676
deep-0070,3.919611656733005e-05,0.0001273068123699259,0.0002750187705043645,4.5988469693755976e-05,0.001468547685776535
deep-0081,0.0020871165184046304,0.00045998561992288575,0.0014670656950920393,0.0016029859865341653,0.0003319021350209938
deep-0093,0.0,0.0011777779722085067,0.0,0.0,3.494442793851689e-05
deep-0095,0.018142750513087686,0.004664595090384486,0.0008602477531688181,0.017797582944552522,0.0008786942923164093
deep-0096,0.0,0.0002123735209986037,1.3412089229653026e-05,0.0,0.0006709440661671408
deep-0101,0.045802849993070535,0.006807889258107084,0.000502522243698872,0.03269187622287206,0.0031367588555211903
deep-0102,0.004915607422324266,2.8360041607596152e-05,0.0003521882659440358,0.0037543818993469058,0.0005590560586484784
deep-0108,0.0,0.0005858693318802866,0.0013787612427055614,0.0,0.0011187150558149962
deep-0122,0.002598686691685197,0.0008485911412275852,0.0036147953798984084,0.0013913955794477685,0.009082646449663792
deep-0127,0.0,0.0,0.00010524075900414487,0.0,0.0
deep-0134,0.00029813839574327944,0.003846441336638654,0.0006981129720195732,5.0476458409091884e-05,0.0015634915829580698
deep-0144,0.0,0.0001480362297268608,0.00018465151894123398,0.0,4.627762622066043e-05
deep-0146,0.00010673242253041529,0.0005712013191673087,0.001603174516712833,1.6420818620019037e-05,0.002414970024423632
deep-0152,0.0,0.00020502584822683898,0.00014499904941805777,0.0,0.0003048760735793575
deep-0153,0.004662754012088057,0.0005449539810822693,0.0006852326463312019,0.004483530340534254,0.002043524834207577
deep-0161,0.0,0.000199921310384816,0.00073152335045727,0.0,0.002824161780917897
deep-0166,0.0,0.000883413849451101,5.130576248232897e-05,0.0,0.0010392013331574355
deep-0169,0.006831188600921357,0.0009043015504029173,0.004865257867611009,0.005211242298769611,0.00022800759846798317
deep-0175,0.0,0.0,0.00042002422605752195,0.0,2.173644854468348e-05
deep-0178,0.0,0.00020555886122058896,0.0008580769178261088,0.0,0.0016204994913973673
deep-0182,0.0,0.0,0.001077640047324902,0.0,0.0
deep-0184,0.0,0.0,0.0022163084987748953,0.0,0.0
deep-0185,0.0,3.7455077579043687e-05,0.0,0.0,0.0001719718187350875
deep-0186,0.0,0.0,0.007029421948923352,0.0,6.80564377675632e-06
deep-0194,0.0,0.000987609494254466,0.0,0.0,0.00048780462471174457
deep-0195,0.0,0.0008093085500120984,0.003720759356539157,0.0,0.00074722141360477
deep-0202,0.00010538354376609135,0.0015663000497530262,0.003404323659192781,7.46316170881291e-05,0.002382072862291057
deep-0209,0.0,0.0007486878351759793,0.001545030206346334,0.0,6.849127555013411e-05
deep-0210,0.0,0.0002854336862951623,0.0013362341497503698,0.0,0.001208413901052705
deep-0212,0.0,0.0,0.00463913556225393,0.0,0.0
deep-0214,0.0,0.00011336953458364145,0.0002042259176536083,3.190443079206327e-05,0.0006658984416578389
deep-0222,0.0,8.765957742870486e-05,0.0,0.0,8.968238449000551e-06
deep-0223,0.0016723522160002927,0.000209484512562909,0.011077254919216307,0.002069218053034868,0.008940419836143477
deep-0238,0.0,0.0,0.0001659131263478612,0.0,0.0
deep-0241,0.0,0.0,0.0495702420466309,0.0,0.0007738000256122551
deep-0242,0.00014055074340965315,0.0007399803445220956,0.001000139654724551,0.0029008532004813374,0.000461028739012718
deep-0251,0.0,0.0,0.00015742456660310604,0.0,0.0019578829540894795
deep-0255,0.0,5.435173060626024e-05,0.0019801534884705883,0.0,0.0
deep-0258,0.0,0.0,0.0004512855517081365,0.0,0.0
deep-0263,0.0,4.0278512481973616e-05,0.0,0.0,0.00039731513048003745
deep-0267,0.0,0.0,0.01082984664999722,0.0,5.9701697066725945e-05
deep-0269,0.0001663469360888606,0.00021009729059007684,0.0017549840186524325,3.381989641887355e-05,0.00047164173781834263
deep-0274,0.0,0.0,0.0008294680068521942,0.0,0.014934648611466409
deep-0275,3.9203532377796175e-05,0.0,0.0006368855949358709,2.7078269633807995e-05,0.00013520341932715175
deep-0283,5.282872412172765e-05,0.0009323785714601387,0.001963122905312462,6.256283777692474e-05,0.006649376690491258
deep-0285,0.0,0.002321461760288872,0.003293848047011948,0.0,0.00412940544942453
deep-0286,0.0,0.0002020323029584244,0.0006257604463488571,2.521547126303161e-05,0.0005730439341066735
deep-0291,0.0,2.506481960349682e-05,0.02442807134919611,0.0,0.00011082519845027707
deep-0293,0.0,0.0008655446344785005,0.00042704508679479794,6.4974397929483205e-06,0.0012372366203392809
deep-0300,0.00023822090620263022,0.0010489596834832627,0.0022127979804352368,0.00033663343631947277,0.0021742185941194887
deep-0303,0.0,5.798313730939325e-05,0.001793007790705292,0.0,0.00013039788277497788
deep-0307,0.0,0.0,0.01242781472565876,0.0,0.0
deep-0314,0.00017777058135186636,1.4145378027150735e-05,0.004004661442662187,0.00019912229730402218,0.000874805536067197
deep-0321,0.0,0.0003547714198101263,0.01731579076617982,6.9197850354480485e-06,0.010181576715038014
deep-0323,0.0,0.0,0.005023777643793692,0.0,0.0
deep-0325,0.0,0.005818954714107918,0.0007813025373638072,0.0,0.008840194456004119
deep-0327,0.0,0.0,0.0,0.0,0.0011244361274616412
deep-0330,0.0,0.0001736075269450783,0.00028863163692128624,0.00012773495560794597,0.00023238731352698264
deep-0335,0.0,0.0023812326896959467,0.0,0.0,0.005178510978727015
