bin,ERR315857,ERR315858,ERR315861,ERR315862,ERR315863,ERR594288,ERR594316,ERR594317,ERR594358,ERR594396,ERR598951,ERR598993,ERR599043,ERR599140,ERR315856,ERR315859,ERR315860,ERR318618,ERR318619,ERR318620,ERR318621,ERR594315,ERR594329,ERR594352,ERR594375,ERR594405,ERR594408,ERR599073,ERR599092,ERR599094,ERR599153
MED-1001,0.07902761990739246,0.08233174245643485,0.07800537482316264,0.06023160064760604,0.08359188010157176,0.0634303705642642,0.06612204602941521,0.06168632769324835,0.026772976157409003,0.0,0.0706193857805613,0.0610606765026495,0.07714877596813569,0.06254165036420017,0.0808989592493194,0.09565042813651363,0.09246316025819402,0.06677776457129422,0.06868455966330826,0.06688903002169225,0.06842569723136131,0.058107025840065815,0.059017258596354136,0.16543408454596914,0.12398145557082699,0.16052126663469574,0.020382781333565324,0.059545262953890565,0.059783557250883045,0.06969859215808155,0.06963811919904997
MED-1008,0.05676049930952766,0.06999568464184412,0.06860769912383509,0.012860547409521986,0.07520835104962675,0.05702173910263734,0.055578930571320795,0.05761998691327182,0.1547694326363128,0.21806031715622207,0.06799059590010145,0.06126434145751263,0.07029994954029332,0.062267544866939896,0.06010415736534796,0.06685557076386145,0.0697990207500207,0.0825228416284111,0.08293829676471283,0.08356325426508754,0.08609970338957551,0.0690042664551825,0.06504714176603052,0.12205270264407815,0.1514178350930895,0.13430558353481636,0.07463946022423094,0.06292126031967743,0.061748188486111404,0.06629852046683281,0.09163672687779167
MED-1017,0.05407527783849325,0.05031836983469559,0.05321673417839997,0.07112826496893043,0.053156421877358834,0.050479493470531815,0.05225100078919899,0.05049567677924619,0.08193443731041516,0.04703596290764401,0.05115285786545688,0.05760637121964446,0.05162113005895431,0.0,0.04831731677812846,0.05301316532204587,0.0516267359258662,0.05393199952263497,0.05989320891024052,0.0693636616902353,0.08125629139205916,0.03186895510346174,0.0397730813720777,0.0,0.10436366525847932,0.07328400447784195,0.058984376177125084,0.12755781678503894,0.0844086771465531,0.04818458215430674,0.04840345172880827
MED-104,0.04059994932176478,0.04173551786694766,0.04160663946993056,0.034437430496748515,0.03569337210351399,0.040853439752959186,0.042400551208297534,0.039850434810649316,0.004099907998447947,0.0,0.041009692307115854,0.04496222141214764,0.039102735145567044,0.044654883218297185,0.03994515625481772,0.04123213192263034,0.03940162091128833,0.04407577013633892,0.04182661416033967,0.04327014075963472,0.04203280081206734,0.04643791124850037,0.04576248572253253,0.003116271815056514,0.00016323872219281256,0.001634949081641553,8.741547042441245e-05,0.0454926721998005,0.04586814358464541,0.042295010808631024,0.04297798514320618
MED-1047,0.025365320928917023,0.024655142145097002,0.060128536850494255,0.0,0.0,0.012462113062794565,0.006284275801355248,0.01081888281034333,0.0,0.0,0.0,0.021289273268176714,0.011014320681067112,0.02142686250484357,0.028720005689769512,0.06819812481781112,0.04098113852349322,0.0,0.0,0.0,0.0,0.029095429716555463,0.02626105901543595,0.0,0.0,0.0,0.0,0.021925217164214483,0.021341341660469384,0.06059149308616269,0.03292055448947997
MED-1076,0.15427192376453203,0.13872164231519674,0.14553455845984306,0.06350486526398329,0.11099757553981468,0.0910294193212757,0.08102226778435559,0.09143295230770161,0.0018868984431239368,0.007342855079461738,0.13869098854941017,0.06067665893429551,0.15268117549364688,0.060916309202851446,0.11247689263919247,0.13479039726436057,0.13288570658849908,0.08023052969174724,0.0978816867225049,0.07017227064323348,0.13588148967764904,0.07910345266294838,0.1125273077420502,0.0,0.0,0.0,0.0,0.05955460340287217,0.05897369010721792,0.05497998143185453,0.038915230933551336
MED-1093,0.08857472729623876,0.029764189428851923,0.033484433170291074,0.15094828545365813,0.08935064301402329,0.13624672200072904,0.08517813907801397,0.09150349725622477,0.13510602161821714,0.064424919089868,0.04089981482570646,0.0284428180039789,0.053508771794658426,0.028974040046523555,0.027286037716156508,0.02729725134980314,0.02673694882877172,0.10379886582633964,0.08310555651771359,0.09600820020606281,0.10534492645844691,0.025591767738793833,0.025797926999020733,0.01320560712925134,0.004403787121393372,0.09648914395401048,0.0,0.02768542010934224,0.027753719338029403,0.025593589960334878,0.023956861468320118
MED-1094,0.2850223101840557,0.07719161316440916,0.06867949942769283,0.06163593913063905,0.06719561635224171,0.3051891070231378,0.33408732701499283,0.2933719893150707,0.0736362191942501,0.0,0.06298981387523712,0.0712116849135608,0.061300761961161174,0.06634863586875364,0.19703848048336559,0.2709560507430557,0.34223960231189626,0.06316161285741473,0.05880852747588582,0.06472458636059514,0.06501286333662962,0.20415130356529992,0.22541513148811276,0.0,0.20879105323476513,0.18540093861865783,0.0,0.06847649884924135,0.06795103794801409,0.33210583971167573,0.33086052889055
MED-1105,0.043770045888646074,0.04928311134824151,0.05282560809867575,0.06925923540956211,0.0362672345366343,0.03971799742707587,0.04197659426687346,0.048563767508321205,0.0,0.0,0.052919003147482,0.047727221092157344,0.04606784431501104,0.0477897766062141,0.044527986841673924,0.04699951786744031,0.049519510471710555,0.04083615927478816,0.038675872001613876,0.0406541068548362,0.03565698722981186,0.05137584743547298,0.05003089808709022,0.0,0.0,0.0,0.0,0.04700791590110396,0.04766120266004799,0.04940932867745068,0.050740526688050756
MED-1116,0.06009660669181731,0.05959032334415909,0.057886707035820634,0.059526797013502025,0.06394994199762351,0.052630300471827304,0.05171157421289888,0.05348374981357543,0.02569756541733947,0.0,0.05067661639264987,0.049018529252243544,0.052299811339970824,0.051854299054325655,0.07747705826178247,0.05482498192407319,0.05176051834653318,0.06206493298741437,0.0684044224864657,0.0628691773290631,0.06292741491864554,0.05597254572048887,0.06598407332806419,0.014601317356670295,0.0,0.0007883727210270343,0.0,0.050474881865431954,0.0497791955112409,0.046279791441229026,0.04057308883353692
MED-1122,0.09890126618128726,0.09148364937814354,0.10554953549522147,0.0,0.03240973063614139,0.0955309577629529,0.10158029303366237,0.08816089163076071,0.039995081843505656,0.0602135576229249,0.09521956980357575,0.10109602380075809,0.09660530316857208,0.10331699235949025,0.10262498901198111,0.09931762892955616,0.10199295813505359,0.0,0.02461049161520914,0.03432213649797513,0.0,0.11209560031806809,0.09786178571150982,0.0,0.033102591655401296,0.0,0.08827414392654301,0.10378190428281676,0.10171638865892654,0.09959442414641283,0.10437719902824676
MED-1153,0.13247316755946428,0.11194204774448992,0.10781208921165311,0.07703998013836967,0.11562084465602458,0.10193919111200475,0.10096132179875815,0.10120070808261994,0.10695606033315655,0.0,0.08301271391402586,0.07841293213473433,0.08286474056037285,0.08071667624017706,0.12133023072729279,0.10222412139115948,0.10707966533661283,0.08860204082879192,0.0927718271030921,0.09260345080874784,0.09786228970864523,0.08822691398171494,0.0881976871860862,0.08083134794759647,0.1581074174609439,0.1892772629114526,0.0,0.07929839518117048,0.07797330401054851,0.08407377608069146,0.0797075397890031
MED-1155,0.03325492409885715,0.0224486982666195,0.02845288102318583,0.04844188743344999,0.04754154502285182,0.016433674224320547,0.012076104185056648,0.008911989311891175,0.0014592360502284354,0.0009394389952541894,0.04171967124708399,0.06360619169878305,0.041125155609158644,0.06793623618802007,0.03772043513654784,0.0035107518868550476,0.005572206384701888,0.03561601101460885,0.054125510705421646,0.027651127426839818,0.04999266936053761,0.04028251094954185,0.02994643328730639,0.0,0.001415022617633557,0.0,0.0,0.06625898618787567,0.06653338719257405,0.02580781948050553,0.025176370717549305
MED-1190,0.05822180439481318,0.06859408610672767,0.06613889273811453,0.11258527965354997,0.06814179282426065,0.06626043760587967,0.06907392220652532,0.06587329093261202,0.07727467330710032,0.023016520076794864,0.06533123662751296,0.05380681729962813,0.0645484990685827,0.053774528505161796,0.06448893527552604,0.05915277265316557,0.06773321856736934,0.06747485408583083,0.06580794417658406,0.06656112411397616,0.06931674334334433,0.07320098547450435,0.049676056741975956,0.03418851983149522,0.0533196885161254,0.09094582274953368,0.0,0.05156479450949015,0.050715665212002665,0.028767962439014205,0.02055659376265242
MED-1223,0.02156752718432757,0.020259128692964215,0.02620570896347383,0.00418495199002428,0.013399276824358822,0.01760246560774363,0.010155059792220446,0.015601027936223127,0.0251754713789058,0.012167957759938938,0.009635022510056433,0.022692098205781608,0.015422595537354507,0.02055266320183816,0.025874507891251602,0.024102145369928482,0.021192799070886618,0.020477817605413656,0.016102675569349016,0.022950930996942575,0.014988682937289,0.023716414612803494,0.02473802448775747,0.022008647378321037,0.015319425546552117,0.02489240682615944,0.013675252123446486,0.02193374461726867,0.021968859059390458,0.02106766923840944,0.02863615435961495
MED-1227,0.04608951151594334,0.056092265122719996,0.0572104252549642,0.00946076381694885,0.027359103508097952,0.043515114066057,0.042300443157501144,0.0426109766198927,0.06023077922929802,0.0,0.054772577796318896,0.051251198516413125,0.05592180798602622,0.048778453654349026,0.05620048824232082,0.0566337585365148,0.05757179236292995,0.030559071337689644,0.01947866163099469,0.025171393889866438,0.019579657400070217,0.05620000499341631,0.05625904659805642,0.0,0.0,0.0,0.07475458525564055,0.05229721749166095,0.053995585332527914,0.055978508099521825,0.05475269105777225
MED-1233,0.057513359009055694,0.07850329133012411,0.14821082579063471,0.040464614097144705,0.07004602358633412,0.07135340369617447,0.0745156381608552,0.06883827522925834,0.31502012988400896,0.1987186624313441,0.09180702009029497,0.07736742681264647,0.04722549669961199,0.08687770464447823,0.04786517947106877,0.05785917104116532,0.016119868656944952,0.06888466122718065,0.055542606125333835,0.08289360308192238,0.05239451792705918,0.05936405574639538,0.08758534327167064,0.2553382751548445,0.4260808849681827,0.5718850269830915,0.0,0.06610379964943566,0.07568649917750199,0.047468887687805335,0.14687944169132397
MED-1247,0.05507825235951847,0.06917034378775151,0.07382112474694386,0.09476023331848163,0.08757690540016667,0.062345777417933006,0.05834572316995826,0.062186253573372895,0.07514676687332499,0.07665817379395694,0.11590440254916914,0.057993213565306755,0.11516594750335836,0.053816549009941594,0.05749730009741237,0.06479066493256923,0.05733537197065676,0.07171478812701637,0.06979687100690182,0.06928492966572397,0.06577449190848912,0.036689925795268176,0.05047518173747836,0.0,0.0,0.10492189477881121,0.40475494367464004,0.056086646849282246,0.053863084587940584,0.049485119996828184,0.05342189046330769
MED-1261,0.057101743358838386,0.0566657599676313,0.05667403489471361,0.013764789462696214,0.05786875533464159,0.07417885695818159,0.03289193604867719,0.062423675153085764,0.0,0.0,0.07857318878588314,0.05600421891218332,0.09430048072505356,0.05118923574343226,0.03768847728552302,0.05868999859632674,0.062141961364642805,0.037699260113808294,0.03747307740066079,0.031877896660963016,0.062206675626504414,0.057335388405319467,0.058064912336034225,0.0,0.0,0.0,0.0,0.052584277746956606,0.054089349214590896,0.054778885128157664,0.050339787131549185
MED-1269,0.03354083009782904,0.0,0.0,0.03232740358228323,0.040849591809509235,0.09153812759253493,0.06678365327560079,0.08392599280680087,0.0,0.0,0.11345661781631655,0.0407947707543071,0.05774614561509798,0.04286213308183218,0.03663219736258566,0.0055040954349339765,0.004626483345880762,0.06632052591621287,0.21235507342591317,0.04732890494868913,0.16824564476959536,0.021986903525876966,0.015211747855161946,0.0,0.0,0.0,0.0,0.04246180751102776,0.04095838852893959,0.021777907232307322,0.0258019551212187
MED-1270,0.03983362593779884,0.03437614987179639,0.031587249064499466,0.008030666808539292,0.0684727380437168,0.0,0.0,0.06726901436597073,0.23566008949686618,0.0,0.02256954687448675,0.04629923503063074,0.042693627611835414,0.04581570218167142,0.0395520080442399,0.01168018707629496,0.01168606826459347,0.06180084210077439,0.04520618453211346,0.03657367607974574,0.07341027079091393,0.020398831353221555,0.017260816579052297,0.0,0.0,0.0,0.0,0.04637685524119858,0.04731811343228027,0.03469450841946849,0.03222104544332425
MED-580,0.016683213056669637,0.02569706702722785,0.045105206373212,0.0,0.00870439631086475,0.0027960245957360822,0.0,0.0017724574777638338,0.06402571064108296,0.00579087756448656,0.01419865117133024,0.01741415360757624,0.007424274164730706,0.09624121214414794,0.029569964074143886,0.04842016138403422,0.05281813518891625,0.005688938638536107,0.0,0.001837105175883032,0.0,0.0554122968389455,0.039008770255315725,0.0,0.0006892302813624892,0.0,0.0,0.02599784090476951,0.027999232851189347,0.05913233461292402,0.03127089390837475
MED-581,0.0297253632391218,0.04564567960549213,0.049402554865867185,0.05480009577353734,0.05429235418250669,0.050856589118918244,0.05032551544178455,0.053242479604370244,0.10674691655064797,0.06666451932020238,0.02482641247996747,0.05086845921211302,0.031876465591791005,0.05126661916456905,0.02872319318939273,0.008662548598140377,0.007436059258015429,0.05508058363956084,0.04905656926296513,0.0540862848560014,0.057012969680042595,0.0,0.002341638512095271,0.0,0.022996502729070598,0.00946975068355203,0.0,0.05124246581711554,0.051974405960785626,0.0038966433210790466,0.00559404710359801
MED-582,0.026150054963894335,0.043128503770940636,0.044361689118743795,0.03134532382127104,0.0321334643623139,0.012622119149409644,0.01919165316901166,0.012326979172247383,0.0,0.0,0.04310407931136406,0.04027191382691494,0.042923974025661144,0.04332727818421887,0.02383780807884718,0.03568249761480927,0.0369058495157034,0.038806850587406495,0.041628628668506536,0.03670328309584228,0.04496356004078349,0.042675111173761444,0.044163396342964616,0.0,0.0,0.0012590534189714838,0.0,0.04043360811869872,0.04179327763211541,0.040957689101402364,0.043262695806291905
MED-584,0.07801987962034135,0.07833800830743153,0.07957275697687642,0.09303217349297727,0.07663762060221448,0.06028513987539093,0.05863833779368362,0.0578917286364218,0.0,0.12759711648842506,0.0775994183759117,0.08018466637503059,0.0779164142854949,0.07913763062467041,0.07462898584858967,0.08124560613074955,0.08203391149769709,0.08031136258536212,0.07672482143003664,0.079062718654626,0.08118265320737496,0.07942524758308381,0.0695895271899575,0.0,0.0,0.0,0.3574982213368769,0.07858471309729488,0.07988003332065306,0.07851586027653455,0.07622142481777218
MED-585,0.04564959148765936,0.04405910076638124,0.04327894064007548,0.042725987824428276,0.0633965209219871,0.03892835289186447,0.03641938816716823,0.03654963717122252,0.04652088542707203,0.06223809621409,0.0387555064925617,0.03897930127856153,0.03867544808733235,0.03925341942285176,0.06177269658501584,0.05038442274434499,0.045926923802337705,0.04962617741415732,0.05477958361194568,0.04847795580742452,0.05242315871763719,0.04535025908653959,0.044078370476229325,0.12144909097122455,0.015313713869830275,0.014794359828595323,0.0,0.038049984733163386,0.03698994167717438,0.03828473724223882,0.040320422241815534
MED-586,0.06375544237686329,0.05834469750647901,0.057899185771377516,0.05324341976258381,0.05886124646776792,0.051476253681633576,0.05618708922482891,0.05547447136479064,0.60162313060765,0.24063368869371202,0.05782545328109127,0.05718107985840493,0.05643028271887309,0.054289505687689366,0.06108364206457191,0.06006984673555593,0.06164954503717373,0.05659271577577663,0.05347725258290536,0.05580608545697228,0.05791920430716131,0.05902668298299287,0.05876972731932884,0.0,0.3753328536335171,0.0,0.0,0.056197970727597066,0.055626385140275486,0.05570862097809275,0.05425619332950984
MED-587,0.04944094169154878,0.04852252013532084,0.051418390722532806,0.005048186965188865,0.05145096104751905,0.049436100913444844,0.048731877205460745,0.05028274604384933,0.01897609678828924,0.05011793671150388,0.0395818179804502,0.04848315212860856,0.038837338158560775,0.04919409154488867,0.050999798972821815,0.04341423869038024,0.0414229131250763,0.015652189782437383,0.019190748460942184,0.008316948064749164,0.010766514354718551,0.04650462092079971,0.047589708938932954,0.0016840799096419885,0.024012312580698955,0.006221254012045126,1.748898278452945e-05,0.04890900652600384,0.0475043722570576,0.04099275441475497,0.0428028117761121
MED-588,0.07752300398173077,0.3316444055603197,0.28376863162450067,0.02726649253426772,0.03588093719764119,0.07028651661303997,0.0772153211590489,0.07191688652553703,0.07446814566599753,0.07226072267578106,0.15522008671978063,0.27174990904647844,0.17358403375352144,0.36054689819016617,0.07601827502102029,0.46413614189060126,0.47394787722634046,0.15764741376865332,0.1998702847098186,0.18918751253565452,0.16145752895226853,0.0820123187488741,0.08046701160845797,0.07649467754755418,0.07498314237208022,0.08005116157432551,0.0967504934863098,0.2705660704517671,0.2833562494063537,0.3219809821407122,0.31870948814805505
MED-589,0.052999264555644854,0.053864695124523014,0.05604885505887293,0.04179105142937629,0.04730432373914597,0.02386778694891561,0.028212242548498006,0.02456700358943279,0.011811592291339035,0.03500103079745893,0.04410391946199688,0.04683208917408237,0.0488131239570236,0.046564877532846174,0.05761454929781822,0.06768429246922916,0.06634834296323314,0.051223269894869035,0.05545314748436296,0.05280759076234141,0.04632732671188358,0.057452462613137134,0.07435331727330217,0.0033936441783702044,0.042385834814276095,0.0073018709018543865,0.06211642013914375,0.04898002020595755,0.048400079035129155,0.0472004459804094,0.04107761251095024
