bin,ERR598989,ERR598997,ERR599030,ERR599052,ERR599118,ERR599142
deep-0182,0.0,0.005864915603156066,0.001974193763070329,0.00703138001795273,0.002423002126086284,0.0029579451018359065
deep-0184,0.0,0.0,0.0014241514113350017,0.0,0.0,0.0007860365311588322
deep-0185,0.033533764086216715,0.01732371482561859,0.004831134346959861,0.029914743975233256,0.0153223290151481,0.01885415489289662
deep-0186,0.0,0.041916390303911644,0.020722237943439074,0.014094725375387324,0.03888946807633056,0.0
deep-0195,0.0005953104253853136,0.0,0.0016722858031707189,0.0,0.001511435320001334,0.0004383363628189154
deep-0202,0.0,0.0,0.00177405155180085,0.0004522465307822482,0.0,0.0
deep-0209,0.0021204492484502542,0.0,0.010406863811310311,0.0003217335221331386,0.0,0.009988984914705939
deep-0210,0.0,1.0000000000000002,0.0,0.0,0.0,0.0
deep-0212,0.006181752611494427,0.03398565459196986,0.0045956825704540575,0.025917446825782415,0.029260869865235302,0.0596102816292689
deep-0238,0.0017547478291794925,0.008859394516656603,0.012446780164427245,0.004305618271553787,0.004955310383940489,0.02135854053319556
deep-0241,0.0,0.0,0.00026242358997382394,0.0,0.022375644721419202,0.0074827130623830946
deep-0242,0.015016306621126288,0.05852072800563014,0.011529081095676323,0.01369665029278677,0.0357673450530389,0.010000490145848969
deep-0251,0.0,0.0,0.0010477097067108478,0.0,0.0,0.0
deep-0258,0.2029718465219915,0.0559018091289945,0.13709956364466036,0.09018980562135594,0.043206479883746325,0.0887943582298959
deep-0263,0.012418716649960032,0.008490501788202567,0.0252368175617907,0.0195044775826362,0.03829016806001609,0.014762941291584083
deep-0274,0.0,0.0,0.0024056218898806927,0.0,0.0,0.0
deep-0275,0.007385365517976072,0.008734523565415118,0.005343516741366211,0.005480847148924554,0.007153292374559526,0.0056080539064413395
deep-0285,3.1758849693817256e-05,0.0,0.0012213425642082921,0.0009184376375287422,0.0005971926728396867,0.0003153299689545588
deep-0286,0.0012926621668053737,0.007766279068038945,0.006129978623628584,0.0036575624220560638,0.009493032180889946,0.012066129367655146
deep-0293,0.0030674056336332184,0.004077430425402902,0.0021327042105314816,0.0011800623291638053,0.0019158114572159545,0.0033259520638913975
deep-0296,0.007716366960430735,0.025799696484884994,0.0335243442983744,0.05080312038192678,0.028339340500352878,0.018660718484278662
deep-0307,0.0,0.0,0.004305180403498531,0.004845928113952875,0.0,0.0
deep-0323,0.0,0.0,0.0013819653025254096,0.004107574782078593,0.004590327630188556,0.01004957487103371
deep-0325,0.0,0.0016053704222817186,0.0,0.003167153946229296,0.0005000163754774411,0.0
deep-0327,0.009166085871370456,0.01675404631436562,0.016211988136170565,0.006051766271086396,0.036106004330133654,0.015466209649222948
deep-0330,0.001841638534267825,0.00044156390806540885,0.0011613506491052752,0.0014082620840956603,0.007114900142246156,0.006361676822969631
deep-0335,0.0,0.0,0.00357311388471815,0.0038422129412116887,0.0,0.0
deep-0340,0.007872488746053912,,0.00740458801475043,0.005492078749091496,0.0,0.006664071787803964
deep-0347,0.0041013327315618285,0.002767484627384594,0.003255138384007381,0.0021915728981117435,0.0024421445349619383,0.004246312604170346
deep-0353,0.004271729929902518,0.002847341217648346,0.005886247851355708,0.006149960971095422,0.002109836247808638,0.00423470818338841
deep-0355,0.0006960451755777598,0.0,0.0006900507741969806,0.0008023662128224298,0.0009316404413067183,0.00142193655016175
deep-0368,0.0,0.0,0.0,0.0008216078557173898,0.0,0.0
deep-0373,0.0,0.0,0.0007752956572223063,0.00015787243400318708,0.0,0.0022922446825107824
deep-0399,0.0,0.0,0.0008587926373813512,0.0,0.0,0.0015308822972603681
deep-0416,0.0007814059567771499,0.0010630068274013395,0.0007844863789731684,0.0009451636321093233,0.0007637234237535647,0.00099145136853138
deep-0421,0.0,0.0,0.0010145784445376512,0.0,0.0,0.0
deep-0434,0.0,0.0,0.00181662767369815,0.0,0.0,0.004297395830722159
deep-0435,0.020015724142467616,0.02501688238964787,0.024021365982007062,0.01462490103589034,0.004551167433960661,0.044295796497336726
deep-0437,0.0,0.0,0.0,0.0014339777721385288,0.008431454779481352,0.0
deep-0438,0.12423086555005074,0.0052123409656644835,0.032426504127525985,0.029940284717922268,0.0038669106353137533,0.07160022815093711
deep-0457,0.02265878950997599,0.02299455423426804,0.050706252403541686,0.001783018918477025,0.030227969936509703,0.1977469030061444
deep-0461,0.05093698044350384,0.29994063201112475,0.03517772097863695,0.006475567847693394,0.2680659915308374,0.018235310648333163
deep-0478,0.0,0.0,0.005734375904362065,0.0,0.0,0.0
deep-0480,0.0,0.0,0.0,0.0015437149982542799,0.0,0.0
deep-0483,0.012485188227803116,0.006846192706630904,0.00689498212932571,0.0027318848882082396,0.010354533772846737,0.0004899145848600305
deep-0489,0.03436861443296625,0.0,0.007580659302719683,0.0,0.0,0.0
deep-0505,0.01719058871340232,0.0,0.009007870968326207,0.006396339908528145,0.010807554834453953,0.004510275695495944
deep-0509,0.0005201292416476578,0.0015429890108824278,0.0017415411513178913,0.00010027751208119116,0.001770147000486261,0.00047775390460999686
deep-0518,0.0,0.0,1.7130347874048348e-05,0.0,0.0,0.0
deep-0535,0.005017108682509707,0.00320247604398464,0.023857812446070225,0.12572277724025677,0.012283772835339641,0.007752363177100049
deep-0539,0.00034369863180735283,0.0,0.0006234075191973175,0.0,4.2825308804045476e-05,0.0001360332312184974
deep-0545,0.02904671820582881,0.03379373691735164,0.0467116330057797,0.026202512455270593,0.026706242058479615,0.034246795620120625
deep-0553,0.0,0.003119500880854961,0.0038080540822107334,0.0011951729962190378,0.0027499820914116766,0.0056936927527558145
deep-0555,0.002552810939708204,0.0061409024764822245,0.025917182550669566,0.03186750195514281,0.008055270603147752,0.011728341170067528
deep-0560,0.0,0.0,0.0009082861225656064,0.00787256242479125,0.0,0.0
deep-0562,4.603035442214239e-05,0.0,1.950280504676162e-05,0.0,0.0,0.0
deep-0586,0.0,0.0,0.0,0.0005993693767869225,0.0,0.0008152981141331904
deep-0592,0.022430629557634457,0.0,0.0030056475301272426,0.0006120825198299282,0.02225714617431853,0.0017313110834755914
deep-0593,0.0005618916681574738,0.0,0.0004100105327453603,0.0002432254775534317,0.0,0.0001798772537262453
deep-0608,1.0075915089113725e-05,0.0,0.0010606981508699096,8.696736828959826e-05,0.00033164188647801543,0.000648535730507375
deep-0609,0.0,0.0,0.004662999425552864,0.025856824487845622,0.0,0.025181926641029556
deep-0617,0.0,0.0,0.0020791115699917203,0.000500873408456977,0.0,0.0
