bin,ERR598989,ERR598997,ERR599030,ERR599052,ERR599118,ERR599142
NP-1,0.052498001632716444,0.01732813118622481,0.05711890252536518,0.07145586773696307,0.015323308603623305,0.03454961982261742
NP-10,0.01852813403501425,0.00652257338783995,0.01709386042539943,0.004494491837433945,0.0057950232401717035,0.012096100746818972
NP-100,0.0,0.0,0.0015267056569790167,0.0,0.0,0.0014089380615908641
NP-105,0.06036424857905085,0.0,0.5825477521473812,0.26291607552617896,0.1211537651454732,0.030225950351320193
NP-11,0.0,0.03851624953199071,0.008164766337468177,0.11289098854265714,0.030632060676953943,0.02450291860171946
NP-119,0.00487362153454239,0.0,0.005071604555709748,0.004577356369791429,0.0,0.0046076083336299214
NP-12,0.01018257915315544,0.005554917976602415,0.0052102487365746925,0.004593700137960635,0.006844853411504911,0.003671851421230355
NP-120,0.0011525683569842769,0.0015800609186412404,0.001207071208985119,0.0012358228249137464,0.00138852270951152,0.0013358555665364813
NP-124,0.0,0.010598166688449784,0.005310270293340653,0.016210865676962158,0.006540144767713829,0.0030071874499179897
NP-125,0.0036184198051155583,0.026926593372988097,0.003046230540425947,0.016336950382240163,0.023667013446634674,0.04316844433273833
NP-127,0.03924635209519314,0.0,0.006118724756732655,0.0,0.0,0.0
NP-13,0.004533848922085525,0.009501290762050462,0.01652729064774633,0.004882517773214348,0.008282887158769911,0.008449969677875131
NP-1391,0.0,0.0,0.0,0.000488130381935155,0.0,0.0
NP-140,0.005923419932764577,0.006042649911886351,0.004416799695528573,0.004113328041682947,0.005066236151648583,0.00501279792817016
NP-15,0.0099484838100079,0.045297384608282754,0.020429699012117553,0.017434953528186168,0.05902562506898265,0.023153608472342966
NP-151,0.0029141885181086357,0.0019005632444586485,0.004019940436592942,0.004166218852886305,0.0014556913702394305,0.002906577771819697
NP-156,0.008408482257196545,0.004650633004050688,0.007467418346374753,0.00802526640933009,0.008056999519423137,0.007730091241437609
NP-16,0.008856127791523468,0.2540696796785165,0.01183720028607841,0.0007783136886958649,0.10629039563422749,0.006980889002777115
NP-2,0.03473126491801877,0.009599961186535815,0.01607362082007241,0.002390314760740262,0.03382595490444091,0.029649462572610592
NP-23,0.0,0.0,0.006012780313434318,0.0,0.0,0.0
NP-25,0.006949313421164225,0.021065050286300832,0.013933949535434085,0.0041520077884869685,0.011584978030285761,0.017358622414388247
NP-26,0.0007220192899634702,0.0,0.0008655333173855535,0.0011404955552639117,0.0013128128866039827,0.0018821119072844924
NP-27,0.010129417787618203,0.02554368573804521,0.03469635783788711,0.05040229668312326,0.028232155187874478,0.020039146239303723
NP-28,0.002345175826591199,0.0,0.06446421109452823,0.0,0.0019360554484703976,0.0
NP-29,0.004203168953334903,0.0,0.008326897729313807,0.006705341325413797,0.015339324984731909,0.005413317365526567
NP-30,0.0,0.0,0.004285522209202299,0.010714276458905521,0.0,0.011178672003126873
NP-32,0.023407874886871877,0.02304252330086832,0.04375860984780874,0.24486347182625123,0.0327710640308398,0.18558072430936912
NP-33,0.0,0.0,0.0008501598983056996,0.007098146020647596,0.0,0.0
NP-34,0.009526088961110438,0.035639780057927437,0.011844646038721766,0.01653210615517005,0.03110504493512613,0.015871959228572673
NP-36,0.0,0.0,0.001685817463530444,0.0,0.0,0.0
NP-39,0.014590943440360323,0.0356561308484659,0.021513462925007144,0.03197456253642374,0.03925050996371049,0.01968435599856751
NP-4,0.0,0.021926875527056855,0.0027827089709312643,0.0007824134299139134,0.03347839479397699,0.0011883521744460903
NP-40,0.0009691256493932444,0.012349400820580765,0.001662378535037171,0.00116136725636839,0.009751852810103457,0.001313646641697017
NP-42,0.0006364554383950263,0.0,0.00023120427837285484,0.0,0.000413591217544419,0.0
NP-43,0.016512729508539967,0.017309455018383223,0.05301215672623416,0.09144071552305824,0.04940585569397314,0.020348660371175695
NP-44,0.0038944141384441417,0.0002362077008173731,0.001903279121023772,0.0011535232469686192,9.63711223318307e-06,0.0
NP-45,0.026896277624122743,0.049337793728190804,0.003914698760941135,0.0038015881086316083,0.04983854687022801,0.0173048167841279
NP-47,0.0,0.0,0.0,0.0,0.0,0.00041113570223957343
NP-49,0.0053786076890671415,0.0017209775324561864,0.009635076512116258,0.0019386292724047542,0.0015013616098514236,0.009795093752956507
NP-5,0.009364856982113902,0.0,0.002596630855073534,0.00038325781466086624,0.013595347784367768,0.002674514997597158
NP-51,0.0005873766397452038,0.0,0.0004301555615992705,0.00048789762421147905,2.3305186686445262e-05,0.00046980629617438815
NP-56,0.013312974263160082,0.0,0.007636706962726329,0.007633948296730397,0.008829184157518934,0.003328191207232718
NP-6,0.001107226841856109,0.0,0.0015090952277495968,0.0007481833028025423,0.003472842170313239,0.00038004913113292286
NP-69,0.037871026893460905,0.1752301142067236,0.08050913788743223,0.04480729579710742,0.1547723677582804,0.2037100215284488
NP-7,0.0,0.0009727423427473367,0.00039579824511921236,0.005958825389499599,0.0003165696097935202,0.0
NP-8,0.0,0.020641262919929848,0.00859865094352446,0.0,0.007027196545070829,0.029786426999279962
NP-81,0.0,0.3305848802748519,0.0,0.0,0.0,0.0
NP-9,0.1891715911582075,0.05580233319912414,0.12719331055597635,0.0801806865311594,0.04165715218767956,0.0800873643615077
NP-90,0.01597596451346931,0.04991421117581134,0.011246063669226673,0.006736241549005458,0.044268941022641395,0.057893379739247616
NP-939,0.030707217863471543,0.034451521529593104,0.046404166871971936,0.02912426286439434,0.029982081183915408,0.035709313945404296
NP-95,0.07901470475201552,0.03508787895568549,0.03487104407034863,0.06144788742232976,0.023529089738141745,0.22057407845052285
NP-96,0.08623482002783205,0.09663896860764341,0.0783460640464881,0.03276435448154481,0.09016878904346877,0.05645107579731469
NP-969,0.0,0.0,0.0,0.0005714847594551938,0.0,0.0
NP-973,0.0,0.0,0.00013521295093643128,0.0,0.013907294397795162,0.004792578413152236
NP-99,0.0,0.0,0.0023516618527161994,0.0009977074997774798,0.0007200119837973267,0.0008867079332819904
deep-0008,0.0020605333531255594,0.004108590129059207,0.006164051226546497,0.0004828660600224899,0.004942182649117013,0.007111941029475502
deep-0011,0.001073578815183942,0.0048162833371292475,0.014261017135717148,0.00030637497151047037,0.00461712387313993,0.0056633153303765026
deep-0029,0.006561524255410966,0.004746825959066072,0.008255299723781969,0.009217705247431523,0.010266887345377906,0.008198856404842862
deep-0036,0.0,0.0036996340718126156,0.0003588844432569832,0.0,0.0,3.911699862549248e-05
deep-0044,0.0,0.008947167478884549,0.007057569596506656,0.030434912874354396,0.007673532155191316,0.00476655770864073
deep-0045,0.0010377181445947845,0.0,0.000771051361416417,3.842635678248519e-06,4.338710964702541e-05,0.0008186652433934098
deep-0047,0.013736942683372349,0.10863141595448578,0.03567734505551977,0.039584906387864216,0.12270926614151041,0.04601972574585344
deep-0064,0.004415809242513623,0.0,0.08122705110228724,0.0009567515747935582,0.005075224896839237,0.0
deep-0070,0.14091217986805857,0.10144145492014227,0.18629883208094283,0.026872119152233684,0.07948161046886931,0.1210278747103127
deep-0077,0.0008238629245638136,0.026700279212301663,0.0025201693165537676,0.002118055390399886,0.016280006603293543,0.0016327918157348737
deep-0093,0.0,0.0,0.004853199986196212,0.0,0.0,0.0
deep-0095,0.0,0.0,0.004824732209127134,0.0,0.0,0.0
deep-0102,0.0011662955808137785,0.00406894201262596,0.0026694919925083164,0.006009630191679294,0.0035082628190280054,0.006510847302635223
deep-0108,0.005439367338442181,0.0,0.0627816880337076,0.030208797770742292,0.031356456086599954,0.007170395644626899
deep-0127,0.018447721285834693,0.042296128218039256,0.0038885070519189464,0.003747556884971307,0.042134217609198735,0.01598752334887051
deep-0134,0.0075100511441366586,0.005838272521554162,0.012111381700154572,0.019538140390030007,0.024577882364840854,0.02244777218090275
deep-0152,0.0,0.0,0.0033701359668038477,0.0017319239204836407,0.0010628505752301636,0.0011251291337392496
deep-0153,0.0,0.0,0.001418007334874407,0.0,0.0,0.0
deep-0165,0.05560893312430818,0.012909019573044892,0.02901941101959735,0.0044516640918177116,0.045878343654783514,0.05277287238095902
deep-0166,0.0,0.00031452085215919156,0.00031858320558261505,3.79755244154832e-05,0.00043658042337370344,0.001797465539482036
deep-0175,0.0,0.014859707957554475,0.004198598618777289,0.004776626043392222,0.006921854500270904,0.0018962267526757752
deep-0176,0.0,0.0,0.0,0.0006549646324117107,0.0,0.0009560610658563359
deep-0178,0.0,0.03539249359075114,0.01763656121032141,0.0,0.01255726920263282,0.027156075669670442
