bin,ERR598984,ERR599006,ERR599009,ERR599010,ERR599022,ERR599035,ERR599105,ERR599126,ERR599129,ERR599171,ERR599174
SAT-217,0.1120324321763583,0.6606027865672098,0.0027697043849074852,0.03811479281004653,0.33384481979264535,0.0020033282667489055,0.07713643989826677,0.3209406527710461,0.0,0.03453240077313973,0.0
SAT-22,0.0010441764472950265,0.004043099782498519,0.004813851814421542,0.006039011378455003,0.007304410932853597,0.0,0.0,0.004998373540814478,0.0,0.0,0.014784558236240183
SAT-23,0.002301387399646342,0.0027163813662162205,0.002950359711941861,0.002098994594128995,0.0025137505785555567,0.002085126232568795,0.002587552916426444,0.0027317937047909324,0.0,0.0,0.0
SAT-230,0.07943721553426673,0.02982120146040875,0.05778593352607968,0.05020239482893264,0.05094047903256999,0.03552397777486065,0.13153761000839365,0.11525384520846763,0.0,0.07912716917397726,0.028509996748778004
SAT-2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004296839491579094,0.0,0.0,0.0
SAT-27,0.0022930356534953352,0.0,0.0,0.0018946948352117218,0.0,0.0,0.003504014488259983,0.0016702060969786862,0.0,0.0,0.0007708864524827339
SAT-28,0.000330209365474849,0.0006685645250888565,0.0,0.0008264804431827284,0.0,0.0,0.0008683671465901755,0.0007046563844430788,0.0021705674605823695,0.0012627773745407039,0.0017134087794921846
SAT-3,0.022039476218931316,0.02472497432812972,0.0,0.017655890026448455,0.02850381412765243,0.0,0.02174109879601063,0.017182779082410258,0.0,0.0,0.0
SAT-31,0.07373876532341994,0.05537765202034673,0.016487629569122635,0.04003709032946717,0.028597207887083604,0.03877316699574115,0.07230709788121535,0.03648155406678422,0.05312354981695187,0.040295366114558404,0.03548090277883217
SAT-35,0.035421883673881174,0.003161395640752399,0.0,0.013964899143454829,0.0,0.0,0.08252207793711926,0.021850271181387552,0.0,0.0,0.0
SAT-37,0.012312278890821439,0.014500509889217177,0.0,0.009225860593278115,0.04650279776418889,0.0,0.03807304291740529,0.024868650291969174,0.0,0.006088033828521054,0.008933741701694904
SAT-4,0.008314596059210269,0.034262052450157864,0.02371387054059709,0.027884407332673868,0.032286834915057495,0.027765485032669658,0.012565380398643607,0.02339070339205858,0.012754427516155862,0.008332822910682661,0.01044086415153994
SAT-40,0.08737375091530272,0.14043296298480773,0.1166525902839176,0.08669606320889787,0.1500404776012162,0.14495117606483424,0.06432417786695767,0.07464730508037955,0.3368732840292961,0.3258927691604873,0.34105050244724183
SAT-42,0.00024653149048163933,0.0,0.0,0.0006319627554283631,0.0,0.0,0.0008632229179427378,0.0005527954527506803,0.0012021230550659115,0.0,0.0013474280261666848
SAT-46,0.00914982140184106,0.007122467360160118,0.013900450272366588,0.007942088724193982,0.0038376769460049757,0.007626311617424396,0.006718310865422529,0.007391195649044347,0.0,0.0,0.01695190969285853
SAT-5,0.0,0.0,0.0005752950736101552,0.0,0.0,0.001983197600734799,0.002283908200213933,0.0003811684082750291,0.001050849272938821,0.0004955432087329542,0.0011303690406221862
SAT-51,0.00741751742158893,0.0,0.0,0.0,0.0,0.0,0.0038185647736522052,0.000886545173059833,0.01363335454700284,0.008495654129841814,0.003534701440385187
SAT-52,0.005516215849422294,0.0021169825165969413,0.0,0.004365324916287017,0.0,0.0,0.0,0.007660827886313496,0.0,0.0,0.0
SAT-54,0.06345218231308296,0.08282772524890222,0.011502751956729309,0.20740285087237711,0.09511093006168721,0.006497712546401179,0.052056387995236535,0.18890109727550025,0.004460239793529595,0.0058126718176473476,0.006533502434428794
SAT-55,0.00132250922615854,0.0,0.0,0.009787934851160373,0.0,0.0,0.0019362894654436562,0.0022812088508093274,0.0,0.0,0.0
SAT-56,0.04318484065056535,0.002847744573885709,0.0,0.018116468786518125,0.0,0.0,0.07573775591033866,0.024633217718402604,0.0,0.0,0.0
SAT-57,0.015440974694463986,0.027873545182786185,0.013886846399850938,0.010970908811099803,0.03861315796724476,0.011884963145220246,0.023385234581971157,0.013006671634218224,0.023712186846475868,0.05585818161225827,0.02457439837691451
SAT-59,0.0021950145714754172,0.027973872811071793,0.0,0.0,0.01990939404874779,0.0,0.0,0.028546963748056094,0.0,0.0,0.0
SAT-6,0.3914654972607958,0.35406830907736314,0.4091081821419453,0.3988310287951511,0.35439862050752785,0.37981429359544494,0.38392939101963575,0.42370378621978433,0.35052897598073846,0.39939145486456373,0.44866047128625414
SAT-60,0.070779854479745,0.0026727813405115646,0.021947076055201003,0.01759439321781964,0.0,0.025256260160258916,0.10825351756158158,0.02263262518920861,0.10187937066017366,0.11355808023535194,0.048835226996374104
SAT-62,0.002203999405402401,0.005835151740918758,0.00529393548333142,0.0,0.0066292268830338615,0.008683465740262263,0.0,0.0,0.0,0.0,0.0
SAT-63,0.06392745915667021,0.04927131882563621,0.031109593809946507,0.02706239267110296,0.037921907095276035,0.02859322227752544,0.06266547501945265,0.025844926548453964,0.024771951454596163,0.022981300071513135,0.029936138931299015
SAT-64,0.0006024802125864504,0.0004940103036417908,0.00593093064743526,0.0,0.0,0.0037495286944415995,0.0006522639512781678,0.0,0.0,0.0,0.0
SAT-67,0.0051404940707471805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-69,0.004129546935684097,0.0,0.0004635600725050282,0.0,0.05195987094160871,0.0005352397667379295,0.0035200543529826495,0.022100820216678817,0.001978368407665664,0.0023347349967354717,0.0014518274347520186
SAT-7,0.0012672544990307922,7.384802800920698e-05,0.0017490583010310375,0.0008869238516693243,0.0005352038274582372,0.0037414690331647395,0.0009948384489267188,0.0008418035014994766,0.0,0.0,0.0021923859254877787
SAT-73,0.0023932950130905297,0.06996626781846321,0.10069129273291914,0.004132540366199222,0.064103525304777,0.06375273871101807,0.0024181626908041,0.003880790423121237,0.0028557642868484497,0.004824072767627659,0.0035799124129515685
SAT-75,0.01033041291976517,0.005443351470593167,0.0026468502722702646,0.010815854157038026,0.006144407364261822,0.011931326179967049,0.01038173634812314,0.009987551317579063,0.010033498138477093,0.011500410940950596,0.009573972878138945
SAT-79,0.0054901465103000865,0.0,0.0,0.0,0.0,0.0,0.003772353311457478,0.001153100199058803,0.002664156389220173,0.0024647413289076363,0.0016465211473651227
