bin,ERR594313,ERR594325,ERR594395,ERR594404,ERR598943,ERR598978,ERR598994,ERR598997,ERR599064,ERR599118,ERR599144,ERR599353
CPC-24,0.004068856787619604,0.01955527080231422,0.012591761880323378,0.019786241692981158,0.027599416530452274,0.021731816358968765,0.007085211980032914,0.0391237751594742,0.014045171191198075,0.04016910471433971,0.007438702566689824,0.0987491327337983
CPC-25,0.011645509567550581,0.004367180502165166,0.04022864086732842,0.04706948765501033,0.02958169896516919,0.028148740469030115,0.0,0.0,0.007734776957726449,0.0020753671538125706,0.0,0.047518121220963584
CPC-27,0.007153330920198771,0.019094502782862014,0.0,4.808273580315913e-05,0.0,0.0,0.020303360327912738,0.0,0.0005879058519104281,0.0,0.021508580857246253,0.0019816755114211155
CPC-28,0.009711783820192285,0.0041374970456931805,0.017514032891661084,0.016341965500685018,0.017919879057788135,0.021162484873092028,0.02034705853661541,0.035554402596154173,0.018835678664008502,0.024831181959684666,0.00918760482825187,0.07394948571847355
CPC-294,0.007116897277923088,0.0019429884394130497,0.009915953348269472,0.02426481467186605,0.004380585247303704,0.005635323012312616,0.0,0.004771736393101021,0.006378229682739097,0.006919733287206965,0.0021666348227776695,0.0
CPC-297,0.0,2.5958493624199958e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.4261519350998e-05,0.0,4.6454554679267516e-05,0.0
CPC-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009506182194348989,0.0,0.0,0.0
CPC-31,0.0,0.008170720048210551,0.0006283283348444192,0.0006875927323583023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590103962747145e-05,0.0,9.76682815829515e-05,0.0
CPC-316,0.0,2.664352414048499e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010465386187216596,0.0,0.0,0.0
CPC-32,0.007483702078954986,0.006173590521083941,0.0,0.0,0.011288410899188327,0.003437353858553849,0.012735042035608641,0.006584917081535996,0.0,0.011548447209430004,0.0,0.003986501854790428
CPC-320,0.0007311244370583365,0.001007886823403222,0.0,0.0,0.08624729041823094,0.04069221098907603,0.0010315615466828906,0.039423042363885254,0.001518296982149697,0.026598614061623133,0.0011477899012052562,0.0
CPC-327,0.0001881822804694927,0.0007975152283495751,0.0,0.0,0.002145590361103869,0.0012609724905560122,0.0006436058750793688,0.002290196389020154,0.0012082162272521746,0.002341416082221996,0.0013576218210809233,0.0
CPC-33,0.3114715324379597,0.7272560144414105,0.25078897068902617,0.2116953161912972,0.11341496731762749,0.12717024018093792,0.38203879630862636,0.20446200110726964,0.30794603686996525,0.11793306953030454,0.4017814021053428,0.005031331675478487
CPC-34,0.0,0.0,0.0016989948348987366,0.001692054039711995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008118674694327771
CPC-38,0.0,0.001415871098486764,0.003812312202313398,0.004960362710504269,0.0008051435704440166,0.0027342363716245034,0.0,0.0021598219955259743,0.003021397065309362,0.0019653530051640085,0.0,0.006382757807630592
CPC-39,0.0018055400289130295,0.020553945518420522,0.030391526608133403,0.03111050360925288,0.005224389886650498,0.004693641642385384,0.009785693182030795,0.006580981689724885,0.005453242251816544,0.0033973576928393147,0.01298238492200816,0.028948763928233607
CPC-40,0.00909763771101749,0.004910912924255298,0.0167413761246357,0.012767304450663637,0.005372956518654762,0.007288868369561066,0.0013055323851521128,0.008948081885838462,0.008953841836727173,0.006199775939003904,0.0,0.01169822864713269
CPC-41,0.0,0.0,0.0,0.0,0.0027262268220784192,0.002270915127205257,0.0,0.0006613699064996439,0.0014696137872262606,0.0015389295049010254,0.0,0.0
CPC-42,0.02466308862517061,0.02220376983013474,0.00760735098041441,0.013983935881961975,0.015622006790373148,0.0032300515273458587,0.0,0.030903440986240063,0.019686002408086628,0.022690997201980617,0.0,0.009257688384958728
CPC-43,0.00012287006611348794,0.00023186545893444805,0.00016069608320759058,0.0001362999245865642,0.0,0.0,0.0,0.0,0.00010174943841291196,4.844210111849531e-06,0.0,0.0011857622993388032
CPC-45,0.11201900571553243,0.06303148194761898,0.13523049390435543,0.1224400962764483,0.02391698657947878,0.055275346254141045,0.053712311805069,0.2094038210822897,0.004581184567573407,0.0565224445526154,0.11957574821743355,0.0027613412497428827
CPC-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034502298688597493,0.0008755500384412026,0.0003790708378406468,0.0,0.0021580639950910096
