bin,ERR598966,ERR598970,ERR598979,ERR599057,ERR599088,ERR599102,ERR599143,ERR599146,ERR599150,ERR599158,ERR598949,ERR598972,ERR598974,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599028,ERR599082,ERR599110,ERR598960,ERR599021,ERR599031,ERR599034,ERR599062,ERR599109,ERR599112,ERR599164,ERR599167,SRR3963457,SRR3963458,SRR3963498,SRR3963571,SRR3963599,SRR3963622,SRR3963658,SRR3963804,SRR3963805,SRR3963982,SRR3964650
IN-32,0.012932980082517441,0.011948067897357287,0.005862119605975466,0.007517241260837713,0.014138941060959543,0.01262587551370661,0.014021790300891597,0.008128831309998396,0.01084608043794413,0.012964238207914926,0.01333465310342465,0.012169256426602014,0.013046898202797183,0.011720453481729948,0.013124171445295171,0.011474908364930049,0.01187764976028338,0.012732699592357913,0.012577746420092059,0.01281326391124315,0.01237186179832878,0.012377573209887513,0.01259804196217476,0.012735794921977859,0.011708774777701034,0.013074416311896068,0.013011222411340258,0.012138394414742286,0.012667352908958795,0.01246771035917741,0.01241265638502371,0.01298931195664371,0.013300696455623566,0.012175655600774398,0.011794917719932322,0.013098007891920631,0.012759863963649655,0.012031121438065902,0.011497808675779783,0.012994679291834798,0.012617070755151755
IN-35,0.0,0.0009223727334090949,0.0010218375445282205,0.005275583595933917,0.0009289388137827742,0.00048147767637149935,0.0,0.0013899748098515502,0.0012273176178862906,0.0,0.0,0.0011741737046214737,0.0,0.0015069816734323786,0.0,0.0013137545789830036,0.0010297124081142862,0.005932646656984833,0.0,0.0,0.0003873664719745342,0.0,0.0,0.0,0.0,0.0,0.0,0.0031354215061548227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003116614133757201,0.006395430437403918,0.0,0.0
IN-37,0.0,0.004505993670540725,0.003396001731053532,0.0032166096903289646,0.0034429193402148676,0.002445915647535556,0.0010566740348143234,0.003353875483498292,0.004043446537873317,0.005153167166643815,0.004075550414275845,0.004167375666054502,0.00360066151753696,0.004165466223333439,0.004675019012671582,0.003887564169533046,0.003137580897059693,0.004149443777484542,0.0015902301903341135,0.0038581618771848123,0.0036700202765908166,0.005986442171867946,0.0,0.0,0.0,0.0,0.0,0.003928086799207623,0.002351034997730535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014520158875697919,0.0,0.0,0.0,0.0,0.0,0.009456457536817744,0.0,0.0,0.0,0.0,0.0,0.0,0.00843381427179042,0.006297332850214798,0.0034898669427308065,0.0,0.00902424945468434,0.0,0.0,0.0,0.002841150368184334,0.0027189344876960707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008052442494962203,0.0051423341262403464
IN-42,0.021679346068734614,0.016464763496839258,0.014872408230302373,0.021022076860367278,0.01993984892927765,0.02025190249936016,0.0191105833956933,0.017098127390814368,0.019061829498991382,0.01962346930457155,0.019988000907429207,0.02227436098445303,0.013856032342520941,0.01673504960779575,0.017060817337386087,0.020975357944824777,0.02136530043572924,0.019576018581660515,0.017172014186080897,0.013807408249221319,0.018865781618625434,0.010923655320702764,0.025219394931905628,0.0,0.03269854244598951,0.0021241492781232177,0.0,0.018715244569926983,0.0,0.0258966854894318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018661501758436734,0.044649025499148065,0.019065639723913355,0.0
IN-43,0.0006033604339296217,0.0005762535822898818,0.00071864188494006,0.0017291715003448507,0.0008983142924460551,0.0019091191094129524,0.0016813012996547893,0.0010341946340125573,0.0007650697826539154,0.0020864588216877714,0.002240204546057927,0.0006920048933234989,0.0008772252070056773,0.0018347378882127908,0.002016873070421184,0.0006055192562725395,0.0006124831528397232,0.0018134157169642845,0.0014798120071989372,0.0014135420699093208,0.0015041253113348332,0.0021051239713399945,0.0,0.0055546060473743875,0.0,0.0005086009718599928,0.0,0.001673135711311641,0.004018975670402131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017925266432584526,0.0,0.0
IN-47,0.0010893904492938898,0.0024247230918968805,0.0016700571148481752,0.0015869262214758177,0.0010440386871182349,0.0019084251556485577,0.0019205110216565667,0.002012180675908238,0.0022819434489624647,0.0018276175382541263,0.0016208137679487805,0.002064297820890508,0.0012725097932910216,0.0019533487554079785,0.0020556571323474587,0.002185041035616243,0.0020683445912462062,0.0017768911929350731,0.00222290767485434,0.0018115178670122366,0.0023561851167312495,0.004590249983669896,0.0,0.0,0.0027482052748783233,0.0,0.0004128837094779172,0.001993793163211106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-48,0.0855942595403618,0.006197548160864033,0.039886535117698615,0.01721207236715537,0.0020206897947001607,0.0622937356966902,0.08932159334559574,0.04341759566683181,0.006475521340548775,0.061989103749685436,0.0317687815566033,0.0010962041172410638,0.10366798431267928,0.05203492606888671,0.044848293130170275,0.008940267529967155,0.0063742077697193375,0.020747825105384213,0.09837923591990905,0.038411651044400835,0.04551812368544245,0.05046578295463944,0.0,0.14221076506292452,0.0,0.056497091183447326,0.14227796079740263,0.017687723547982204,0.0,0.11629390093132355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-6,0.0,0.0016567450433458,0.0,0.0007310120838115253,0.0,0.0,0.0,0.0,0.0,0.0,0.0027178599317108478,0.0003302275451536942,0.0,0.003952381302644796,0.0012160530467216065,0.0001952994289306117,0.0006468567945235197,0.0004713536646626709,0.0,0.001014650428157147,0.0009216468607111873,0.000800064387776033,0.0018279785542016766,0.003108922663408366,0.004085092608448396,0.0009597569259275267,0.0017875423249857064,0.0010426451693529373,0.0011886503561196692,0.0007622936030293289,0.0030632840150840563,0.003532019899636596,0.003463303144054059,0.0038882786619976826,0.0025855719777770057,0.0035409483493155673,0.002187705100582198,0.0018196642250959784,0.0040450790462394914,0.0028234412718124574,0.0036369802557397533
IN-9,0.0,0.0,0.0,0.00020640603612367007,0.0,0.0009019978747297569,0.000967632706321757,0.0,0.0,0.0,0.0033488818522275114,0.0,0.0,0.0019891256967583823,0.001405794973717266,0.0,0.0,0.0002125283556058655,0.0004257007769311286,0.0030334869048102694,0.0011838765316706053,2.1416474425089732e-05,0.0005108508229989136,0.0,0.0,0.004935832080691444,0.005948870837875793,7.661791870897894e-06,0.0005222555245534554,0.00268757114697728,0.000633827843936812,0.00022397679605553773,0.0006891098198242106,0.0006991733450277269,0.0007820879023410663,0.0005687434064582848,0.0010168523800542127,0.0015988834106397043,0.001451303887230933,0.0012671877403305255,0.0016872322458937094
IN-912,0.0,0.0,0.0,0.0,0.0,0.02245053495751562,0.0,0.0,0.0,0.016779741713248357,0.0,0.0,0.0023386671443660326,0.0010619761717128573,0.004741884551604418,0.0,0.0,0.0,0.0,0.001742771317527681,0.001765448794588348,0.0024382831941840303,0.0037442603177212526,0.0016638144774958064,0.002144895941298241,0.0016154441026777083,0.0023601484440387813,0.001644893175242124,0.0026614382174057804,0.0021681651890369095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-919,0.0,0.001105380869519955,0.0005609302245527965,0.00017028101535513927,0.00041335365741087117,0.0,0.0,0.0005597240326712259,0.0007125466215555374,0.0,0.0003116095479756124,0.00044945668451526515,0.0,0.0005478046551503063,0.0007439720454583168,0.0007061934513663947,0.0008756513829392406,0.0006524739530672332,0.0,0.00034889645308209985,0.0006745426866258098,0.0,0.0,0.0,0.0,0.0,0.0,0.00047591445476841945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-921,0.0037344262019445695,0.004737495425657428,0.003995986353895477,0.005299718367084137,0.0,0.004030825759943073,0.0037629278229763335,0.0038752072989788706,0.0014818857740931416,0.004437921891317716,0.006794718211172911,0.0006821501020449324,0.003397527063233506,0.005693727270001398,0.003976189482198541,0.0006503627505827847,0.0014332608280241232,0.0022298483671427246,0.0038684519167389896,0.002765564753535134,0.0033227622903794717,0.0033326421320515817,0.0,0.0,0.0,0.0,0.0,0.0036828774176485674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010768415358782573,0.0,0.0,0.0
IN-922,0.0,0.0,0.0,0.0,0.0,0.0,0.0004517528088456701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016655616891027916,0.0,0.001490592603696488,0.0,0.0,0.0,0.0,0.007112329111375468,0.006003975893716395,0.00018066309214885697,0.0,0.008847831372198803,0.0,0.0,0.006178709153394139,0.009795277515783853,0.0,0.0,0.004723857286656125,0.0,0.0,0.0038969681723841514,0.004610426745395106
IN-924,7.232703418145805e-05,0.0006387198283511778,0.00029544292295610085,0.00024340077743420982,0.0007177689960066925,8.831730003730236e-05,0.00012337421875458645,0.0004023182631059262,0.0006387727550381754,7.377176386837175e-05,5.8006173328209614e-05,0.0005102899590570536,9.47383472107768e-05,0.0003646561347397683,0.0003992855920258723,0.0005276531863577696,0.0006021164696584887,0.0004131726846966663,0.00010736119335601455,0.00013665464631821712,0.0003620580339515824,0.0001396395257640161,0.0022287663325902722,0.0,0.0,0.0,0.0,0.0004869551226800487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN-928,0.0,0.0,0.0,0.005720571018462116,0.0,0.0,0.005249877473895908,0.00544199888402945,0.0,0.0019559242619337828,0.004300347314971902,0.0019172224194780952,0.005551796531647579,0.0043404645722487254,0.004051250412927475,0.002083104803815482,0.0017927472178968446,0.0017027326472480253,0.006597777343685993,0.008034882034347332,0.005000017143824644,0.006370555328836792,0.006624657320695247,0.005049844987007867,0.0051911651980033014,0.005687553912309404,4.591572671913839e-05,0.006080929777162543,0.005606529863778782,0.005122796727991869,0.0028914863510920404,0.001920739521508686,0.004135470413870053,0.0040732192464096985,0.001554535930131653,0.0012344995256678723,0.0004753468435551203,0.0029570609180334145,0.004816581862570232,0.002952393109958989,0.003416268311901582
IN-929,0.005475412368563509,0.0018434057345424306,0.0020159513133596683,0.004492941767114145,0.002137911385410079,0.006182408084507075,0.005814612529306584,0.0,0.0008857853983528085,0.005069266189848374,0.005073114278981097,0.002548003957295567,0.006134655345156674,0.0010409749666435045,0.0,0.0009953470682149542,0.0,0.0035116324415369366,0.005898118463105653,0.004700452244820968,0.00266037941065105,0.003927827319937061,0.0,0.0,0.0,0.008737905602189157,0.02586517786101025,0.004959208003187122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010532040899071987,0.0010701805004958884,0.013872439173704109,0.0
IN-961,0.0,0.006178742226577141,0.004043965489540411,0.004747151736885813,0.004292444015774876,0.006209287199134371,0.0,0.003249401770227485,0.004677300986027024,0.0,0.0,0.009654593112551749,0.0,0.0003490921523600784,0.0,0.008841628014096046,0.001410721452832676,0.0038376884781670096,0.00437161452121819,0.003394159636781452,0.0005374789770509984,0.0,0.0,0.0,0.0,0.0,0.0,0.0019128908330421637,0.0006547904878037588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0018,0.0,0.0,0.0,0.0002307216205447175,0.0,0.002343729404975575,0.0,0.0,0.00017906486004786045,0.0,0.006299790663318118,0.0,0.0,0.0008323312305746418,0.0002587745508354308,0.0,0.0,0.0,0.0,0.004098943010591689,0.0004552678956200193,0.0009388817265560548,0.0003813408237318991,0.026234994775382218,0.0,0.01092836287122694,0.013296957484059551,0.00034719134366703646,0.00043736120948327414,0.013447482251407199,0.005722226915000268,0.003966764766233835,0.0017567284583581274,0.0024312836186816808,0.008906129342880644,0.0021185514202462915,0.008521912614388968,0.0,0.0,0.007156602876636099,0.00881017938514553
deep-0036,0.0010188422342835575,0.0005570699199850175,7.57233499711125e-05,0.001114349452884558,0.0006693733218819544,0.007237069378720707,0.00129881066571925,0.0003009503665289158,0.0004966535819540797,0.006961686266172723,0.0055480113238329755,0.004277471734542302,0.0065233950846987875,0.0025927796748519073,0.002143687883634748,0.0032467073143440366,0.003015612488898565,0.004757685332127768,0.004044678629858257,0.005326882327467574,0.002652796830371496,0.011234202866193529,0.011703727422402083,0.013054097755590952,0.010306067327149882,0.013356786237000356,0.012756383190647064,0.0013241580630687145,0.011913541793368513,0.01160108919828828,0.008471382395631423,0.011346340278406072,0.010894625033137107,0.01004983753524095,0.009497497727273575,0.010244918646029517,0.010349869157380504,0.00381580943740486,0.009488654886020575,0.01239532501242299,0.011478987083755793
deep-0045,0.0031020457958452637,0.01522351734798752,0.011916020896386912,0.010646190096793963,0.015266899452738566,0.011160908556403837,0.005046688824539809,0.010186073258551368,0.017485798057938155,0.011737448713317855,0.008236909319704645,0.014053961195104646,0.006084280451986633,0.012056757690752963,0.013542222170204631,0.012596754856024956,0.011700683275731625,0.0086421814121521,0.007453857151198669,0.0061742317949915835,0.009516476590557092,0.0006522475147568295,0.0002964224355770725,0.0,0.0003884793279099168,0.002870112639541346,0.010320767216566893,0.000729778489129833,0.0002585337540988461,0.005671066822860106,0.00048713029619595395,0.00025300882270740924,0.0025389134314191698,0.0016412619960054528,0.0,0.0010778983987026335,0.003098868540666797,0.0010685258604482626,0.0074641386680245544,0.0002806854127647064,0.0006243347789562996
deep-0070,0.03337156430121192,0.0,0.0017316411807618104,0.01824813731192301,0.003291267219371741,0.024547867508703882,0.036272834275916946,0.0,0.0001790518317442875,0.014106843852612816,0.0025508111127591658,0.0012117031129910407,0.03529315424252494,0.004199537317614682,0.002853460553088758,0.0004314739131418794,0.0,0.006474042457568539,0.03854375657376292,0.0019569882925075115,0.003960133845548665,0.005459178391490268,0.005337356752726688,0.00240511801947755,0.004112503531816198,0.0018415494394504472,0.004037304671313015,0.004603926569585472,0.004520297046989047,0.003958957333120983,0.00533329740579214,0.0047526535353836375,0.011243984345318116,0.004933197718114181,0.011503905005939114,0.009825506295852299,0.008181158295296817,0.007463127086087776,0.005437473536088228,0.0036574003162324602,0.0067139424860857225
deep-0101,0.0023670838895862604,0.007074165862847641,0.0,0.005319636484292907,0.0008849977264974233,0.005887936196844798,0.0021154327496067525,0.0010750392442137578,0.003550296420385076,0.004188440124106319,0.0006109296396658201,0.004272434636028705,0.0012320123394436993,0.0014739054524705378,0.0014881654916346447,0.004836711707334196,0.004951707641444629,0.003008694285233668,0.002333646706879071,0.00039600161802970266,0.001203444340220195,0.005598219405585641,0.006903197442910591,0.0,0.011122874853465116,0.0015207055046039671,0.0037000246734703577,0.010647154664742522,0.02124370897366674,0.017669486690341754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04104866604126495,0.0,0.0,0.0
deep-0165,0.004197897628535219,0.004016742953979298,0.0017526360490201685,0.013681060174000195,0.005457167185107871,0.010034983752997143,0.0031677127890941074,0.0031867773319216174,0.005070653625725213,0.010011434906746094,0.0004679193621745053,0.0050709748333004415,0.00233137748333061,0.001954298005797529,0.0015051921388884765,0.005060436684377275,0.004304752430985927,0.005888238195464126,0.0035837036604100007,0.0003731117662198808,0.0018053312748868683,0.0021802755934530503,0.005756408903131967,0.00725170797296165,0.0,0.0007313527701008484,0.0018118741750877039,0.008793630335126411,0.002067853521407864,0.0009379425185925836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015219542203597852,0.0,0.003809017946355081,0.0
deep-0166,0.0,0.0001022485913440924,0.00010796162034705085,5.597712062549111e-05,0.00022424602113295137,0.0007799856380499634,8.55647962126485e-05,2.185621109980061e-05,6.206967589449039e-05,0.0009050766011395374,0.0005789946174207375,0.000446356997273432,0.0006692419772037226,0.00042516202548269346,0.0003206508842804373,0.0006959342195607136,0.0007447834736949566,0.0006133966571018226,0.0005506991618207942,0.0007693104656891087,0.00033020594128162044,0.0009959758122682957,0.0011241739787416906,0.0010848035700145972,0.0008399367143053547,0.001179937572208256,0.0014830891451115785,0.0019407100875784727,0.0014224363357341317,0.0017669532046423614,0.01588573505618596,0.009349088043693601,0.00595203312593842,0.01530986375878178,0.009783819821216988,0.006810017158467574,0.006232329541605916,0.010846140690093523,0.005949327222373081,0.002273750240287345,0.005280448045517445
deep-0176,0.00023271146764971827,0.0,0.008752095047346945,0.0002558607368504531,0.0,0.00030339493649374384,6.72881154155049e-05,0.0008932810540877779,0.001993592951649055,0.0,0.0,0.003036911635876193,0.00025792193493112534,0.0019215291035611722,0.002207415488897688,0.0033056981044625854,0.0030608428215682403,0.0026983190514476493,8.655313334925428e-05,0.0024048632378286024,0.0012499947796899148,0.0018006949650547152,0.001807097314824926,0.0,0.0012416482466031103,0.003521046278200127,0.0010725125704269835,0.0018289123163338816,0.002617229589136799,0.002083954135899648,0.0016975069830818114,0.00236788076489589,0.00044123869207299965,0.0009837573857041136,0.001191007948130328,0.0010453849454765524,0.0012866509468334266,0.0017197615565110263,0.004307503443853224,0.0028595714886658873,0.002530391916384819
deep-0210,0.00988686324533843,0.009685122272378324,0.005803334362900787,0.006831707421857539,0.003830274777001683,0.011340936465853236,0.00673941536998365,0.011549531141068246,0.006303837819599485,0.005365086537863772,0.016821803641070117,0.0072249742406175895,0.0,0.010930888322409167,0.003390783811006861,0.0082225485083391,0.009333114756475679,0.008630238095956326,0.009074279468276743,0.00590117819642628,0.009884932734775925,0.01231706880177854,0.014730888877203894,0.008036946495739385,0.012442171191533673,0.012245286067391935,0.006546964216006202,0.009791712714569372,0.015359544243173007,0.006816763559742085,0.0011033377821174596,0.0016821155437921535,0.0017585748740882932,0.0020491463387899557,0.0005699319654329429,0.0005490507812197775,0.00037202640321081615,0.0011169759803092898,0.0005092365736200742,0.0004094795009365007,0.0010787027323629237
deep-0283,0.0,0.0,0.0,7.616472763430678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022255920092649445,0.0026396720096016134,0.0,0.0,0.0,0.0,4.388411952833603e-05,0.0024078567166587583,0.008662727975725228,0.0072510379142192395,0.0,0.007092254551330243,0.00034624631236195046,0.0011962263036411369,0.010747269417179428,0.006571617261411525,0.0011522417655912777,0.009525830633348085,0.011105692864673748,0.010119982298861659,0.01243862183578079,0.012670411184442633,0.011061939445961759,0.00869876295775433,0.007773039194464476,0.009981915616674778,0.010699126706980007,0.008852567226934479
deep-0285,0.00060116181876903,0.001596335647011053,0.00033389207847349416,0.0017461733531550696,0.003530612670677029,0.002605226636051793,0.0012063651051449843,0.0009665551488331828,0.0006933226810654156,0.002725248335488171,0.0008928468706361222,0.002119649753534624,0.0006456565015329522,0.003717892791436386,0.006589244504941331,0.002449506344931893,0.0023214448667724023,0.0018552922045010148,0.0006450792624376222,0.0009930943673181405,0.003753718062161289,0.024709032296153503,0.015859241794830864,0.002784869132141967,0.02349267366914317,0.004051305438006417,0.006365556923204546,0.02554838120626028,0.013901835876270328,0.005067905433348994,0.005608649425384277,0.008148600943727609,0.0032837445699487673,0.00219949928893734,0.002260118049554354,0.0056712363234007615,0.0030376287774718717,0.0020502818539098605,0.003443241885521948,0.0051943953780915755,0.003428243736810948
deep-0293,0.0,0.0,8.111209160792755e-05,3.123698741042357e-05,0.0,0.00026371594438564356,9.86848493280402e-05,0.0,0.0,0.0002363694765321905,0.00047711183447859333,4.760234234565846e-05,0.0,0.0016768442513324492,0.0020738348027730695,3.014940281950454e-05,0.0,9.262693979535797e-05,3.272824020833858e-05,0.00016403758348786164,0.002075309274890439,0.011980297189060901,0.006671918518537196,0.0,0.011458376013203906,0.000631054774594262,0.0028944030110001815,0.013041211769342335,0.008178659611703136,0.0033784478035390193,0.011046171146370807,0.00913343134813318,0.0038829823555930378,0.010086711768293155,0.0064883327210306365,0.00670546440347388,0.00650331692236582,0.006482813843268628,0.005779854182465918,0.011517339967713834,0.008319864016374223
