bin,ERR594320,ERR594359,ERR594361,ERR594362,ERR594392,ERR598970,ERR598973,ERR598979,ERR599012,ERR599057,ERR599058,ERR599068,ERR599088,ERR599146,ERR599150,ERR599173,ERR599339,ERR599376,ERR594291,ERR594324,ERR594382,ERR594385,ERR594389,ERR594414,ERR598972,ERR598982,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599107,ERR599110,ERR599362
EAC-24,0.0008903508402640537,0.0,0.0,0.0,0.0,0.0017505000906423672,0.0009199705321219065,0.0011402066751069002,0.00117454801181158,0.0005789178610046473,0.0009972788479273057,0.0012733569409636636,0.0010160062772787645,0.0010160849187595548,0.0008481364230984269,0.0003088686560849676,0.0,0.0,0.00027409826155455483,0.0,0.0,0.0,0.0,0.0,0.0007260150542592083,0.00028172627329459376,0.0007678093444475789,0.0010628640690240638,0.0007874522289408739,0.00071243957740185,0.0009439586724628954,0.00032790530193582424,0.0009439900416255578,0.0
EAC-27,0.012056556111010773,0.004562984839731036,0.0,0.0,0.0,0.020691470306088363,0.007111007545941312,0.01900037411517463,0.020711325966078168,0.019281789664665133,0.020377118130283194,0.01783210038954741,0.02261386433111649,0.021301420580361462,0.019940945351720182,0.00902427187400715,0.0,0.0,0.013756512650027171,0.011437417363505264,0.0,0.0,0.0,0.0,0.02327752172434655,0.008394820734267453,0.020716239871696917,0.01983302711839511,0.02054255928046075,0.02187365575871759,0.01640525343893707,0.003229280178885862,0.01953076943439324,0.0
EAC-29,0.0,0.0,0.0,0.0,0.0,0.004831331456747449,0.0,0.005974631819855999,0.0030460856894825947,0.0032098580443209843,0.005827201468641256,0.0,0.005829688749764318,0.004708978690559628,0.0039032645872035788,0.002536179321457658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004964971954252989,0.0,0.004937247642029551,0.0031535580880673168,0.004915174164138681,0.004909373050522526,0.004366398615723589,0.0,0.005265977595431603,0.0
EAC-3,0.05877021832211208,0.026859446159494822,0.024502294162733845,0.035276025297642045,0.0,0.0,0.03411998101990985,0.049039574718790765,0.02636575915085749,0.0,0.0074868244424239625,0.007868912690338705,0.025071652406945744,0.02752781198842814,0.012182295406642044,0.05145663337266868,0.0,0.020680531476806815,0.045726839195285564,0.02389369053932407,0.0354945967487918,0.019560975666793514,0.007101681336565004,0.036195431969730324,0.0,0.054556895580924185,0.04929856607692954,0.04891607843783375,0.0,0.0,0.031006446069931342,0.049297138954606155,0.049468041639645015,0.004515685731626824
EAC-30,0.0009854968030202872,0.0,0.0,0.0,0.0,0.0063062210748899,0.0,0.003813147613874583,0.004510399067467125,0.004098273622607623,0.004953091159249435,0.002006787084597842,0.004494612809400708,0.003704095497011702,0.004597823180761343,0.008760087698764537,0.0,0.0,0.0010059353847677453,0.0036272349198738733,0.0,0.0,0.0,0.0,0.006096669223334995,0.005590430339001125,0.0020567100676083284,0.0016837877202593695,0.004660521228509298,0.00468408255143706,0.004784081666985556,0.002528181635498111,0.0026276387851922023,0.0
EAC-31,0.0,0.0036579453355373628,0.0035542769492597735,0.0015518414628002434,0.0034454565160618356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003159592098797946,0.007007674667168477,0.0,0.004121058100503081,0.003489656067720606,0.0018438414980394841,0.0035444138677919205,0.0,0.0,0.0,0.016785840545710418,0.0,0.0,0.0,0.0,0.0,0.003393025022930148
EAC-32,0.008501078433124528,0.0,0.0,0.0,0.0,0.017325946999881468,0.040539692653987845,0.00555014348558776,0.011765972626019952,0.024939613470614557,0.01342040594798602,0.02087531823115138,0.014657870566635174,0.0186466955171113,0.013624806056496113,0.03292936902322945,0.0,0.0,0.008682927160024645,0.01199687076938252,0.0,0.0,0.0,0.0,0.012374830651520828,0.027570430124794078,0.00809799141538508,0.0,0.013693238266525881,0.008802091993903558,0.011202077360097746,0.03484533382052381,0.020935102016335562,0.0
EAC-33,0.0015008949836161722,0.0,0.0,0.0,0.0,0.005081777626039978,0.004651797289763605,0.004713042573928393,0.006419042267214577,0.008073043385635335,0.005279631571311689,0.006164268322546674,0.007713440940237751,0.0044847114601812505,0.005802973279547195,0.0038067312098900297,0.0,0.0,0.0022111575245526115,0.006377949266312124,0.0,0.0,0.0,0.0,0.009699893788117019,0.004318571086793796,0.004330446853324452,0.005171868822544272,0.007983643295273095,0.007285980202682614,0.009627877688085299,0.0033381825078653638,0.0053242598370821575,0.0
EAC-35,0.001105539211488752,0.0,0.0,0.0,0.0,0.000601624618506842,0.0005579041834645709,0.0005743109753387158,0.00044176207162004855,0.0,0.0,0.000681583919640327,0.0005886147386942253,0.000631120812664664,0.0006107323015112421,0.0004794250938814571,0.0,0.0,0.00047926050221067644,0.0,0.0,0.0,0.0,0.0,0.0005471724111539265,0.00038292131424269766,0.0006168251130614545,0.0007743996183092058,0.0006281322159908897,0.000710270014101759,0.000630036509493247,0.0005220693361510524,0.000630904045939516,0.0
EAC-36,0.0,0.0,0.0,0.0,0.002822491752793014,0.0020178424708675695,0.004174386198640052,0.0032792989436526074,0.002985931682087328,0.0028254914961044148,0.003079122365543094,0.0032093356906741505,0.002833222853937508,0.0031466419789236643,0.0029419861517149524,0.003067081686004866,0.002714651431543386,0.0008739314117448675,0.00497832131589191,0.0,0.01043972709276038,0.0,0.0007542844286683768,0.0,0.002600780938844681,0.0,0.0,0.0,0.00268098776429179,0.0026386149064777566,0.002393451615565474,0.0,0.0,0.001278069973893299
EAC-37,0.005783334019476846,0.02054275325909034,0.014270402978377103,0.005630455337614697,0.015377329279055493,0.010149350794560887,0.01064432655421966,0.0,0.005128682593247536,0.0,0.000752404409504524,0.0,0.0,0.012523377983045278,0.0020037966476234527,0.011829298617209005,0.01040797427537911,0.0,0.015235986298587452,0.0015433979949303887,0.010499817000037851,0.023436389132897438,0.01848789468872246,0.018381688566865263,0.0,0.014956318667276808,0.014891003816824303,0.015193205134068376,0.0010129707268664058,0.0008247067056592186,0.0005839862439910818,0.015337406150065054,0.015443357932574805,0.020737678214297485
EAC-38,0.0009881313508058277,0.0,0.0,0.0,0.0,0.0013050155648036198,0.0015686064838651291,0.001942968624869927,0.0019350837712311239,0.0013731298201010947,0.0027390037363033528,0.001038768944902708,0.0011513333553896373,0.0018310111587720908,0.0014893805769802652,0.0,0.0,0.0,0.002051303365625709,0.0014665172379920816,0.0,0.0,0.0,0.0,0.0011500869831906659,0.001345630563307176,0.0014516054914103789,0.0016347137919043853,0.001492263881797749,0.001686627706811622,0.002033113548627485,0.0,0.0017366637695213013,0.0
EAC-39,0.0,0.0023805264164270946,0.0026311508138002794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013991212788919617,0.0,0.002013046054095337,0.0014014760203367577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-4,0.013661324778196619,0.021136082979877176,0.017797889777354407,0.017682539567840706,0.021445437849009617,0.011192921665394907,0.01571157309567243,0.028561971490653256,0.016194871568962602,0.01605260839903311,0.014357367798908368,0.03215460074929923,0.02806637170288719,0.014927394741348332,0.026147359341222507,0.028001994383727347,0.018829270327251,0.016692765005760682,0.02098777057029375,0.01663906904634048,0.008830984169354931,0.011765086633432656,0.017810427204554894,0.013123305724224568,0.022002003636453438,0.026776553001541217,0.0190317187185054,0.013802209398688703,0.014543531796397937,0.027057225563202617,0.011439288143443136,0.027874997111939217,0.018992164732357812,0.014374212407670901
EAC-41,0.0,0.002146992255940708,0.0022753279896491506,0.002266407603442591,0.002425859678943672,0.0,0.0,0.0,0.0,0.003920705618745408,0.0024052836766742065,0.0,0.017448644027945166,0.0,0.0,0.0,0.001947020087327192,0.0019242272942589932,0.0022783483435870914,0.0026366058283541645,0.0020916296515782595,0.0014127982465216985,0.0021541036661471636,0.001983982793263431,0.0035109880152404465,0.0,0.0013579194474977027,0.0020522956953393343,0.004270425693809615,0.0036987100388287636,0.003965264264697569,0.010351455437410999,0.0025751477864621505,0.002656942916867009
EAC-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007457635724892129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-43,0.0,0.004908180345023395,0.004926983316085698,0.0,0.0019561558164009297,0.0,0.0,0.0,0.0,0.0009707043434367623,0.0006556353628105852,0.0,0.0,0.0,0.0,0.0006682321970984031,0.0,0.0,0.0,0.0,0.0034691684883539596,0.0,0.0,0.0033967439100311965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-44,0.004761516093186137,0.008234351534210826,0.008046203242411306,0.007055392396622733,0.00691287239916228,0.008754142479008818,0.01503357274981239,0.00574666905175277,0.006790452850902292,0.0030332319873407434,0.005104011210638422,0.0025430651349939762,0.0,0.005436994608322285,0.0025489668870772686,0.008634128348135742,0.0023067215249819076,0.006551788488805183,0.00715330700553448,0.00980119938902214,0.007871517577524238,0.007175307475593393,0.007970638651818879,0.007593820955166562,0.005399533060510925,0.008745427333506096,0.005740817580658297,0.004495972572811568,0.00607129769859664,0.0037562698904259574,0.007979989875805359,0.006910355010251931,0.007145883509342497,0.00638751875136779
EAC-45,0.03461603279484407,0.04490003366233658,0.04707532096312134,0.022111238058684778,0.02929409602037467,0.0,0.023176076766594268,0.0,0.009916986497608995,0.025769766272980194,0.0,0.05760935461058831,0.031571130806803835,0.0,0.006149964309464708,0.03744377797257311,0.01901480599939141,0.044737621805638186,0.04533965942855839,0.03798994762505155,0.0450410444760222,0.04309690963338946,0.02124264117449189,0.04649654426566361,0.0,0.05023501956239037,0.04305196392002747,0.04249439113765259,0.011239462009035618,0.0,0.022478571783904788,0.0495210935642881,0.045859845812620634,0.014823677872666615
EAC-46,0.0,0.004637694146413414,0.005078195528476005,0.0012454650520710901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010174993076828643,0.0,0.0,0.005371923424285093,0.006191947882941275,0.00462412778040554,0.003454790565944733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004623398240722893
EAC-47,0.0,0.007102718608526399,0.0068752067742094,0.004245548392090488,0.006190932873031545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160181264169131,0.00422541405862178,0.0,0.015315538790717776,0.005879654341480175,0.006716918044555354,0.004964627420178415,0.005877037622286615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003724170364445964
EAC-48,0.0,0.002113159536806607,0.002026852138170343,0.00026709122716115735,0.002555857752077008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022907335343074326,0.001334357044442582,0.0,0.008562692565361381,0.0016509993732172997,0.0027918143182995136,0.0008647124073803986,0.001476275579756492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013012475444979445
EAC-49,0.0,0.0002801102051645079,0.00036228848976670175,0.0009000601204610753,0.0035436866487659866,0.0,0.0,0.0,0.0,0.0,0.0010106648553648483,0.0,0.0,0.0,0.0,0.0,0.004124241768697776,0.0009990705843341385,0.0,0.0,0.0006553696893334127,0.0,0.0006557439090626839,0.0011386577604593415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-5,0.0,0.009809127814382063,0.007618420496522793,0.01086323182602884,0.011643212005931072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045676114008430585,0.013532561887168932,0.0,0.0,0.01033446886508296,0.006386895773291449,0.011019302647692837,0.01058194880381258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011216082762313099
EAC-50,0.00038173072053394137,0.002967690297363685,0.002767965242887926,0.0014527330161338348,0.005176980190775703,0.0,0.0,0.0,0.002426415889401971,0.001697767403813095,0.0009602570630464455,0.0,0.0016871705538380626,0.0,0.0008853788477024992,0.0016712370356665486,0.005087110316445415,0.004901730362798354,0.0,0.0,0.005016256912986537,0.004270034773251547,0.0027372852355497554,0.0046381445703300534,0.0014948661280290772,0.0,0.0009507984590195422,0.0,0.001411903218834217,0.0019615704752621544,0.001647178834079933,0.0,0.0036977403932961727,0.002805463396173504
EAC-51,0.0090703595414884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005700868344596921,0.004465553476606994,0.0047248550027410375,0.0,0.0,0.0,0.00420236908020861,0.0,0.0,0.0,0.004191285555211531,0.0,0.0,0.0,0.0,0.004073841892881702,0.0031848909541198705,0.004672237844911101,0.004248485494594289,0.003555107593506304,0.005894471556123091,0.0016328614928744194,0.0027533907646740702,0.007512234730320003,0.004874262332837208,0.0
EAC-52,0.0,0.03130742162085653,0.031327182465631674,0.03534794490634317,0.037682209114818906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07099309342146778,0.0,0.034583559848880036,0.0,0.03383796290516595,0.03572877650233113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03443937195050988
EAC-54,0.0,0.0,0.0,0.002361232607255947,0.0,0.02630080372075547,0.20911545899878853,0.0,0.01504700027351506,0.00942299312498637,0.006418932304146853,0.0,0.0,0.0,0.022955343159443517,0.04297685199725474,0.0,0.0,0.005469783933180746,0.0,0.0,0.0,0.003855626366451129,0.004479800294844202,0.0,0.011493461152911074,0.005488908039268212,0.0087359176648034,0.0027232320634673728,0.0,0.006381108994462581,0.0,0.001402281348169759,0.0
EAC-55,0.0,0.005901000399466728,0.005430810338784441,0.004543442936308449,0.00019272270367617545,0.0,0.0,0.0,0.0,0.0,0.00106508665674757,0.0,0.0,0.0,0.0,0.0,0.0011677668760221502,0.005112881540143156,0.0,0.0,0.005052568085881414,0.00026524911782627126,0.004281413001567215,0.005457018152195727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001932694875195263,0.003117009290677811
EAC-56,0.04212379584717707,0.005434999500527427,0.006150969966102416,0.004027016221283983,0.009480518093523752,0.0,0.0,0.05736135330571686,0.01944927072461385,0.005036602770324325,0.00398512429213855,0.0,0.0,0.016177314461728605,0.0033160936460311873,0.0,0.004533005481397936,0.00840713146869419,0.03437318520251983,0.0006291083960801272,0.0059160664714981905,0.0006753170779562431,0.004215330484701143,0.005592578470705345,0.0,0.0,0.006591307173489991,0.011270295868816619,0.003089397222107776,0.0062382381891205865,0.0054215575701355885,0.0,0.007277015538724885,0.009227313307186754
EAC-58,0.0,0.01333774147594391,0.008878877639337496,0.05060430151521545,0.0033430764553438698,0.0,0.0,0.0,0.0,0.0,0.0027328957462074963,0.0,0.0,0.0,0.0025890048958855517,0.0,0.0,0.05047782612685154,0.0,0.0,0.0029774604495829836,0.032674650092329914,0.0442587705247061,0.0023724841721086526,0.0,0.0,0.0,0.0,0.0006821528407721278,0.0,0.0,0.0,0.0,0.050966540335266416
EAC-59,0.0,0.006993398923098334,0.0069642490063180846,0.0,0.004727309188615628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004324146687620594,0.0020076190110840334,0.0,0.002367767967421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-6,0.012857586063556335,0.004055687218913212,0.0006473731735838945,0.0005815397211271332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011866870897958071,0.004188892850685651,0.003743720627252107,0.0,0.002952811190975128,0.0,0.004655544472795366,0.004536861980000207,0.0,0.007843806944520349,0.004233211674915363,0.002931931781877781,0.0,0.0,0.0,0.006418359694195974,0.003279155465285417,0.0
EAC-60,0.0,0.0009742700004067715,0.00039392545898422014,0.002627139798442116,0.0002969421889147553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019493880313995178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-62,0.0,0.021508339360398625,0.0236614655994406,0.023059765055934323,0.02221276989996579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022909210790725994,0.0,0.023003083939400246,0.022499233336471688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-623,0.00011927224259436772,0.0,0.0,0.0,0.0,0.0007794281870023756,0.0007781622352180951,0.0008438202251303309,0.0007489925826552755,0.0008257006232029446,0.0007669159969615657,0.00041432748891077903,0.000820098032639131,0.0007862164099161752,0.0007314023465336285,0.0008559616051998564,0.0,0.0,0.0006750161211222127,0.0013246068913293969,0.0,0.0,0.0,0.0,0.0007191877012137138,0.00047635994206610946,0.0006598068036117829,0.0005845385372097807,0.0006509490431808562,0.0009144111311110349,0.000732108758625809,0.00027433286876568777,0.0007601844589953912,0.0
EAC-624,0.008913254841678908,0.022746258388390273,0.018957587298908896,0.0,0.0,0.00911327697721111,0.007272805216985445,0.009159543620642464,0.0086445393298901,0.009505297189341807,0.008714048628434362,0.007911924439240518,0.00800466209913439,0.00866090961527311,0.008844109003630873,0.0068612276503323645,0.0,0.0,0.008543761527415794,0.0062914607114940525,0.0,0.0,0.0,0.2976081125795734,0.009745990191243671,0.007004700227789194,0.00872179704692775,0.009005452741452527,0.010614439761217386,0.009854990182483078,0.008904416910927386,0.008556570111169205,0.008814377011934021,0.0
