bin,ERR598942,ERR598952,ERR598987,ERR598995,ERR599065,ERR599070,ERR599087,ERR599099,ERR599108,ERR599147
NP-1,0.07630448131623169,0.10138290841578382,0.09025685969848082,0.06674057832680476,0.0915306018860282,0.10933467960451272,0.08461263871313135,0.10552850329944756,0.08792107003195011,0.09716953576661153
NP-10,0.023425182395093152,0.0,0.0019122571650818049,0.010184009065890605,0.0,0.0,0.008593363730706344,0.0035847888056652097,0.0,0.001959680837898468
NP-100,0.0015020166435575782,0.0,0.0,0.002195904384444411,0.0,0.0,0.002278380660490554,0.0,0.0,0.0
NP-105,0.21128474642322623,0.38852581072137665,0.005673704154681941,0.07261316385336444,0.3823929097499222,0.0026823653239775036,0.30002760014687296,0.006060056151603027,0.4375141679080343,0.010667575330963219
NP-11,0.029831419517943724,0.19012161738061434,0.007217337287504547,0.03766440829691305,0.09023682648075652,0.00293997521772121,0.009011858913300131,0.012632801879676709,0.13330787633809107,0.0058436176335993455
NP-113,0.023675531390651466,0.0,0.001904556965049736,0.0,0.0,0.001998030059538387,0.0,0.0019081891432015038,0.0,0.0019345448620344808
NP-119,0.002420028053447818,0.0,0.0,0.0065840292220945215,0.0,5.281473874006142e-05,0.005367256262081271,0.012014090888907265,0.0,0.0018469097990820367
NP-12,0.006699703537346391,0.006949378705338667,0.005853098010091049,0.004625253309379337,0.008659541853818623,0.005746003272136969,0.006433972787357193,0.0058525132500478775,0.009033522735402285,0.008809522667395823
NP-120,0.0013635539278847642,0.0,0.0,0.001212243915050446,0.0013939513325782705,0.0,0.00023126618852771651,0.0,0.003553339019960623,0.0
NP-124,0.005470684342399594,0.007438754290716711,0.006367821110399711,0.006371438657956689,0.0015728203982685982,0.0061697988043996265,0.006263115109806291,0.005686138591108673,0.0018302485752331383,0.005266520976056514
NP-125,0.011982384679149869,0.010051239668210914,0.008426459453659888,0.020654775464450867,0.016111601794485765,0.010508134371881755,0.003600869199234378,0.008540134663016874,0.018973706494482157,0.010614751487270294
NP-127,0.0,0.0,0.022171377044964306,0.0038085361900271355,0.0,0.003394838805384365,0.0009337265809204765,0.0,0.0,0.017218797745644
NP-13,0.005126022884329898,0.011275803248263057,0.013935206138867855,0.0018373526847198082,0.00914101054106733,0.014377871460055447,0.012924531455857646,0.004360940471122894,0.016429439694751104,0.025487287298074684
NP-133,0.0,0.0,0.0007131834372137559,0.0,0.0,0.0008109206630078637,0.0,0.0009051229730945794,0.0,0.0007876628034846244
NP-1391,0.0002867594968242381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-140,0.005510303256261505,0.0032774497939250607,0.00226937395401279,0.004084657997720203,0.004603392395484451,0.0037642088094485353,0.0037763343840563207,0.006236497506407077,0.004844059556753891,0.002539127590250619
NP-1463,0.0,0.0,8.056724480412486e-05,0.0,0.0,8.566272490609271e-05,0.0,7.951692742458142e-05,0.0,0.00015709385221976226
NP-15,0.00969485976892474,0.03148075589109407,0.0096901806481046,0.011600192065425648,0.030510176603026296,0.01055112519240255,0.018655823242260658,0.009841700253216169,0.033417466723965894,0.010351301787174999
NP-150,0.0,0.0,0.0002849326719585214,0.0,0.0,0.000434302881260324,0.0,0.0002572072551917773,0.0,0.00041610707014920587
NP-151,0.007682104700636909,0.007524997463012805,0.00405460416972976,0.003489813384233762,0.0019329478876093929,0.003976549810979667,0.0028025941022921715,0.0038620138720969386,0.0,0.003957157278295732
NP-156,0.02124391190446298,0.007596056612930673,0.0140469935241436,0.007350289051936154,0.006178767354583471,0.002417548830152721,0.009232886553971897,0.006230056392349614,0.007599348369043582,0.007912940376208955
NP-16,0.0009830777065622407,0.0,0.020695430056999913,0.007061703529198702,0.1855772818603649,0.00923771956292921,0.001838398330980484,0.017451387750256432,0.08370244272887215,0.023839204684797617
NP-2,0.10207648722413475,0.004809660202378499,0.007852874598513401,0.004706024018705385,0.010104792078348915,0.010095845883652695,0.007125129057007619,0.010568155563009173,0.014920449920338101,0.009567556129491799
NP-21,0.0,0.0,0.000965605270159333,0.0,0.0,0.0009010404665374363,0.0,0.0009672330616684169,0.0,0.0008926100496365135
NP-23,0.010056886288887578,0.0012040374886546665,0.007527310399808478,0.0,0.0030867501226405983,0.011142793607403948,0.0032325503161745425,0.00976630639833697,0.005830229865817876,0.009176227088591955
NP-25,0.004493758448104371,0.0,0.007432581162790876,0.005034194407359973,0.01179154896828892,0.006290821503430097,0.005194152736049051,0.007347435084723239,0.07117598205105762,0.008863957825713626
NP-26,0.0013785962786392481,0.0,0.0013653192660890608,0.0014126910249394214,0.0006595592315285589,0.0012826946797835099,0.0017675374032043263,0.0033691000719322374,0.0017538180472635213,0.0014022373293294905
NP-27,0.007062209411417034,0.008342551655355081,0.019280692065627932,0.026823230151005604,0.025272661196503298,0.010793126235021376,0.022675163747774226,0.026953903929770786,0.03103979045896993,0.018082899007311175
NP-28,0.0,0.0,0.008540780119694566,0.012447108911966213,0.0,0.007793705259994514,0.00815237494964886,0.007455297414057941,0.0,0.007429945502988013
NP-29,0.006380506684836721,0.0,0.0,0.007801528041301215,0.012461911588297828,0.014383201073557447,0.0060411227976564005,0.015453149825261879,0.009942249335360092,0.004990055193132926
NP-30,0.0,0.0,0.0,0.0012517488880284323,0.0,0.0,0.0012757655183658423,0.0,0.0,0.0009598258653107144
NP-32,0.15147926206734832,0.03281924134734806,0.021703841098592483,0.058192076836196,0.04335585229547722,0.026569558115191183,0.021290764123154334,0.02043046724951054,0.04302736773627245,0.020608102943801988
NP-33,0.004001352993913342,0.0,0.0017258352821065332,0.0036001932317757026,0.0,0.0008989745583963007,0.002266061818549999,0.0024991719536896677,0.0,0.0008264820728426953
NP-34,0.009578775248855972,0.025359461781673868,0.01955280751664439,0.020512756865301282,0.01536963473535836,0.017619579062242683,0.019774131969344123,0.017589969862478978,0.02753967625861878,0.02011060787513047
NP-36,0.0,0.0,0.01104682896518172,0.0,0.0,0.010290174993779514,0.0,0.011310841604324488,0.0,0.009580025131712392
NP-37,0.0,0.0,0.001613076760909992,0.0,0.0,0.0004503738659472519,0.0,0.001603539920415111,0.0,0.0007863222821656503
NP-39,0.0184296283869219,0.05870257472509284,0.013443414070125134,0.0419309334890298,0.040210976094913156,0.01476655192414837,0.012616678747648167,0.015945681875010824,0.03987947515280912,0.014622321815209649
NP-4,0.0010610961646173127,0.0,0.0007502761700702684,0.0027488583866608434,0.025095335850339226,0.0006853004636216901,0.0009204235999753764,0.001032628965174484,0.055179365639395135,0.0005030879118957299
NP-40,0.004024231684860467,0.029832997101338844,0.004557127902252299,0.011612725437692857,0.020837097473739734,0.0024680726861012843,0.004830554644782663,0.0014093418696495934,0.021281047321396997,0.006868263126170143
NP-41,0.0,0.0,0.0003795286356170196,0.0,0.0,0.0005192101695700768,0.0,0.0004118962940769244,0.0,0.0003680236603206537
NP-42,0.0,0.0,0.0003152953009940319,4.981179086459123e-05,0.002215401413761929,0.0007517771511345745,0.00027192877641384245,0.0009148099051339325,0.0,0.0005887802621881923
NP-43,0.06955752688097974,0.034845564032639664,0.022481048930925483,0.050563139556820395,0.016808543364876617,0.018971494942222465,0.022769259368197996,0.021622114635648844,0.030884502508013816,0.01772352116021938
NP-44,0.002628401528339091,0.0003371032058199107,0.0008014260702596573,0.0017472697901815967,0.00019162544819667545,0.0010065557101919165,0.0004927354736603269,0.0005905616798500959,8.781040735487068e-05,0.001721817644634341
NP-45,0.005618787329219487,0.018086385377856996,0.0019730117868305727,0.026912814547473442,0.017751068396796844,0.003637115377103621,0.004868029727129861,0.0028778020438170607,0.01794174314853034,0.002098364393121622
NP-47,0.00010415202921688015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-49,0.009243419844612006,0.00519798131692607,0.007987848767149072,0.0034081532278692904,0.006720979848872579,0.008907633660849597,0.008678960831097685,0.008935280290372764,0.011531294895199011,0.009626301379732631
NP-5,0.0,0.0,0.0007084029037675673,0.0016767379126830574,0.0,0.000990363323015394,0.0015077021639155537,0.0014292466170756197,0.0,0.0007458901570613661
NP-51,0.0,0.0,0.0,0.0,0.00012050828435234437,0.0,0.0,0.0,0.0,0.0
NP-56,0.013133493093137369,0.0,0.016306477622780736,0.011635360374941109,0.01400885258723207,0.007790006416469983,0.015422512762737322,0.010800516573737654,0.0,0.008033418756726763
NP-59,0.0,0.0,0.00034604557791584247,0.0,0.0,0.0004369244141395649,0.0,0.0006191989251046973,0.0,0.0004618061179428738
NP-6,0.0006884019093834689,0.0,0.01031496634118187,0.0014710736308043183,0.0008861154715521607,0.01096929037781657,0.011449461259629184,0.011155992468685288,0.0,0.012420921310578106
NP-69,0.0405937825738585,0.36002213381483245,0.002474252921819236,0.27183703351151334,0.0972798355535397,0.0013928825989602165,0.05095276941454551,0.0030986135521573854,0.0,0.003547634595097952
NP-7,0.004680673011757373,0.0,0.0,0.009498089976480993,0.0010557043158305791,0.0,0.0,0.0,0.0,0.0
NP-72,0.0,0.0,0.002890311883274095,0.0,0.0,0.0028865169428014467,0.0,0.0031745501452219585,0.0,0.003048255452996751
NP-77,0.0,0.0,0.0011120552548977147,0.0,0.0,0.0013060567262340337,0.0,0.0006249839329820685,0.0,0.0010727433040320423
NP-8,0.0,0.0,0.0,0.0,0.003113711592360034,0.0,0.004151563200231103,0.0037446255856889944,0.011240989086337305,0.0
NP-81,0.0,0.0,0.0028689835230729242,0.0,0.0,0.0027243910753612915,0.0,0.0032103861795345252,0.0,0.0027766388460638866
NP-86,0.0,0.0,0.11913211936228348,0.0,0.0,0.10480162040764052,0.0,0.11868501829174587,0.0,0.12482853364637782
NP-9,0.07701658008829092,0.060795293363025464,0.07597532473700942,0.0146949294560955,0.055258491271811004,0.003820090234906785,0.20386607978534915,0.06824253391648925,0.10052876692858964,0.0011733671718955512
NP-90,0.05519538765717083,0.0,0.042614125624136925,0.017803346761187694,0.02228456711796132,0.08544468579278723,0.006900413702183285,0.053838577972745834,0.04627702856297193,0.05835930349406132
NP-92,0.0,0.0,0.0,0.0018761633416947646,0.0,0.0,0.0006228288049138845,0.0,0.0,0.0
NP-931,0.0,0.0,0.000701852960805817,0.0,0.0,0.0007285549575152203,0.0,0.0007829668426865207,0.0,0.0008121901963662794
NP-936,0.0,0.0,0.0067350790639109466,0.0,0.0,0.006648247106624847,0.0,0.006955548777981541,0.0,0.007047159070292292
NP-939,0.023835221345275395,0.022472206420914125,0.027706500229315565,0.022289423805098987,0.020831054144448018,0.02878373586090119,0.024145219513379584,0.027712081661818707,0.01945556131191771,0.027208671077251927
NP-94,0.0,0.0,0.0,0.0,0.006063497782417054,0.0,0.0,0.0,0.0,0.0
NP-942,0.0,0.0,0.002270039692324778,0.0,0.0,0.0018133138297481565,0.0,0.0021517764548899653,0.0,0.0021250142520773934
NP-948,0.0,0.0,0.00038379400885203506,0.0,0.0,0.0003100739835633332,0.0,0.00039238014461190026,0.0,0.0003806346864986908
NP-949,0.0,0.0,0.0027892860188386106,0.0,0.0,0.0028962800142563094,0.0,0.002696204124321652,0.0,0.002620622415924606
NP-95,0.008543103705232398,0.06280305560543176,0.11933010702014853,0.15064042681511794,0.01990403708015727,0.1622753117823284,0.2024429851527845,0.12292203703728231,0.0963675589463562,0.1293357032431541
NP-951,0.000479876044088708,0.0,0.0,0.00031572600009080557,0.0,0.0,3.413055027857504e-05,0.0,0.0,0.0
NP-955,0.0,0.0,0.010114854927937825,0.00011699152340441168,0.0,0.010681406995633825,0.00017917830428792125,0.010696858488514668,0.0015881455693795162,0.010699414699057021
NP-96,0.03675445821912482,0.07429833370312584,0.009020487927622185,0.05682280571378593,0.05945057800974062,0.010083980951576088,0.05305216504647231,0.015200390781470254,0.06783474739244087,0.007768282521634845
NP-960,0.0,0.0,6.864941952219446e-05,0.0,0.0,9.367215179562276e-05,0.0,0.00011347356004054614,0.0,8.327843051973439e-05
NP-964,0.0,0.0,0.0008361662515244822,0.0,0.0,0.0008512257407220365,0.0,0.000866437932524825,0.0,0.0007658701253539006
NP-969,0.00046811656335210306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-973,0.0007809320900574624,0.00273097599000308,0.0,0.0003343828992946635,0.009557488643814213,0.0,0.0011892850874668812,0.0,0.014151192536483984,0.0
NP-99,0.0019603300318997703,0.0,0.0,0.0013333499645495684,0.0009246401045960931,0.008833493071542829,0.0,0.0,0.0005804879818922926,0.0
NP-992,0.0,0.0,0.00011741006113685882,0.0,0.0,6.840085835300702e-05,0.0,0.0,0.0,9.70510151695438e-05
NP-993,0.0,0.0,0.0,0.0,0.0,4.0406776225186914e-07,0.0,0.0,0.0,2.685083655962786e-07
