bin,ERR315857,ERR315858,ERR315861,ERR315862,ERR315863,ERR594288,ERR594316,ERR594317,ERR594358,ERR594396,ERR598951,ERR598993,ERR599043,ERR599140,ERR315856,ERR315859,ERR315860,ERR318618,ERR318619,ERR318620,ERR318621,ERR594315,ERR594329,ERR594352,ERR594375,ERR594405,ERR594408,ERR599073,ERR599092,ERR599094,ERR599153
MED-585,0.006694780928037728,0.004536159136290925,0.0045096045757402285,0.019770052530782612,0.0047194931676757534,0.005313706278611756,0.006336631849160921,0.005615168654519753,0.0,0.0,0.0035877744891413916,0.003981155979614031,0.0039047454282831774,0.0038436739656416297,0.005553806773718727,0.0047012193314842155,0.003503509159159557,0.003995809882919992,0.005963125834947377,0.0035477082101163493,0.004493273797946941,0.004117870505152209,0.0035024532552455426,0.09305715635888943,0.0,0.0,0.0,0.0038315922824531884,0.003850859040861656,0.0038279645275357977,0.0039873261874002666
MED-586,0.007231446152317413,0.009221678070067841,0.009380674761470816,0.013467679233299931,0.008182083705546822,0.007711429305269444,0.006164034687859242,0.006640127706489036,0.0,0.0,0.009778170300501534,0.008401131892840962,0.008170888654427477,0.007627481737784777,0.007424150839894639,0.009199164572639498,0.011594021172112437,0.008030092030913384,0.007815825071481477,0.007934009974171914,0.009731206374476964,0.00787445916730618,0.007756313541060241,0.0,0.0,0.0,0.0,0.008643528478930004,0.007885546671040241,0.008329867338127553,0.0087601271116211
MED-587,0.0021352325326389533,0.0020958326002903775,0.0024037691360375333,0.00026293655254263466,0.0018530100707103204,0.0021247203875612683,0.0023291354989021405,0.0019286552902555109,0.0,0.0,0.001677539740377699,0.0019842301981353645,0.0014763940451089203,0.0023004633151747613,0.0019254626718456227,0.0019011804198725715,0.0016017663027586928,0.0006905330322377295,0.0,0.0006602384385314904,0.0,0.0019140052843087548,0.002083538398831541,0.0,0.0,0.0,0.0,0.002112752298713031,0.0019846694703873585,0.0017149908376847768,0.0014567160866326713
MED-588,0.01350855632032468,0.0,0.004718106839035028,0.0022885682095298374,0.0016617998621711004,0.01200689885512186,0.013909536776283732,0.012316471654104941,0.014953998436889904,0.014211526337755237,0.004758175995354515,0.00407537433861809,0.011000365264583747,0.009759231130572268,0.00981821141122085,0.0,0.0,0.0,0.0,0.00320834168511899,0.03006654699138312,0.016922455228390084,0.012304879855219383,0.015370452286446816,0.01521811700776068,0.015059125161129089,0.014644366527109726,0.0,0.00433332753699895,0.006063123443232837,0.0
MED-589,0.01608921198742693,0.012206532576654603,0.01542634052464877,0.006583631535581544,0.009774887581300979,0.005766425784820193,0.0035361034732607033,0.004910137273346724,0.0,0.0,0.007798911047654692,0.007807373881745532,0.008988078961057378,0.008046791936095988,0.019309674843678345,0.021362598495654073,0.02696306402229097,0.010534600454860514,0.01385911310118392,0.011064501321623985,0.008839596565930774,0.01844939522319396,0.017031900427801054,0.0,0.0,0.0,0.0,0.007468420075937838,0.008051259136304497,0.010164119168303141,0.007309696087751243
MED-590,0.009924125151970206,0.012131589355879224,0.013626426769455338,0.0062310896915848905,0.008919509525042533,0.009722460588777924,0.011287942903615593,0.009907801169979906,0.0,0.0,0.017467430001671235,0.010943090022610768,0.014093095076853577,0.012259292915880154,0.010771924828234327,0.01022428767305245,0.009986210407021748,0.008154086115893038,0.007806775526526972,0.008302763740094614,0.009404396747280032,0.0102168509862239,0.010515041135656007,0.0,0.0,0.0,0.0,0.011764373055549846,0.01213692630426649,0.011875580673500183,0.011946083142367099
MED-591,0.0,0.0013628494368500155,0.0011503238266791123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017780350198341836,0.0014669675725808684,0.0016044632759745887,0.0016222217834757514,0.0,0.0009260785512748361,0.0011079696430565044,0.0008191817432676415,0.0,0.0007633445136486777,0.0,0.0009481773466964987,0.0015643203650237312,0.0,0.0,0.0,0.0,0.0013291143096592142,0.0015110102917566775,0.0013473247131557552,0.0014305694816544804
MED-592,0.013601918580513057,0.014918178328932994,0.01316478155749005,0.0,0.002892719898589066,0.010207368522819102,0.011008017427296646,0.007433806341968914,0.006608757774199255,0.011172538190300549,0.013882705598418357,0.010951069900628592,0.011684101150681372,0.00904161761516868,0.011206871151782614,0.013879553455469222,0.014112091015922758,0.013586318188905119,0.011573514186258922,0.01278489460536031,0.01419459323181031,0.018910352994456738,0.0,0.010079352760102023,0.005587106630050452,0.013408186010321368,0.013159151117253498,0.011183177986311034,0.011831787990653953,0.012006735295652332,0.009873127992838198
MED-593,0.005514348260606205,0.004976108441900819,0.004588250767124528,0.006993134655064903,0.006779519686068277,0.005123769560448886,0.00543445454774443,0.004679746603413012,0.0,0.0,0.005330377570590434,0.007525308670576496,0.005345710945285748,0.0,0.0016464326270115692,0.0062090725855098085,0.006792766755855038,0.007295097861766273,0.0031725165103073396,0.005391665921611008,0.0047573320533319426,0.0,0.0,0.0,0.0,0.0,0.0,0.011878210651827927,0.0013322255942374592,0.0,0.0
MED-595,0.00100916275619666,0.001182087109605386,0.0010225762335934936,0.0003256764564927821,0.00112011230070534,0.0008739595145687377,0.0009392538561781175,0.0004850195230800499,0.0,0.0,0.0008786267512164408,0.0010431806759520126,0.0008771409056794437,0.0,0.001175322927435573,0.0005378519187699784,0.0002005297018454587,0.0014654396924585669,0.0,0.0012514327321234491,0.0,0.0,0.0009104942279508414,0.0,0.0,0.0,0.0,0.0,0.0012495221563838998,0.0007047978622968079,0.0
MED-596,0.011152291162411013,0.011701845117587054,0.011001419884175778,0.006234038485060099,0.010724669385387858,0.012042129836581409,0.013940437021389503,0.012701844042360853,0.0,0.0,0.011754724682467445,0.009325556783424569,0.011556008500143182,0.016907801613338914,0.0107225192028138,0.011722045860962803,0.010435028190434502,0.011796630469211051,0.011374314022867671,0.01215524610174023,0.011371194713583693,0.010895456892335236,0.012695580042700548,0.0,0.0,0.18410282058761254,0.1473056786314979,0.010693246127402575,0.00868119790192913,0.01260245300840282,0.011177903808611521
MED-597,0.0,0.04759118292370157,0.024525529778297396,0.0,0.0,0.019813121052457472,0.0,0.005804908844806657,0.10050778405669308,0.0,0.0,0.010397633565859798,0.11142563671026895,0.007081326077397171,0.020417939314716686,0.0186732157916518,0.0266955680575847,0.10838937321968467,0.0,0.0,0.0,0.0,0.014054769000079358,0.0,0.0,0.0,0.0,0.010139598252353004,0.010689503557639469,0.03218108417156659,0.0
MED-599,0.0,0.0013417482305833578,0.0027336638944927454,0.00592108164064993,0.003855870469998548,0.0,0.0,0.0,0.0,0.0,0.005041387499989182,0.003517211015537513,0.005318581898527408,0.0018624128460003506,0.0,0.0036733824179663124,0.002234739672496285,0.003613183993651024,0.0046677283537897366,0.0037133196002609734,0.0038524790046291202,0.0025854998042422056,0.004525494576390088,0.0,0.0,0.0,0.0,0.0074162284393819965,0.005231169485181648,0.0036986765470819307,0.004401328261926523
MED-601,0.03305733222252358,0.021208186248208725,0.01298805946004651,0.0,0.0,0.0,0.0,0.0,0.005100883163059999,0.005008204310516842,0.008204034127835857,0.012835145843221147,0.01772529523586447,0.0,0.0,0.020671069563671728,0.02240639720950061,0.037013845578505566,0.0,0.0,0.0,0.0,0.0,0.0,0.023070418111776573,0.0,0.0,0.0,0.031411903548722316,0.019412989341132073,0.01667162591453236
MED-602,0.0,0.0010695631145411484,0.00035885118684337046,0.0008809564436258029,0.0004378144325984363,0.0,0.0,0.0,0.0,0.0,3.8794731853427234e-05,0.0009046688000754882,0.00035706678077447384,0.0006903868864009133,0.0,0.0,0.0003215464522369188,0.0015774784831977839,0.0007844439369074812,0.0015983629869133619,0.000984184566380277,0.0,0.0,0.0,0.0,0.0,0.0,0.00040908555604722064,0.0007190923931805133,0.00035858023510756384,0.0
MED-603,0.009990958289321396,0.007537061882678558,0.0008689871750121725,0.010844343791884925,0.008806508666777268,0.011606179732349408,0.014043149235421734,0.005528947375915065,0.010358492576606773,0.0,0.01347283926478005,0.02120224126681948,0.013748442395146731,0.017084369928602385,0.06440915560798992,0.027340962328174262,0.017891112942745094,0.027100032938355396,0.028150540592207295,0.0163317516066294,0.027095022007588305,0.018607172272971855,0.03159320209114855,0.0,0.0,0.0,0.0,0.031516740914322786,0.0186375184154845,0.024541523561395762,0.0
MED-604,0.009147029937504362,0.021986539125450438,0.016410484951725656,0.012583682876876159,0.020317085292260735,0.011048792211554316,0.011762830168697022,0.01230029092261055,0.0,0.0,0.011912936625794715,0.0009878788832138686,0.018657265350548305,0.0009727111434234444,0.005666375107970001,0.016510503858485282,0.017999951660858483,0.005484491831988416,0.026130911331396025,0.001397327254925568,0.0,0.010566984382945396,0.0024385462545483717,0.0,0.0,0.0,0.008882819737475843,0.00804311030788986,0.0026848071148688904,0.0011372605109787898,0.0
MED-605,0.0003884908405404373,0.0011725982937347405,0.0008141883551388787,0.0009872965603441445,0.00035447350006932065,0.0008926270641977522,0.0007213997687985668,0.0008502085414616684,0.0,0.0,0.0009370530464671494,0.0008402886572822264,0.0017138350374820343,0.0012885463236100001,0.0003438025013973036,0.0020332458022248173,0.001096239444530991,0.0019295562894487413,0.000881478066167652,0.0019698791362621542,0.002556305035407756,0.0014715560661116747,0.0013602982424612347,0.0,0.0,0.0,0.0,0.0011109953573909394,0.0008885959504168847,0.002814789853096633,0.0030027618897087403
MED-608,0.0,0.012147643982187682,0.013850088579590405,0.0,0.007903482849529846,0.025151653995369845,0.015660331606309884,0.03335453874803682,0.0,0.0,0.007271479676396287,0.008327662525113435,0.009882341736908348,0.0,0.011165845273564,0.009768382792100952,0.012630855410705378,0.016817653180020608,0.0,0.0,0.03685314411933659,0.006474974935437759,0.01218799627117762,0.0,0.0010419201929667051,0.0,0.0,0.004699483943225926,0.015447855534888422,0.010013322326197614,0.010238990293641979
MED-609,0.0,0.019888175229817576,0.020826632808302343,0.06316282816974995,0.005615842989726949,0.0,0.0,0.0018357016572426337,0.0,0.0,0.0,0.005693084036305065,0.01800722151683206,0.003676770813661666,0.0,0.051268619706248617,0.0,0.0038959079312463622,0.0050233200891397975,0.004680744673705147,0.005998622229947967,0.0,0.0013192211302499332,0.0,0.0,0.0,0.0,0.005518415371985492,0.0035240910460941216,0.008454476894441116,0.0
MED-610,0.009244009547053017,0.002695031118708476,0.003365983985394052,0.01116460053558729,0.008172250636654249,0.013561073864192029,0.012616041858623422,0.01343922687538242,0.0028396249643680136,0.0,0.0,0.009626029030473613,0.0010428825720871005,0.005863022364907682,0.016267186685679856,0.004289899737912701,0.0062406804448309075,0.007765607499668849,0.0,0.008765985851826044,0.0,0.013382927182280352,0.01419201288372271,0.0,0.00042602929050578964,0.012112805819818504,0.0007523518730994534,0.017824137331677394,0.008548937148625747,0.009973390512991601,0.009385589780819688
MED-611,0.004930855377306409,0.004168481559957438,0.0026931547815239897,0.0,0.0,0.0034085104269898914,0.0017855179856494168,0.004030957052951879,0.0,0.0,0.0044821179476477405,0.0011752433355679318,0.005375101273258062,0.0,0.0051700179839856515,0.0032969561231793293,0.005483253452658956,0.0,0.0,0.0,0.0,0.0,0.0028440204408600135,0.0,0.0,0.0,0.0,0.01032550901041591,0.0012153594238028598,0.0049260457960793105,0.00521518911471318
MED-613,0.0,0.0028777926606651143,0.0023746650921444125,0.0012405635829447288,0.0023524553143766218,0.0,0.0,0.0018804932008076134,0.0,0.0,0.0027356346059070006,0.0020857848363886188,0.0023448212166229947,0.0029572454568228632,0.0,0.0029608472518046266,0.0022803606959940804,0.002651550029954309,0.0020094495572008765,0.0025673914991027292,0.0014726636070244833,0.00010783374726889307,0.001828243508897374,0.0,0.0,0.0,0.0,0.0028401620745867823,0.002552229110911426,0.002412474764418282,0.00321787958117615
MED-614,0.010729250276958863,0.010024913921470355,0.00915048366316939,0.03159224061251146,0.011043870734284934,0.011921465395208572,0.011225481859754229,0.011509812812370856,0.0,0.0,0.00792575560970099,0.004051789508201709,0.007698535417801062,0.00924296934936194,0.01256592902286447,0.006323163690677896,0.006403081739210279,0.017172050570788862,0.02540055061171892,0.0224286739400399,0.033977216277720636,0.002828121920646621,0.002102736986035845,0.0,0.0011869505072761787,0.0,0.0,0.0,0.0030065823095514503,0.002469545660022128,0.0
MED-615,0.011416433791865974,0.012708189729630224,0.013617501839643924,0.003122360390634334,0.015022678016054778,0.013318269039406786,0.013323037953118124,0.012094874052174206,0.0,0.0,0.012313965447211393,0.013304248001682064,0.012313732251500347,0.012590148759593646,0.010845520558126322,0.011051978021024297,0.010876534710641098,0.016765411143959595,0.012890202445809495,0.013093361270034302,0.023186567150970807,0.010058568988357526,0.012136381495547183,0.0,0.0,0.0,0.0,0.014791818968112748,0.014773726526310085,0.013144317494432482,0.015409716558356577
MED-616,0.001582415878959957,0.0012990830720180685,0.0017663120785317602,0.00014162437139795834,0.001034539089335632,0.0016349695347773294,0.0013283225248181612,0.0014411589329700856,0.0,0.0,0.0014825467386484507,0.0009386685133324787,0.0015737624227579292,0.0007920078554689791,0.0014770961534102615,0.0011142527204288277,0.0008781626297060461,0.0008874648982125284,0.0008428729180226479,0.000947334451838048,0.0018900842514816458,0.0,0.00019341137403417288,0.0,0.0,0.0,0.0,0.0007355695958979279,0.0006204354485324784,0.0012999178139197138,0.0
MED-617,0.0003418554812971389,0.0002949853957494377,0.0002937226032277744,0.00010302957376243881,0.0001403709319401105,0.000769247490958066,0.0007669482356592482,0.0005813747650178599,0.0,0.0,0.0007389688386479299,0.0006676811920281493,0.0006347841549709269,0.0009868349717278785,0.0003082805438666907,0.00046160553014992697,0.00012111970480607367,0.0008142171812702126,0.0,7.989096788467635e-05,0.0,0.0006639121162535552,0.0006752111082549719,0.0,0.0,0.0,0.0,0.00033436537497296434,0.00048023860330860844,0.0009708416821764034,0.0009048002907407404
MED-619,0.012457897074312281,0.021245731760088548,0.019657645669429225,0.014991913592396268,0.013710695062509378,0.013941186375134097,0.013331004717516696,0.01376283420706373,0.013698445906008066,0.007779595200655655,0.01149669410769764,0.01849277474625232,0.01490430312282853,0.006458500737371205,0.011541098054947399,0.01705194937064037,0.01643185108403875,0.029003680259461588,0.016593361544956796,0.03212835823515368,0.02683535646553449,0.02809703931908233,0.006156289128238811,0.0,0.01985713757263885,0.0,0.0,0.009827868672101276,0.01817530900935162,0.014720354074135005,0.02146988722436922
MED-620,0.002013983677048118,0.0021250654312640234,0.0018999691729051965,0.00028265788242939834,0.001707922163520372,0.002214717050254962,0.001993553878296353,0.0017881963507773717,0.0,0.0,0.0022113558849343375,0.002292879321055226,0.0019871341687027985,0.0020746238853435505,0.0018785357445349382,0.0015941880101179385,0.002055642012427608,0.002227487292859284,0.0038244006241601293,0.0016951240842825357,0.0020025069361942517,0.0,0.0003641830115708192,0.0,0.0,0.0,0.0,0.0,0.0016784104451288847,0.0030298807466814545,0.003599948850918544
MED-621,0.018955936182099294,0.030936543320845167,0.023959013162866624,0.044060404226708344,0.03647104408543795,0.01630271385913151,0.015942460454332168,0.015965618704756854,0.0,0.0,0.023151130051390346,0.02601764767396158,0.03257782486168616,0.020565279431134707,0.023805940897786423,0.029885569457107845,0.025066800434859482,0.0415350839838835,0.051447399490837,0.047423812508399596,0.03406750643922676,0.023915916038813344,0.011716615531725363,0.0,0.0017007704869155982,0.0,0.0,0.015458577453719325,0.028978314878588374,0.008941402767248375,0.016296919165082524
MED-622,0.014563135264244017,0.005187410966321516,0.007703137207204124,0.005206607564471545,0.013789244834264264,0.01489595152831259,0.015875857758135672,0.014032911653422383,0.0,0.0,0.009994340899537763,0.00923886893734059,0.00901541100000271,0.008666767145735733,0.01361561742161027,0.001971899903936903,0.0013218090628149162,0.012788454541158784,0.015519018926699622,0.0110619661802184,0.010961279202119084,0.0151051926037964,0.003943053884963366,0.0,0.0,0.0,0.0,0.016619422905392783,0.01211819820588364,0.0031453568752696096,0.004781765855621246
MED-623,0.039098494000782746,0.03377051003910088,0.03052605358057256,0.07192873507109868,0.012380385676738919,0.03404322387014134,0.034583307918164406,0.03315663979004319,0.033551852498928954,0.01956892438058335,0.02886282616162092,0.021827090991779798,0.02589064101839581,0.021316162382201794,0.03235258059719405,0.0334612709053641,0.03389462804134705,0.027096371973845488,0.031313601355891695,0.02624671146431189,0.0247093875885502,0.031993879617405005,0.0292520999278224,0.0,0.02446769039260126,0.0,0.0005737983192764475,0.02871322326317371,0.024555506512893645,0.02100905283563135,0.02160176114393666
