bin,ERR598971,ERR598980,ERR599004,ERR599015,ERR599051,ERR599060,ERR599067,ERR599076,ERR599115,ERR599127,ERR599152,ERR599175
NP-34,0.010136155086536223,0.01735210233074774,0.015854206962488168,0.011401835935721527,0.01677327096402402,0.01591531485578967,0.011154448532375558,0.010855303334142209,0.022662014837279747,0.011537978715906937,0.011527785649024739,0.01638309014981334
NP-36,0.019612028901715827,0.0744289018177882,0.01340304438380085,0.013989457913203046,0.01367798118622693,0.013221638384316154,0.023795575953710308,0.013707238786926965,0.044303585451703334,0.012703817942437103,0.012799344554111284,0.013480598432463436
NP-37,0.0017776186086143658,0.0,0.0011134428485323198,0.001697123238118954,0.0006833239068909868,0.00040653049599479385,0.0,0.0,0.0,0.00041581178968295594,0.0005046929754189553,0.00037061558282697286
NP-39,0.034740871940823016,0.039770728009517364,0.013719049989981781,0.013311679081955512,0.013074360029967995,0.014177061327712747,0.030207173095100785,0.013052938645659222,0.02532753749751668,0.013322579980151615,0.012864050621873433,0.013545793989284604
NP-4,0.002116990629825948,0.007019518882359805,0.002619224563386798,0.0007626792446863825,0.0025945613282470545,0.0011014188066725882,0.010749015440829028,0.0009615747772194506,0.002290533781121642,0.0009696681634097959,0.0008832760425692859,0.0011656986886487552
NP-40,0.013870571583837669,0.009943106529607858,0.007853874727207022,0.002676792914601642,0.009480812183523406,0.006077876354834774,0.016219420835414493,0.0042465644892367635,0.00751929862401142,0.0012203527701729964,0.004473801167932505,0.010130383694481403
NP-41,2.136950445884324e-05,0.0007612889916888336,0.0010305061873730691,0.0012153386669303734,0.0008757181596802668,0.0011004444677721308,5.447437209077474e-05,0.001174443004240929,0.0011214080597737668,0.0012303099269092746,0.001235627610757066,0.0012055188872535055
NP-42,0.00013845152308876492,0.000556893579302654,0.0004792629415737526,0.0007391736637188085,0.0008934796526267602,0.0006947693975077368,0.00013518754357653114,0.0006314749976912028,0.0005426898444257786,0.0008687041357754684,0.0008255123434199622,0.0006160693921904439
NP-43,0.03016645554078377,0.02965243001042474,0.030464543666229717,0.02255646997511805,0.024587691739487192,0.03149551103028599,0.03139279780870217,0.023674758365705963,0.022895037753886672,0.021319498818252798,0.022024402203918214,0.028706669270048623
NP-44,0.00034675653838799335,0.006904709558493072,0.00030650914248093965,0.008168458490987214,0.00033069063686491136,0.0003310653947707038,0.00041082380299938947,0.00946451844609667,0.002022714866473481,0.0074907990117363725,0.013473680371473224,0.0002287572069407193
NP-45,0.0201202286363827,0.01421607218641332,0.0022805889110112405,0.003234342883403324,0.002378375870811901,0.0023056022927481425,0.01936886746967691,0.0039754953159318535,0.004624396065960145,0.0037741586964530898,0.003545851314418493,0.0024420128394054942
NP-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28010120117969e-05,0.0,0.0,0.0
NP-49,0.007775888155759347,0.004599657288469281,0.008149042424890049,0.008530515905848739,0.00756622708900812,0.0058413771851039955,0.007962933528792552,0.009443088631218859,0.00796846380129914,0.00853215277687247,0.00872185631448147,0.007413410022651699
NP-5,0.0,0.001936857712217469,0.0007077982354947469,0.0005849769320868903,0.0008861883015996929,0.001232699628006503,0.0013504116215336376,0.0007697330855190919,0.0022806746023893887,0.0006985561101053716,0.0008248898126829749,0.0007255112259134044
NP-56,0.023275422115918945,0.011262606998490226,0.005433481728562094,0.004684814040713337,0.006638925093114297,0.0075991924392153284,0.008772264696894254,0.008278186069705309,0.014586315711696347,0.006546441573371806,0.011976342691557396,0.007189273518317477
NP-59,0.0,0.0,0.0004951546535702886,0.0003104637920867263,0.0003990236858465626,0.0004389068046599517,0.0,0.0002768392348556391,0.0,0.00047775779002562726,0.00037983823457396,0.0003602234561792928
NP-6,0.0028565552511093106,0.002865213561122566,0.009304190165472131,0.006396348557722167,0.0082469243830573,0.008397758251674077,0.004909971874679164,0.008463162920061522,0.0021836024985773974,0.007613154826158078,0.009273238068898057,0.008757555059238096
NP-69,0.004600800032205291,0.003270203825426853,0.000804605419074614,0.001056907557113454,0.001685123103221596,0.0008772408839240728,0.004396041607700605,0.001243470688121577,0.007813523533927957,0.0012286484059159998,0.0012552162209901786,0.0007312862297245699
NP-7,0.0011683873619098078,0.0013466823421194824,0.00093044534282795,0.0,0.0017062878567648267,0.0009830097975655069,0.0006333505303433079,0.0007324512936631157,0.0018846458922833823,0.0,0.0,0.00046399490555947725
NP-72,0.0007389736990866547,0.0027289342810525165,0.003864846489884438,0.004876131837794362,0.004820864596220192,0.004641588945395576,0.0005395325695663042,0.0045357108587136576,0.0013763232950492574,0.004112082045798716,0.004637388392207216,0.00406640112118951
NP-77,0.0,0.0,0.003150938674566335,0.002380631520977252,0.0030342123894813956,0.002667823408021212,0.0,0.0018903234474714592,0.0,0.0022864074194938124,0.0021648349294592613,0.0032354867184219713
NP-8,0.004225172672505855,0.008304070879666114,0.00866005308668639,0.0018620495924684662,0.0061859000042549,0.00677586349299868,0.006125944954441763,0.0,0.003535714685348376,0.001961562218574399,0.0055394155490538855,0.01002763706183991
NP-81,0.0007393738947508005,0.0026380820037200186,0.00809783346568768,0.007199974930134604,0.007286379448299587,0.008985642500062313,0.0,0.007617731363296307,0.001345545791755656,0.007696304439613896,0.008225760895373274,0.008726456981604715
NP-86,0.0,0.0,0.01764581886904453,0.004971694509562142,0.01671776838022291,0.021946439336541283,0.0,0.004913915323557846,0.001134573942421833,0.004340059565455184,0.0040265711250660925,0.019378334315207895
NP-89,0.0006345240678284714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-9,0.04522827305519606,0.02162084732942765,0.10189439585581268,0.09088440125218362,0.08987205411205175,0.10479829919624568,0.03653573751767664,0.0910729932878471,0.08999576315227967,0.1002832628816991,0.10792277525221777,0.09176215407862542
NP-90,0.04824986495518831,0.03774554601087324,0.007411530462565424,0.0038531092919037923,0.005537697163077687,0.0029261044080789536,0.03620125602839708,0.015428086067173876,0.015942620949832266,0.012873924381844901,0.0021777183761453917,0.007081525434524774
NP-92,0.0,0.0068468009406615965,0.0052692082808708605,0.011702333748673424,0.005326936446360372,0.004141395233307861,0.0,0.0063041806314367245,0.0009194315325767483,0.005968935952987407,0.013123991207368289,0.006874746058429001
NP-931,0.0,0.0,0.0003567227165266671,0.0,0.0009106799039631905,0.0002504145505704231,0.0,0.00041501863610463404,0.0,0.0006510968735987107,0.00020824262877403924,0.0005370782303161555
NP-936,0.005503610057928035,0.005237126067599648,0.007244897082922627,0.007150432384957342,0.007191997907669122,0.007147993126957845,0.001184439661790841,0.007035262709299468,0.002333874645326259,0.007255238878086854,0.00755777008132682,0.007204373137327367
NP-939,0.022525679594808154,0.022493562824606225,0.024331645127671175,0.024937492458927082,0.027142394127413965,0.02843424287288344,0.02314242918403858,0.022801193684033244,0.029614641824569195,0.023968427415770457,0.023151186459650846,0.027104043963098318
NP-94,0.00021073386374206022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-942,0.0,0.0,0.0012848457945502639,0.00020003932568464386,0.0009901950704642194,0.0007313370047993178,0.0,0.0002495177046555529,0.0,0.0001470727568397314,0.000340772815803913,0.0012717927329000227
NP-948,0.0,0.0,0.0006134830934851218,0.0004144401767332776,4.76626374916658e-05,0.0007674988323176983,0.0,0.001967513666458376,0.06162409291509898,0.0,0.0,0.0005196887362281562
NP-949,0.0008260708592893991,0.008956933746317728,0.0024086032065584123,0.00209122258492226,0.002183774990294863,0.0023181199008463415,0.009079619316071224,0.0021936505848912484,0.006667541909607326,0.002354420524230502,0.002490484049057845,0.002208283046584972
NP-95,0.11708791640726256,0.1329769783579458,0.15131961169122052,0.07280204334436341,0.14058520462329932,0.14678949047334375,0.11959009516368649,0.08003921947704677,0.1942946675300501,0.08528060267162095,0.08554817079824066,0.12040219075354938
NP-951,0.0224471711047477,0.030559589789237496,0.0,0.0,0.0,0.0,0.0,0.0,0.002898160716636711,0.0,0.0,0.0
NP-955,0.005221670567503511,0.004304121755398249,0.00906711701162394,0.00954303244685743,0.009511640249121553,0.009092302619817208,0.005188962638673506,0.009688919614176505,0.017080072870117258,0.00957311434205491,0.009801417064732223,0.00901862012498342
NP-96,0.03925073904767713,0.06475555400535409,0.014666321613040146,0.014344498875808865,0.01810442542434065,0.014819669384999559,0.0384117599773198,0.017274860095318294,0.029040927098377814,0.014797883026614642,0.012613614932574464,0.015648711999462394
NP-960,5.290670291556939e-05,1.0958669618282177e-05,5.095924599851563e-05,0.00013246013691634481,6.909417984008826e-05,7.58499433865104e-05,0.00012348239173095047,9.797994744705722e-05,3.4016816277952804e-05,5.775940743576219e-05,4.2949214058992284e-05,0.00019290044151841254
NP-964,0.00037037102213564687,0.0,0.0009011314929575741,0.001055044372037274,0.0010028985885494285,0.0010187816627914674,0.0,0.001037269123120698,0.0010329067867155348,0.0009538453695673098,0.0009155294961805408,0.0010161343874125612
NP-969,0.0,0.0,0.0,0.07121102722079554,0.0,0.0,0.0,0.0,0.00040794718271649084,0.0,0.0,0.0
NP-99,0.0,0.006378914999361128,0.0023167189564581624,0.004470802604715091,0.0,0.0,0.0,0.0,0.0022881762490389815,0.002005223187103779,0.0039637668751825,0.0
NP-992,0.0,0.0,0.0,0.0,0.0,0.0003621394290613307,0.0,8.243967483989157e-06,0.0,0.00015455978892143263,0.00015408098605690596,0.0
NP-993,3.878124817647327e-06,3.02558448767085e-06,5.72227225027524e-08,0.0,5.008974489740032e-06,0.0,0.0,0.0,1.8009957791918644e-06,2.9410666519255246e-07,0.0,4.5174010070463865e-07
deep-0008,0.00575970936304944,0.005695299171810317,0.005581759737684292,0.010736811030231264,0.006684944657411694,0.007862611121198413,0.005333900272137704,0.010404165106314282,0.0027672756371341345,0.011270299617332542,0.010865854141266274,0.006993026640212037
deep-0011,0.00620874716165566,0.003305297404053652,0.001109329701259422,0.0010811844021910361,0.0009483057246207077,0.0012138471174082393,0.006386028688529668,0.0013399044269831806,0.003433733874558882,0.0012915855113257942,0.000857853608704879,0.0010383029704189477
deep-0019,0.003083866823595023,0.004753804766113091,0.006258559967381366,0.006193720307208694,0.006636656132217386,0.006158498394366403,0.0,0.006275716937454922,0.002120066322423516,0.0065570405588691455,0.006399715519290881,0.006146381286230043
deep-0029,0.004168512589427919,0.006269548969865494,0.0006027409418318864,0.0003200148616036736,0.0005646331723169337,0.0005930890111953049,0.0038655182877505787,0.00028914392810502784,0.005364537770872076,0.0002773811603355179,0.00032899122207893943,0.0005787522234309498
deep-0036,0.0007118203061475002,0.0008599423132883868,0.0026146323053489085,0.003963892084597152,0.002162705615358457,0.0020773667119169488,0.0016238169112830138,0.004545911977431734,0.0013790551258407275,0.003972357869785206,0.004788733739863475,0.0020047326026405715
deep-0044,0.006922126165573486,0.008871782891759253,0.007348399587555999,0.006315425422692577,0.0055704938216376365,0.00810945827485167,0.003564341265036048,0.006733007822883607,0.009972768595421967,0.006723522684916735,0.006227300701154692,0.007308853860776434
deep-0047,0.0518107645702674,0.028404348991996925,0.03584491113527564,0.016230513729454943,0.03570855817108098,0.03339089325678869,0.051384254354910404,0.016640908014173856,0.021605860274641505,0.016418852843297735,0.015715294576420836,0.03656590291872644
deep-0064,0.0027135113222461617,0.008584708336362438,0.01373822392056414,0.010908942059245084,0.010645291077534359,0.013504823339514794,0.015577246089654929,0.01003994293962645,0.014208783352265572,0.009797398683221966,0.010097536774054311,0.011827384897959687
deep-0070,0.015598279951531053,0.2316380768311816,0.004091989112676614,0.0035717797750921903,0.0039545501951239875,0.004059665409299472,0.04295008388444715,0.0035453205135730728,0.04173263637704019,0.0036741975961394257,0.00450803794943569,0.004138630369504517
deep-0077,0.018785078246484416,0.010209889210203148,0.010466343553073519,0.002370693383406275,0.012296640325608326,0.006592524881720065,0.02746148205390631,0.005099497021292239,0.009317280843737128,0.002122164293266083,0.005456966791316976,0.01668846293232898
deep-0093,0.002570219763561061,0.002779183864533534,0.0043753993960380586,0.0038543200043834325,0.004193210547492408,0.004354196289071361,0.003157562441248415,0.0041964504460825,0.002973308366804337,0.004188275934942588,0.003358984803523213,0.004261861651401919
deep-0095,0.0,0.0,0.0024232651017979208,0.006077108718414813,0.0021439390544900276,0.0036404818945443996,0.0,0.009512752715958075,0.0007851370411287059,0.007930753587866036,0.006979829312465739,0.0019196066044683117
deep-0101,0.001395789937140994,0.007370191870091096,0.0010687886242841506,0.000733756181982085,0.0008455460564704792,0.0009409957844671674,0.018638637289038428,0.0009354615298241794,0.016444414826965598,0.0010920102065288247,0.0007376970205115927,0.0006583585810452246
deep-0102,0.0021828338206556206,0.0034592004396451284,0.004958746640455239,0.0008093872662999588,0.006438307454776078,0.005994840259156365,0.0026181418077773646,0.0010451426129787721,0.0029401346537299314,0.0007953640938670757,0.0009296069788889618,0.0062471567454106145
deep-0108,0.002961112699765657,0.0006119574702303668,0.002938096492981901,0.0009440915693264779,0.0023141178968780207,0.0022322316061896583,0.0020810095797983074,0.000798741490099307,0.00279795041423038,0.0008219256601073159,0.00072195770964806,0.0022479441156455417
deep-0122,0.009890053163789969,0.00817053317992901,0.014362237855234274,0.016161392603329126,0.01523806136706785,0.014702473410752977,0.009768464928282275,0.015944295183796524,0.023174141510811163,0.016080683432308125,0.016412740631397704,0.01466834542164777
deep-0126,0.0006516307079238117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0127,0.012256575663045614,0.004004916928652386,0.0018470947685437725,0.0015622742919151962,0.0019292140099145072,0.001870142056211345,0.011683258456869612,0.0018849435727595174,0.003538844613982646,0.0017779614472478286,0.0016576231180276126,0.00200431926225021
deep-0131,0.0,0.0,0.002303008020627964,0.002714616067706805,0.002622335878358052,0.0018311900723667232,0.0,0.002019215624592615,0.0,0.0023344343878379226,0.002349527262539817,0.0021199721991412976
deep-0134,0.009675017450313374,0.017844756467140056,0.01118006180544652,0.006868354775076024,0.012977142623597475,0.012946682782233742,0.011253561103074869,0.006798222340009142,0.02158216313913737,0.006882737489903515,0.007525513685793665,0.013313860293524573
deep-0146,0.0,0.0,0.002001197012843518,0.0016848869476158987,0.001930847106206146,0.0016822161285074933,0.0,0.0013322318569599513,0.0,0.001630901136782786,0.0015427147662381573,0.0020393827550052213
deep-0152,0.0,0.006546098302084416,0.00017343321946380864,0.00018527901864623202,0.0,0.0,0.0,0.0,0.0019854074627667917,0.0,0.00018977060733110315,0.0
deep-0153,0.0285419598840946,0.07223370221880326,0.023054688275264565,0.02397951816363644,0.0236381144891023,0.022648834776620448,0.03525397619602692,0.023700680049347524,0.02929383785950184,0.021714201163660164,0.022146612527930716,0.023194037619474125
deep-0161,5.249594048072707e-05,0.0,0.0008456570160902944,0.0009729179279315789,0.0009361728720468936,0.0009807232594157332,0.0,0.000954537825461925,3.177840155006389e-05,0.0008551335374809357,0.0008155753687165443,0.0009628324172929967
deep-0165,0.03679296093714165,0.010576952030623003,0.0077315319772671915,0.029931080442288656,0.008180056176708651,0.00743825419030683,0.04221221733951858,0.029090861188946004,0.00860164564868133,0.02718478094217716,0.031150204237110523,0.007406136400092368
deep-0166,0.0013563560230412382,0.016815420995363903,0.0024365633886462216,0.0008585472696593238,0.004541097710114027,0.0006840270199075585,0.00786835109713102,0.001294253788476499,0.004972578920731048,0.0010817824156905335,0.0012041944361067495,0.0009086002193931644
deep-0175,0.00011750310456689406,0.0017826839727835314,0.0001272010599702441,0.00030501404149535077,0.0002366590430523686,0.0002071213508972688,0.00025792652440132186,0.0003536231192825646,0.001692589735796316,0.00034577131536410216,0.0003229880186168873,0.00018205155740656225
deep-0176,0.0,0.0005333748391339202,0.0017049763479901616,0.0004840087245210744,0.0008966773493923905,0.0021090356846662187,0.0,0.0006004786942852701,0.0007322563647011091,0.0006393758557795187,0.0008297028478547231,0.0006068905071404397
deep-0178,0.006773463722811672,0.0003381749837457257,0.00291228182854818,0.0002816019233662786,0.0012959189499939631,0.002090339208089966,0.010086728524482823,0.0,0.0007282903501381446,0.00028735955825144095,0.0007806942743309904,0.003711511713044616
deep-0182,0.000673786962946938,0.0007314536088040678,0.0017807236051784888,0.0033675430482806583,0.00123781400842016,0.0011103177725340508,0.0008306688446755237,0.0067208897617061425,0.0013901474265986978,0.007571195567211382,0.0056534948555775595,0.0020642111379294246
deep-0184,0.0013867928452300773,0.006811604788138353,0.0,0.017767644325626053,0.0030875494604109496,0.0,0.0,0.0,0.002933808910614493,0.0,0.0,0.0035250806465664678
deep-0185,0.029158779816917224,0.09299046354952027,0.03452874587947528,0.04737493228502452,0.03312950573002561,0.03239343156493365,0.028840648606246685,0.04715349232632179,0.039494768655674486,0.051156192423646385,0.04698127207082402,0.03271581153709346
deep-0186,0.022685952382948796,0.010763128540219252,0.009613459906889473,0.019516681676995933,0.014056409836885499,0.014122140712006886,0.02252899246737853,0.021653855231665138,0.020015566416663244,0.02018905680618699,0.020607935398599123,0.011662483559249991
deep-0194,0.0,0.0,0.0018323164630866578,0.0003159546891686051,0.0013992295188508857,0.0010355278263040283,0.0,0.00039090535850356645,0.0,0.00023237527297596122,0.0005348128320771348,0.0017972596213493139
deep-0195,0.0010433615380435947,0.0021261354231458395,9.375075952725797e-05,0.00018928451272277189,9.290467988965046e-05,9.644619677545046e-05,0.0010268213103934371,0.0001845415758120803,0.001146689794062141,0.00012063595857999588,0.00014310580848929987,0.00012249902111445882
deep-0202,0.0,0.00027474832898981516,0.0,0.00029349884098737875,0.0,0.0,0.0,0.0002763192162294204,0.000283374908138576,0.00021268349528111972,0.00022965018844621146,0.0
deep-0209,0.0,0.0,0.0,0.009035377422591912,0.004001773286416361,0.016121724788139735,0.0,0.004573026963989992,0.0003486727191560394,0.013950949232632367,0.005302417070497254,0.009968549459928438
deep-0210,0.0007734445170613892,0.0029921015676519446,0.004629241379879041,0.0035219563741819945,0.004301307388641667,0.005762174230846752,0.0,0.00420295869318258,0.0011801883751037373,0.0036426338193168155,0.0038601448803074253,0.005198171022715871
deep-0212,0.03236504601009589,0.037702803097816706,0.008492578248330695,0.01690523789752133,0.009667602350928667,0.009235372972582924,0.03259148034445387,0.02056324262736713,0.024990132819426407,0.02001700043386061,0.017476594067911286,0.00909697783401976
deep-0223,0.01155985200414008,0.006006877839137742,0.009912256187381008,0.009711411387779574,0.009064756610157342,0.009835400525640976,0.004978474774474674,0.009178901047111181,0.0024489108577336396,0.009313504325158938,0.010505334703384632,0.009997833625772957
deep-0238,0.006178078539565497,0.004889196138719009,0.004914878985938055,0.005567942780910173,0.003919286659001434,0.0037699033032287167,0.004710018449043421,0.005840737743387687,0.004055792907080762,0.005365370075913794,0.007474465494483703,0.002572289686992902
deep-0242,0.003854972957312687,0.009655748274437458,0.01982649383001777,0.02243478109604552,0.019141819771813926,0.0170871789576332,0.0030597090612691064,0.020688945148658412,0.022579265829248095,0.023082286176830173,0.020972161188161635,0.017424474289482336
deep-0251,0.0,0.00034758933793652266,0.001080418431925828,0.0009153541878681744,0.0,0.0,0.0,0.001686637191329651,0.0008493544627601679,0.0011215121915676344,0.0008775962422532909,0.0
deep-0258,0.11022723921040918,0.024070705109025446,0.10005853027140191,0.0949142385161264,0.09317521680079369,0.10709315995388177,0.10258944286556747,0.1021596607621074,0.08594969181961991,0.10437187504078985,0.11405469714434138,0.08258264851798844
deep-0263,0.009820094817104021,0.017226147572648655,0.021065969384343217,0.016797549035974205,0.016907450219851232,0.021279960947165565,0.006143844076951327,0.014817027266065133,0.014107852772245636,0.01386372666612554,0.015186344564988314,0.01768003618170783
deep-0269,0.0014693317761258144,0.00011180217166744293,0.003054356984670142,0.002763509356892812,0.0032091195150142885,0.00280686267571482,0.0014865760385540498,0.003180061637303791,5.103335041899684e-05,0.002754403425135947,0.003029940308609378,0.002892671435017917
deep-0274,0.0,0.0006620007994320047,0.0,0.0005316849663522885,0.0,0.0,0.0,0.0006829285399405424,0.00025421814170192294,0.000853110535646982,0.00033119072382412724,0.00021444936775938774
