bin,ERR315857,ERR315858,ERR315861,ERR315862,ERR315863,ERR594288,ERR594316,ERR594317,ERR594358,ERR594396,ERR598951,ERR598993,ERR599043,ERR599140
MED-695,19893.067282613676,1462797.482356344,1449080.2572906597,176236.77217812356,205030.7521168638,52731.791909002524,8529.794093770928,27428.436769500186,517.228899764403,12323.420238680676,90369.49305470366,1654377.1695647137,593318.8515003324,241177.4241252296
MED-696,8155494.604724586,239806.7182545486,236420.24464046996,91762.12986605048,390558.9275630951,2218820.8377002534,376190.30093848525,1054573.770867463,2931.481569440976,397.13240982079003,213414.0013034065,53470.496937539836,1303692.887627623,7414.991460170739
MED-697,723313.2346424008,11484.341582420724,11856.56788393882,1217.571215827986,41399.55603279076,672635.0244681332,101821.89528413735,310166.66157367063,445017.4216623932,14175.880787633434,20699.200149585842,47932.8137882028,129794.86754362524,7256.76670440074
MED-698,765889.5798324668,21977.2235357222,23655.860824605716,3819.6633378882316,19754.994463746643,79580.55476810923,12961.95378787371,36683.98801610096,968.9854103127009,812.0204498037747,12998.130390364806,43012.68187031883,71625.10011831565,6639.9147179571655
MED-702,3881277.28313874,12657.861367482708,12195.305234541533,4149.970495572435,137087.07404311546,7562713.604404281,1308109.8851675475,3617189.4278076873,11456249.676614901,4325166.392912007,21583.04992395931,120809.50963591116,141059.34948471474,18778.511317889683
MED-703,7671.31525790975,57.31428571428571,135.07581296669986,35.26216512955642,306.60289388280023,541.2726156596676,970.3358842456091,245.41628588278758,47.224191449814114,31.254999999999985,197.14320148708654,46818.75753165964,666.3654271167102,7173.249883528673
MED-704,78503.814953191,6925.589545869357,4881.342331049799,43508.77259580245,40500.8510817429,40274.04142377716,5797.499145590134,20122.639604176486,472.25132869493245,359.5955401697435,2662.5316646960346,113751.8247432413,23495.41322521731,16420.93870807289
MED-705,29036.457733536394,5615.517054750586,5990.323499396731,0.0,81.41999293816411,3343.3262030793426,1876.263708007385,1588.9101389285227,67.80890649567914,16.259759759759742,47.27688277551789,30615.566830803004,614.7137095700169,4244.7635779132
MED-706,1327355.7204630207,149723.17209218274,149565.56898232547,352.00750886215747,1168.242825016499,405457.90937412303,68287.99883617071,196033.62104043827,116.00377714825308,0.0,7773.909610322112,3854619.6711397204,47911.461512182854,592715.4396168183
MED-707,5250.478944756857,19137.478361151105,18472.59904471187,112.22578025658493,1517.5612313582083,2519.746885937469,625.52094435193,1300.7281513455407,0.0,0.0,249.6804443107162,240831.88283264157,548.9215726740536,36382.97458734187
MED-708,2001.6017689153723,7916.800892872214,7238.349761858726,223.82296650717703,26743.70834085268,123099.24082586096,16091.213870812353,57687.44487859375,9115.783081301677,8989.786885334142,5395.9366904495055,3296.6571299994316,35428.04804759032,586.297327491952
MED-712,235172.4029203992,1479803.4872498442,1495619.2324840578,7316411.738530375,3906694.397235627,6624285.376918992,1097479.1959113476,3362820.7604500707,4421.965647387216,306.1461076131558,229325.37991568353,8127889.213901372,1582848.9081724586,1213833.066404628
MED-713,91709.56228430524,1532057.390470365,1542800.3773227641,172144.80087507964,268586.60712236975,10430.322063926937,1297.6197024035444,6562.083368306677,334.0677270401361,133.0291291291291,231245.6689414426,45031981.538522266,1535379.302915696,6758366.125722834
MED-715,359271.2788439112,40611.42300453431,38020.70715000981,195034.09845131641,143956.6105198179,267888.0153654106,41371.74758024549,139304.28152209154,107.65389114100813,63.391863462857636,28373.048579300514,411816.1266589022,211945.08075843754,63839.73369928736
