bin,ERR315857,ERR315858,ERR315861,ERR315862,ERR315863,ERR594288,ERR594316,ERR594317,ERR594358,ERR594396,ERR598951,ERR598993,ERR599043,ERR599140
MED-716,20358.334013610405,585033.677315007,587573.9839629824,1248283.5507546351,651431.0592129054,15918.49804429158,2271.770514109309,7306.871159922222,3115.4444097911955,2417.830373257522,345152.82062886056,2102348.241860159,2150613.455013621,325430.93980776495
MED-717,4338950.258946688,7644179.7836935315,7578855.08756266,4215334.018957119,18356868.42848295,17515293.737210725,3024201.0640035607,8415477.995750198,25481.629322795074,50642.95379529153,7187667.067170798,310895.84092877904,42914227.08531706,47754.318378030366
MED-718,1315155.3153415464,211350.0735988166,213492.08561178463,1037607.1852810966,755403.3486071724,6939986.441714383,1131786.71711058,3541424.228214265,217.87050697589336,66.79510703363911,105085.20079406744,5991436.290387128,716077.295749963,894949.0619719273
MED-719,106616.94559850743,710980.05551315,690334.4219285965,1479740.306929273,1134515.1415864334,92018.60211783169,15390.181320954556,40489.27480785856,4556.082071129752,4490.094957590692,2528158.587405426,3738533.220052964,15865336.291467708,574890.2972647541
MED-721,21399.59413279683,1220174.5945411536,1239009.0564424843,14271919.314666098,5577669.377470021,37913.59168742846,5537.128217464533,19365.551159050872,17253.544917438034,3807.9180300025705,675210.0197650943,1559160.1373180544,4585362.890862803,235241.10427422397
MED-725,2933854.009978199,1855790.5380257498,1873584.5184197437,372547.6401265315,1128344.4383533099,4752862.939304691,814209.9919704777,2259555.176714016,21273.2109839892,26926.276954591573,1185190.2214548395,270328.5858350564,7078312.60622154,40771.72113648872
MED-728,3420526.378355557,4556060.961178515,4608634.258752868,39449.7262831944,590614.5934519905,116825.14725794463,16307.581702076805,56086.84523384184,297896.635562523,176074.0312941855,42048.31183712436,132373.12520209546,260191.49978300967,19147.14073679458
MED-729,962087.0828088482,1353160.9170129604,1359080.2330057707,1469618.729614178,1056172.1219254017,429056.98403260065,74917.7212593119,215624.14328764408,120.04362656333268,449.3254783305742,997376.7829854151,5984818.678972266,6630683.959352584,881871.357698062
MED-730,12499758.360377753,780484.057315431,760631.9695723479,499030.33875169087,1436479.5251003955,2777282.5576001974,478925.41819075827,1342654.6835718432,13189.501150227014,7066.494120417569,406739.2833012032,2852943.062260975,2452279.9731560536,423748.80689192767
MED-731,664393.4342321707,8224927.199113807,8298031.304533906,2171865.6915102643,1267368.9847675972,60472.05964209565,10000.223319515364,31860.675079237128,3035.1551371338187,18260.029882250066,1676093.0527776864,22030940.249688398,11346741.08321235,3285418.339036309
MED-732,15939398.087015826,4038705.788306854,4038454.820507017,31021394.674825266,17450950.53814892,11601368.305931827,1924569.5094905205,5744536.003372186,803.6459020167282,5170.377804702214,2106077.0320275617,1491849.2436471188,13696659.403898912,218885.15792040783
MED-733,9025462.32041852,303357.3776949077,315324.693572069,4632660.144097443,3143865.247370979,8597492.525040641,1439481.777644367,4344465.489016318,7357.4323424390395,3341.141943163358,57956.031221900725,2364937.384499684,396185.558348008,375887.826284744
MED-734,12482054.032551816,175699.9975076635,174047.62395306843,7925.368281691463,24380.846618134394,2264844.651666323,382939.4622213817,1125308.5517197063,2636.9935893419256,954.2653719261285,106647.17784185577,2745966.728083359,688887.1795626862,412573.6041683912
MED-735,4752621.568429474,251511.4165093662,252813.821339309,18395468.969519522,7363755.863878107,3803513.6112702973,620378.8844688319,1937519.6760551077,245842.0587100273,5359.087083987805,74522.28186712466,8502315.000483558,517436.8655724874,1222652.1563270828
MED-736,1260677.9167422014,20348.438650228167,18493.74796630873,16982.913858104264,238331.74081436908,4504232.362958056,772171.8387663739,2157220.6390564283,1942.275830619531,1970.5243564895918,18017.14627396711,135435.90524372482,109303.01471693673,20885.518139027135
MED-738,14785.910374975138,255731.9562479467,258841.6753613438,207.44149096981812,617.9674311770548,1733.9726998301044,923.0346192431977,847.1555766531701,35.911980440097764,0.0,2494.5024070753057,284590.01040009083,16323.907206513552,44199.481745170124
MED-739,20848945.094160717,1261826.841787001,1259764.3922535053,13747440.111972613,10140112.486543,9242920.167763665,1535941.979209847,4594424.789212183,756.0445650247586,1207.5285833598666,1061603.1057339208,1157750.24572457,6924126.547087873,168811.18909584588
MED-740,488653.1896432565,777506.7298437487,779773.1775434791,6557.444735010134,22561.639946389067,1528.1109228886564,6262.067972199729,830.514058630428,0.0,769.3179723502304,40852.45191520414,4728014.442312522,278287.2761134287,699826.9116010218
MED-741,453030.2281170191,1013296.7430840941,1015005.8590935004,8672431.04785271,12115345.856001595,2539822.6928523364,432544.53914738586,1245840.742207655,5591.131545360944,323019.99624208093,3134643.6970561286,237099.89813387746,19293639.892781656,34061.98546245405
MED-743,131902.8932859845,83330.16178149973,89246.54390812198,410175.4600017564,386175.1704963591,147578.12526945872,23931.09700755817,74476.51229575882,33913.422149060156,18762.212753568856,28240.778155058935,5948790.333191011,187165.70158780148,887388.5656358126
MED-744,30165.404630940575,5436277.885940563,5399776.408370662,13287273.206766047,7397410.315055601,46965.65645700753,7362.138987536072,16961.377217164707,72765.50946995972,160313.4566370852,3211686.011548198,5471.564615717828,20353846.686448604,1101.2689735701956
MED-745,392299.08854227804,2154625.1511614867,2114708.384424793,6257232.33993629,5379901.054230917,4512233.99514006,720583.4112669072,2235335.115885451,434.9782997919777,760.0526069699717,5408952.878636026,481184.5122917217,35122509.71150281,72213.66669281453
MED-746,116800.65212589869,586990.8366108816,592808.8850766517,6811623.833548569,3820074.7637179527,1058899.2487286127,176119.31950810974,544916.8425295588,194.6526608992186,102.95493764745532,131001.31508720996,39531214.37559551,891952.3399327778,5856196.518421469
MED-747,663332.9440546705,1122303.9068846328,1115097.4060038994,9180394.313068144,4784317.0111673465,6557941.012324856,1083495.207822566,3291969.6069651023,4153.254231673237,12006.847333417583,1206706.6910199148,85289.58466555591,8061374.093624849,13517.701690881115
MED-748,784748.9035470412,173609.50121611106,169710.58815746455,10071.297520258317,174870.60962802684,559157.2961489185,90945.65485652343,269031.6740409555,3325.398268674801,4201.57244269173,656625.7045757485,94178.10349158145,4068560.3698626836,13649.979234763936
MED-752,26119406.882707536,230747.1270690291,221694.89020858993,298128.55266648874,238398.21784182754,15977180.407813279,2673872.04602046,7858100.610359645,157570.47620623012,25709.20579350055,138497.36861905904,2725516.5461725066,927469.189516778,401282.65665610996
MED-753,353041.03372253425,2219.0348258453387,1292.2467798283076,1309.0140443259022,3944.064767314596,3945785.3878427073,659628.5360989087,1978096.009118029,105.48668976254159,175.21677824819577,2119.0696993586216,7207.31529141946,15324.540362733847,1131.582632161468
MED-754,51808.5594869282,1545828.227114148,1561253.4956803808,5566010.303813819,4712413.486633878,599243.4847023494,89922.4160626359,300996.634462613,366454.70340643247,2642932.300285715,1154045.5528192185,1848704.7006235092,7515155.347080524,286630.8699837185
MED-756,15417.05415102527,7819.692470694465,7615.042141467203,2429.2548916243054,16702.54454431313,35230.58334470306,5595.05339203646,17913.48994903144,22421.210899902195,15088.605105920737,15152.096750341268,12281.604247195663,88498.33642357845,1700.8169339889307
MED-757,191868.72282011592,52813.1546489099,50577.79867720336,1100703.3265454886,695817.9325732914,168123.36126967633,25343.63179038688,84758.45521857077,2219.1260109827763,4085.605122506212,26691.704174187948,309910.35715802305,201362.31657339874,44416.10848213101
MED-759,8072504.451150153,1285476.4036317067,1267112.946411247,51773.533238280106,215952.88747228245,3812728.909083154,667808.3726890642,1848779.7471656376,1399.832326359406,606.6565731619578,1004801.0692156532,66434.65975046104,6237924.475898931,10768.611714451084
MED-762,423235.7510661186,312866.4680204774,320449.68495809025,11188746.090996677,4709688.910936348,1536759.8986943713,247231.16744293823,771983.1379719158,147678.40441342664,20253.878277930165,73583.89827060494,10944545.246322889,493727.42168120685,1633958.3589037624
MED-763,710887.1625952093,513194.402376646,521069.7549275809,11980343.682954803,5493913.13038911,3111636.621865409,486398.82689582376,1595448.0646971844,82185.09659777353,5386.026135912487,162461.22720617443,12960214.19180244,1154607.4868298422,1900362.2255685504
MED-765,256423.04748052842,2192250.5182867753,2199819.524271765,160081.9411585588,243674.78707892675,174438.03153789742,25468.388373011334,87378.65538556449,49687.406454700555,30290.2653957182,576665.0727932199,450822.5440427689,3658110.0519223125,66471.48756980362
MED-766,788613.9850791198,4539675.593588789,4546256.6837557405,356399.30465294485,217454.89055874714,198875.45254089136,29280.923408152998,99815.42224326667,131478.96503527396,1685041.558702129,3386686.805784327,221376.21512759908,22815015.874403745,29056.631782819055
MED-767,1716918.827952503,1174932.8780889683,1206848.4040051873,51682.83754279855,669934.230720428,1367820.5156610084,229606.1262288079,658448.0145993361,14320.042906637156,55755.43065185847,4212971.487876391,165990.35664890404,25208666.993740983,23309.854009265524
MED-768,16775.080726869503,160783.61326945975,152388.48430192098,592838.3402775739,487721.5833869636,13275.89285952557,2007.0092308620117,5879.034325703678,172750.7248029966,203614.00986823995,46248.50147550319,1678935.3044552726,313318.7599542321,252498.7368192493
MED-769,912715.3917675358,323670.2362537902,324404.6208272973,3398849.3475052593,1695630.8478812398,602426.449978177,84036.83142548935,316830.81146272225,32726.63052264818,1912.725852069928,183827.68034714754,4272444.696143685,1384918.164199994,610599.109994231
MED-775,51189.15365021279,266724.75574335974,279323.53116326634,17257.288536931053,17075.380099105852,18135.31751356822,7877.7994748946385,8953.720982983554,1936.8356478330888,14441.360069278597,21334.30134527314,558195.4792335436,138639.71096073516,78060.57462749079
MED-777,10960525.561022202,465986.6902316294,462934.07164339075,153244.08569915313,8748.436074188017,7075306.320948813,1224464.0846510082,3361065.191315132,710.5115205083845,548.5466664687394,8615.333511986366,142915.87993786557,60371.40939922906,22884.25372098377
MED-778,14658.424577345453,2263460.0001392053,2242158.3025953523,3460911.3000854617,2935289.4934410457,10237.62911507665,1186.8060346817858,4782.344525320745,1162.4888538028308,162.8428290793837,1975313.7411900691,12525.498200613001,12643712.119220449,1943.1339560962092
MED-779,940437.0769155786,93801.23344815861,90942.42528570254,353620.16643345385,244186.1906618921,1291782.7922248107,210264.23283961296,669326.7759165518,869.2011655674703,148.79922032068748,54782.03325622285,12076411.654675307,402323.02962863416,1766481.9750461255
MED-783,250433.33367955507,52474.1437663557,48037.72550229932,61833.9441288419,442772.07746895554,3512028.9877899196,619589.9761647966,1668226.4890847025,4284.595132642466,2631.0957240515295,59354.64832755474,9335.979020001587,349487.1054662145,1204.895236386819
MED-792,33915.811067418166,5984636.811500314,5920219.516973685,342615.7370654123,569540.7156093095,139199.7418659936,21589.59083360149,68718.1516075989,56806.887442634405,938782.1779479467,4886563.416181751,9030.982136183498,30193127.39521315,1323.0527703527453
MED-796,417844.7354779152,274267.5841632834,273423.20491707604,4717988.03538811,1831153.9214842822,4187674.6014211103,683188.77212286,2103085.4026851333,138340.71174618474,24879.724389946878,65215.75355695257,4035989.8716935692,442052.5776108832,580445.0952222913
MED-797,127477.40757135458,4043847.695567228,4010059.4375594407,1898334.2393311006,920028.2043410972,110472.13490564817,17257.46482654545,54513.57631753113,1122.4714639437661,831.178039203827,1321786.5499395744,17492166.289064042,8579924.815588798,2633353.363590248
MED-801,556112.832404732,1305963.2845826135,1310082.2321115255,78105.73519860141,58571.90545991995,69348.36850224531,14154.863808884638,38622.66311756069,33.61801541425816,240.2952034922805,495552.67912082066,8764982.220154868,3418429.644513796,1321111.9081700419
MED-803,432655.70496614487,47815.09288857361,50345.86131116601,3879.8240232684234,174873.75450043636,2120288.8293571323,363968.7525781879,1000968.4681112075,53518.17659681541,61909.990048716965,423876.44709118607,8626.107598986271,2515721.635687042,900.6865112208617
MED-806,39303.677366373406,108468.05539749296,109582.79822950806,2929594.419740468,1856752.853936011,136116.65312582004,20477.35654124344,67908.04389563213,88.18314858933634,78.06598407281001,15008.140540001103,33686455.70065484,93544.88834561773,4849911.1405139165
MED-809,467565.617830054,939852.8630650124,918798.1692277133,5624286.997023863,7890401.118753057,1340652.260396676,228857.06897150006,657621.0657254449,14322.36447995395,65983.3664473564,764887.1312778724,64293.74678256306,4692410.326910106,9093.075213088776
MED-810,799476.0895371098,103015.86405656082,100509.90279864504,135807.66615702,146203.21146284597,224155.40894632885,35478.558056151196,113227.14573223672,23230.47177852223,3103.1622330880914,62581.01842296135,84431.9242859936,397076.83694958664,13076.953619194295
MED-813,11740.647593613921,1636702.0978496785,1643252.6692673154,16891.844639522413,30051.170959557236,8495.75213382039,2817.518278451829,5566.654418660893,377.83560898600035,327.9044764817897,208648.023729602,15938318.267244725,1418841.3011149478,2386361.7010959154
MED-814,1932962.1522168966,1398003.7292968254,1383695.1491417524,2757507.7407710375,4056877.2699302025,3799048.056978181,628337.6176913253,1836753.5895322382,2841.7062143406934,2331.450504570146,1613458.9276951072,320826.7315113356,9945560.843887515,47172.69366348723
MED-815,10308.950852521397,58203.838868012695,61615.51935242662,428896.06745251594,690585.1041001609,18179.662005396,2987.065442102255,9886.755585009372,8944.333621705331,1916.8642796677948,18251.20222722748,11139678.684251133,125421.45365471824,1724325.8112636243
MED-818,336093.38807106746,905018.3990180421,935983.1412838434,7065521.495897161,3325221.0813214653,561824.3234496141,92572.27594188022,277855.71899917413,3079.6169600071275,963.7750964352397,199167.39770237164,7041567.719148142,1312247.4073230356,1029986.4293432469
MED-819,22311876.32967268,508701.5256670532,512214.51689582295,2556661.0894835433,1549191.441113224,23234769.234026734,3791660.519364903,11866780.359041741,817.2848070320575,96.7200437265267,284094.9959907041,13358691.853479765,1898707.8596750181,1909851.5024792254
MED-820,178799.8422179552,67848.90168236358,73011.62710042071,1324184.6649226083,1427009.7312256729,41479.80598692585,6194.924959939123,19767.962170814048,4386.109127517063,2647.7579084446484,56787.4500074834,4967868.012674859,369614.4588544085,760211.5166781921
MED-825,4179080.428733731,2050580.0264708623,2057100.6132676224,2336369.4139246647,6974498.541596965,3821694.653671104,657639.5010592603,1852616.9937744327,17663.54691809216,4314.097175214007,3952161.5160302594,160837.83522436832,23988037.697020296,24436.691835853737
MED-827,2167120.025959764,1213795.3988180952,1224943.1561928568,11327597.281107131,4020286.5716100684,1700553.7311105523,243075.8624756336,881879.3160806224,6129.634329421358,1529.394064386792,800236.9529746841,3750941.003204732,5818419.459260452,491334.7493800579
MED-828,109276.06516352775,16446071.656395387,16277309.586673966,2733747.9002066194,3056665.12502125,70201.91457421299,13610.687170600511,34346.40047001377,328.33736930861403,108.41439671923862,2169607.0324042523,46351747.72518406,13782036.252103398,6889837.184648526
MED-829,82018.72120599388,696872.065350714,686488.5333484507,1905752.6393125914,1206090.4368171077,226761.8818351314,38110.31831529891,111351.23822438491,116.04950233071358,111.23078983008061,205071.82087760977,1647899.2442255653,1357571.7572339387,232002.63800339034
MED-830,4191.923207777033,11479.12535074297,13172.760250194384,56339.79548406876,122422.93567046121,40163.18876323374,5832.835930399132,16539.02918746541,13887.213106484025,17779.590705703875,64857.52469645272,872.3208521359529,383348.7632658313,231.2944956942326
MED-831,1046174.3505331333,856084.8364786219,862134.8360789773,595562.3778091085,1264656.7454603591,1928098.879600106,327789.6347572757,929358.2779749645,8015.240704557602,61034.96249367484,2859716.0978709958,114891.26015832537,17169344.70298568,17232.163541759153
MED-834,35140.49628875124,4474.545707500409,5580.305779353735,1326.1180009452326,37261.04818676262,812613.1397764408,140776.36301234373,383312.5200169557,9943.293549079128,7388.1399211896,64441.653211071716,2174.553502230093,367437.13154547615,254.51758469369747
MED-835,5707.285569603407,4218.3925799968465,3930.912941754362,416.57054317463843,1710.2879430449855,11454.177265503586,2192.0760586907822,6023.931758507902,177.21585365494045,1965.5059930055854,5417.748203509763,13409.708120793943,32263.06593674794,1931.8840379405392
MED-837,47773.585753712825,82287.06747948723,82220.53392686555,1845.224177038584,4866.85196562083,28277.577703091607,8117.604365031594,12450.20709526811,91.59429713889669,66.28250591016547,8773.708060863937,3984926.5039716065,60236.47834383099,597813.4683673749
MED-841,8477239.356286108,113759.02110232066,115595.91059310602,392182.4391389789,421059.19680866326,907302.029545331,149609.10356070107,450300.0887392858,29749.766345232732,23076.448383088817,51678.271583262016,596208.0430484655,320541.9213218388,88299.90290547838
MED-846,931925.3727933163,271345.15034791856,263972.30460451316,8481.517441860464,54899.691760986476,99161.39098279297,18852.972164666797,50878.11560871047,499.0968992248062,560.0,12766.323323075245,714390.8868448253,70498.08527369324,99994.17800942025
MED-850,1375882.4984480704,352920.68654435506,345705.7153474463,82911.15441148805,974467.0799878853,3119191.326503753,512397.53311807086,1495918.5469015413,10792.620544995709,20488.116352799087,1762307.463784562,157625.01344911108,10720384.588274365,23393.864475142935
MED-853,31163063.333014477,563930.6318147099,573681.1288232561,52295.46530500154,104118.56813696714,6730035.051161492,1116139.8198039222,3276230.9403733267,27921.24412432508,48802.77216011131,31217.724768942935,930731.6666641163,197125.60464488808,131577.38156208015
MED-855,146184.35837072157,145161.72233388457,105079.32720931398,6775.86411235068,8816.042535637114,22280.602100804976,4470.657907384231,12204.036590341728,6276.1940307053555,14695.666749985608,9108.696074021826,57476.88677382216,58539.79773101642,7693.36834303559
MED-856,14107555.540563386,2423856.7555454597,2392385.0706901844,2001184.1523729016,1531065.1999749742,5560368.503701077,918815.420294124,2753634.0798811624,837.168825614057,762.9262378036408,1704786.6770489065,5873611.981337651,10952892.477100348,848282.3401494571
MED-857,5511895.620690226,598977.2091175393,608170.4869841081,5808938.688063001,2653502.6213259697,4522304.322885579,747089.3591576857,2249165.9192742263,6016.049037683512,2254.688416093918,175174.41188407232,111448.57975488341,1142664.8304709452,15360.105067469885
MED-861,195021.5696197748,140288.3738295826,150167.1962066013,5983.581840807965,14699.047957198201,993705.4642934661,160252.36473286364,482597.678500023,681.0392769853588,606.0777871896689,33084.56894740833,691814.5815859367,197923.056795902,102690.17303704849
MED-862,166584.1264783362,59274.16491055069,56219.52699525293,32928.820362441635,43355.08413266963,101939.86718825171,14948.828024616287,53794.30899832065,6163.912386434394,397.5437788234516,14664.026747697975,2764830.013516143,109232.25885757162,408100.3646659048
MED-867,50536.42506313183,150128.15319304995,138702.60144861252,13757.075857408976,29347.125083993593,23365.61335878836,2211.9558492195465,10436.739270639308,460.60355917478125,859.314162527721,16988.74135153354,2672000.42574375,100247.27762824202,399180.0530969793
MED-870,33577.44824849271,267841.6878461455,262585.8302313023,15049.9680028248,5616.961134870866,12127.525532452344,3621.934817184098,6973.223242600064,35.53823953823952,46.264189514189425,7079.07731346349,2301890.5140705705,35382.201113605464,338319.08374206244
MED-878,707907.9185869439,5071801.720986242,5090962.065106186,2308801.300280046,1391313.064783963,393950.6535644888,63852.37056550478,195195.18022292733,4602.57270611535,3836.695662375748,1097836.9602550098,2718650.2343938393,7421313.5772224255,405603.28149353055
MED-879,12106627.928249562,45191.388993475026,48204.62104436127,681136.1334495252,422298.0406484796,4803284.3760188,790968.4290386651,2427112.497758,1216.2342443158727,23.601648351648343,21195.253740105465,5588073.170146532,144678.50880189278,827436.0700105646
MED-880,27942731.40845456,1585257.8632884414,1574981.24295985,9465635.537884032,4083302.8919289955,18602979.461048592,3114141.443263267,9125024.642205719,15310.799304018194,8893.951720342924,1004229.9887771967,211474.31528180928,6398433.775319073,33476.26104069649
MED-882,16825.614462467634,4021875.0109845,4042166.1625352297,1565076.3759744035,928505.1761751659,27639.32947183772,5361.924344993267,16424.596761650242,21230.48119209145,60980.22515436886,433842.8431834776,25496062.84474555,2965116.425768622,3799116.5392977726
MED-899,255569.59484300678,238435.32128369552,246484.65985719542,7885.503061959707,51866.11368599532,112769.33951014315,24898.51359403433,55479.69561913657,1187.1699534348027,787.8790560471977,16645.251413751197,2157474.6395923872,94041.2293823622,312695.33162731427
MED-921,17067.512185556232,551291.1070786802,536713.3173065932,4131.290527509882,13032.278482870848,3671.2792743847617,1656.5266589257305,2084.066766392752,31.84102295356881,0.0,4911.901561226346,1045073.5516231648,30720.38742638224,163429.64084556507
MED-928,13990.06559046275,2782560.25639909,2777857.776406431,23551.874833813516,95474.2960071829,28541.116198855576,2256.7052765069534,11724.69094572728,9378.890381863557,669.9362535788285,387874.9028734041,6595229.994692653,2300602.733689017,1012173.784278912
MED-950,463213.3684836395,179265.46555086868,182067.7870661973,133674.8428089818,151098.15135393626,92167.96795019168,15953.99365628608,48745.45189514311,311.7579202700469,62.95904369978443,68835.36025641205,2838121.7010971424,488158.8427395269,417847.6668383139
MED-955,2562231.2225086717,207807.18550330336,210849.13553911337,419189.3505089597,290542.95645388035,328153.5529900622,48266.33338595784,165511.28743301608,363.9526217128239,78.01856486480759,87878.74955001294,9179729.911628617,632471.0404084696,1351608.8800345173
MED-965,187739.35664134723,2164874.049625283,2183386.1194598675,84260.97253043341,77448.10699122351,80697.70224502924,13691.368807462193,45818.70499408101,245.09491748118143,666.0813629480186,413839.1928516104,9369138.179812381,2828035.0396848093,1406909.1798604513
MED-972,95826.27357905851,273170.90524442674,271889.2198196785,318412.89518745954,195330.36906816097,63273.55212707634,11477.836441363657,34788.72031477192,244.37110632597106,349.11451219848317,30988.211312939606,2886185.2583363866,223920.61917609413,407540.7347503218
MED-995,18700028.78938996,859310.4867653004,874533.1867707442,3189744.0772266006,799997.0356391239,19461268.365880497,3213343.2135937796,9846194.611261379,695.7466756728116,33.11475409836065,360722.67577639606,570118.6661443486,2457586.043919255,82858.19967000984
