bin,ERR594320,ERR594359,ERR594361,ERR594362,ERR594392,ERR598970,ERR598973,ERR598979,ERR599012,ERR599057,ERR599058,ERR599068,ERR599088,ERR599146,ERR599150,ERR599173,ERR599339,ERR599376,ERR594291,ERR594324,ERR594382,ERR594385,ERR594389,ERR594414,ERR598972,ERR598982,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599107,ERR599110,ERR599362
EAC-1,0.04125090144458079,0.058537101947559574,0.05891147672037953,0.05742518070554752,0.048204518908785014,0.11990643046692286,0.14515355048884662,0.0,0.05951205394105478,0.06916001188855096,0.10651294234785927,0.10810512890986912,0.08617522424026403,0.013380358317275414,0.03896803766738495,0.0,0.06015701287247747,0.059581075882243,0.05825475225963201,0.06373490865307102,0.056971221167794336,0.064450179091391,0.05779193672431218,0.05853047894262064,0.06330703961880559,0.054264092941784095,0.05767371776868559,0.054625295076166654,0.03883299914170303,0.059182430738524534,0.07053091511163134,0.06053358199102478,0.059597812396307064,0.059225935251986495
EAC-10,0.03572472718966099,0.03638312182141893,0.0,0.0,0.0,0.035689471761233535,0.0337324453209491,0.036396310620276005,0.03625874543506372,0.03590055131691229,0.037209290245464086,0.03308504688912544,0.037054873285952084,0.036271807904569804,0.03671840123994319,0.034674806354641194,0.0,0.0,0.0314113650527879,0.039316450938801886,0.0,0.09148078726818039,0.0,0.0,0.04463291792999857,0.038546214739320864,0.03822452346882687,0.03832620660629861,0.044238436552895735,0.04552196785518486,0.036432677888515966,0.038527890735642785,0.037813219510449296,0.0
EAC-102,0.00658476814025045,0.04827582789347802,0.04802020412680254,0.044970234301700725,0.04402819240133506,0.011607554267628349,0.004560425642971427,0.022518695909302427,0.0926598153698737,0.09946885909403869,0.14064851106099938,0.012035160616130735,0.023405641827941616,0.11081441539602829,0.04314530285177203,0.013434764602689638,0.0401219160587323,0.07300103312267855,0.01701764951272209,0.03332666827561287,0.045932946719313826,0.04804850477171665,0.04454879292478322,0.046516361534393605,0.13232877430922377,0.004048251142356738,0.05904554804290074,0.059998727536491776,0.17319337593354847,0.17803239542248933,0.13642981581632999,0.006556917847407589,0.06238740465767112,0.03030219814044288
EAC-103,0.04003658432641417,0.08857926786108157,0.14908820121193916,0.08647697809230051,0.13567257127070056,0.0,0.0,0.07161569830566347,0.05091833717258079,0.06259148623747456,0.11770973314673344,0.027354366485441442,0.05114193322380677,0.07115668595515112,0.042895471544058185,0.0,0.09662140043997884,0.06047402850519002,0.08088473132387156,0.05925167108517182,0.0494363866646264,0.011666501930626044,0.08793102355141176,0.07173659833117735,0.0428217862447233,0.04550815614915267,0.09668568576188831,0.08515293297131615,0.047873310925610306,0.0772828981032065,0.046558629578797354,0.0840395816371993,0.08944040506878224,0.10474693580807304
EAC-107,0.033020521064286386,0.0,0.3250251155437755,0.0,0.0,0.027890285374906235,0.03166113025648131,0.023003535569487147,0.02772954973142729,0.027757852475029206,0.026996153099121352,0.029148345879959046,0.026669688841924322,0.024120161713422027,0.026159906679374532,0.02858232751191296,0.0,0.0,0.01964205898212143,0.020410679880908254,0.0,0.0,0.0,0.0,0.026445899212778307,0.04341920486397564,0.026903547452942798,0.020345995978462997,0.026775170452815043,0.02672454220142029,0.028141795573932676,0.04709200100095931,0.028225849956096036,0.0
EAC-108,0.05204367478883095,0.07259268125375044,0.07172863354916986,0.08833556437673001,0.16524723600782906,0.2908836947022686,0.22700580917210786,0.16160364702665156,0.14004163373422948,0.042181639425806966,0.1640562440737664,0.2067256365004503,0.1089637086106517,0.15048662059471635,0.13196140177898433,0.18685883365400052,0.0,0.06256147569049465,0.020774817069594817,0.003020203615306137,0.09354408084776838,0.06923292209315213,0.08364338293468433,0.10490479334163966,0.06713800067142496,0.19998650436076681,0.09661410039397134,0.052989018339483086,0.14851197090125084,0.11661782954476253,0.06314344569365668,0.14914659466094732,0.05890991540377026,0.06381916938211202
EAC-109,0.0,0.06076646741414298,0.05619103344017168,0.024905832589520765,0.004209138457343239,0.0,0.025131832645436038,0.1698598778919622,0.052347557866262516,0.006270276586507962,0.05798268205954504,0.14321401738897563,0.09671486434627587,0.07700839835199784,0.019596276529580323,0.057808774340254526,0.015076383635341986,0.05201921981341133,0.00277139411048338,0.0018441649178480549,0.01747876018884349,0.05420679547176706,0.028199612975532484,0.024164933514944757,0.030656857118558478,0.0,0.038096049547908996,0.0677546911610607,0.03498225059808746,0.0,0.036553993958525016,0.05247687909233751,0.07082840648099908,0.05356581904046985
EAC-11,0.07454748518662534,0.021270915206736355,0.017414472323424263,0.0,0.24362366029703122,0.06733620349189967,0.10311174565552984,0.0719640360929149,0.05342519932076655,0.05107720158056925,0.05026717875914545,0.08473333111096205,0.05333525789878757,0.06814447114415222,0.05855256628984152,0.039341291449562055,0.03989905780599873,0.045517228852977834,0.062109002641464114,0.028881624402676567,0.06326055607784678,0.22205822117377774,0.0,0.0,0.05919334912161842,0.07873074255885754,0.05586067439806751,0.07552567112055082,0.021310006026016397,0.04607158586869498,0.05079721667916704,0.07687390046683595,0.06965520652849257,0.024346978367457577
EAC-113,0.019219615207805716,0.0,0.00041085973928235616,0.0,0.0007471861894428424,0.05337820422637244,0.05493271310712034,0.051813520217925915,0.03588443297226556,0.021998418474215305,0.03543756557601722,0.05470356280527428,0.054875079975551466,0.05355787182165606,0.05533581430437131,0.05486229640369008,0.0,0.0,0.03186506300377513,0.005950164860149496,0.0,0.0,0.0,0.0,0.06476964831071923,0.054980177079539345,0.06066645544720764,0.06105167698321238,0.06254976640194687,0.06530129706625377,0.03515459085870132,0.05159854196915747,0.058431368307736514,0.0
EAC-117,0.09175309018056658,0.31469877255978723,0.0,0.0,0.0,0.08824522943776049,0.05882753477118921,0.06489469920857344,0.11770466783353019,0.055178566478801136,0.11373482342351951,0.06818785278513549,0.07845027859364405,0.05390209589194732,0.08242510287805677,0.062190721645509636,0.0,0.0,0.057975159992038824,0.07851392873327759,0.0,0.0,0.0,0.0,0.0441775643456462,0.0635775679989814,0.05843949127706689,0.059456538870356575,0.04462831855544159,0.04905141566694912,0.0750366931789232,0.0567252315034355,0.060576481716806505,0.0
