bin,ERR598971,ERR599055,ERR599067,ERR599128,ERR599132,ERR599346
CPC-47,8280987.34008568,1543921.489461847,1753844.3304788866,3012040.0902911224,8215673.492367481,3344435.587673426
CPC-48,47437189.66949786,2898569.021990633,9794629.81136779,5609921.840592203,15295460.289291305,714473.11271145
CPC-49,62924819.18104258,4095916.346531704,13101745.706893664,8064533.504355634,21809337.618316103,335390.0696881055
CPC-5,6353.239039393661,267.7324056454606,1310.423999529357,385.0547070294716,1174.2164475479517,18795248.53299288
CPC-50,136271.56884319775,27333.53990359865,27673.843018174517,50981.45212176472,143509.40712771207,11461.084380170952
CPC-51,518516.18603171967,15263.33796611901,106486.34858261558,33067.35047484886,93217.38083230153,477.3383509502682
CPC-52,1622176.8341093124,73837.75513119348,333978.69788942335,146603.9544327319,394873.126167791,1440.8977511561789
CPC-53,15185726.775497453,1224128.971211652,3034149.3527825605,2459218.2254227544,6602955.293960933,436.8614622099035
CPC-54,15668031.559536386,2424416.109756577,3323999.0528931827,4745977.9669249775,12894994.978405962,56831.2396835566
CPC-58,2596.3028225806484,444.79871584887894,438.83926470919556,542.9459872106336,1809.7799544790635,1934.4764628405044
CPC-59,6493.760574764143,718.668843567156,926.8358905882264,1440.31775358093,3603.689156457015,24276.34096468278
CPC-6,23544.473068906103,448.8196814816515,4706.77627221796,2465.3077703020776,5950.334463405926,11503714.886451023
CPC-61,37968.41540491595,8775.926291438318,7686.269360195654,19018.60372323059,51671.205657225815,17.096774193548388
CPC-62,349096.3718596216,31693.996507165717,67069.80294296809,63394.432474869376,171192.01299528,122579.59122177119
CPC-64,40862.1590693474,3261.137590143344,7041.510870820016,9247.168710618322,24360.40854106587,409.57103521408163
CPC-67,87046.18713905856,5202.345505099729,16712.368056481206,12962.185149604924,36442.86504896685,438281.45992749295
CPC-69,131298.20718113825,3133.1053461983483,24965.467889792526,8108.193381704675,23328.90469579371,9306278.61666344
CPC-7,175554.4810749061,25185.91528092082,37792.0517014674,56570.781617466084,149219.64794606224,9765234.5469411
CPC-70,475810.9213907983,36265.243676668215,88613.51370723448,80406.74558996914,206043.53729875066,4254959.954160961
CPC-71,50440.19944559885,2343.8559917485095,10687.595595710898,4683.7020622051705,13936.166051966824,66333.27816396688
CPC-72,80289.19180291813,1305.6361592405012,15173.89358743294,2609.873283515151,5719.7202631030195,2825.681608280668
CPC-73,4280.344035062426,2431.832999710136,750.6896204254275,5174.348996867827,15847.445950636025,253.39121694649162
CPC-74,10654.912418256508,704.0888681079117,1987.2002809343032,2042.49621387425,6565.708287405255,0.0
CPC-75,2756.868500777843,764.284308670777,321.5677781187971,1651.5818715211958,4920.040701224737,111.7344060574423
CPC-79,206613.0363138015,25005.143313126497,40521.6823957037,41546.85034918201,120040.84303725755,3107.8930743275487
CPC-8,849717.2459323722,21457.549525795355,175184.4122323208,43942.37594778347,117825.96412978924,53348434.97607658
CPC-80,3315725.24057178,22972.241580394868,655556.4411140396,49470.787232355404,129283.16336756857,160975.65217288313
CPC-81,769609.614675004,23815.153465984553,166009.49909152702,51564.015193066836,129178.92945211205,2645.2071771083906
CPC-82,288004.52346463664,36805.420754987426,58135.07420748454,68717.74383737257,193863.86719807395,917.1384446629439
CPC-84,51447.058577595744,3061.022119271375,11611.828510281734,6763.433182750194,17604.107641911607,31.92434988179669
CPC-85,6307.358953518875,3016.92203209874,762.6416204796515,4625.614677430087,15689.667221356702,749.2956996889271
CPC-86,17911.27246950941,3995.3369697447692,3194.090544893714,9388.133756500587,21941.28386999525,597.6133140107898
CPC-9,7131526.708007404,573210.0744045672,1468504.689612028,1097522.8454882398,2986329.8271539323,42427.97136823018
CPC-95,417868.83062653046,7771.811394628839,85730.80178614802,17302.5736704067,46807.67171001523,421873.9980209001
CPC-96,17115.72771521185,1374.460845355561,3884.119089781604,4155.0109003676225,10901.899199251571,2255.139688658611
CPC-97,10152.560079526032,8338.098192184785,2110.7922684196747,17129.451042422133,51438.030160243994,137.72104704216488
CPC-98,1490184.5925479834,113528.66891863888,281379.410202338,229910.7703621248,602904.243039958,19171.807400337333
