bin,SRR3961906,SRR3961935,SRR3961936,SRR3962293,SRR3962508,SRR3962771,SRR3965585,SRR3965586,SRR3967905,SRR3968062,SRR3968063,SRR3968770,SRR3968777
NP-931,1506.114682886892,1331.5944530098466,397.70499938946824,1550.4542554148095,948.4065461835751,426.2768582029974,349.308432293105,636.6719076284714,2322.210063065281,1644.645097280329,860.6353146188583,654.8967727897289,1431.0828910910127
NP-932,1264527.8515891386,2134494.895246121,23030.904117147864,1741490.1843859793,21182.4118406852,24683.531276073576,17944.518662392366,499329.2715796863,21024.7109856361,1405564.213566299,1023159.1994606316,23728.68196652185,2396339.723442038
NP-936,264351.52865744487,370554.53771364415,79977.8108219397,272162.58697780437,168001.61460436776,114386.12411485276,215556.29242547843,241666.69248281585,67252.58692192011,122647.88719412849,79852.04582789072,235686.02737208855,265305.911323353
NP-937,37537.50725189886,32445.894887396887,4683.382671836544,21358.72627541338,11328.062151695189,2647.8752456990196,10164.374647250308,34666.310962067364,6429.305518550805,21163.466927427577,10683.814602496583,4491.8431395609105,21478.611695764223
NP-939,18431.79182188166,27361.084523019344,41646.559689021764,61626.26586700845,24580.385221056727,39569.39742890825,853457.245077314,779922.5324657668,221547.19681949157,2107058.753446592,2109600.920920568,109956.79624303935,124705.74922170702
NP-94,630542.8236758995,3106867.8629916795,4957605.304276135,11227500.180287516,347292.2953629308,4240078.7474377435,273895.54467338294,227113.8999871993,7132.59009869517,69111.69356366924,49679.859585288235,2536.1912343683234,3928.840771295124
NP-942,5640.33178226403,7014.614532736446,448.91283040607163,5781.5009494594615,1403.5801660728116,482.12993015352674,756.8080098631998,6089.759706146078,2222.252222471072,9652.826658734952,6185.24238963123,1491.721001332627,12499.85226587904
NP-944,13681.065687124123,6896.037200057871,219.5502404956489,4494.759070279791,816.4950559529749,378.4850792267899,0.0,2540.699695445722,254.80557244828174,10751.249470451121,1026.685286458556,1406.181786490398,6854.9769621636315
NP-945,2050.5933162264278,937.6571691520368,399.3675655539857,1924.1113161895303,1325.5913909843628,199.72199718829862,11435.916682594907,28813.65596416575,2073.9246193914323,1710.6203226295027,705.4564958746936,924.5347374373979,1409.0315565310411
NP-946,398.06303030750473,99.74171520780857,192.0203045685279,299.49747247537647,435.88351315103876,239.7766497461929,249.58793121268343,410.68198071470607,97.71213651276665,248.81339917205622,149.78823520036974,917.3914650628122,298.9101486852003
NP-948,100.42894424673784,183.8944165445664,0.0,251.57536842191925,0.0,108.16427158179735,46.0,448.8081832042857,44.666666666666664,138.42419928825623,391.5487823599191,0.0,121.95925925925924
NP-949,1338.1545310096526,1371.872485712135,149.72260548576548,383.2935420922092,902.1067854488721,0.0,236.4178189191987,497.8572043538023,339.13765044922866,183.01436576616743,99.80364016643304,99.50495049504951,87.89565217391305
NP-95,5311.014537267388,3930.5453268503456,4563.495017968662,3104.94899188419,1625.4846838125216,4805.251263409153,10482.057007226991,7257.568753129162,9812.354066806678,22442.133672038843,18931.7238623675,32539.098401957654,20395.755082674117
NP-951,81.98276424859338,49.62121212121212,0.0,99.85207100591717,0.0,44.354312354312356,343.8006286504536,0.0,0.0,197.2005615624899,0.0,0.0,0.0
NP-952,392077.1741949662,658369.2717591241,74991.74966595227,494780.86229770834,85476.53490729853,87652.18613234333,50507.80353912593,88372.28893091335,91584.27905024047,399596.2878847285,317710.2374589215,160779.64759463337,496442.65185448184
NP-954,16780.026026136275,15672.88178765566,1590.929809573991,26636.626038597573,3821.8787797258155,1523.3590058823104,5207.871445185858,37799.24972306344,3930.9067857382906,20248.010749016416,14962.847099923301,5484.991689700406,22537.321788246
NP-955,53297.99044922525,71883.80241024472,4570.88883624971,49591.218810413135,13822.184948882466,4362.689725683654,3684.1983995712158,9257.564546015481,7312.125056028399,57693.80209912426,39390.03306366592,12669.991437167268,90234.82448708203
NP-956,841.1863573262682,299.3819035732255,49.930362116991645,647.8182791503725,149.67824248215848,348.8159333559831,699.025069637883,1447.3279014272362,697.6019867802742,847.5516227668243,698.6390117979255,398.2164769090697,294.8047818012999
NP-96,178322.3821405949,586045.7112489947,771353.6282512969,2496958.9137597056,146773.8732819478,917696.4983861954,159438.2415856467,253035.27498294468,48909.90764401166,849609.8302864503,277547.75209374714,100215.31578504918,399024.5614854428
NP-960,43459.97940827256,29367.083048777036,13678.576648463697,37540.942860053205,13802.199363083671,3617.4650286208853,120110.96476474116,33017.97332315443,45274.02437984608,42547.096040290504,29401.201486061684,9749.271171769207,33536.14529534867
NP-964,6381.064831003903,6481.498522423875,685.4466773780084,3030.4941316376585,3592.2416270550084,1147.1858202475632,1426.9028729650292,1973.089824781521,968.1041030945842,5294.118856328477,3230.8804955803107,1043.8875188838533,3777.5450285698817
NP-965,294.7095238991241,691.6044208410657,0.0,310.55319586369484,105.48543698845492,45.62254693135668,99.83525535420098,394.00654049322463,0.0,375.5594512250432,150.60210385635,291.7593308731192,84.49908777019107
