bin,ERR594290,ERR594312,ERR594345,ERR594346,ERR599031,ERR599037,ERR599062,ERR599109,ERR599167,ERR599172
ARS-1018,0.0006191959056814493,0.00016225005599307147,0.0006229547055692441,0.0009157218986972222,0.0,0.0011457360323385527,0.0013720512978293335,0.0,0.0,0.00088298098043753
ARS-1019,0.0,0.0008014938720845175,0.0005807485812263054,0.0,0.0,0.011953008410404904,0.0038177787505922103,0.0,0.007819246295773713,0.03725737124815033
ARS-1032,0.022685533205876067,0.04164355022065355,0.021135158142197456,0.02588530612896071,0.018826827933365677,0.018417503259890344,0.02009738678652261,0.0182855788158536,0.01861573639276533,0.019073516500968425
ARS-1036,8.23341748392488e-05,1.3636498057659504e-06,0.00010930947067878037,6.390090398264463e-05,0.00016068924870360366,0.00013417523605509864,0.00012769392892054683,0.00017457606731925885,0.0001211437501787889,0.00011528361807986343
ARS-1037,0.009415347307953086,0.0140812244157894,0.00915892187776746,0.011284046065799627,0.00656062104641026,0.014428144596036247,0.009105653498972226,0.014340507817650497,0.016635769843834435,0.01288504829017996
ARS-104,0.004345951925735595,0.003392639943553747,0.005025750872528958,0.0031124631643807783,0.0022213686278783284,0.0033321562193376363,0.004715467894993865,0.00570649137743138,0.00647184109560494,0.006183747186877018
ARS-11,0.0015052590969972207,0.0018889947807567066,0.0012515605003883719,0.002743969691036627,0.0010449367354185563,0.0036004552312571486,0.0021775058655367193,0.002348784855043438,0.0018005778971237577,0.00485530326078437
ARS-112,0.00419838368606028,0.0038842714223405526,0.004353864591858249,0.0032545878016386177,0.0056386565565704596,0.006598151027796173,0.0038366854383138933,0.006946629853698378,0.005957141921030858,0.009786633986975359
ARS-115,0.0022834128580404064,0.003321596777331452,0.001556056414025381,0.0033369636839452104,0.003374869196456767,0.002681301892132229,0.0006630018914297631,0.002593810857503334,0.0013037455224226384,0.001020843044156221
ARS-1168,0.006395488204377718,0.0008552044892680084,0.006248630841633843,0.0015518151253552806,0.006546203039065494,0.0023482336862098293,0.006808289110062406,0.006147041438430945,0.00526491596209271,0.0018622023231905072
ARS-120,0.0010894094807687503,0.0010462507894785796,0.0013212764186187609,0.0020196245096772317,0.0,0.0013668893422429484,0.0,0.0056226465093377346,0.007544410202772753,0.0035319134581296703
ARS-1203,0.0004524043937485795,0.0014160361289569203,0.0004833765589179051,4.928864453893864e-05,0.0005315392910107058,0.00033831556630596653,0.0003491331209582627,0.0,8.337600010190862e-05,0.0008627264074957234
ARS-125,0.0015646509160934358,0.0,0.0001655157497860493,0.0006121496017097954,0.0,0.0006644470124331161,0.00046411317495696064,0.0007945311523493557,0.00047081040441902225,0.0008098542445657744
ARS-1279,0.001248848462499714,0.003065180023407537,0.0034513585033266415,0.002969906129639569,0.0,0.0057367397290870766,0.0056938854316289705,0.010420048187281346,0.00034688783069790666,0.0013168356712190293
ARS-13,0.005315133190288769,0.004371042572745869,0.0030579850107168545,0.004117279292760119,0.0010835480615953139,0.005020454736506017,0.004458552738485408,0.004725909722345689,0.004848749956618095,0.004649615689571958
ARS-1360,0.0026199863335835934,0.0013374797792173026,0.0027035741395346176,0.0022019137530220004,0.0035088593417702965,0.0019226609702278138,0.0026762333958601048,0.0037494566839707715,0.0016958451901546508,0.00322387782841728
ARS-14,0.0,0.0021163113243070366,0.01631618621984539,0.0022326612632808827,0.0,0.000997424810234897,0.0,0.0012939965846212105,0.0016428475022184628,0.0011318232078235929
ARS-1419,0.004414113268430488,0.014526922007726895,0.004539774460448456,0.003567377178653932,0.005918322792137765,0.005235114733388473,0.005187248861952747,0.006163956054000886,0.004691036990642474,0.004686557049933931
ARS-1434,0.0018155986790098322,0.002912376530217085,0.00190052709737262,0.001565025820159351,0.029102099026766828,0.0005361833938181838,0.012419081561310235,0.016532879760951018,0.007897474675619933,0.0
ARS-1441,0.001622112701781589,0.001965201727815797,0.001762290617906864,0.002227422132637216,0.0007328500451849789,0.0020085533027603152,0.0014390462654048667,0.0011949993402800626,0.0010200337006715235,0.002351139868948171
ARS-15,0.019398848128967364,0.014675589252138526,0.017467853346269865,0.009598134048033495,0.022692167409718536,0.03112224347200177,0.0342600762743538,0.0166339771292027,0.014992141320761699,0.0274166663189932
ARS-16,0.006232876803554932,0.0005149046923022556,0.0038346415608861745,0.0035965376472536486,0.004407173511667473,0.0035384582944280726,0.004739119991670609,0.0033352040367287,0.003343258157995677,0.003431329844693103
ARS-17,0.0015233710515360317,0.00036674571251749723,0.001399857103490678,0.0013445841902005725,0.001762123732406261,0.0019940125597242967,0.0019492148227751387,0.0018010278424424031,0.0020386575686171604,0.002019797326709642
ARS-18,0.010239282030230144,0.008117439660540687,0.012033415611170096,0.0053743266069608215,0.01503967825061566,0.01174318801444893,0.01636629735243213,0.015713716278354824,0.012342209835161978,0.010144459357467476
