bin,ERR594320,ERR594359,ERR594361,ERR594362,ERR594392,ERR598970,ERR598973,ERR598979,ERR599012,ERR599057,ERR599058,ERR599068,ERR599088,ERR599146,ERR599150,ERR599173,ERR599339,ERR599376
EAC-662,33754.49745268696,706.588822962964,511.37078316819327,557.5182542148486,460.5295582468105,662517.3712070066,51388.21640591902,1265062.2760301968,6946556.5728793265,7306281.056628649,15793309.890412794,55046.216518849695,619955.6921250874,2561496.3164129034,3846536.569980129,131108.677038577,350.9004536049719,248.2679427572129
EAC-670,20945.538131670055,2237294.3647669153,2221270.6015982972,6800398.021913134,2663939.568117549,3399.8284871690257,1192.2176103371867,4103.545892619185,17082.072246512238,18437.15255217863,27620.17408305863,1401.8037941645332,3692.0466284972426,6130.808237056737,15980.216606465687,3555.711796530475,70851.88067711612,168895.38768811786
EAC-673,21855.228491157763,252522.3204772319,244732.17854809845,837874.4855810697,8186910.599205575,11170.694608858217,7552.227731859791,17759.629038217252,83016.68975393711,51033.71099080241,53960.451006177886,7080.441362519734,10955.051373825723,36624.977805134135,83012.21648585753,20358.903429581027,370283.35277392005,547104.8403087676
EAC-674,256211.97038695894,8907.603483332738,9954.211675377213,435.0556409835763,2177.2862096184726,403053.56766508654,130938.71012029999,335689.4976601719,6891128.443807688,4648649.062845327,3805740.5440428825,135614.1331495355,396171.68894944765,785045.6966355462,1943721.0273332866,287639.28396316373,13114.247932806797,6849.835933530142
EAC-676,107828.09890185691,453.06487988384987,219.42841008345624,32.2885514163515,259.0527798718625,1257933.4217854352,183767.57319569576,1362054.0443532437,197444.25485941564,127484.16457822411,385140.24356599693,179784.05491659546,1231848.9702979892,3098277.7788056578,6070928.09349307,389259.3170538513,71.35218446301914,73.3131748248899
EAC-68,2748.8595795478977,83465.16565735346,79135.74686313061,119778.44390828304,46300.35633869036,568.0053053231688,8670.606683415353,2301.721938336746,5441.754080866665,5575.78738115542,8188.604697797412,10348.411905441975,884.0915085974164,5585.336165547703,5602.210988286809,20816.421565763812,10522.105970628507,92680.78694874217
EAC-682,305678.54856583633,1118.1507827583694,1398.4988512112297,39.66666666666667,25.95229357798164,3830245.042437575,383609.59293209575,3940234.0383689613,2615631.497025345,1431951.195694855,3302611.0087548695,378391.70485262014,3833873.685971302,8718738.516307633,19250230.42684348,827304.4149130232,67.16023993144813,0.0
EAC-683,4745.871011200461,30988.257148851408,30815.835850539348,98109.9357759364,90595.1912479053,4370.965137000847,927.7755950122935,8973.007593671236,20071.370502592457,190837.20413977746,45682.3860001859,747.261563064749,4535.170457628046,20965.685402629348,37333.439011115726,2286.4834924690695,42878.630687580226,75367.8176120395
EAC-69,11579.175868597378,424775.6541977027,416866.2436460085,124353.22400482045,23955716.79840725,6207.569229015758,6026.195965040512,8331.572813594496,27788.3656068347,31656.88003956529,55175.541493265904,4592.704066681973,7710.595436844744,15792.236387554187,36331.02579260182,11510.298674842814,417005.03352041956,55840.8710396177
EAC-691,509.02418830192187,0.0,0.0,0.0,18.25464949928469,541.087421654605,3662.2303806961677,4211.4382196675715,325.5204927832757,216.93726569013828,229.9368806448418,3321.549060121123,537.0196450210459,10907.57830134428,1424.6267913418499,7085.7163678206125,0.0,0.0
EAC-695,889.9203472928182,7615412.174947835,7560428.009140643,8670363.466199728,3161630.3527737856,45267.58889692958,3456.5662717051578,14060.620422902335,5628.416717846532,2475.2857649895595,7725.88045321315,2821.914779680128,95948.10127170086,6340.760253961948,13121.13745941019,5001.415083298815,34761.83415191181,10149431.355177766
EAC-707,8264.52472842342,8047.124763014138,9222.315825723848,13198.321606461024,20724.92051658108,774.4103138681786,597.7114355771527,3274.5789635503543,26588.69616736363,7403.750345394906,33605.19707436712,753.9763451056332,1011.2729319158207,6579.908838867939,8597.501359937836,2050.2555727799836,23650.769590310607,38711.754992943796
EAC-708,325.67126833300665,1495.3526553943493,1707.2696702813944,348.80761902718433,633.1939277723911,216.59544883881708,2808.826888338397,1067.708919421035,1070.6676148413178,1268.1846755767717,5007.350372576905,2911.561866019215,224.29104415472702,2244.8073604607225,2254.8607169652523,10756.241235381878,1737.3460735033875,289.38792771033405
EAC-71,1806.2192640183887,114001.79119023349,112600.17903031557,157995.58266046573,295541.85322131246,568.6410174910301,378.0404879602162,1130.777029073739,20013.748387570304,43224.0853077196,28711.42943440448,602.9495545473928,765.7064570367255,3054.3937483105638,5201.04643164049,2183.1296831261666,155139.61249707767,145558.0382852429
EAC-710,509559.7668363126,7945.213019797478,7218.236647005396,737.499112676515,1610.7879222356432,1614027.2456073281,53689.99195444429,959706.9882843108,4877749.948501337,2371745.6092195725,2108560.09183502,53544.58355490151,1562762.031230568,2125284.5252492363,8166540.755738032,111224.01732204667,541.9555356785987,202.58988561885644
EAC-713,7221.628796188087,1018204.0865348028,997570.6035046015,5532023.0668087285,10141765.50713352,3184.665544695923,2327.6819248927877,6603.239089195505,31288.00133022827,49396.23691688779,49272.0754515946,3165.641200294466,3230.325986879749,15170.684122866916,23034.613551888244,7599.170377578781,466335.9892992483,1954735.3747275223
EAC-714,50472.425307705314,357.00985142046846,349.10009746588696,329.9265764007126,334.01478995774295,437296.26073915744,1370468.5134954744,1327466.0518123594,1465884.2988780495,835722.9300371578,1730934.0021727367,1331838.525608987,443708.84035923984,2994692.076512792,2148824.734114957,2862238.046202911,406.2466483356247,573.2800387596899
EAC-723,5237.721861198557,50.89748464929038,52.56985294117643,33.33333333333333,10.977596741344156,4014.390973298478,23633.180259727735,16181.829614047589,7611.549516918696,9159.242989358729,6900.607023355735,23768.903579381782,4277.134445419463,42793.45653374482,21498.34343352813,50913.685713278384,0.0,0.0
EAC-73,7316.4984576881425,86179.31424906418,82675.96558031578,133937.71492356656,85587.05006980815,1203.8567568046665,838.8058246170825,1799.9956872943862,6978.239138086586,10639.086408668709,19852.672832796936,586.0348437138072,1213.6805137182869,3748.056812626543,9053.70260863675,2389.903140124843,25483.91223452426,66996.45956929894
EAC-74,1018.806069257477,11748.360928821185,10782.76145278899,3009.386326705637,5414.136646998248,101.01552382802379,234.6471655171616,301.1077534892215,370.2041747037505,218.97645513820203,1277.148853596415,140.7938297705739,184.62144494591303,454.48939274592504,282.6418831700127,605.3311884003472,252.13593519450976,442.24566632094434
EAC-75,4688.96361841352,53.10561242351997,193.088399865166,10.31755725190834,2496.527253606438,1923.12134062616,771.5306932566818,2639.207992100775,23822.77651467259,2267.4496881613454,4700.9432376450295,473.1709139968094,2734.420860603405,3672.086636487302,11886.86440072509,1252.8035660473881,7957.306557860763,284.177332592787
EAC-76,1876.0636141833004,67292.43180473168,66192.18124630026,110274.91801912329,53947592.553464435,1164.0764776351928,586.1202858047382,1542.0751724834715,9264.076785203906,9919.295377327397,18384.176238114633,543.3245768044205,782.4228723703689,3916.4993103239362,7021.979705868937,1911.8012279556372,1587129.5445235572,68375.7866224584
EAC-77,820.1992604361634,36176.592827955326,38333.17932938217,248486.24094419033,35522096.58087089,611.6943169479651,725.6544327517516,1382.6997559136903,8375.238882408303,10481.70377730999,16568.963438928957,526.0376568967081,1086.4961971666419,3349.1237225891064,6027.747319097166,1304.8107370814425,5184215.059619227,44425.4020528167
EAC-78,2815.6129830002787,6277.18314210202,5516.095321683076,126.54717960260561,92.90459391964386,5563.764895574113,5367.956562107606,18783.238097793525,500136.0480574901,3367145.0877283434,603481.7114598947,5022.112255705232,6524.392539339131,36090.18330025194,96273.46298419852,50092.05409774483,327.76511194185275,111495.62250293947
EAC-81,40216.80824132823,680.2498639682088,636.6665154540692,111.48732059345265,236.91604213176987,1806293.7203610032,101638.27313769414,1838681.6397922758,561944.9990975185,554008.7295998551,1338490.5753789332,105669.32629493487,1745567.4516181159,3871558.7753991135,9807730.489435723,258405.59906769416,130.429393251093,186.50314465408803
EAC-83,34227.84622058893,110.4089478617777,322.0377531919986,0.0,0.0,769789.2529168765,52186.536002501925,1111820.9230998785,31430.26352330813,76185.23232424045,82228.5339293628,50085.61916324975,747872.6118018853,2420174.9907260486,3878075.202546707,113392.1770585441,0.0,0.0
EAC-85,3151.6550561627228,1561.2965749386692,1783.5011021293972,229780.2870616905,3297.398778011008,44740.415704313295,5711.171866204865,43232.08051895833,315134.6557086737,1940295.2996309076,1019513.0028362124,6172.987936078395,41863.580991246345,100874.75096323728,242879.85893087814,13718.319426231326,2872.187915773562,4053.9060488711775
EAC-86,66.94636015325669,0.0,25.30501007885874,65.50357865786135,69.27197640117991,44.39727195225916,7446.073209246841,1411.7325213823935,795.9646882135047,1399.7987095353344,1496.8873412198757,6918.705565917035,359.13689156171534,2173.715054795777,1060.4482729604554,18244.198823652754,82.7166873706004,161.81049744817486
EAC-87,1881.290799871703,9961.699051102827,11394.4591292262,27012.438089757765,23099.7955115173,1316.1583981960953,776.1925066363859,1873.405635034524,40390.07234717568,260298.80382624755,343172.20216608123,695.0226907940581,1775.4622111633776,3882.99852541379,13814.858076900697,2688.6415751008985,6406.157342198548,16702.240166408228
EAC-88,134.09803809305697,683.0015431887055,697.6406312424124,4601.934417260498,598.8253956076672,193.7643742076802,86.25568745960013,426.44426692832815,746.5106926623939,2773.0398506972588,2055.5330652053585,110.53147821085116,96.37041511460112,715.9985374934076,1501.2665045982408,634.1977953802259,947.2932195038445,2147.530676422566
EAC-9,11689.314304629854,2376.886158313547,2398.3971815171262,1157.9675484676034,2408.7399279616207,198393.47076087169,377290.86173906736,208366.75510058439,4525686.782017957,4969339.988166778,8845335.858054517,409925.42080704414,181641.592496835,428650.1680942211,1491594.4891534466,1280292.958853834,4038.516080461582,997.3417599819127
EAC-91,3937.7940490252618,22483.760614238803,20540.064805139664,58283.707998715014,62511.580158622644,1417.3884672720749,1338.1583018382858,4112.571134509661,15629.819023377384,15027.583895713122,15066.670921735787,1248.76750746859,1769.7491007968836,5542.07656155189,17250.361134467053,5711.826216893327,6381.480266137976,54785.99211808066
EAC-92,476.39839889351674,4181440.548459692,4086283.141409973,1127376.5683328458,44244.6497887501,234.2876867291476,691.7592458355423,636.1429416284424,1311.5079330336348,1186.599565755978,2363.9042972026987,633.1072308098605,341.4847985717184,1308.978388988102,2121.785649240205,1532.470775940249,11405.056780044337,21678.49824445695
EAC-93,786.8447895350794,48314.428002472836,43702.749682237925,34656786.22655615,25740.704832346848,103.5948954130008,89.84488056931406,553.9962694223641,625.8760577529523,793.5381641983422,1326.4464087382682,129.0167444100316,362.06100066325325,869.9260089943294,1205.8153853561516,554.1340855123912,307.977367613673,20688.275262738945
EAC-94,2506.472562540958,3946733.2666466967,3899394.043983284,131717778.21122706,163388.0938683602,2595.5149525236448,914.9843199573619,3717.653628901799,28220.23980970194,45080.8935928129,80714.84693064526,1380.6719009050084,2596.786973818619,8766.291846193299,19566.849012743616,3567.250654869142,45039.95918587795,120020.79786650112
EAC-95,2708.695537956805,3342294.0061677145,3316956.498706483,60126.63673499035,48057.802518563265,4522.9899165586685,5497.863433225668,4060.866283496237,13830.919016803207,10229.175142932896,20875.524997992852,4667.379003099397,4749.809795825198,8962.036510412217,21640.145404718565,15387.36658956388,358.22332129800736,16765.342127905456
EAC-97,6416.700542664911,9040705.748720443,9060160.00348926,13611668.373621518,23019798.3430483,2172.7215237763794,1527.4218067917236,2924.3178625571754,47791.560558354286,95700.84398041181,103428.81463226854,1131.7589769141591,2194.827210104966,6969.09315952783,20586.461882566888,5514.3818457372345,466997.43703223474,9550384.041931873
EAC-98,2737.441609593779,133171.70916293043,128200.41053178307,404349.1307112208,120106.61151524914,493.7447359722396,440.3610766483165,1114.2868676271544,13525.22645285662,34283.669047058815,25534.374676225667,644.2668413401028,704.1106562832061,3167.712599614978,5817.375119452936,1746.1652334739956,96875.36577174677,511827.0172349478
EAC-99,24999.85305285342,9.316017316017307,153.54176667859525,0.0,11.296416938110735,357038.3596557714,293144.7344470383,868040.2177149486,1035602.868248293,633084.7885277465,1395370.3167512654,296209.5969986371,356123.5729303738,1925543.854317218,1724102.192458772,643683.8914419096,172.06163790656555,9.966442953020113
