bin,ERR598984,ERR599006,ERR599009,ERR599010,ERR599022,ERR599035,ERR599105,ERR599126,ERR599129,ERR599171,ERR599174,ERR599017,ERR599027,ERR599040,ERR599046,ERR599056,ERR599101,ERR599103,ERR599122,ERR599133,ERR599137,ERR599148,ERR598947,ERR599000,ERR599005,ERR599044,ERR599048,ERR599124,ERR599131,ERR599149,ERR599154,ERR599159,SRR3965592,SRR3965647,SRR3965676,SRR3965758,SRR3965809,SRR3965873,SRR3965874,SRR3965875,SRR3966130,SRR3967025,SRR3967319,SRR3967558,SRR3967690,SRR3967699,SRR3967700,SRR3968060,SRR3968061
SAT-110,0.018325958383641535,0.010869336289243027,0.023818752064253015,0.0386694460466259,0.011398091290917163,0.030149204471545257,0.0,0.006119040429245238,0.0,0.035545627071713035,0.012722208451538479,0.0,0.0,0.0,0.010232120605387151,0.0,0.029343881051060425,0.0,0.0,0.0,0.0,0.007991916636523322,0.0,0.012458614325920499,0.0,0.0,0.0,0.004837109859480046,0.0,0.0,0.0,0.017277985083560612,0.01133272307189113,0.0,0.0009063721554357558,0.0,0.0,0.0,0.0248083016497919,0.0,0.0,0.0,0.01100253487120311,0.0,0.009340894134867384,0.006477159804361838,0.01606772985471053,0.0109692872806769,0.0
SAT-111,0.008561385607232004,0.011818802562892437,0.017555236260093362,0.00266278560364029,0.006908012778751721,0.017938680308769845,0.008553179236706104,0.009991851300783566,0.005158610531124779,0.005657761222595466,0.0069316870355357685,0.009438438721568012,0.008744247333381451,0.019465812235386314,0.022632599822590107,0.015346174522725577,0.013361428895284036,0.005270882264092746,0.007509214523587479,0.004803979836291998,0.006688141099540169,0.02019252659470352,0.013287578871118876,0.014439152016052214,0.018299251217708895,0.010845051893852695,0.013123067713063347,0.02190569354503893,0.015684758210072536,0.008159677448153824,0.0,0.02183631195131273,0.01170491921121169,0.015244766790506984,0.016443168985059046,0.010602415784280237,0.011568903464267087,0.01191174011761741,0.009884621645285134,0.01779001476582282,0.00831088878578874,0.012496817225459065,0.01263625542618805,0.012579931710035255,0.009337607701572714,0.009662436085532997,0.00981353406545348,0.009779005472221198,0.008775301098178845
SAT-112,0.013787324500568965,0.008840765475416255,0.0,0.016382397202066152,0.014053061773653008,0.011399340758401618,0.011341697715872864,0.01926367059683019,0.0,0.0,0.0,0.0,0.012780156296373078,0.006204055084434833,0.014528019595776756,0.0,0.010569690728143134,0.0,0.00478507872271595,0.00797311414259533,0.002729793081751273,0.007852781086161775,0.00197019714052377,0.014038461342399187,0.005058349213560218,0.00700315371333879,0.0026483737322692802,0.010075857147380731,0.003575531484931295,0.0016930770949641816,0.0,0.013221006256671363,0.013503805623200001,0.021377716449289805,0.009629124662823505,0.009520725335443892,0.01105336791193448,0.009210688237058751,0.02249352109399348,0.009375222276924696,0.014534548880469683,0.014196730470240712,0.014313399210542446,0.008796142953224886,0.014006342649715741,0.012572420406508883,0.008858654389965142,0.006082044811287168,0.012142097701091977
SAT-113,0.026321460168879405,0.004402166958591974,0.007336045867466491,0.002751515444345537,0.0013416816984770682,0.003311544018578205,0.026252314300331356,0.005142782341467163,0.019228350784274595,0.020417603197760873,0.012635288218870581,0.0008430647827788843,0.0,0.021651477094879207,0.022092434918466176,0.0,0.019763635765651624,0.0,0.002792142221062269,0.022538640258470913,0.023574622945429002,0.023455740448840134,0.02224226754041647,0.019940937145152333,0.027137367725523612,0.02496447010896012,0.027599397823555062,0.01774277912372497,0.029172329057455093,0.025806890064269367,0.0,0.01601456004843611,0.008905475381215649,0.0,0.0027544536858485507,0.0036863886095335908,0.006144568903218434,0.0,0.0,0.008103527185574404,0.001751059906187011,0.0035511933613433027,0.005246819058114522,0.00788659965596708,0.0172786475460297,0.011647204941625057,0.0036203241699620976,0.004582452966420175,0.01734244694742586
SAT-114,0.04846340419650775,0.009338777743936237,0.008282876642740924,0.04042246372407862,0.02329488448362337,0.007864792699089202,0.04779217692034201,0.04346207084309958,0.04797794485180647,0.04726539815818501,0.04739244829000463,0.04584311763912052,0.002485856371059962,0.039791118814418006,0.020700906255664567,0.04424643512027958,0.040627492247987985,0.04891636443079746,0.007976736696538141,0.04777635120628633,0.046707279549997954,0.04711165373270889,0.04826251627139744,0.0472304474433641,0.048659571139932814,0.04640068386216097,0.047900564484305595,0.051449158551020474,0.047837668772073995,0.04775476051538059,0.0,0.042867232946316024,0.04790372324477631,0.052359379983993336,0.040127199785681245,0.04734276072851903,0.04926353175756337,0.03873767222492869,0.049426030666291795,0.04146424275655876,0.0395269917420079,0.04328155114946559,0.04689699800768721,0.05527562088112664,0.0395473090262843,0.04675412790444623,0.043615152269925676,0.04490307569434389,0.024568621320115978
SAT-115,0.022520880907151587,0.02041532033321889,0.023792036798095117,0.018904872508405637,0.018450400262618686,0.020854047745365947,0.022996140983418522,0.018341930446762102,0.018885064641458154,0.023866686465669855,0.022242474554360465,0.018790496845346265,0.007530380933875655,0.01542117582205598,0.04700247103330721,0.019007017093007058,0.016601034054017597,0.027593284056534488,0.018314784057421808,0.020599137315953888,0.020688572307892603,0.018802664569966127,0.024895264277377257,0.01968864022512227,0.02111113317883934,0.02091201440505431,0.022383318053312187,0.015055641713072438,0.022198130951725407,0.019755089397994013,0.0,0.012353206535128405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-116,0.00739161874209382,0.00902980151839449,0.0,0.0,0.013931128564397184,0.007530127114377561,0.004011788018209098,0.0,0.011474421943889104,0.011034619967623133,0.010721103365563544,0.012035654816497567,0.0,0.0031534678174749186,0.010304176509336151,0.010942749783444462,0.011401450941275384,0.012038491605700863,0.0046091058810218185,0.012321910471004938,0.013473479634118412,0.0036120871687150688,0.0015162989281298366,0.0,0.013476413880048188,0.0109809236100975,0.009399939993103236,0.0,0.0006789897626212643,0.021179219554228183,0.0,0.00456748426202662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-117,0.0,0.037386286337884135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026671115820728886,0.0,0.0,0.0,0.0,0.0,0.023978787290460452,0.0,0.0,0.10430002824634572,0.013614709767008489,0.0025867277719597895,0.013940826603936208,0.0034816594677803793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510044847017747,0.0,0.024461505429663844,0.0,0.0,0.0,0.0,0.0,0.0,0.020934324036931875,0.0,0.04533725387179217,0.0,0.0
SAT-12,0.0,0.024324289038426154,0.0,0.0,0.02785501534955589,0.0,0.0,0.006086331542250626,0.025562987268257505,0.03394862517395463,0.0391427188189378,0.03610902408847525,0.0,0.033356219792807264,0.033418974318276694,0.034195235186852684,0.033316829688126756,0.03887031552201137,0.0,0.044881407015818275,0.014563193883793858,0.03352447855384081,0.10946980828189198,0.04524056801667048,0.03803610795009142,0.0785275645455049,0.0,0.05075434525415005,0.07403807873055927,0.0,0.0,0.040973500882513766,0.0,0.0,0.0,0.0,0.0183317391024743,0.0,0.0,0.0,0.0,0.05854743973605214,0.043769882942029936,0.02565896260625158,0.0,0.0,0.0,0.0,0.0
SAT-121,0.04751802908440177,0.025530060523776387,0.04077750114166511,0.015672627185343804,0.03007537528494242,0.03490360445726964,0.03429297949530614,0.022685268069685623,0.0,0.0,0.0,0.0,0.037342935356902876,0.032892322510927545,0.0,0.0,0.02254000238113939,0.0,0.024527807895883116,0.0222073460566465,0.019978610808438515,0.03682473349211035,0.050972962777733964,0.031571354065199494,0.026156108496628024,0.021761600472204247,0.020186467525492288,0.022675415287134914,0.0,0.0,0.0,0.022897394140399163,0.01412272810115382,0.0,0.014346361333996598,0.01792142026205309,0.0,0.03166112146832913,0.026769489443001473,0.007798251717804403,0.04768281532532547,0.02650507189261904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-122,0.017347001882890224,0.011829848739331248,0.010942223836514598,0.01694791255723265,0.008734513098484414,0.014455793128521162,0.016424598664833666,0.01761077512990538,0.0032142881138993197,0.0,0.0037367502703305427,0.003037450619976761,0.012639607322588321,0.01885321860536156,0.008227349776854083,0.0,0.003742113453617014,0.0,0.0059911090892597035,0.008639767374563736,0.016209636205544033,0.015146559978708308,0.005936194631221067,0.022266060643976057,0.016572454237279467,0.0,0.014138146024191202,0.011799873113180958,0.0,0.0,0.0,0.0060548846769733055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06402465931408144,0.01937739053878624,0.0,0.0,0.0,0.0,0.0,0.0
SAT-126,0.008749738900547812,0.010079859404574123,0.004940479706444473,0.0335610859582761,0.006372878006974942,0.0,0.02592908757645803,0.03428265610317972,0.007264957137013868,0.004258096399271235,0.00534807936706618,0.005104477131027894,0.008639416440956617,0.018944097414619093,0.011826759090985794,0.008870747628313384,0.011676704211057196,0.007620879439581508,0.012865835802885429,0.006227012601925541,0.008208538729071487,0.019245203485253444,0.007520585101680595,0.09099078319834315,0.01963332424064143,0.025185048142263015,0.015013413461956941,0.04680337467025986,0.011302371237761144,0.034170902132725646,0.0,0.059400525589201336,0.035690600630452506,0.06491504491882073,0.055402560450489545,0.0876004688628935,0.09840971322544159,0.0781465788176366,0.024111441199117453,0.07626720718689493,0.034221438610225856,0.04217159940968603,0.02966162455636463,0.028370725186443117,0.048537167695795365,0.03977282381745014,0.01753716990169926,0.041121340170860214,0.0032015731201527303
SAT-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725868190882115,0.00577594593012067,0.012244287572100103,0.02210744568588567,0.0,0.01587207288422894,0.013953073087593507,0.019969864064600277,0.014078254616013612,0.014176307046388439,0.0,0.014870190983676862,0.013347562669509134,0.014568967359899189,0.002961993212596577,0.002735354626254696,0.0033567012102790604,0.0030726202079084113,0.008303999547724742,0.0043935543395836225,0.004040577007706581,0.0011921424278636072,0.0,0.0032981627736613202,0.008812098839581558,0.0,0.0,0.0,0.0,0.0018707506417777256,0.0,0.0,0.0010201894775671847,0.0,0.0,0.0,0.0052662163668781665,0.0,0.0,0.0,0.0009827071078726776
SAT-128,0.0,0.057684647592943644,0.0,0.0,0.04846198975311755,0.0,0.0,0.0,0.030518128823848686,0.022300483908800357,0.029184654404627426,0.020928266908750204,0.0,0.031273041710749655,0.03210686022217435,0.023924879767477873,0.03167401194109785,0.04233268104615259,0.0,0.026044065312784387,0.022684337304039834,0.03114412625386662,0.0036108238337498873,0.007171743204171574,0.01987225545089617,0.00538533530456837,0.01431035362622027,0.004562082241223757,0.0014696876669451334,0.019427726085012365,0.0,0.003398960234681161,0.016444158743301945,0.0,0.0,0.0,0.00593981103938306,0.010065516343509748,0.0,0.06088880541710879,0.031192335152365046,0.031063113192179435,0.03102288651719415,0.05063668391089809,0.0,0.05499964091351524,0.0,0.0596250196416917,0.0
SAT-1289,0.029360800022519163,0.02956632564301009,0.002509501834294718,0.030363754247345404,0.030467189783859695,0.0,0.028462449945333066,0.02901885153256835,0.0,0.00751754614724905,0.01132180741545176,0.00556700684238472,0.0,0.024554665047104733,0.029737147316520454,0.019205911646952283,0.024941923870266502,0.038509986807331476,0.0,0.02831363700301353,0.0271266047286381,0.02880966934466976,0.0,0.018848003591343015,0.033158601198840294,0.04016112784782903,0.03693149326858428,0.010458190348238154,0.0,0.0,0.0,0.02310702342108081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014263226506603,0.0,0.0,0.0,0.03786284058687587,0.18521056289207702,0.0
SAT-129,0.0,0.0037402591841797016,0.0020582036176374436,0.0,0.007618463994991126,0.0,0.0,0.00419600242917846,0.0,0.0,0.0,0.0057814283031284875,0.0015466611884166277,0.0195476729120823,0.014624156036251312,0.0,0.009816474333763835,0.006496463307808736,0.001273080554090931,0.0,0.006900235247332603,0.002675513679171969,0.0,0.007700721309663694,0.0,0.007002240657684099,0.0,0.0,0.0,0.0,0.0,0.005523441920173861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
