bin,ERR594291,ERR594324,ERR594382,ERR594385,ERR594389,ERR594414,ERR598972,ERR598982,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599107,ERR599110,ERR599362
EAC-78,2959.7610611732666,4667.641150573253,331.90931017848527,92.76849454853789,106.5389688005107,405.63393361187354,16307.649636096787,6498.057030085184,33932.72015074412,13743.644342041542,243511.24272534074,16256.610203865144,9591737.226928953,5793.900425523098,78473.7983157641,26038.338470140145
EAC-81,132059.70791968357,60191.631754510716,157.5672583880131,31.185534591194962,214.7433375715062,135.28069753064403,3684301.92753391,147680.60153486812,2490204.038263089,1083756.961939637,10296602.572345316,3644868.520972341,1667240.274090442,146815.05963187586,5916450.858349378,29.194968553459123
EAC-83,101061.39222291422,122298.09622010075,0.0,66.80857142857144,0.0,0.0,1857983.0781254736,79478.84779893524,1443937.051949908,624516.3767339783,4754652.310281257,1804007.584825412,19643.05749248695,80655.51996272715,3471070.387310811,0.0
EAC-85,8447.353132886548,4370.9390259206675,2276.0978211203283,288.52206844924365,76569.72144936054,1832.719075154868,118005.28508117596,6411.77624907592,68389.99343463522,31279.528341315745,346843.36976714205,115741.94211864988,11534178.029346276,6187.975384694772,164001.34945058325,532.0212461231049
EAC-86,313.97279620783775,0.0,64.81615192041463,0.0,0.0,9.941520467836257,221.75522363361299,5758.679499229296,31303.58768715638,10506.237616110031,1110.0265669453136,583.5247479250809,1920.326789036534,5272.675387458333,26682.609122135924,0.0
EAC-87,34788.33187573644,6655.258218159226,9410.757763544221,1671.4653304507044,24101.49801116327,8323.568253955575,16198.982046051242,2439.4246703785507,89142.75060490934,40751.52538981353,67385.51918790613,17184.06381392455,218327.1333019756,3746.482167354518,214314.90129670638,4354.431705899371
EAC-88,2990.0209350145183,367.7435895787968,488.0860416478299,1.6606929510155317,3134.093839151426,902.710927009342,2401.3173218637194,598.5082902140277,8146.745199249875,3611.41300456132,11296.037479683533,3561.958832904921,1960.3654516883544,324.1814416421066,20820.77449192144,294.1325560714331
EAC-9,50298.806635121095,8935.271268229359,1759.2606932922777,531.2233825648884,1028.0095782633575,1353.1509995203069,495212.84858069534,305693.5128120516,638289.5633886418,298285.2258091549,2020014.9477257237,491376.7138468656,6215615.641967312,303311.889798877,1528341.148729,623.0671537317371
EAC-91,5286.898079983264,10433.198069044194,6297.605613862106,15879.708127188229,120241.91022115569,5787.881377795938,6730.00514414913,2189.3204566186146,7068.905647128755,3760.095174591941,35180.061019401575,7018.907566307083,21789.423087791765,2029.4880431665285,17810.174106530787,15705.861322975288
EAC-92,1363.5421260832354,554.3541720042265,346461.38897971134,28426.625827286334,492286.5981874562,352196.07356388384,574.6893256622916,914.7047098085611,1596.3650862132408,583.7102024987317,1140.830566128698,621.2189722349976,1315.709532249536,800.5155755860077,4120.797925080503,32414.7273914297
EAC-93,207.5471239856411,268.5455400649282,162547.57926319452,174.8281911767133,17118.1786526115,156524.4506615122,2174.8172241224715,190.53126821000987,1222.9741690142284,496.6338917241569,4715.401629750185,1512.461190670874,684.839395712994,275.7107237408639,3596.4577198831057,6415.84484149263
EAC-94,2983.1169242815295,6686.688088305739,140948.96516191546,9827.956051389874,322359.3825963085,148726.0643947321,31860.170949243853,1446.0435543487504,9145.350073104786,3772.5890203121135,113538.94411772031,30736.61714412137,157848.96552709083,1243.2416671716403,22890.82879353285,16575.403957794533
EAC-95,2382.07501044712,1077.8783336492052,6503314.368873368,1539.8826124988839,11630.503663431924,6401895.156436869,4003.3279966947357,6856.770538462783,8641.598584034553,3447.0137658815333,12350.76564126132,3715.1341332840298,10391.31180317192,6454.811762786658,23154.66498791491,7345488.800379918
EAC-97,62067.4116422358,61376.54391345507,20136537.28057017,512085.95704779244,14134485.739214659,20007540.971555542,10947.077771120055,13039.889189685462,231208.98461003107,104286.11689987658,48961.941187547236,11174.982431292648,71786.25223226202,11218.604372975062,563827.7771571899,1630146.8533832536
EAC-98,622295.6475384645,42531.328775113,436301.52150035306,9869.968271426496,336603.44018407166,446575.96238881757,4041.0771750522613,102718.71701372556,1933321.9088784303,898905.5205832107,17339.723937878836,4635.423751831455,33249.994823038855,103766.84237371087,4641623.872932446,31781.50599750489
EAC-99,68664.06065468128,5544.134883690371,67.04972648410694,0.0,33.5820770519263,43.92435351404424,217320.35974686005,285414.3742563076,1015066.9934713468,422605.54399288306,558972.1392090977,212957.95334895913,5540166.712396705,274505.82499722793,2336673.466823941,46.2592845759251
