bin,ERR594291,ERR594324,ERR594382,ERR594385,ERR594389,ERR594414,ERR598972,ERR598982,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599107,ERR599110,ERR599362
EAC-64,0.0,0.0,0.0005560515369786686,0.0,0.002029445361974452,0.0011728451051274088,0.0009516019690487868,0.0,0.0,0.0,0.0008041831382115872,0.0,0.0008077848809827163,0.0,0.0,0.0026941821790391956
EAC-645,0.0058252996746047244,0.018243300609055203,0.004994563690771505,0.015989731953008023,0.02200352595736821,0.005047433490532442,0.012043706535651035,0.005770840225459029,0.007190688499780465,0.006173161996376676,0.004144962856890749,0.0,0.0193410974272905,0.012382957826950468,0.007322923606282178,0.02354952448685874
EAC-657,0.0,0.008197167387423772,0.0,0.0,0.0,0.0,0.0005705506605495441,0.0,0.00017584632044577125,0.0002648832615341103,0.0006015156983850865,0.000636056344476438,0.0013321382740563068,0.0,0.00014740016975391042,0.0
EAC-66,0.005162000705363277,0.0,0.0,0.0,0.0,0.00259840989945806,0.0,0.0031674554586579888,0.004972095573866077,0.006207954732275986,0.0,0.0,0.017332622262441064,0.004802469257795053,0.004852105288963083,0.0007100966350541615
EAC-670,0.0009011262492153369,0.003407141120311627,0.0010488477365748175,0.001252845614721154,0.002045107152352861,0.0007134786188342337,0.0,0.0,0.0,0.004024837568475162,0.0,0.0,0.0,0.0,0.0022792446277987537,0.001914578415575297
EAC-673,0.009325017507419688,0.0013353222763391568,0.0018629767406754454,0.0024956322848850533,0.0019672702709408628,0.0016564306825613633,0.004292481224932773,0.011565116581684552,0.008337761217729518,0.011751526253717228,0.0,0.0016769315847233691,0.0005111059702129023,0.0,0.014020008593002961,0.0015123052471183198
EAC-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004846005362920364,0.0,0.0,0.0,0.0,2.400148584198805e-05,0.0
EAC-683,0.004212682893986074,0.008979623031693584,0.024958534259779477,0.022493436940526097,0.06625713577069917,0.01833958237255133,0.0038548384043501226,0.004919147761313666,0.010737252929599957,0.005382726768753739,0.0044151352360339525,0.004082121546181206,0.0041600096683552835,0.02527523115708493,0.008792159089040978,0.01723074351184664
EAC-69,0.009842941911228075,0.00421052737545732,0.008629923792485662,0.07923565120948353,0.032184176189575066,0.0070187743486403555,0.008917801584931013,0.0,0.0,0.0,0.016277771891956044,0.02167949135669919,0.020920571994935504,0.0,0.0,0.11574201510546626
EAC-695,0.0,0.0,0.002250682051156374,0.001422382527643267,0.0014365867866712502,0.00226065842720538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042109428445691533,0.0014871476786983942
EAC-707,0.002090093303652785,0.0009810571957641246,0.003701732998784393,0.0,0.002124909925432841,0.006650868530841277,0.0,0.0013426073741857557,0.0027340792175907314,0.0011099290802246138,0.0,0.0005836375649369736,0.0006395133373333086,0.002661229484861876,0.002245885432933318,0.005520298369420971
EAC-71,0.01460919790570165,0.0,0.01110139091956197,0.010326986784240424,0.018120464332532265,0.011055623341480131,0.0,0.00899271166115995,0.00886734806158189,0.00738393169747548,0.003964966585601425,0.0,0.005211919003913228,0.011395994862144135,0.008607817220850762,0.014523704166166981
EAC-713,0.0018274981288122496,0.0,0.0005131575410249715,0.00017497795894346664,0.0003814737817120525,0.00020484224711221361,0.0,0.0,0.003159403477064835,0.0,0.0,0.0,0.0,0.0,0.0,0.0007684496162699919
EAC-74,0.0004210357417410015,0.0,0.0,0.0,0.0,0.0,0.0,9.915989448922868e-05,0.000249907438176805,0.0002320232375524905,0.0,0.0,0.0,0.0005007702138928341,0.00031619136090280564,0.0
EAC-75,0.004150113732792879,0.0,0.0,0.0,0.0,0.0,0.0,0.006346135170138627,0.002269717373013965,0.0031911961759387166,0.0,0.0,0.0,0.004462729071773644,0.0021182187196027136,
