bin,ERR594320,ERR594359,ERR594361,ERR594362,ERR594392,ERR598970,ERR598973,ERR598979,ERR599012,ERR599057,ERR599058,ERR599068,ERR599088,ERR599146,ERR599150,ERR599173,ERR599339,ERR599376
EAC-59,0.10688774629112466,0.0010385203557095515,0.0004241198446716473,0.0005990895713842847,0.007901980869075838,0.0,0.0,0.0,0.0,0.07605577510748172,0.157702211111043,0.0,0.0,0.14349257090060333,0.06964170279341571,0.0,0.0697521031200232,0.2701536749830264
EAC-6,0.0,0.0,0.0,0.0007482031978811174,0.0,0.0,0.0,0.0,0.0,0.0,0.0036415067676351565,0.0,0.0,0.0,0.0,0.0,0.0020426898841110733,0.0019646650577608516
EAC-60,0.0,0.0,0.0,0.0002564264254975634,0.0002306340775743122,0.0,0.0,0.0,0.0006330001654942763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6367390486881834e-05
EAC-62,0.0,0.00010354518561520258,0.0012293378910621707,0.00041294450042979124,0.0002460050168840011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-63,0.0,0.004215044643344377,0.00379842184536102,0.004410867055326247,0.00491365637540142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004676616532693821,0.004056991430950788
EAC-631,0.0,0.005900179201928642,0.006428576689725739,0.0002462344200935173,0.0005154620487698372,0.0,0.0,0.0,0.0,0.006183840834166793,0.015675276435872052,0.0,0.0,0.013496421318534478,0.0,0.0,0.04356275783069727,0.001572513139584048
EAC-632,0.0,0.0001951078470338368,0.00028735782450097327,0.00040721400380017874,0.00038078070549060034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033965797238426267,0.0002807861120192504
EAC-634,0.0,0.004627030013535287,0.003983108804165058,0.0013833572721139039,0.00351851504880356,0.020381594017406388,0.0,0.0,0.006167332433476969,0.018491170919903117,0.01258906790908742,0.0,0.0,0.028469573386212754,0.009854481600036637,0.05240189709449192,0.006467629740648422,0.024397812588938445
EAC-64,0.0,0.0,0.0,0.0,0.0019675914414880088,0.008225124960856792,0.0,0.010493028860414278,0.0,0.0018277032839757977,0.0012018082222892764,0.0,0.0,0.0,0.002808658327444145,0.0,0.001982148666076427,0.0
EAC-645,0.013076862199710534,0.0243346756710026,0.018723998540967405,0.009946930916548361,0.005069509073475302,0.0,0.09620396200966572,0.0,0.02174800080522336,0.00562008164087677,0.0028415773234763595,0.0,0.11003330585605335,0.03532353158167807,0.022924634533391764,0.0,0.008353387086014017,0.00504749508849843
