gene_caller_id,COG20_CATEGORY,pnps,gene_type
1877958,nan,nan,C_
1877959,L,nan,CN
1878386,nan,nan,C_
1878387,nan,nan,C_
1878388,nan,0.08471106766501672,C_
1878439,nan,nan,C_
1878440,J,nan,CN
1878441,nan,0.2704031061551856,C_
1885967,T,3.099670437312268,CN
1885993,nan,nan,C_
1885994,nan,nan,C_
1885995,nan,nan,C_
1885996,nan,nan,C_
1885997,nan,nan,C_
1885998,nan,nan,C_
1885999,nan,nan,C_
1886000,R,inf,CN
1886206,L,nan,CN
1898981,nan,nan,C_
1898982,nan,nan,C_
1898983,nan,nan,C_
1898984,F!!!R,nan,CN
1898985,nan,nan,C_
1898986,Q!!!R,nan,CN
1903214,nan,1.3758282002569215,C_
1903215,nan,nan,C_
1903216,nan,nan,C_
1903217,J!!!O,2.284094623290029,CN
1903218,nan,0.6439037908610419,C_
1903219,nan,1.175314841498983,C_
1909857,nan,0.2158211784288914,C_
1909858,nan,nan,C_
1909863,nan,nan,C_
1909864,nan,nan,C_
1909865,G,0.562430244530813,CN
1910212,nan,nan,C_
1910213,nan,nan,C_
1910214,nan,nan,C_
1910215,nan,0.7651684140856491,C_
1910216,G,nan,CN
1919724,L,nan,CN
1929245,nan,nan,C_
1929246,nan,nan,C_
1929247,V,nan,CD
1937812,nan,0.5211960525587322,C_
1937816,nan,nan,C_
1937817,nan,nan,C_
1949052,L,1.4910833752953632,CN
1953558,nan,nan,C_
1953559,nan,nan,C_
1953560,nan,nan,C_
1953912,nan,nan,C_
1953913,J!!!O,0.06573542856667987,CN
1953914,Q,nan,CN
1964594,L,nan,CN
1983006,L,0.5166401019273906,CN
1983903,S,nan,CN
1983904,nan,nan,C_
1983905,V,nan,CD
1985024,nan,nan,C_
1985025,nan,0.7810292222163806,C_
1985026,nan,1.4083145704944802,C_
1992704,nan,nan,C_
1992705,nan,nan,C_
1992706,nan,nan,C_
1998720,L,0.6606175660828811,CN
2006326,M,nan,CN
2006327,nan,nan,C_
2006328,nan,nan,C_
2008093,nan,nan,C_
2008094,nan,nan,C_
2008095,nan,nan,C_
2022294,L,0.18846349272533816,CN
2022295,nan,nan,C_
2022296,nan,0.3109503669888989,C_
2022297,nan,nan,C_
2035793,L,nan,CN
2035794,S,nan,CN
2036743,nan,nan,C_
2036744,nan,nan,C_
2036745,nan,nan,C_
2036746,nan,nan,C_
2058227,L,nan,CN
2070717,nan,nan,C_
2070718,nan,nan,C_
2070719,nan,1.6655007221992764,C_
2070720,nan,nan,C_
2104938,nan,0.459327926422764,C_
2104939,P!!!T,nan,CN
2104940,nan,nan,C_
2104941,nan,nan,C_
2120722,nan,nan,C_
2120723,E,nan,CN
2142553,nan,nan,C_
2142554,L,nan,CN
2142555,nan,nan,C_
2142626,nan,nan,C_
2142627,H,nan,CN
2162135,L,nan,CN
2167536,R,1.7092204412843883,CN
2167537,nan,nan,C_
2167538,nan,nan,C_
2167539,nan,nan,C_
2167540,nan,nan,C_
2176405,L,nan,CN
2185025,nan,0.9839669377685784,C_
2185026,nan,nan,C_
2185027,nan,nan,C_
2185028,nan,nan,C_
2185029,nan,nan,C_
2185030,nan,0.2842789598108733,C_
2185031,nan,nan,C_
2185936,nan,nan,C_
2185937,G,nan,CN
2185938,V,nan,CD
2186179,L,1.724281344174931,CN
2191395,T,nan,CN
2191396,nan,nan,C_
2191397,nan,0.7491803707244731,C_
2191398,nan,inf,C_
2191399,nan,nan,C_
2197512,nan,nan,C_
2197513,nan,nan,C_
2197581,nan,nan,C_
2197582,nan,nan,C_
2197583,nan,nan,C_
2214542,nan,nan,C_
2214543,nan,nan,C_
2214544,nan,nan,C_
2230307,nan,nan,C_
2230308,nan,nan,C_
2230309,nan,nan,C_
2230310,nan,nan,C_
2230311,nan,nan,C_
2230312,X,nan,CN
2240552,nan,nan,C_
2240553,nan,nan,C_
2240554,nan,nan,C_
2240555,nan,0.4643670606366202,C_
2240556,nan,nan,C_
2240557,nan,nan,C_
2249499,nan,1.1722091615101358,C_
2249500,nan,0.20174514035733632,C_
2249501,nan,2.282559191937852,C_
2249502,nan,0.13568023012402966,C_
2249503,nan,0.3545690681227817,C_
2249504,nan,1.0999208964387126,C_
2249505,nan,1.3406774658333795,C_
2258217,nan,0.3704918490677615,C_
2258218,nan,0.3020787407280988,C_
2258219,nan,nan,C_
2258220,nan,nan,C_
2262460,nan,nan,C_
2262461,nan,nan,C_
2262462,V,nan,CD
2262463,nan,nan,C_
2267726,C,0.4466786685150691,CN
2267727,nan,nan,C_
2267728,nan,nan,C_
2267729,nan,0.3748408483411316,C_
2270373,nan,nan,C_
2270374,nan,nan,C_
2270375,nan,nan,C_
2273640,L,2.456055172478476,CN
2281384,nan,nan,C_
2302040,nan,nan,C_
2302042,O,nan,CN
2302043,G!!!I,nan,CN
2302044,H,nan,CN
2302045,nan,nan,C_
2304682,L,0.6956918032347158,CN
2304683,V,0.8744126661868626,CD
2304684,nan,0.760404262799273,C_
2304685,nan,nan,C_
2304686,nan,1.35056373416258,C_
2307688,H!!!H,1.8036736196161232,CN
2307689,L,0.8443801255754952,CN
2307693,P!!!P,0.7034262898149469,CN
2308509,L,0.4003130540901021,CN
2318916,nan,0.19731198944627595,C_
2318917,nan,nan,C_
2318918,nan,nan,C_
2319859,nan,nan,C_
2319860,nan,nan,C_
2319861,nan,0.5932463222723738,C_
2319862,nan,0.4364321825248185,C_
2319863,nan,nan,C_
2319864,nan,0.3109382446906862,C_
2319865,nan,nan,C_
2335964,P,0.09608759446671587,CN
2335965,nan,nan,C_
2335966,nan,nan,C_
2335967,nan,nan,C_
2335968,E,nan,CN
2344492,nan,nan,C_
2344493,nan,nan,C_
2344494,K,15.127641851318275,CN
2344495,nan,nan,C_
2344496,nan,nan,C_
2344497,nan,nan,C_
2344498,I,nan,CN
2344499,nan,nan,C_
2344500,nan,nan,C_
2347320,nan,1.6095117744041376,C_
2347329,nan,0.1243455404919907,C_
2347330,nan,nan,C_
2347331,nan,nan,C_
2347332,nan,0.09301945875239068,C_
2347333,nan,0.1954517172535188,C_
2347334,nan,nan,C_
2347335,nan,nan,C_
2347336,nan,0.07351944707955033,C_
2348120,M,nan,CN
2348121,nan,nan,C_
2348122,H!!!R,nan,CN
2348123,nan,nan,C_
2348124,nan,nan,C_
2349697,nan,nan,C_
2349698,O,0.07884690891465981,CN
2369300,L,1.6049995063362767,CN
2369301,nan,1.2048763705357397,C_
2369302,nan,nan,C_
2373686,X,0.14050019008623027,CN
2373687,nan,nan,C_
2373688,nan,0.014410571936166575,C_
2373689,nan,nan,C_
2380112,nan,0.9147415887734148,C_
2380113,L,0.22185760638505744,CN
2380114,H,0.04214699043501069,CN
2380438,nan,nan,C_
2380439,nan,nan,C_
2380441,X,0.9880288246346878,CN
2383706,nan,nan,C_
2383707,nan,2.039674374621274,C_
2383708,nan,1.170141890061837,C_
2383709,nan,0.5657815247215161,C_
2383710,nan,1.5547002230667328,C_
2383711,M,0.6516767298054515,CN
2383712,nan,nan,C_
2383713,nan,0.9459899109012652,C_
2383714,nan,1.8792278808463916,C_
2384368,nan,1.9092789617530017,C_
2384369,nan,nan,C_
2384370,nan,nan,C_
2384371,nan,0.9875449597392041,C_
2391506,nan,nan,C_
2391510,nan,nan,C_
2394449,L,0.3531651789081449,CN
2401894,L,1.072460633302453,CN
2402435,nan,nan,C_
2402436,nan,0.1272674532849843,C_
2402437,nan,0.35134662465478683,C_
2402438,L,0.1804138748730645,CN
2422467,S,0.7519608528703962,CN
2422468,nan,nan,C_
2422469,nan,nan,C_
2424395,nan,nan,C_
2424396,nan,nan,C_
2424397,nan,nan,C_
2436994,C,0.5696917797385831,CN
2436995,V,0.5855017507890035,CD
2436996,H,3.493739135236872,CN
2437605,nan,0.20584829549940512,C_
2437606,nan,0.4683169221557302,C_
2437607,nan,nan,C_
