gene_caller_id,COG20_CATEGORY,pnps,gene_type
323335,V,0.21242940800597426,CD
323336,K,0.19252597494751095,CN
323337,S,nan,CN
325003,nan,0.3830772973348833,C_
325004,J,nan,CN
325005,J,5.161606395104631,CN
325006,nan,nan,C_
325007,nan,inf,C_
325008,nan,0.7869104044311789,C_
327198,nan,nan,C_
327199,nan,nan,C_
327200,nan,nan,C_
327201,nan,nan,C_
327202,nan,nan,C_
327203,nan,nan,C_
327204,nan,nan,C_
327205,X,0.3113712239537608,CN
344443,nan,nan,C_
344444,nan,nan,C_
344445,nan,nan,C_
349450,S,nan,CN
349451,I,1.80922207483736,CN
353028,nan,inf,C_
353029,nan,nan,C_
353030,nan,nan,C_
353031,nan,nan,C_
355714,L,0.5125704449896068,CN
355719,R,0.4482582446747739,CN
355720,H,nan,CN
355721,J,1.516038453348814,CN
358321,nan,nan,C_
358322,nan,1.9697728777669024,C_
358323,nan,0.8370641887327923,C_
358324,nan,1.582790461040496,C_
358325,nan,0.6177997260599418,C_
363025,V,0.7102578486117909,CD
363026,J,1.8232836323357557,CN
363027,J!!!O,0.311798969262488,CN
363028,nan,0.7921159901486573,C_
363029,nan,1.0863749705868864,C_
368179,nan,0.019767373783702327,C_
368180,nan,1.7210354416280518,C_
368182,nan,nan,C_
403377,L,nan,CN
403378,nan,0.5893844666120649,C_
403584,nan,1.2064890839901767,C_
403585,R,0.8715035678427713,CN
403586,nan,5.427499322296533,C_
403587,nan,1.1040043553587973,C_
407540,nan,nan,C_
407541,nan,1.6912749806804654,C_
410130,R,1.9625728042537045,CN
410131,nan,1.6431284038477936,C_
417080,nan,0.3133612350456015,C_
417081,nan,nan,C_
417082,nan,0.2438644062443253,C_
422758,nan,1.4980699623791167,C_
422759,nan,1.4614358880778289,C_
422760,nan,3.5338055669854014,C_
422761,J,1.2405307457376955,CN
422762,R,0.9805481598520518,CN
428048,S,0.9356094813862303,CN
428049,nan,0.7279959784734601,C_
428198,nan,nan,C_
428199,nan,nan,C_
428200,nan,nan,C_
443924,L,0.5253199987498216,CN
446180,R,2.008061613762314,CN
446181,nan,0.4009615124578558,C_
455937,nan,nan,C_
455938,nan,nan,C_
455939,nan,nan,C_
455940,nan,nan,C_
467584,C!!!E,nan,CN
467586,nan,nan,C_
467587,nan,nan,C_
476983,X,1.1658365498865135,CN
476984,nan,1.6949864880725403,C_
476985,nan,2.3582921661093814,C_
476986,R,nan,CN
480088,nan,nan,C_
480089,nan,nan,C_
480090,nan,nan,C_
480091,nan,nan,C_
480310,nan,nan,C_
480311,nan,nan,C_
480321,C,nan,CN
495630,X,0.7072722764844278,CN
508259,nan,0.7522575571593625,C_
508260,nan,2.6720899502348505,C_
508261,nan,1.4201114572603757,C_
510087,L,0.18528233566787186,CN
514233,nan,nan,C_
514235,nan,0.28287103166027405,C_
516570,L,nan,CN
525471,nan,nan,C_
525472,J!!!O,nan,CN
525473,nan,nan,C_
539631,nan,0.9537361964999688,C_
539632,nan,1.1099305569512583,C_
539633,V,2.348623335753527,CD
539634,nan,0.5846098903736978,C_
539635,nan,0.4585374296868374,C_
539636,nan,3.990356585719023,C_
539637,L,1.0000141183223046,CN
541458,C,nan,CN
541459,nan,nan,C_
541460,nan,nan,C_
542123,nan,inf,C_
542124,nan,nan,C_
542125,L,nan,CN
544186,L,nan,CN
546009,L,0.3610007646925783,CN
546010,nan,nan,C_
546011,nan,nan,C_
546012,nan,nan,C_
546013,nan,nan,C_
546014,nan,nan,C_
563444,nan,nan,C_
563445,nan,nan,C_
563446,nan,nan,C_
563447,nan,nan,C_
563678,nan,0.5830587873414429,C_
572690,nan,nan,C_
572691,nan,0.7519415675386381,C_
572692,nan,1.6529564861387336,C_
572696,nan,nan,C_
579485,nan,nan,C_
579486,nan,0.761319326003035,C_
579487,nan,0.2950087560437263,C_
584417,nan,1.6201642680791335,C_
584418,nan,0.5549055918325165,C_
584419,C,0.32614122775878024,CN
584420,nan,0.24830371394467746,C_
597838,nan,2.494130964820617,C_
597839,nan,nan,C_
597840,nan,nan,C_
597842,nan,nan,C_
599288,O,2.459304505975154,CN
599289,nan,nan,C_
601360,nan,nan,C_
601361,nan,nan,C_
601362,V,nan,CD
604827,nan,nan,C_
604828,K,nan,CN
604829,V,nan,CD
604830,nan,nan,C_
604832,nan,inf,C_
628196,nan,1.5624061390857955,C_
628197,nan,0.4079600245463325,C_
637559,L,3.6770970767298494,CN
637560,nan,0.10508002896564733,C_
637561,nan,nan,C_
637562,nan,nan,C_
642172,nan,0.3124330594296113,C_
642173,nan,nan,C_
642174,nan,nan,C_
642175,nan,nan,C_
650554,nan,0.9813843116299686,C_
650555,nan,nan,C_
650556,nan,0.308692644513176,C_
650557,nan,0.43806860733962383,C_
650558,nan,0.8261991279069755,C_
658485,nan,nan,C_
658486,nan,nan,C_
658487,K,nan,CN
658488,L,nan,CN
658489,nan,nan,C_
674068,nan,0.4781642598752106,C_
674069,nan,0.296153730753746,C_
674070,nan,2.4381118851704544,C_
691184,nan,0.1876160616819197,C_
691185,nan,3.851260246970792,C_
691186,nan,0.12388572226884186,C_
691187,nan,nan,C_
691188,V,0.16981295650234912,CD
691189,J,0.3260530185891135,CN
691190,S,0.252529889483364,CN
691191,S,0.1276066276150998,CN
691192,nan,0.7477111797856238,C_
691193,E,0.7759312668933102,CN
691679,nan,0.5670040103160608,C_
691680,nan,0.06024660879898276,C_
691681,O,1.7724247764877428,CN
691682,M,nan,CN
691683,nan,nan,C_
691684,nan,2.6011118248189016,C_
691685,nan,nan,C_
693225,L,0.40748087669388056,CN
701354,M,0.2643022505245224,CN
701363,R,0.6909392750517606,CN
701364,S,0.6755618945638296,CN
701365,nan,1.4510950296111358,C_
701366,nan,2.3240712328876247,C_
702071,nan,1.0645552959945659,C_
702072,nan,1.1642825187712325,C_
702073,nan,0.22306035675205432,C_
707088,V,0.0969326695928564,CD
707089,V,0.3296742098090299,CD
707090,nan,0.8716992677956841,C_
707091,nan,0.97926085840883,C_
707092,nan,nan,C_
707093,K,0.0670060841140709,CN
708558,L,0.14732525803285634,CN
709152,L,nan,CN
711434,nan,nan,C_
711435,S,nan,CN
711436,nan,nan,C_
715375,X,nan,CN
715376,nan,nan,C_
715377,C,nan,CN
715378,R,nan,CN
718783,nan,nan,C_
718784,nan,nan,C_
718785,L,nan,CN
718788,G!!!H!!!R,nan,CN
722355,nan,nan,C_
722356,L,3.0829144643813566,CN
723275,L,0.9637263183502164,CN
726270,nan,0.18612605416107525,C_
726271,nan,0.1802750087578349,C_
726272,nan,nan,C_
726273,nan,0.2380711095667976,C_
747473,L,nan,CN
763920,R,0.4673876011210058,CN
763921,nan,inf,C_
763922,nan,nan,C_
764492,nan,nan,C_
764493,R,nan,CN
764494,nan,nan,C_
764495,R,nan,CN
765492,nan,nan,C_
765493,nan,nan,C_
765494,nan,nan,C_
768831,L,0.7453770392547481,CN
781309,nan,nan,C_
781310,nan,nan,C_
781311,V,nan,CD
781312,K,nan,CN
781313,nan,nan,C_
781314,nan,nan,C_
786514,nan,0.23590357976978404,C_
786515,nan,nan,C_
786516,X,0.2591631709456481,CN
786871,nan,0.35621869021125313,C_
786872,H,0.9202555511508296,CN
786873,nan,1.20867174410071,C_
793444,nan,nan,C_
793445,nan,nan,C_
793446,nan,nan,C_
822112,F,nan,CN
822113,nan,nan,C_
822114,nan,nan,C_
829191,Q,0.3859987005558701,CN
829192,nan,nan,C_
829193,nan,2.2158054875366258,C_
829420,R,0.22150275364014868,CN
829421,S,nan,CN
829422,nan,nan,C_
829423,R,nan,CN
829424,nan,nan,C_
835234,V,nan,CD
835235,nan,nan,C_
835236,nan,nan,C_
835237,nan,nan,C_
843628,nan,nan,C_
843629,nan,nan,C_
843630,nan,nan,C_
844360,nan,nan,C_
844361,nan,nan,C_
844362,V,nan,CD
849760,Q,0.5806476865089801,CN
849761,X,0.1571915981134082,CN
849762,K,0.1439946114346611,CN
849763,L,0.4082966486047189,CN
849764,nan,nan,C_
854082,P,nan,CN
854083,nan,inf,C_
854084,nan,nan,C_
854086,L,0.7726869977318362,CN
860268,nan,0.5447107409239981,C_
860269,nan,0.8508276773224018,C_
863803,R,1.2325658168378546,CN
863804,nan,0.2273698476001757,C_
863805,nan,0.3109466374269001,C_
863806,nan,nan,C_
863807,nan,1.5484421947406677,C_
867278,nan,0.10993595852207193,C_
867279,F,nan,CN
867282,nan,nan,C_
868096,L,nan,CN
881683,nan,nan,C_
881687,nan,nan,C_
897210,O,nan,CN
897211,O,nan,CN
897212,nan,nan,C_
897305,nan,0.8687511862959041,C_
897306,nan,nan,C_
897307,K,nan,CN
897308,nan,nan,C_
897309,nan,nan,C_
897310,nan,nan,C_
898189,nan,nan,C_
898190,nan,nan,C_
898191,nan,nan,C_
902734,nan,nan,C_
902735,nan,nan,C_
904717,nan,4.845197223106268,C_
906089,nan,nan,C_
906090,nan,nan,C_
906091,nan,nan,C_
907880,nan,nan,C_
907881,nan,3.9705918169200336,C_
907882,F!!!H,2.732315856057045,CN
907883,nan,14.870856437056096,C_
907884,nan,nan,C_
907885,R,nan,CN
908939,D!!!Z,0.660733433919656,CN
908940,nan,1.7442872198137729,C_
909386,nan,nan,C_
909396,L,0.08660428326904361,CN
909397,nan,nan,C_
909398,R,nan,CN
909399,nan,0.438440327114516,C_
910415,nan,0.2506377626173598,C_
910416,nan,1.1511866528190868,C_
910417,nan,0.7111731714397791,C_
910418,nan,0.5469419347980253,C_
910419,nan,nan,C_
912544,L,nan,CN
912545,nan,nan,C_
912546,nan,nan,C_
914099,X,nan,CN
914100,nan,nan,C_
914101,nan,nan,C_
914102,H,nan,CN
914103,X,nan,CN
914104,X,nan,CN
917543,nan,nan,C_
917548,L,nan,CN
917549,H!!!P,nan,CN
923088,P,nan,CN
923092,nan,nan,C_
923093,nan,nan,C_
942361,nan,0.9760421001598024,C_
942362,G,0.43628702357213023,CN
942363,S,0.4480072091012337,CN
942364,I,0.3276010204865938,CN
942367,nan,nan,C_
954909,J!!!O,1.0006129252990497,CN
954911,S,0.544172106300778,CN
954912,R,nan,CN
957433,L,nan,CN
959275,L,0.032874088082572035,CN
973590,nan,1.4462723142489533,C_
973591,nan,1.3019059620233004,C_
973592,nan,1.1097827486486915,C_
973593,J!!!O,nan,CN
973594,nan,nan,C_
973595,L,0.17892801086692472,CN
976789,nan,nan,C_
976790,R,0.17285510624669398,CN
981104,L,nan,CN
983286,nan,nan,C_
983293,nan,nan,C_
985979,nan,nan,C_
985980,nan,nan,C_
985981,nan,1.4057451138096335,C_
989611,nan,1.6855195332753947,C_
989612,nan,0.991991903625135,C_
989613,nan,nan,C_
989614,K,0.8028665849708416,CN
989619,nan,inf,C_
989620,nan,nan,C_
990117,nan,5.332585790323832,C_
990118,R,1.8916338611952237,CN
1002350,J!!!O,nan,CN
1002351,nan,nan,C_
1003199,nan,1.9533133607469435,C_
1003200,nan,1.5027610978437271,C_
1003201,nan,1.2423048188889108,C_
1003202,nan,0.6364587686424901,C_
1003203,R,0.1851706457144387,CN
1007665,L,nan,CN
1011332,nan,4.012996927695731,C_
1011333,nan,nan,C_
1011334,nan,0.3923318380998109,C_
1011335,K,nan,CN
1011336,nan,nan,C_
1013667,nan,nan,C_
1013668,nan,1.2421027052251463,C_
1013669,nan,2.2919175887611467,C_
1013670,L,0.8023074149747348,CN
1024594,nan,2.652007212147594,C_
1024595,nan,1.181977605208952,C_
1024596,nan,1.0686479153600692,C_
1024597,nan,nan,C_
1029622,L,0.29454607809235306,CN
1032597,nan,nan,C_
1032598,nan,1.6136367179066309,C_
1032599,nan,nan,C_
1032600,nan,8.483601144618111,C_
1032601,R,0.33411131326145804,CN
1032602,nan,0.5240874883510855,C_
1033110,L,0.58845542512869,CN
1036427,X!!!X,inf,CN
1036428,nan,0.44323150760524377,C_
1036429,nan,0.3035331031275251,C_
1036430,nan,0.6495824433488068,C_
1036431,nan,nan,C_
1045942,L,nan,CN
1066721,nan,nan,C_
1066722,nan,0.06489483862241709,C_
1074805,nan,nan,C_
1074806,nan,nan,C_
1074807,L,nan,CN
1098813,V,nan,CD
1098814,V,nan,CD
1098815,nan,nan,C_
1098816,nan,0.3168324199314207,C_
1110586,G,0.16986856363714306,CN
1110587,H,0.4109953224055078,CN
1110588,H,0.4463811136924117,CN
1110589,nan,nan,C_
1110590,R,0.3977204581621288,CN
1111862,nan,nan,C_
1111863,nan,nan,C_
1111864,nan,nan,C_
1117692,S,nan,CN
1117693,nan,nan,C_
1117694,G,0.2622628057902677,CN
1117695,nan,1.1558320245292055,C_
1117696,nan,nan,C_
1154330,nan,0.3520566336543055,C_
1154331,nan,1.5683590898019109,C_
1154332,nan,0.7502943230804355,C_
1154333,nan,0.2830573195265053,C_
1154334,nan,nan,C_
1156378,O,nan,CN
1156379,O,0.18182965930522413,CN
1156380,nan,nan,C_
1164162,L,1.2494106769041289,CN
1165671,nan,nan,C_
1165672,nan,nan,C_
1165673,O,2.2520384314582755,CN
1165674,nan,0.11547933870445813,C_
1165677,nan,nan,C_
1198658,L,1.2360511262259983,CN
1211687,nan,nan,C_
1211688,nan,nan,C_
1211689,V,nan,CD
1212635,L,nan,CN
1213979,nan,0.7238552839244294,C_
1213980,nan,8.323028701924718,C_
1213981,nan,0.22740858361923497,C_
1213982,nan,nan,C_
1220313,nan,nan,C_
1220314,R,nan,CN
1227166,L,0.15222022071786756,CN
1229160,R,nan,CN
1229161,S,nan,CN
1229162,S,nan,CN
1241425,nan,nan,C_
1241426,nan,nan,C_
1241427,nan,nan,C_
1241974,nan,0.15737231546694444,C_
1241975,R,0.8307497052118599,CN
1241976,V,1.8001716777793957,CD
1241977,V,0.5765563197794202,CD
1241978,S,1.0879547176040587,CN
1241979,V,0.8859100627027534,CD
1241980,R,2.8843946982627595,CN
1241981,nan,1.7561892692850118,C_
1269856,F!!!D,nan,CN
1269857,V,nan,CD
1269858,nan,nan,C_
1293905,O!!!O!!!P,nan,CN
1293907,H,nan,CN
1293908,nan,nan,C_
1293909,M,nan,CN
1294069,nan,nan,C_
1294070,nan,nan,C_
1294071,nan,nan,C_
1296284,nan,nan,C_
1296285,nan,0.497011948021925,C_
1296286,nan,0.17489321963711846,C_
1296287,nan,nan,C_
1296288,nan,nan,C_
1296289,nan,1.47408824837101,C_
1307577,nan,nan,C_
1307578,nan,nan,C_
1307579,nan,nan,C_
1307580,nan,nan,C_
1307581,C,nan,CN
1308147,L,0.8156013946395176,CN
1313052,nan,nan,C_
1313053,nan,nan,C_
1313054,nan,nan,C_
1313055,nan,nan,C_
1317762,nan,nan,C_
1317763,nan,nan,C_
1317764,nan,nan,C_
1317765,C,nan,CN
1317766,nan,nan,C_
1321516,nan,nan,C_
1321517,nan,nan,C_
1321518,J,0.2336276389091143,CN
1324253,nan,nan,C_
1324254,nan,2.4938363314549945,C_
1325474,nan,nan,C_
1325475,H,nan,CN
1325476,nan,0.6058852108387257,C_
1325477,nan,nan,C_
1325478,nan,0.4474090285673454,C_
1325479,nan,nan,C_
1325480,nan,nan,C_
1325481,nan,nan,C_
1326711,nan,0.3046839982837459,C_
1326712,nan,nan,C_
1326713,nan,nan,C_
1326714,nan,nan,C_
1326715,nan,nan,C_
1326722,K,nan,CN
1326723,G!!!E!!!R,0.2041779343718413,CN
1328523,nan,nan,C_
1328524,nan,nan,C_
1328525,nan,nan,C_
1328543,nan,nan,C_
1330042,nan,nan,C_
1330043,nan,nan,C_
1330044,nan,nan,C_
1330045,X,nan,CN
1330046,nan,nan,C_
1330047,M,nan,CN
1330048,nan,nan,C_
1330049,M,nan,CN
1330050,nan,nan,C_
1330051,nan,nan,C_
1341975,nan,10.06744355819923,C_
1341976,nan,1.0123639461950062,C_
1360985,X,nan,CN
1360986,nan,nan,C_
1360987,L,nan,CN
1360988,nan,nan,C_
1360989,nan,nan,C_
1360990,T,nan,CN
1363704,nan,nan,C_
1363705,nan,nan,C_
1363710,nan,nan,C_
1363711,S,nan,CN
1363712,nan,nan,C_
1363713,nan,0.7025430172106161,C_
1363714,nan,nan,C_
1363715,nan,2.764204931786013,C_
1363716,nan,nan,C_
1363717,C,nan,CN
1368639,nan,nan,C_
1368640,nan,nan,C_
1368641,T!!!K,nan,CN
1368642,nan,nan,C_
1371851,V,0.06670787779864412,CD
1371852,nan,0.06152454430379348,C_
1371853,nan,0.4642171839561781,C_
1376525,nan,nan,C_
1376528,nan,nan,C_
1377226,nan,1.1906503552370111,C_
1377227,nan,1.0440470264128374,C_
1377228,nan,1.0710508655003277,C_
1377229,nan,7.783981385177016,C_
1377230,nan,nan,C_
1377231,nan,0.6084458220014587,C_
1377232,nan,5.422037950194593,C_
1377233,nan,nan,C_
1377234,nan,nan,C_
1380129,nan,nan,C_
1388771,nan,nan,C_
1388772,nan,nan,C_
1388773,nan,nan,C_
1397070,nan,inf,C_
1397071,nan,nan,C_
1397072,nan,nan,C_
1397073,nan,nan,C_
1397074,nan,nan,C_
1397279,V,7.134116365560957,CD
1397280,Q,nan,CN
1397281,nan,nan,C_
1397282,nan,1.1972258009268155,C_
1397283,X,nan,CN
1397956,nan,nan,C_
1397957,nan,1.4151085598059094,C_
1397958,X,nan,CN
1397959,X,0.4914809058720111,CN
1397960,nan,nan,C_
1397961,V,0.14451637326560424,CD
1397962,V,0.18126815526509585,CD
1397963,K,0.6695900165091732,CN
1402359,nan,2.821855637116504,C_
1402360,nan,nan,C_
1402361,nan,nan,C_
1402362,nan,nan,C_
1402363,nan,nan,C_
1402364,nan,nan,C_
1402782,nan,nan,C_
1402783,nan,nan,C_
1402784,nan,nan,C_
1403769,nan,nan,C_
1403770,nan,nan,C_
1403771,nan,nan,C_
1405432,nan,nan,C_
1405435,nan,nan,C_
1432044,T,nan,CN
1432045,R,nan,CN
1432046,nan,nan,C_
1432047,nan,nan,C_
1440005,nan,nan,C_
1440006,S,nan,CN
1440007,nan,nan,C_
1440008,nan,nan,C_
1440009,nan,nan,C_
1440010,nan,nan,C_
1443907,nan,nan,C_
1443908,nan,nan,C_
1443909,nan,nan,C_
1445111,L,nan,CN
1448567,nan,nan,C_
1448568,nan,nan,C_
1448569,nan,nan,C_
1460858,nan,nan,C_
1460859,Q,0.2544681149186501,CN
1460860,V,0.11099945760924036,CD
1460861,V,0.044001373619609915,CD
1460862,O,1.870625946992717,CN
1481741,C,nan,CN
1481742,S,nan,CN
1481743,nan,0.8351828414812462,C_
1481744,nan,0.5499120961616939,C_
1488408,nan,nan,C_
1488409,nan,nan,C_
1489167,nan,nan,C_
1489168,nan,0.17566755088088126,C_
1489169,K,0.18756445562575003,CN
1489170,nan,6.659252461451078,C_
1489171,nan,0.7539926131285504,C_
1524140,T,nan,CN
1524141,nan,nan,C_
1524142,nan,0.9011301663043928,C_
1524143,nan,1.2756934633489472,C_
1524144,nan,1.648159203980091,C_
1524289,nan,nan,C_
1524290,nan,nan,C_
1524291,nan,nan,C_
1524292,nan,nan,C_
1524293,nan,nan,C_
1524294,nan,nan,C_
1533714,nan,0.7190248003247922,C_
1533715,nan,nan,C_
1533716,nan,3.4575575279190525,C_
1533717,nan,1.6728426692576561,C_
1533718,nan,0.7914098860475586,C_
1533719,nan,0.5945375631403201,C_
1533720,nan,1.164577917303652,C_
1533721,nan,0.5840337787701602,C_
1533722,nan,0.4867638903961998,C_
1533723,nan,0.7321618187345834,C_
1540960,nan,0.363713545664882,C_
1540961,L,0.17911150024583228,CN
1540963,J,0.491718779174729,CN
1540964,nan,21.264294003868436,C_
1549148,L,nan,CN
1549149,nan,nan,C_
1549150,O,nan,CN
1559553,L,nan,CN
1563635,nan,inf,C_
1563636,nan,0.3906497705420479,C_
1576097,nan,nan,C_
1576098,nan,nan,C_
1576099,nan,nan,C_
1582113,nan,0.8457141168278157,C_
1582114,nan,nan,C_
1582117,nan,0.5838613836393849,C_
1586265,nan,0.753472930748743,C_
1586266,nan,2.3495519752347707,C_
1586267,nan,nan,C_
1586268,nan,nan,C_
1586269,nan,nan,C_
1605261,nan,nan,C_
1605262,nan,nan,C_
1605263,nan,nan,C_
1613876,nan,nan,C_
1613877,V,nan,CD
1620468,nan,nan,C_
1620469,nan,0.7315955045612693,C_
1620470,Q,nan,CN
1620471,nan,nan,C_
1620472,X,nan,CN
1620473,nan,nan,C_
1620474,nan,nan,C_
1620475,nan,nan,C_
1620476,nan,nan,C_
1620477,nan,nan,C_
1620478,R,nan,CN
1620479,nan,nan,C_
1622254,L,nan,CN
1625136,J,nan,CN
1625137,nan,nan,C_
1625138,S,nan,CN
1628357,nan,nan,C_
1628358,nan,nan,C_
1628359,Q,nan,CN
1628360,nan,nan,C_
1633337,nan,nan,C_
1633338,nan,0.2525078149035025,C_
1633339,nan,0.43327846801756975,C_
1633340,nan,0.9428359994568408,C_
1633341,nan,0.6622362951181745,C_
1633342,X,0.1712014773929362,CN
1633343,X,0.15545613685262394,CN
1638290,nan,0.2530058681347935,C_
1638291,nan,0.8091682914056905,C_
1638292,E!!!H,0.2784429320614664,CN
1655230,nan,0.6476278212805134,C_
1655231,nan,nan,C_
1655232,E,nan,CN
1656300,nan,nan,C_
1656301,nan,2.6116433457241555,C_
1656302,nan,nan,C_
1656303,nan,0.8898348818405865,C_
1656304,nan,0.506913311491254,C_
1656305,nan,0.0404563728008544,C_
1663658,nan,nan,C_
1663659,nan,nan,C_
1663660,nan,nan,C_
1666315,M,nan,CN
1666316,M,nan,CN
1667676,nan,nan,C_
1667677,nan,nan,C_
1667678,nan,nan,C_
1679394,J,nan,CN
1679395,J,nan,CN
1681818,L,nan,CN
1692801,C!!!R,nan,CN
1692808,O,nan,CN
1692809,nan,nan,C_
1716658,L,nan,CN
1750977,nan,nan,C_
1750978,nan,nan,C_
1750979,nan,nan,C_
1750980,nan,nan,C_
1751517,nan,nan,C_
1751518,nan,nan,C_
1751519,nan,nan,C_
1751520,nan,nan,C_
1765953,L,nan,CN
1774646,L,nan,CN
1794471,nan,nan,C_
1794472,nan,nan,C_
1794473,J,3.3067520742018703,CN
1794474,V,nan,CD
1808867,R,nan,CN
1808868,nan,nan,C_
1808869,L,nan,CN
1808870,nan,nan,C_
1818647,nan,2.5140999080168243,C_
1818648,nan,nan,C_
1818649,nan,nan,C_
1818650,nan,nan,C_
1818651,nan,2.1634038869362704,C_
1818652,K,inf,CN
1836203,L,0.3514374703073388,CN
1839519,L,nan,CN
1845070,nan,nan,C_
1845071,nan,nan,C_
1845072,nan,nan,C_
1869715,L,nan,CN
1873320,nan,0.6113894820622774,C_
1873321,nan,nan,C_
1873322,nan,nan,C_
1877952,nan,nan,C_
1877953,nan,nan,C_
1877954,K,nan,CN
1877955,S,nan,CN
1877956,nan,nan,C_
1877957,nan,nan,C_
