bin,ERR594313,ERR594325,ERR594395,ERR594404,ERR598943,ERR598978,ERR598994,ERR598997,ERR599064,ERR599118,ERR599144,ERR599353,ERR598952,ERR598962,ERR598965,ERR599007,ERR599065,ERR599108,ERR599168,ERR599349,ERR598971,ERR599055,ERR599067,ERR599128,ERR599132,ERR599346
CPC-289,0.005958206635977818,0.0166102205885183,0.0,0.0,0.013456496152270193,0.012500888063441028,0.00783261217865199,0.00825150537303418,0.014938592223722404,0.006516464182146877,0.008012404834190032,0.0,0.009038851087929648,0.014502892833260351,0.016352129534434594,0.013290773624307363,0.010150374000259905,0.008446267681796757,0.014788666322350753,0.0,0.007946026400474836,0.013996842192397626,0.010704512379776033,0.006455989357505563,0.0030200481318775224,0.0
CPC-29,0.001874989510273683,0.005886262202043964,0.0,0.0,0.01524451521736629,0.015671496758790208,0.006974081956982709,0.01619302955658869,0.013016806187334196,0.008910072756251674,0.005486878832093555,0.0,0.016661078120089302,0.01017498924596746,0.01789679680113082,0.008931221900583639,0.01564717952429304,0.020475850175063395,0.008673857981449843,0.0,0.007788386220317611,0.010844175332121104,0.02660052642317963,0.02229636219639991,0.012505205386339667,0.0
CPC-294,0.04431457940940594,0.009282776991505847,0.003586706725743759,0.003273524138512298,0.05366636857821654,0.050577830652134094,0.0021715900410295146,0.05791289172215709,0.06788787309122395,0.05591713694120654,0.0020267207585733427,0.0,0.046241935661833294,0.07170978109993582,0.07330955282990155,0.0636673116645161,0.05096991156877753,0.059855592022454815,0.06000182462749112,0.0,0.0746194301659808,0.07353688369193183,0.0758218789251801,0.07169521690445332,0.07273217749800111,0.009332783162768291
CPC-297,0.02308929267039983,0.02073137910613679,0.04156827894781155,0.0,0.02043871468710974,0.01793062603061416,0.02113650544278023,0.00626206264906588,0.020784882226847632,0.0009294330105471448,0.020677103228045238,0.0,0.003206965136730724,0.02556902568318362,0.02154810537553765,0.02092608341500677,0.001779672132033949,0.009209992457128465,0.026442199542467956,0.0,0.012109062369954812,0.017972695832804253,0.009054687698783485,0.009124340742674408,0.012195649316517404,0.010931981992956988
CPC-3,0.0,0.0,0.0,0.0,0.02272844415802989,0.021701599540843382,0.0,0.02213825790306233,0.0,0.024067584410344546,0.0,0.05965718404911427,0.02394683265852791,0.00939566156355098,0.006749344901754781,0.017357630250552442,0.019880042980921043,0.021605304140814973,0.009104114361394775,0.0,0.01959751836695253,0.019958347207836253,0.012655134826308038,0.02603861857432635,0.0201981182163784,0.0
CPC-30,0.0036880498152335826,0.0066975568812036946,0.0,0.0,0.017535740981838455,0.016943813521610555,0.007028932161162869,0.015181170034504218,0.014358577583422207,0.013998968666020661,0.011068692649517984,0.0,0.016992631174138854,0.01763703525912563,0.017786390027995844,0.01687101127510928,0.018041572198295372,0.016270898313825097,0.016502606120261207,0.0,0.017220090043560066,0.0,0.011147030203147787,0.025313702404137987,0.016673673950038707,0.0
CPC-300,0.0,0.0,0.0,0.0,0.029469891342004905,0.029868524368551138,0.0,0.0298639440980345,0.02541847680293085,0.029943156479644763,0.0,0.0,0.030100073903964762,0.02438750020018745,0.0228972738998906,0.024358217476329144,0.029805872751450167,0.02964958376361697,0.02439042079721366,0.0,0.03187654382987108,0.030609794182340232,0.027173094788967192,0.028625301662880444,0.030721620476939406,0.0
CPC-305,0.08785184116189035,0.0769768153981079,0.002557960461319973,0.0,0.0879999662219727,0.09069955905847847,0.06220441755459519,0.027096563822377382,0.030183679986847112,0.021698338576900723,0.06293412130049303,0.00028861377113653506,0.03685590279728148,0.03874180526408453,0.031249471441682358,0.04245527216569509,0.08626489791140812,0.07417768476991074,0.03869522335197494,0.0,0.02890913604845688,0.031318625243493395,0.028139975515747977,0.03811301438315997,0.036141594069640584,0.0
CPC-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01211715302069191,0.0,0.0,0.0,0.0,0.0,0.012024359133296149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-31,0.017360154362282512,0.0,0.01874307806923156,0.02037814895383931,0.004995315557117187,0.0,0.0,0.0027430057691832407,0.0,0.0,0.0,0.0024241010204105323,0.0,0.0,0.0,0.003804263798098564,0.0,0.0,0.005604744122101603,0.005022207841685799,0.0,0.0,0.0,0.0,0.0,0.035231738349993436
CPC-310,0.019244394980568024,0.014410169104861406,0.0,0.0,0.00774155513854542,0.0046173183821905175,0.015775807052423166,0.0,0.026470712688530917,0.0,0.011786580902083793,0.0,0.0,0.027538765616276637,0.026634165947878465,0.019604995382119732,0.0006443041461560525,0.0,0.019784205075325845,0.0,0.0023905895751025388,0.0,0.0,0.0,0.0,0.0
CPC-316,0.024085955503210424,0.020903417341343367,0.0,0.0,0.013663391258610547,0.011020803829407021,0.025643987924354208,0.015594328357866902,0.01865075718917325,0.015768258654311636,0.02166635925560061,0.0,0.017117004805341448,0.014442574430572898,0.017876680619166918,0.01328465392574432,0.01770743966136469,0.01496978670539087,0.014191427905962138,0.0,0.0019879902496295556,0.0,0.0,0.0,0.008098301185447519,0.0
CPC-319,0.01946789791751652,0.03408533730999254,0.011933026901865002,0.0,0.031068599129892332,0.0333839767921621,0.030865547120270374,0.03780992121568559,0.025009678204917705,0.03729121967561943,0.036251607319818246,0.0,0.027124077366493422,0.026629127738223013,0.025763347123705375,0.027134005035837152,0.02994326438485151,0.03574284033763054,0.02743442198024747,0.10279828538616785,0.0014093882030686165,0.012927134658274489,0.0,0.030393746848430138,0.006931657323326986,0.06796513617083917
CPC-32,0.0,0.00415441945501501,0.0,0.0,0.0,0.00010779122098172216,0.0,0.0,0.008390557030411614,0.0017055328313610328,0.0,0.014258845819960663,0.0,0.0,0.0,0.001293913440279824,0.006164047741601087,0.010414033939790603,0.0,0.012931221699213775,0.012038787469911917,0.0,0.004531644750762098,0.005567470690732877,0.005344627525783996,0.015077947144186398
CPC-320,0.014534384679921134,0.014733800155018427,0.014943768994659564,0.0,0.0,0.0,0.014102995015941457,0.0,0.01367813066792737,0.0,0.014341775428924322,0.0,0.0,0.011260556102345965,0.013924013173123875,0.013173240825338045,0.0,0.0,0.010228955559686545,0.0,0.0,0.0,0.0,0.0,0.0,0.0023530217709328877
CPC-322,0.019135382558148555,0.0358306536981096,0.0,0.002514284579661418,0.05078867879459774,0.04141902305477669,0.03296655013203345,0.0,0.01717570081335792,0.0,0.02849946016616214,0.0,0.0,0.01726487009539856,0.017232813825093996,0.018171143028836392,0.015289717724609842,0.0,0.014023025816259329,0.0,0.000950235293183855,0.008788255516583927,0.0,0.0,0.006204094754705656,0.0
CPC-323,0.04865020604204759,0.04477517560894826,0.0,0.014945473025927785,0.04202299654531617,0.04124295336122402,0.04441867874434115,0.019597414477570407,0.04293517310582878,0.0193074596650826,0.04372233830241295,0.010404083348108752,0.0392139170599411,0.04579458086582754,0.042858358103521864,0.041464078782239955,0.03833487690858603,0.030606962121904776,0.0431310731084142,0.0,0.05233261459458609,0.047599161206598316,0.034366963807496986,0.03020821710125464,0.03903727210827962,0.007258809889911782
CPC-324,0.02392536363936407,0.03720403240686336,0.0,0.0003564285089189982,0.05040623291781389,0.04720078222194403,0.04019680403830247,0.008167831632555108,0.04101502214484521,0.007352874724453782,0.04075371882348045,0.0,0.016191379163618916,0.040713690724158355,0.04101942007930912,0.03816923077352318,0.01725241039433194,0.015613106077121967,0.0364657001247336,0.0,0.04730556547527621,0.025500110713694117,0.04196051934133008,0.05994537110954879,0.051973184572983645,0.0
CPC-327,0.03214961426010591,0.0382799358724372,0.03181537125854684,0.025840317174581892,0.02203684531609636,0.02359540126029076,0.029022679849696018,0.015813254960169262,0.03232898779808862,0.00644408883578139,0.03734726481465898,0.0,0.026106876292392677,0.034123988576432784,0.03427527295569883,0.03523501919555759,0.028586916592366955,0.024521818949313733,0.034634427619010234,0.0,0.022630315653243513,0.03399150696352191,0.021542379262814507,0.034695831798811735,0.0331236158772831,0.0
CPC-33,0.0,0.0,0.0013157113766761618,0.0013272491906540197,0.0074607928371837745,0.004391280882749608,0.0,0.0,0.0030334732220254263,0.0012102587436781502,0.0,0.010890370687086445,0.0,0.0,0.005150689305690311,0.0,0.00048613762472780143,0.0,0.0,0.011494722775576716,0.0054934839414575954,0.002289484277988607,0.006866294237380652,0.0,0.0,0.011385738693649497
CPC-34,0.0,0.0,0.01862268957504478,0.01977221392537503,0.006493921255214262,0.006611219270277811,0.0,0.03679205726463454,0.014058354501631915,0.03700188505953139,0.0,0.01661493560229414,0.013405182133732861,0.018932604159486395,0.014512945109295045,0.02129181522226225,0.01459398698249567,0.013579812562388605,0.011072450840781825,0.018695825630794576,0.033056654317757436,0.0,0.10170166322407186,0.0,0.0,0.017154022957855255
CPC-38,0.0,0.0023094351778907415,0.016426723291646853,0.011344093787998636,0.023591984379474677,0.022011235495363202,0.0,0.024325164615777398,0.033629150839366684,0.025726687799150855,0.0,0.013919598564399659,0.0310030954793588,0.02665186053712356,0.04631972113189639,0.023423901775400918,0.03414407858056861,0.03767038998051749,0.022838160970593078,0.0,0.027750913701302796,0.020389832559880507,0.033183563831659366,0.027456092992557583,0.029440687107709335,0.010342077133910048
CPC-39,0.0,0.0,0.001987023000766308,0.002054365916099345,0.012627325750421992,0.011757915730373108,0.0,0.011217463524015987,0.015103026501346158,0.012500238380103652,0.0,0.0,0.011985418203872862,0.010038660241100528,0.004357732545222908,0.010362602313420908,0.01074766987587861,0.010735580373162055,0.009729884383032898,0.0053297820674548186,0.014636328691763546,0.004438783691189096,0.015463280995188941,0.002896677765594861,0.0029131827915824357,0.004430058503653637
CPC-40,0.02545092413206937,0.013345474886220777,0.006358568753837084,0.01201271370025416,0.0182964755543644,0.021486809439239134,0.0,0.022913525997061215,0.029349523647413896,0.01855471313630283,0.0,0.01264722239771205,0.009818158816367415,0.030860940135614287,0.016404918155696082,0.028291649003943042,0.0176828636851996,0.020969124012267987,0.02465153337743294,0.007156908490619672,0.024575288364056796,0.02714772418566587,0.024803505128065746,0.02501500758832783,0.02535846494768048,0.017883670584090287
CPC-41,0.011276058881631646,0.0,0.010450994498340341,0.0,0.020371804049125527,0.017211566431429914,0.0,0.017245873362101184,0.017042232899673555,0.016787706675892248,0.0,0.0,0.014312189715501281,0.016899925913924977,0.010218182503485055,0.0183700201276083,0.016674671580339685,0.01600976851075083,0.01567487475453773,0.017165075311756973,0.01725889301273447,0.008673622966585054,0.010706855400503092,0.01745271012350778,0.022952664481742813,0.0012139564431068912
CPC-42,0.01231971914156504,0.0,0.008346989837930963,0.00877734847957734,0.0,0.0018007562960342073,0.0,0.0,0.001262473380456653,0.0007155334083317718,0.0,0.00010047268519020653,0.0,0.0,0.0007402360529889998,0.0026799826199885276,0.002061070578352894,0.0,0.0,0.004279863625691001,0.002519426531767984,0.0027925426256508114,0.0,0.005989891911148021,0.00047206309100295604,0.006712012876980551
CPC-43,0.025258381147760512,0.009293798894352667,0.021704836110669222,0.022463382183628058,0.021446507242164434,0.013357155852245,0.01161381921539945,0.020682902719973344,0.018520006163648954,0.021136790768090944,0.009469999883958725,0.022486582570372483,0.021043866103411527,0.016386018606738155,0.018115153292941263,0.018125505331982802,0.022985118125868214,0.023057633943763135,0.01650931374441664,0.026317579401487646,0.011851687317366346,0.018042888621924272,0.020539663844510198,0.008944929932953937,0.010784738718861882,0.016951452652256012
CPC-45,0.0020585478948709143,0.006426251265736164,0.004617805936437073,0.0,0.0,0.0006539714389303123,0.0,0.0,0.01478996915082357,0.0047114791049573295,0.0,0.01517191791103918,0.0,0.015116449813470823,0.014760979202116551,0.009386556912473955,0.006489616860684428,0.0006028884765986669,0.008725959089681443,0.014344598645832552,0.0037974790274446987,0.007912073935528043,0.006287115535184902,0.006963915950722017,0.009918190884155053,0.012947350972349985
CPC-46,0.007568170256921624,0.0076708850200148575,0.005388617521436388,0.010472663403733009,0.009473480260683344,0.0074141266614632315,0.003540440826948808,0.006872319182870182,0.01627438298041717,0.01308900704332168,0.0,0.0036115934825852658,0.014128915712690877,0.008589399854722507,0.001174285387322035,0.009787497854773137,0.016580127078343245,0.01157134195750702,0.011765236202334804,0.0,0.014647032852732179,0.015577764458965767,0.013300441653745573,0.01690884945016128,0.016959287200051618,0.0026279309124598036
CPC-47,0.012003887405284075,0.012894462981480613,0.0203594404517164,0.01841909506261173,0.029319428836506855,0.019485885542551425,0.0,0.011486375345387847,0.01847281726395397,0.009543705569437155,0.0,0.021412515668763822,0.007290457388373661,0.01767839282745511,0.0167961509030876,0.017398692108030682,0.009592844172808014,0.009346510178804687,0.016153283518757874,0.020223301120996334,0.014400501596098514,0.01843943305116561,0.015706371972686903,0.016760106795433844,0.016879556139744636,0.01984558469670271
CPC-48,0.017518344259036873,0.013115251445027086,0.01943317627581226,0.013655976057671698,0.01167034308382598,0.014881846815592516,0.009940505732230046,0.017670357643899764,0.019899161726645898,0.018751224857574588,0.007762643331426807,0.004650565159623141,0.02025347642162626,0.01852392754740279,0.010867819189115417,0.018339580604614967,0.01863749511427516,0.018997027429106122,0.01722196094069166,0.008250903596430176,0.01897517106825883,0.01810175976466367,0.019172559165884295,0.018760943393482398,0.019172792580190952,0.006802490808816847
CPC-49,0.010591620541399477,0.026901728415611517,0.028067096359770016,0.027138850971584777,0.005489030268701312,0.004792460776518572,0.0058250674150136595,0.013519320579235638,0.02705333285882584,0.012886844398524794,0.0034687876205312805,0.019440795088373434,0.009753381347837662,0.005291324438266216,0.025152266236211758,0.003981555072423759,0.008477001575810146,0.010264198637373241,0.003526101649931768,0.02022256277777679,0.030460685041359244,0.027228969014698498,0.030684239613120053,0.027621583129484754,0.026926776794003814,0.01737544340653102
CPC-5,0.028778122031266597,0.008635831740054938,0.027272317972581808,0.02783689922047528,0.0,0.0,0.0,0.0,0.01613374072231134,0.0,0.0,0.02090639090477022,0.0,0.0,0.021250796367530345,0.0,0.0,0.0,0.0,0.026877836219564095,0.03127163840653799,0.0,0.0,0.0,0.0,0.026143552843043427
CPC-50,0.005840601379853413,0.011729598983096128,0.0,0.002730191226839596,0.06047945368740325,0.06022372643106046,0.012459764284970984,0.05504628331661502,0.03806705840528633,0.05598767486612662,0.010663304920411329,0.019572694899839923,0.06682038573355568,0.03213371276171804,0.04081746254553579,0.031691825237991016,0.05886224473125213,0.0597801696900507,0.031224894964609007,0.008107320963930513,0.4409735711681283,0.35337465261929235,0.5044936015670691,0.329655528927174,0.3406364686231274,0.007893206513588515
CPC-51,0.0,0.0,0.0,0.0,0.0050683286857064235,0.010311908602812043,0.019388359690791467,0.006632602326656984,0.0017807731649657614,0.00803365409048961,0.006572136460776013,0.0,0.0,0.004583452934010077,0.0,0.002244087256590125,0.0018299498720228827,0.0029294227045740143,0.029796320880917652,0.0,0.02974376374705793,0.019309725254075094,0.024618145533306327,0.020283547679408903,0.021652379813617027,0.0
CPC-52,0.17927732709721217,0.35178120475571956,0.0,0.6223662640297075,0.04508356377410894,0.04356622225287283,0.3927827750038035,0.04189124786407181,0.14593401977156673,0.04039673908289029,0.41950032803465637,0.0,0.041104394349497766,0.06718931294875252,0.36641658713766767,0.07155207366477101,0.04130889618416984,0.04178176787233617,0.0775487915779462,0.0,0.06411779550342847,0.08314503471238584,0.05827191537738503,0.10587890037582874,0.10212477622496888,0.0
CPC-53,0.0,0.0,0.0,0.0,0.0,0.009333526521912562,0.005725981995094547,0.0,0.0,0.0011481673446228442,0.0,0.0,0.019652541247088054,0.016098979181948657,0.0,0.0032254996112614956,0.0026168173378244117,0.0010992301308001616,0.0014181436006694774,0.0,0.006433452918039277,0.005540105135281638,0.006387443481587883,0.0056732666021908325,0.0057207795215983865,0.0
CPC-54,0.0025796934186801948,0.0,0.0033856676065396516,0.0,0.02030983712886846,0.0,0.0,0.0,0.00034721503556572886,0.0013220060719573445,0.0,0.0,0.008660803573070724,0.027831773177746565,0.022347043441349055,0.005952975482121063,0.0,0.0,0.0,0.0,0.020223394945831977,0.0254044080286001,0.02035914285939897,0.024506432928225345,0.024603927951336264,0.001053594447745672
CPC-58,0.01499352575306105,0.015431936889952255,0.03054633624099944,0.0,0.0,0.004310833702196953,0.01472869771550689,0.0,0.013816385438738168,0.005180062585070574,0.015030494672596957,0.0,0.0,0.006926845474069605,0.013303297635108369,0.0071028778152482765,0.0,0.0,0.009637614745255547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-59,0.012852822020299942,0.013288396874412647,0.0,0.0,0.0,0.026727694129620335,0.013070727748099639,0.0,0.017835688840443564,0.0,0.01322670061197548,0.0,0.0,0.0365575859053787,0.01587464591406723,0.03589678173334137,0.0,0.0,0.05188447511781371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028097590621363622,0.0,0.0,0.03803428180918951,0.0,0.0,0.023363643441247688,0.0,0.0,0.0,0.0,0.03429158885516066,0.010908706732645162,0.0,0.01430080564209316,0.0,0.0,0.03340181475113565
CPC-61,0.013395982243797852,0.017254580470268687,0.0,0.0,0.019732482225696183,0.022943902298180763,0.016692279604846927,0.0077370664608159565,0.013800219655841698,0.008126816212585113,0.017284046961438482,0.0,0.0052268317519719954,0.028833262003878517,0.020927275771965282,0.01826767704801696,0.005079762828519102,0.01235902134062685,0.02364258918109208,0.0,0.00531354730765951,0.0,0.0034184929832837664,0.0,0.0,0.0
CPC-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001210470154179613,0.01543768190190127,0.010368843761980254,0.0,0.000815963514747833,0.0,0.0,0.01596316507914477,0.0007402046851773335,0.0006451675109206896,0.0,0.0,0.015718845601581665,0.00042344648948803497,0.001062241130084524,0.0004956025095226909,0.0,0.00017134755775166966,0.01129139191802174
CPC-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014839742989808932,0.0,0.0,0.0,0.0,0.0,0.012782887217145584,0.0026184245503032655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-67,0.0,0.0013070305658218165,0.02688019408950399,0.026767680543861083,0.0,0.0,0.0,0.019165215020656906,0.00033708943009341563,0.0,0.0,0.005979971701041261,0.0,0.0,0.0003079637687061339,0.0,0.0,0.0,0.0,0.024957908320875827,0.01029470979552552,0.0,0.012063125782069426,0.005184665095775317,0.00386890978019496,0.02401796618838837
CPC-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010023565158186747,0.0,0.0,0.018827037455020644,0.0,0.0,0.0057654011503603915,0.0,0.0,0.0,0.0,0.020068492239309715,0.0007682431968004014,0.0,0.0012927929089328726,0.0,0.0,0.01824243426917963
CPC-7,0.018249737532050715,0.018328753583055735,0.02535339513294021,0.02423024477270567,0.0,0.0062030565154017475,0.0,0.020956204779586603,0.012157345971360499,0.0,0.0,0.026617031077739627,0.0,0.0,0.02239438300613064,0.0010166409058804506,0.0014458088695908815,0.0,0.0,0.030119109068391565,0.0047447214570257145,0.0,0.0028885102151364225,0.0026171493518032337,0.004963959797949444,0.026944876041400712
