bin,ERR315856,ERR315859,ERR315860,ERR318618,ERR318619,ERR318620,ERR318621,ERR594315,ERR594329,ERR594352,ERR594375,ERR594405,ERR594408,ERR599073,ERR599092,ERR599094,ERR599153
MED-645,1205883.5884908005,238230.31712977187,232143.40063958018,1628568.208751961,88018.38400349181,1683266.0181311436,88458.15616559489,1333622.8999930015,8352073.145804013,0.0,741.0275268862032,60.31130289953817,524.3056836970636,473476.7511680836,2369982.526295154,3585357.1769060595,619492.108200348
MED-648,5427401.233975727,461322.7639189901,447627.37892557605,3545195.374408108,238543.23647477568,3603375.4805373806,243467.0365703856,758331.9237085506,4922677.531727543,237.35196315274547,262.27397004665795,1610.4157932877633,684.5072235169729,2328315.765366559,11821810.601432502,2033726.275950576,339578.10494387423
MED-649,2648556.2433237974,133862.53128165996,134123.91990806794,12039446.586474858,868658.341435994,12445301.422232337,886554.3150848101,264175.05853158975,1733158.5757480315,67.23849765258215,212.50261214761807,356.2770978344277,344.8761627457784,743577.8294525687,3802231.8582667666,347932.6779664537,59813.47672167354
MED-650,1914760.2350264685,1064383.9522076536,1085411.4583847378,1159731.9076701447,142897.4336455184,1006294.0387803956,140876.90080924306,20374.226610149006,110757.70080773908,2644.8108902575964,1466.421183504684,1575.3571035357434,2331.8266668776077,61508.36081070427,298882.9491375837,707101.7004113887,125948.17865513908
MED-651,86108.92606586448,24297.575379879803,25971.010286319215,632154.7586330266,42314.28582205361,665564.4365956075,42084.30425438715,52828.07478507827,332225.68414503144,15232.232965443005,6406.010051371998,2494.0725295654956,25917.684900411154,410726.0833876369,2008433.58032027,532763.9028643352,91618.74472480486
MED-652,608340.4233741282,102197.10512795934,101625.06862220558,1292799.1819556067,92021.33599954135,1318471.0820331872,94844.14021591902,85689.04923629561,560730.1189571132,726.1851076842677,277.95685701720885,166.46947870956575,539.4601071543293,189331.330794647,975666.4438321361,716958.0137748306,123319.8732134552
MED-653,1092099.0418775491,249783.0068863986,253470.44940014643,9112.789572386926,1515.2199153329516,9420.10477931712,1259.749711202762,589269.6159427317,3270849.7770665195,193167.81029125076,1208409.7496619388,4371996.175838981,69713.55281403661,94771.52209789668,441942.4833201271,2170362.2215386163,401018.9707956029
MED-654,3454538.5613229405,305196.2889641739,299808.18498224276,2228969.7048646016,131309.83524478917,2291926.5251424517,139914.89657542302,257466.44214925426,1697107.9661756759,1230.3800930354846,34893.88223454808,133.57128695964894,1191.3644469948874,346701.8095229934,1778418.8714774437,506377.4733005045,86392.53029747645
MED-655,969985.4168913066,1256768.0409856485,1226215.011452027,6046.385155102817,616.2455237121899,5135.652262669108,557.4464165814685,734095.3829991332,4407477.283832035,273.997940989326,802.8435570810024,0.0,4738.31302056844,2660720.928124865,13036903.54339992,1093606.6193427644,194693.76750335976
MED-657,296000.5604680757,294942.8981003238,292043.1103844195,389998.5897499038,30206.450179071744,402377.0290637438,32538.989349957126,43355.51767965463,269001.58475090796,131092.4713609137,383034.38340029476,216781.13930416686,612739.2658257802,200055.915718113,998056.4870217397,945467.7217188028,162029.7499034503
MED-659,241469.2805325381,20838.631940196567,20628.40255021766,2006.0537297263786,659.0758542761998,2311.245522729757,286.23102589089837,83306.36985108265,472171.78314774396,38.55484736119973,368.7573173937356,83.68360805860806,1244.1256056967643,90056.82091880972,422147.397002146,43119.43669446192,8764.514145286266
MED-660,15293.588592480144,45397.046730812304,44413.27165939565,65802.29104643625,8847.120592983805,56351.07839549686,8769.148852768858,27148.262696654725,145982.8624365951,637.3155495810266,2119.3078722220826,1537.7617134753023,314.5147755420111,5748.46926632558,25485.390502982555,115690.78609495406,20529.088057793546
MED-661,168578.43062535924,51021.096374973335,46370.86961278208,13248.883274264168,1402.3542458844483,11613.680896655342,1638.239554180652,52056.70567520571,269048.66573771805,596.6616640905609,1827.6217673662213,9.993306559571488,260.48938530253673,82510.49885539444,376636.8076898249,155182.04179991226,28186.317718322065
MED-665,20636.21851825076,10734.532651073185,9318.369822851293,76471.28323753952,7849.17633542762,73633.34127236126,6961.484662402141,4006.450684288132,28761.707431573817,775.1918208962256,6241.315828865093,649.8067161212354,125.8892655547067,10215.754611637802,47791.88665507984,27975.097058477448,6977.194900455599
MED-666,228443.50330761113,38867.0001078238,33602.31459199611,1066953.7648959735,78340.65883413472,1106500.969161801,77813.10405685051,22923.079652265533,149931.33937831302,492260.1545981271,29376.931228199428,377666.8231985272,23268.53739697042,1257702.5939999805,6189707.840768847,375393.1175076315,63274.85087251931
MED-667,116193.6512699466,57007.735058991944,53279.37626878491,2224343.2433110424,158876.25222323992,2277754.0366510083,158702.60290185185,362315.85228809534,2211807.0725758146,117.77200627845531,401.4569927654778,616.8465287768022,66.82706766917293,556499.4397291172,2742682.7704466586,1542165.4107926337,275874.0989248302
MED-668,74831289.79725567,215542.32757772715,221328.90351925156,18788.041962921336,2614.660699549622,15357.176814594624,2340.09428955042,192083.7836645865,1197468.8769832395,26922.82148801789,82614.56626098686,1897228.8619253526,4069179.5752023384,86205.52014834464,400646.8380239937,523341.6912800832,91007.73531759318
MED-670,99080.55387282529,787785.4509355921,780158.3284964,668346.3432172851,82301.22999249776,618380.0169205636,82685.2988122494,5924.331539729315,31064.638949170807,296.9535834358067,1134.2294954357185,567.3471209085561,672.9117092561519,37592.00135330447,166467.94547969697,104877.7751861723,18254.068910857484
MED-671,5939.889889712403,2724.198069320111,3379.5727217165813,2294.61464490991,310.5688072712423,2567.7506260987884,423.6442300297512,31907.24700939787,159232.58895382052,123.45335625007596,3764.4315829650745,217.9285009894377,91.79525236020334,1336.7815257133757,4616.08094597664,62265.8746891922,9952.319437135786
MED-672,23658.74834251698,60013.083719827984,56732.127025247864,21734.380004949016,3876.1586673070624,18931.10540659856,3957.126904273035,78882.2684437306,436294.6393835117,433.01745333961225,1508.8045571673788,834.3618983156839,113.90022471910112,4735.698364402197,23969.19457461043,382462.73435516824,65695.68314098087
MED-673,113292.54811698006,93905.18846186691,94444.0604600695,7290247.5055374075,589840.1367666184,7345744.049542308,583729.3772592582,244742.02099926147,1534508.4001858195,156359.27514246732,118583.42228413596,126158.85752006968,58465.30869324279,970729.424965539,4728696.634688067,1119040.9483556438,197395.31021805524
MED-674,104100.62646098179,15761.776304894773,16972.991828624134,100338.10106690938,12831.531857450374,99355.40631625312,11493.885708688566,11284.075421155558,67094.22408325931,89.21877686838624,413.1981797046444,139.52131076388886,368.51532523139156,80897.25242247176,403506.2337080496,215666.89637203573,40347.308781081665
