gene_callers_id,pnps,ocean,depth,bin,defense_count,sample_id,signal_CAZyme_abun,scg_pnps_median,integron
58290,0.05918788584947941,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58290,0.06201955556394372,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58290,0.06957309943136712,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58319,0.3544615571060024,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58319,0.18002866769180784,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58319,0.1756255817043748,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58440,0.03701183772126692,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58440,0.040627797845766575,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58440,0.0414112028299292,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58440,0.04529775361572997,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58441,0.07665745889664094,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58441,0.10231608359585977,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58441,0.18114504431734813,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58441,0.14550818885295405,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58483,0.10048991400630107,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58483,0.09383925866680463,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58483,0.1512747706915094,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58483,0.1753026119080148,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58633,0.034412926880578294,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58633,0.035756582856455464,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58633,0.13769824371466136,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58633,0.1260014712247436,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58634,0.0523806404474552,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58634,0.040553963570255744,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58634,0.11554979097754385,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58634,0.08795331573057834,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58635,0.023484661615878283,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58635,0.007389557044073192,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58635,0.1479736580857312,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58635,0.18719716768698774,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58729,0.1145331269265341,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58729,0.13196370148783182,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58729,0.20578525765407046,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58729,0.2724168514878822,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58817,0.04405395578465191,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58817,0.11254073986204924,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58817,0.035927551515793896,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58817,0.0330240052773923,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58965,0.1697447208921325,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58965,0.24359636923358946,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58965,0.11737657938947214,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58965,0.13828867166350695,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
58987,0.24268135836153745,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
58987,0.04482961671470703,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
58987,0.1513590099441799,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
58987,0.17001951956917818,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
59010,0.08821571879863425,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
59010,0.07011044195035147,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
59064,0.21936133201939498,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
59064,0.325422487123252,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
59093,0.1494231790927716,CPC,SRF,CPC-288,26.0,ERR594313,0.010540644499701546,0.07378183652614878,
59093,0.1292896750154331,CPC,SRF,CPC-288,27.0,ERR594325,0.01051519371380286,0.09178366045117924,
59093,0.22461998452106535,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
59093,0.12730117961433335,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
59128,0.06755662045330008,CPC,SRF,CPC-288,,ERR598978,,,
59128,0.07715476020586075,CPC,SRF,CPC-288,33.0,ERR599064,0.02120420773000629,0.0992212084075287,
59128,0.09323329052783257,CPC,SRF,CPC-288,,ERR599118,,,
59128,0.0786261022854367,CPC,DCM,CPC-288,32.0,ERR598965,0.021420958732912228,0.10188465041824274,
59128,0.06525402325404947,CPC,DCM,CPC-288,,ERR599007,,,
59128,0.06876106638480822,CPC,DCM,CPC-288,,ERR599065,,,
70317,0.06322526954560324,CPC,SRF,CPC-48,,ERR599064,,,
70317,0.07298814988140116,CPC,MES,CPC-48,79.0,ERR598971,0.003983617977891495,0.04691453109447697,
76488,0.12435599688000885,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76488,0.15352751755356073,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76667,0.07158615386823547,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76667,0.1005121254045854,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76667,0.1622515935025139,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
76704,0.08233660849992491,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76704,0.06664510178555606,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76704,0.21019187928522587,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
76793,0.08840191992217873,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76793,0.1150180368664645,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
76793,0.10780864993578186,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76793,0.11475187648770226,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
76815,0.1887581032901274,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
76815,0.8475464682912265,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76815,1.722197521672458,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
76949,0.8170856579784821,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76949,2.791028383534248,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
76949,0.3231654968306093,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76957,0.0644279894311568,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76957,0.16769112839935765,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
76957,0.15517618900521776,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76973,0.28136408341520114,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
76973,0.4631835289887066,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
76973,0.1631065974050917,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
76973,0.1747090061921795,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77194,0.20578554868489524,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77194,0.9492300773718172,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77194,0.34453081285105097,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77194,0.3499570623498764,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77203,0.19281298410904085,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77203,0.06209474994073454,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77203,0.2887580795642436,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77203,0.3110993655989721,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77245,0.2704677425826422,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77245,0.6783522285319493,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77259,0.11596195281804199,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77259,0.16413992148237164,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77259,0.1917036331291959,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77311,0.0932391816626266,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77311,0.0,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77311,0.33148944863205543,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77311,0.5510559428018149,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77346,0.28437796030325674,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77346,0.33841295841295754,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77346,0.19681291164905815,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77401,0.121486931545789,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77401,0.3233838070642027,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77401,0.15616611030309308,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77417,0.10893398036838936,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77417,0.16791112290535318,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77417,0.0498108462324463,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77417,0.054902475293009866,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77484,0.2395083641914531,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77484,0.22448254450232172,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77484,0.28668214824732785,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77601,0.1617488438525939,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77601,0.06120548229884566,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77601,0.1888066405217128,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77601,0.21307296325877773,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77614,0.08380238010497354,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77614,0.15562861096590447,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77614,0.15812176368136596,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77614,0.34398772984790393,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77615,0.0660729570115671,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77615,0.03966208822807732,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77615,0.05225500671379692,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77615,0.0,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77616,0.07754882419529413,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77616,0.2252480120588915,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77616,0.040523571048677764,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77616,0.14274968980974506,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
77664,0.10201872542333043,CPC,SRF,CPC-323,21.0,ERR594325,0.017211374255752244,0.08166269608882913,
77664,0.03223352121581754,CPC,SRF,CPC-323,15.0,ERR598978,0.013999788459525198,0.0547235834514761,
77664,0.10416406242831848,CPC,SRF,CPC-323,22.0,ERR599064,0.015989836861664768,0.10681765958940362,
77664,0.09880334991378167,CPC,DCM,CPC-323,17.0,ERR598965,0.016700073892852656,0.10100558980631956,
78059,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78088,0.03467622718580257,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78118,0.05514700516150673,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78124,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78241,0.03157746818526272,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78315,0.047960665498499214,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78649,0.001234393898737861,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78792,0.05548498042069211,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78825,0.06015025560524296,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78846,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
78847,0.030572251187365406,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79210,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79309,0.01054101238451042,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79310,0.3572468422179389,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79505,0.2851974790855951,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79525,0.04745234777988145,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79808,0.21130861988965316,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
79940,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80020,0.08425524103601338,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80102,0.018870413665986237,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80120,0.0,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80305,0.0909865900618602,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80462,0.014045402737387884,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80476,0.04688771188836957,CPC,SRF,CPC-16,24.0,ERR599064,0.0019406093604051199,0.07277119339323168,
80782,0.13871814728256884,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
80782,0.10872197763922352,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81026,0.08628782956580157,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81026,0.1728142733068344,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81088,1.186700026290887,CPC,SRF,CPC-324,,ERR594325,,,
81088,1.2067097943265364,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81088,1.0801578037472934,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81403,0.06601563800598355,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81403,0.12941451583126118,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81502,0.11174257640508248,CPC,SRF,CPC-324,,ERR594313,,,
81502,0.3105294582084577,CPC,SRF,CPC-324,,ERR594325,,,
81502,0.1957863871763877,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81502,0.1783298829107346,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81541,0.10988685003499572,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81541,0.07585495646715287,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81695,0.09679124989621736,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81695,0.07381202025136899,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81703,0.16342964740131227,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81703,0.14660287776163472,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81908,0.0,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81908,0.20769173554582804,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81914,0.2899914763423966,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81914,0.7289255276592692,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81933,0.08483384590569189,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81933,0.2073185960286706,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81935,0.13196095131406954,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81935,0.122184947267315,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81936,0.021638266124939264,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81936,0.03265409571862793,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
81975,0.0075841114861345095,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
81975,0.11504100707514095,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82077,0.11003479473494432,CPC,SRF,CPC-324,,ERR594325,,,
82077,0.12252574565648165,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82077,0.08451896446583447,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82082,0.012809311147539445,CPC,SRF,CPC-324,,ERR594313,,,
82082,0.027828913783448667,CPC,SRF,CPC-324,,ERR594325,,,
82082,0.027676809565468013,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82082,0.0,CPC,SRF,CPC-324,,ERR599144,,,
82082,0.01647743557007091,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82339,0.13894247978486182,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82339,0.14278263245289438,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82396,0.4194051068379797,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82396,0.5119212116862834,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82554,0.031183075260496212,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82554,0.05586279075574601,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82581,0.13462929140743402,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82581,0.2651935479628553,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82645,0.09747741807311967,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82645,0.09507461055162457,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82656,0.06132787216979298,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82656,0.07935095334411024,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82839,0.10845906009633073,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82839,0.1107550400901841,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
82925,1.27812490082428,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
82925,0.4721710006655408,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83029,0.0143484829950641,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83029,0.10300410483715614,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83225,0.07503613859588744,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83225,0.12000347669411528,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83274,0.1677864767455161,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83274,0.12464326947503099,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83293,0.82662079959838,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83293,2.184748610507191,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83321,0.07476134906376232,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83321,0.09801057420256104,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83342,0.0704667580833621,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83342,0.03990039050210117,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83868,0.2596042759777783,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83868,0.20077782642852926,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
83885,0.3456596847454506,CPC,SRF,CPC-324,32.0,ERR599064,0.027472976596708883,0.014238834305175325,
83885,0.2472423051044867,CPC,DCM,CPC-324,48.0,ERR598965,0.027502066462490718,0.06842698451850554,
85076,0.0,CPC,SRF,CPC-11,,ERR594395,,,
85421,0.11113675901789727,CPC,SRF,CPC-11,,ERR594313,,,
85835,0.01637558310327333,CPC,SRF,CPC-11,,ERR594395,,,
85835,0.0,CPC,SRF,CPC-11,,ERR594404,,,
86799,0.03869570303456011,CPC,SRF,CPC-11,,ERR594404,,,
87647,0.08194146814925518,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
87873,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
87885,0.03915213326775377,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
87948,0.05239704140588939,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
87949,0.16837437785697384,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
87973,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88024,0.15766253424350815,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88025,0.03672681571505458,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88121,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88122,0.031667593649744474,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88354,0.0059493128099668315,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88399,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88448,0.10700409690917227,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88462,0.8684318135110077,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88593,0.0355530743814011,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88662,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88723,0.1345733699147815,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
88802,0.0,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
89034,0.2369193815479717,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
89106,0.060969778548646325,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
89107,0.013205524689014862,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
89159,0.01472028728664714,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
89223,0.13520413732741438,CPC,SRF,CPC-64,31.0,ERR599064,0.0036258828611862633,0.03323478901429687,
