gene_callers_id,pnps,ocean,depth,bin,defense_count,sample_id,signal_CAZyme_abun,scg_pnps_median,integron
175164,0.016027667563065992,ARS,DCM,ARS-1134,14.0,ERR599082,-1.0,0.03562165411894938,
175164,0.00522950509536754,ARS,DCM,ARS-1134,12.0,ERR599145,-1.0,0.0016280883005194836,
175367,0.2297033498095629,ARS,SRF,ARS-1134,15.0,ERR599102,-1.0,0.02390762573316319,
175367,0.15698330426117213,ARS,DCM,ARS-1134,11.0,ERR599028,-1.0,0.04300840791682907,
175367,0.1614528609645998,ARS,DCM,ARS-1134,14.0,ERR599082,-1.0,0.03562165411894938,
175367,0.034845653609121535,ARS,DCM,ARS-1134,12.0,ERR599145,-1.0,0.0016280883005194836,
175507,0.029357219397021832,ARS,SRF,ARS-1134,15.0,ERR599102,-1.0,0.02390762573316319,
175507,0.0,ARS,SRF,ARS-1134,,ERR599158,,,
175507,0.015899748460391668,ARS,DCM,ARS-1134,11.0,ERR599028,-1.0,0.04300840791682907,
175507,0.016729526704160145,ARS,DCM,ARS-1134,14.0,ERR599082,-1.0,0.03562165411894938,
175507,0.05696147442754754,ARS,DCM,ARS-1134,12.0,ERR599145,-1.0,0.0016280883005194836,
175525,0.0,ARS,SRF,ARS-1134,15.0,ERR599102,-1.0,0.02390762573316319,
175689,0.2300433260134156,ARS,SRF,ARS-1134,,ERR598966,,,
175689,0.04032818296509128,ARS,SRF,ARS-1134,15.0,ERR599102,-1.0,0.02390762573316319,
175689,0.11503253369078975,ARS,SRF,ARS-1134,,ERR599143,,,
175689,0.1273564387641049,ARS,DCM,ARS-1134,11.0,ERR599028,-1.0,0.04300840791682907,
175689,0.13974282964410284,ARS,DCM,ARS-1134,14.0,ERR599082,-1.0,0.03562165411894938,
175690,0.05789609113075361,ARS,SRF,ARS-1134,15.0,ERR599102,-1.0,0.02390762573316319,
175690,0.039994419404316216,ARS,SRF,ARS-1134,,ERR599143,,,
175690,0.05396997671588896,ARS,DCM,ARS-1134,11.0,ERR599028,-1.0,0.04300840791682907,
175690,0.060614541010873886,ARS,DCM,ARS-1134,14.0,ERR599082,-1.0,0.03562165411894938,
175690,0.08782249742002184,ARS,DCM,ARS-1134,12.0,ERR599145,-1.0,0.0016280883005194836,
190095,0.3313104925786381,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
190095,0.03358638979900367,ARS,SRF,ARS-1019,3.0,ERR599143,0.0017809389108146129,0.030015329770807262,
190095,0.25377575491037985,ARS,SRF,ARS-1019,3.0,ERR599158,0.0026552762314490013,0.035172572818102626,
190095,0.4450969229535909,ARS,DCM,ARS-1019,5.0,ERR598949,0.0032171783045901845,0.03312911865679938,
190095,0.1932706769156969,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
190095,0.205381958170504,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
190095,0.271678950914488,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
190453,0.022328206449865,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
190453,0.016130481556652226,ARS,SRF,ARS-1019,3.0,ERR599143,0.0017809389108146129,0.030015329770807262,
190453,0.03139918860390402,ARS,SRF,ARS-1019,3.0,ERR599158,0.0026552762314490013,0.035172572818102626,
190453,0.026781040022633568,ARS,DCM,ARS-1019,5.0,ERR598949,0.0032171783045901845,0.03312911865679938,
190453,0.03001476874681113,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
190453,0.0317536503262021,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
190453,0.032363506061690625,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
191021,0.06162951846071803,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
191021,0.047197543399888,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
191021,0.07419737758455706,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
191021,0.034657558875168804,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
191359,0.2087336072855615,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
191359,0.18980871141642905,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
191359,0.13242777037283865,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
191359,0.1401923273576882,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
191573,0.007492624868627423,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
191573,0.012784658409908391,ARS,SRF,ARS-1019,3.0,ERR599143,0.0017809389108146129,0.030015329770807262,
191573,0.0,ARS,SRF,ARS-1019,3.0,ERR599158,0.0026552762314490013,0.035172572818102626,
191573,0.0,ARS,DCM,ARS-1019,5.0,ERR598949,0.0032171783045901845,0.03312911865679938,
191573,0.028097510105958377,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
191573,0.027519571035156468,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
191573,0.02233251955157272,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
191596,0.036255646524722976,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
191596,0.03022490481153372,ARS,DCM,ARS-1019,5.0,ERR598949,0.0032171783045901845,0.03312911865679938,
191596,0.05998162116320235,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
191596,0.07530992735437161,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
191596,0.07443643375193577,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
191656,0.02310019854756337,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
191656,0.018885706489127185,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
191656,0.04427287646116527,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
191656,0.01876485013298396,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
192242,0.0547426646887058,ARS,SRF,ARS-1019,8.0,ERR599102,0.00257143362834115,0.030703424557685318,
192242,0.03333019270226107,ARS,DCM,ARS-1019,11.0,ERR599028,0.0017147291630952284,0.03274346622517468,
192242,0.046581985950158014,ARS,DCM,ARS-1019,32.0,ERR599082,0.0032459500414587345,0.04851756640017274,
192242,0.018513820292181345,ARS,DCM,ARS-1019,15.0,ERR599145,0.002113141225207746,0.030738380009545818,
204592,0.3692482592013624,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
204592,0.05888442445174401,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
204592,0.15534859318127273,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
204592,0.1066549121903802,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
204771,0.10267479373526828,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
204771,0.0932758064543182,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
204771,0.07821735396083007,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
204771,0.06950650467269807,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
204771,0.055555080708418525,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
204909,0.04550499644730948,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
204909,0.05138462505301399,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
204909,0.15288346972241845,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
204909,0.07753364123389013,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
205012,0.09396428172570752,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
205012,0.07202933943950841,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
205012,0.10602914883597772,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
205012,0.0077025134154040985,ARS,DCM,ARS-77,,ERR598974,,,
205012,0.11179666882868866,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
205012,0.10258001733612213,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
205193,0.062136345711078476,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
205193,0.026146949848279373,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
205193,0.06080085460819513,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
205193,0.06682665149188051,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
205193,0.06050005467835137,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
205289,0.09916408963156767,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
205289,0.14590569496437514,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
205289,0.20338360117277504,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
205289,0.21802251940156325,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
205289,0.1830139582511837,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
205527,0.39198038376414973,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
205527,0.461015996821999,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
205527,0.27392770743794365,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
205527,0.318202860962348,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
205527,0.2840998728763537,ARS,DCM,ARS-77,13.0,ERR599145,-1.0,0.05099197733012012,
205554,0.11003099960010876,ARS,SRF,ARS-77,12.0,ERR598966,-1.0,0.038926839277131815,
205554,0.11665211877079655,ARS,SRF,ARS-77,12.0,ERR599102,-1.0,0.04506708494400799,
205554,0.1138231290653728,ARS,SRF,ARS-77,13.0,ERR599143,-1.0,0.042101785802075006,
205554,0.09881706201911973,ARS,DCM,ARS-77,13.0,ERR599028,-1.0,0.062481052284140574,
