bin,SRR3962680,SRR3962772,SRR3962773,SRR3962777,SRR3963449,SRR3963456
SP-348,837.3333333333333,891.1034482758621,4929.782906551504,1432.3333333333335,831.2454187896665,599.5946205571565
SP-349,8466.992003572353,1049.7008229736264,7403.071830352441,3586.665363643323,16137.579074475685,5096.916624854239
SP-35,17462.928187109705,3809.5381495944057,22313.733365766737,10138.344887144707,31635.119601439423,18551.526487748866
SP-350,39133.36004858269,29339.606323025688,138170.44399817887,22697.23883817272,28814.97706927785,14744.228567522643
SP-351,79474.64236000612,9233.666946773323,60946.907451401574,33141.335811067685,168015.1378365341,54441.74712274325
SP-354,2849.0647033983855,598.4814632503787,3023.5103679696394,1459.7945284715486,3225.5016449815166,1703.135478688218
SP-358,199.3734445908359,0.0,99.74661581804433,0.0,816.2081676968886,99.7067448680352
SP-360,958.9414007396516,290.19201206563105,1212.4400185651236,338.89677150567513,2210.772312296864,827.7365362185592
SP-362,702.462083284111,435.82186065915727,1781.7088962576404,519.4901960784314,998.1434394270528,456.77777777777777
SP-37,12246.265728406972,14502.460476469942,28673.88979561207,13427.939462134482,15181.122890042781,16436.463197317575
SP-38,26879.278760426918,52883.547072421534,70566.25385807175,47837.893142136,70601.46138944289,54172.049742513715
SP-39,149.6070906432748,199.70234347522137,1437.0887890111455,40.22509586955883,1153.2753810420165,191.44056150579613
SP-3966,328.0180199747953,99.7067448680352,0.0,90.69360269360268,4543.362681328455,1695.4466105950594
SP-3971,485903.9010142869,786.7621682039647,86987.70077879488,15419.730153662464,132976.9556223506,1628.6625999330843
SP-3982,1454.936854241132,798.1894463464389,2485.5856468301868,898.1973861304004,2743.310715424487,698.7734879613145
SP-3983,974.5217599888978,249.57997116718693,1587.2412203945378,1048.2255721521906,1580.534496334727,602.3545145995377
SP-3984,391.874936355603,0.0,796.4375923191029,30.462962962962962,768.9299864741419,0.0
SP-3992,4646.934035210813,338.2457197897926,37440.099892859944,222.87122539286747,12776.562512702678,40.785340314136114
SP-4,198.5980800808386,49.89247311827956,244.74841348726966,49.89247311827956,977.6520536160374,199.44710839872127
SP-4016,1610.0826348156716,49.92076069730581,647.3920463667513,99.46584780533117,804.358694669571,249.43936333370738
SP-4023,808.063832211058,99.80694980694977,399.0276732427797,445.5119155441738,1041.0544197558554,448.69368068085066
SP-4027,1297.653429602888,249.57756410825,2395.669939322165,99.82557220824361,2195.775241169049,0.0
