bin,ERR598971,ERR598980,ERR599004,ERR599015,ERR599051,ERR599060,ERR599067,ERR599076,ERR599115,ERR599127,ERR599152,ERR599175
NP-36,138210.87436883402,149198.84651584874,2302585.1958040223,1551863.0487225298,2326475.099243382,2331623.8366235537,29662.302161594358,1561511.1855407988,124008.07496356363,1566051.7342896909,1586965.603940144,2333009.1242793514
NP-37,20083.04808860419,50934.102262794215,477612.2125152345,118496.43990077393,474195.98145356897,460376.4989206056,3872.1983527119414,124054.82213791632,38609.49889732542,115948.6155184999,116828.45387545602,481680.3004030781
NP-38,511746.3972206201,38177.772872906826,15252.162500447497,23527.850889393616,15408.702422066572,11771.129719335811,102159.64987181498,25364.16532643937,33705.53456231928,27959.121675803253,24106.1297279001,12929.698427985313
NP-39,1531863.7019154576,3378358.6951863915,3755423.9157399097,4377160.639151523,3802425.264025413,3795765.701430852,301701.88310443243,4407875.176005428,2040614.9712000107,4448587.595541221,4442733.77590381,3788235.0950804055
NP-4,62446.71996426855,894663.9202520438,285346.26293387136,2825722.0501940236,287791.5921016342,277852.560964827,12453.614761275176,2851692.445737257,15143386.973650342,2863866.873965563,2865133.4796088613,294513.611183501
NP-40,1098571.976527126,242995.26996116855,76466.11920672106,48978.99304601421,77267.35079435691,72994.67871846975,227768.61952965075,46620.85511730724,756478.7197072491,50699.1378604094,52466.362082551736,77219.25634023402
NP-41,11308950.431307714,17430086.968546342,4006768.761404049,3170309.729165167,4041635.1930232556,4089256.779226979,2202870.733416348,3174838.3303424697,17892089.465971086,3181312.2160467044,3219146.797981928,4076529.5220960733
NP-42,13520978.016253507,1360608.7659748257,1347465.9110297512,3009589.806835696,1378679.6583456194,1379523.6190438578,2652259.0134156984,3026182.726387546,13208421.465967827,3026408.946363635,3037974.8216676656,1369790.0349914555
NP-43,1544321.5989035305,1198524.736370107,331267.7544556957,1790396.0696503231,345393.903779052,334142.76709156187,331736.91665055475,1791669.0356441864,8912710.827795146,1781003.5867988833,1808531.4127711575,342104.84957104863
NP-44,16733394.782059133,708244.0745766817,1209832.680022303,147127.12891466502,1238887.824025873,1236034.6569487478,3342021.1909911567,153608.95948399627,4317050.071262127,149572.69889839212,147513.33735374504,1232410.1748115355
NP-45,3955283.597470884,1526092.7095666183,13247511.788723057,1633852.5276120494,13392265.542852607,13427600.775739249,806158.8910552314,1634737.5110802024,26016959.03702412,1648807.9993535872,1639262.8216656023,13424553.92947079
NP-47,3059.1412558868037,58135.06973402859,4974.426176063084,31956.83863311825,4809.740771445379,4105.227661456527,652.9798152514835,26832.986263924508,1118654.4504370496,28881.882569616493,30356.119242763136,4027.612203749876
NP-49,231351.91537050754,231255.37739727335,2407970.013584552,4002866.985312587,2436464.0977703067,2426134.9570720284,50545.690866337405,4043640.819531945,1187300.3038517535,4037997.4321103743,4036561.6119919904,2433737.55731607
NP-5,226434.4549826851,1783748.5438972097,1261268.704759379,2149972.0032621026,1275558.1978724475,1309303.9956612743,49741.48125494427,2152555.95223986,1812659.96402347,2169525.08857185,2160956.2791636526,1281060.5791658112
NP-51,14763.310824758484,35167.29026005518,1309.2466682010895,2177.5405348140034,1246.1012814720152,1320.1296564500794,3053.7734148610352,2064.3970651711716,6387.379291513049,2769.589895539539,2334.8448764865416,2155.67154777515
NP-52,36632.567658123786,148969.68398817253,3387.1724749887226,6225.47955754607,4652.878772087903,3197.971367355278,6550.717079683483,6037.92764734232,268091.77102398843,5603.622632456712,6382.913474197972,3769.388970295623
NP-53,82652.13498714,22174.859988334272,4325.835471558365,5258.656493561594,5089.70871450691,4956.150697460174,15958.663503719565,5864.644171980239,389862.8021278916,6630.437052704785,6160.619510836486,4691.729473365227
NP-54,1341003.5430814398,115560.19626951698,21709750.96901061,27750899.51415032,22005238.789681487,21971904.556484304,278893.97013869125,27806603.74483718,201768.54646088716,27864117.008594938,27894025.250234567,22008061.38994892
NP-55,14828845.439311486,10577993.491238337,54785334.88311167,56945467.62173198,55548925.80771832,55532612.83398686,2961836.830424853,56994563.00273298,20203308.697467383,57240699.95700293,57274470.44226713,55464664.66994385
NP-56,19304.193789442732,680942.4816663545,109813.63632391213,67276.9432568561,111337.26290517101,117741.95429553691,3829.3626619302154,72679.0052934647,510353.3070908644,70131.46319122361,63496.78725111642,114105.67438065821
NP-57,92733.83348810268,140819.59911219752,15432.488023427244,17508.946942851155,14311.695763624466,14971.99816479247,18972.5280689201,18587.01806924193,255899.8917789295,17462.217000394434,17397.757233656233,16295.07513015837
NP-58,85046.94656972119,75438.97852644991,10793.358781392759,15498.05728664527,11359.495362247955,10966.691947450268,14777.941097079987,14530.107178690321,807590.2944390354,17381.75252941929,15834.791395761918,10541.34075501783
NP-59,106527.48712256864,110077.2495371126,3497805.3419776754,1215904.506957629,3546835.5990599208,3555395.0942095923,22204.559925880436,1209943.2094466335,125934.53756838525,1222765.5324732568,1208167.3485280045,3562643.5736017013
NP-6,286679.9748893665,402077.8025277904,140382.2558685519,300112.3799855045,146130.98566969627,149183.43293878526,60396.33430932773,302878.64833481563,761796.3640578403,305662.85962280043,296901.5221776202,147330.18188519203
NP-60,90700.86006604628,125454.32111145512,45815.8518243722,53357.828361932116,44547.693250161064,46387.88086239323,17788.889151755393,60201.3170976283,114944.52121034899,54438.45915945203,55842.34561407421,43953.97846905074
NP-63,2497.149615152081,15098.1338124414,562.2631144172669,182.2385553335227,595.4919515515876,555.1283403785098,553.1399130399665,124.02540888822331,186230.49301827184,175.12299222107265,405.97199424494926,432.85405300780076
NP-64,4876.119172772215,8582.302738521137,941.2554891408895,427.0322627623911,648.50860738913,797.3750480285594,1056.3650386304957,647.2869944889271,187476.23235588902,677.3598417622254,632.9307869615291,536.789919606569
NP-65,606.7453030169415,2652.890909991029,100.43485788269292,691.1536642951265,76.80295870780444,167.98280525027636,66.96336996336997,1071.2520648406257,15105.617467795299,496.8906496606777,507.23466750640284,199.65322636300897
NP-68,4210139.023482085,7187039.986164604,1230116.6137458014,1472129.1391540118,1250968.3089277453,1252370.3859199577,865069.0321936206,1489035.5596657582,28974180.336741053,1478410.265398662,1492506.426150839,1246368.3222596243
NP-69,523789.3250525807,504820.50281417446,263580.26275846106,1146213.7994151078,265434.2773371334,263736.0917398383,106349.85960202107,1175147.238048535,393444.4253817734,1177872.550093183,1146286.9645929402,273232.43608366203
NP-7,509812.5836263299,124743.83847507642,143705.33179688486,91348.14663135426,145428.32759118086,149893.76729708817,106082.78823287814,91343.2185560426,728560.6161874109,88063.60933591663,92839.88892461959,144802.43076500285
NP-72,292562.4365429467,5707563.102982759,1601952.6867570179,1596692.0079234142,1628485.5543140627,1625969.001884013,61978.07338316724,1595301.34664322,2424722.4833141495,1616028.4520623435,1595322.5369169794,1621350.8335292235
NP-73,1708.1756562716027,3666.8412548313495,1025.7546207877535,556.9880864752108,1536.702187317931,1303.7689394088984,161.7460858487014,362.8085318993916,50666.057981601974,672.7490254344906,313.3695297369087,1747.6001625993724
NP-75,558981.5771213241,14534.023431932987,3585.9237016809957,3234.9301309215334,3743.8150404130038,3718.4698164294027,119998.42127919133,3917.703389677635,717001.7237028998,3476.4699913270088,4133.872018544366,3548.839667175815
NP-77,20038.41287320225,8969.293147538156,1194483.9697497787,2148073.104793829,1205554.0308993985,1186687.566612687,3477.954795766649,2139546.0728887743,20490.04774705891,2162734.856918266,2143649.84547559,1182856.4330921879
NP-79,857255.1735432216,26767.53555048016,138257.8258146953,211804.6058207309,139352.7199046681,143802.45048977842,176285.54329263853,210109.35670265512,65171.635874650325,213159.28034385695,215571.5920982667,142034.02198493513
NP-8,1766328.0081095707,34348.30619391795,56900.621453484215,34926.70478450633,57845.076230781786,57602.05344490435,338514.22058596043,35660.49555073758,181937.9432434792,33996.320282087494,34148.63172176532,58995.92695083006
NP-80,681763.1344282277,138276.16499706343,221474.67060613848,297743.3192217942,223552.53145238862,219297.67153359493,140627.96484317584,297483.780363979,212987.97190399177,296694.3649332462,292208.5101843119,232091.3558024804
