bin,ERR598989,ERR598997,ERR599030,ERR599052,ERR599118,ERR599142,ERR598942,ERR598952,ERR598987,ERR598995,ERR599065,ERR599070,ERR599087,ERR599099,ERR599108,ERR599147,ERR598971,ERR598980,ERR599004,ERR599015,ERR599051,ERR599060,ERR599067,ERR599076,ERR599115,ERR599127,ERR599152,ERR599175,SRR3961906,SRR3961935,SRR3961936,SRR3962293,SRR3962508,SRR3962771,SRR3965585,SRR3965586,SRR3967905,SRR3968062,SRR3968063,SRR3968770,SRR3968777
NP-13,0.01896686247062042,0.0,0.012922728254807019,0.01429763219364897,0.003850983822144172,0.00738135089422552,0.013317294215707197,0.0,0.020475141720057276,0.011985285591195261,0.0023636191512078466,0.030822140377463874,0.013628747696840532,0.005353686994414094,0.010523902211523915,0.01412697553667489,0.0062590613197116745,0.01277258884881665,0.015060188291509301,0.01177752916440072,0.016534182919229604,0.017988963621180503,0.007849577549014757,0.006030601536082418,0.016273086337997015,0.020422372305944483,0.015432327295736025,0.013635658010931513,0.01778999466750159,0.01778797365227187,0.01824641560123434,0.017893504916296515,0.01615827227313076,0.01840708457972468,0.009283835434529585,0.014047451999161362,0.0,0.004158650207961101,0.009751326180635645,0.0,0.0
NP-133,0.028652324207704093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025423855997681353,0.0,0.0570554671780809,0.02503731952444229,0.0,0.024791488042090287,0.0,0.0257045830797038,0.014834864304423311,0.0016205474207922786,0.024394735758090313,0.025236291099010988,0.025287954833117566,0.02605543255506404,0.013716774109664528,0.025519202266115818,0.006294569174809974,0.025386847275509467,0.024767661499718107,0.026824664249605362,0.003691896125430348,0.0,0.0,0.010701252498623446,0.0,0.0,0.0,0.0,7.782862940191992e-05,0.0,0.007776498999213296,0.0,0.0
NP-1391,0.03952044342676721,0.0037715458035048346,0.025165380885483753,0.020198254367191543,0.0114227599867332,0.03148950197821574,0.019416085028416973,0.02211222503175215,0.004510602357376402,0.005565236699100292,0.03414604940738769,0.0,0.0019923745461300933,0.005504938543563258,0.015451410983397038,0.008554741370939468,0.0063401560965688575,0.059213091422783845,0.006883818635932135,0.0,0.003662261534798475,0.0,0.0,0.0,0.015825087596240583,0.0,0.0,0.0,0.0,0.0,0.0,0.09110379313514803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11760460874965258,0.0
NP-1395,0.0024406425503296697,0.001374296386972301,0.009616250933787082,0.008972798496893485,0.00289993847563845,0.0012105265670159298,0.008813605391358175,0.011215346877401734,0.0,0.004804897826957842,0.002376834179700901,0.0,0.007493721536147158,0.0,0.002359182754173204,0.0,0.0,0.0012504404741971718,0.00038593869486160836,0.0,0.0057018101657186964,0.0,0.0,0.0,0.0025938336302237753,0.0,0.0,0.006685349624886511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21655482520671362,0.0,0.0,0.0,0.0,0.0
NP-140,0.03524850539184452,0.0333952271154755,0.034440497991890966,0.03229856303522475,0.0341452331356249,0.035468312659947064,0.03312224035728803,0.03876375452445754,0.03370995529089485,0.03237902651761128,0.034168072477467566,0.0342428242625019,0.03295149649663197,0.03789272335050245,0.03324783505328761,0.03249734683413614,0.03421988857653675,0.02970357736910072,0.03417865747998123,0.032790173796001125,0.035531367789691716,0.03319971251960059,0.03797904535219846,0.03403102985773658,0.03091693726939623,0.03236447141977731,0.03265194145466245,0.03282865435849446,0.03097649126306826,0.03852373716015482,0.015109245635919887,0.03030719713325319,0.026567651404172478,0.014845890495447293,0.023447600308764836,0.027143750136709277,0.012191234346568984,0.0300782038206972,0.025562037930748703,0.0,0.023404290292603422
NP-1444,0.00215006419500992,0.005873827615295962,0.005475393715545881,0.013652137173064226,0.007012480272453445,0.0044176210759754074,0.013528538192437486,0.0,0.0,0.0,0.005023859283667911,0.0,0.0,0.0,0.0030796605662900224,0.0,0.0,0.05931746117157812,0.0,0.0,0.0,0.0,0.0,0.0,0.017063854381312273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1820859002647888,0.0
NP-1472,0.018792837862047617,0.018574767970618727,0.02004827881322155,0.01427687724785662,0.019553386726805504,0.02895745969801396,0.023004824443671218,0.01747711482721279,0.042976592367725365,0.10697763184938887,0.017207100116366315,0.0,0.031170042591263814,0.0,0.017044626722403585,0.0489105437239479,0.010798837382498332,0.0,0.0,0.025930236228507018,0.0,0.0,0.022591978071122037,0.0,0.01895421365285763,0.052975860703996513,0.0,0.0,0.0,0.0,0.28391995734455033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-15,0.03565454953404376,0.03321450431517386,0.03335685609730852,0.017172277994452277,0.0309263811038611,0.018919830700206242,0.03573479746585813,0.03485636057589149,0.036008726012196866,0.03214318220256283,0.03692296849791872,0.03552336455171344,0.029594174606742928,0.034501186116587514,0.03416913657849245,0.03530329671869734,0.02187235094903438,0.018874527724108258,0.02976935185883858,0.03499425592377998,0.02961867849744623,0.028771296652261982,0.021411657202025553,0.03488880324689893,0.03154615721339219,0.034786668588251336,0.03463416317222913,0.027167883465915456,0.024774184847808776,0.028758691280502416,0.029193243864492215,0.03138285860033098,0.026674680862584364,0.029733235117129206,0.02819058755801566,0.02063269660867048,0.015088842741617285,0.030365733067376017,0.02683343828750417,0.02297274461588062,0.020909511580465622
NP-150,0.03775259123261976,0.0,0.0,0.004636345957369007,0.032602445122684454,0.02062091727335725,0.004713002384804019,0.0,0.014642248926652283,0.016571043182887733,0.009194898913869697,0.015553244448710016,0.004827063185343129,0.01573557210199616,0.007061237623675779,0.015393650492184706,0.013238560749124793,0.011205942710787007,0.01137512775985203,0.011453871957855114,0.011652340497000965,0.01140569795443299,0.012720937057124243,0.011997732218066574,0.010871294239087392,0.011757690105053367,0.011410448363287182,0.010249411090374578,0.010811370797872297,0.006423700078548913,0.009359629714116099,0.012443673959792019,0.03099373343528715,0.021340620652879196,0.020567239827875183,0.009232206050956523,0.01935993591176492,0.01414800759805513,0.01413845968957811,0.009201991284598464,0.006930088948578792
NP-151,0.018530444614233255,0.014452567264401632,0.018318642026024633,0.02004702362155147,0.020766903516239568,0.02057285240276552,0.020449171701918317,0.02283677263561018,0.017288091487973813,0.017034930620577794,0.018631765625572068,0.017301644581931445,0.017797946049580654,0.016301859110298134,0.014948967503882681,0.017772557518679576,0.017687408082487997,0.01763071310827511,0.018905646727393734,0.01796999146449314,0.019102023941256138,0.017665033211776083,0.017265117383852772,0.01864587046011564,0.018079456303803344,0.018587280260053716,0.01900454583512046,0.01816899103652858,0.020847269142516903,0.008995773285989783,0.023473540690659506,0.010247726112721485,0.020272902432680928,0.0,0.020199045144881248,0.01853518441274119,0.008429311349193468,0.014698715108375204,0.01523687257742617,0.00724028175434513,0.028965738795331417
NP-1521,0.006478115089446573,0.007392727429873058,0.003292923050471472,0.0,0.008371931558470394,0.001715961178830814,0.0006657060411835537,0.005160393869344018,0.026377496345403158,5.3350683437453815e-05,0.006757607044051569,0.0,0.005104984515288382,0.00933704114126747,0.006690251031463913,0.0,0.005812442936543974,0.0,0.015473526907395053,0.003327706980083434,0.014603672545089742,0.0,0.007613555440497784,0.00406267003020413,0.0005726994832214681,0.005275481687291725,0.003760231821562509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-156,0.010131107635849757,0.013295753947459762,0.015621768496902142,0.016211868762372742,0.014161418322386692,0.014768595720743823,0.020014653557646752,0.01181439575701606,0.009215648831470467,0.015259570342596436,0.016984782244446595,0.013976753513150697,0.015753054228881506,0.011327411424549232,0.015294654668751219,0.010696178457312201,0.015531299805411949,0.01476392739203991,0.015527299940983948,0.017137713750341683,0.01646855500240404,0.016087279817436382,0.016979195103290958,0.016609748736277734,0.016274057027808025,0.01404355547642677,0.01818167176723932,0.015623481949505174,0.018241322294158688,0.014605676677933714,0.01562728719712897,0.01578195849198319,0.014931027043450344,0.014165907107490291,0.015623560584497584,0.012700586066223638,0.011272161150023502,0.014045922846280213,0.017022764713689652,0.013524188402516677,0.020323222643238374
NP-16,0.0089446307773839,0.0,0.012806371554172807,0.0179222526164401,0.030003197283951268,0.023103478647529263,0.0184364464790428,0.0,0.019636652494256446,0.0157500593277393,0.0,0.011163171990358607,0.018521517446141826,0.006705359524556725,0.06627075703734273,0.0018028701570485,0.01123659154337936,0.015928127932401545,0.017465747861107238,0.01841946787551626,0.016230917580994243,0.016716811821150517,0.005666525709436781,0.018263322453620532,0.017259178401824133,0.016590050645156066,0.012787399073708107,0.015434488559228906,0.0,0.016384320231086193,0.010615743042353165,0.011069695749064605,0.0,0.0,0.021019589200771276,0.01133048699031137,0.0,0.017673021964471243,0.0,0.0,0.0
NP-17,0.017474973327199037,0.01533950355079823,0.020014429091631817,0.043674534341971334,0.015558438879597914,0.04585092444645804,0.04135682277635581,0.02374201091510773,0.03487420826342147,0.03687864144249016,0.00968484849842164,0.05309451430856729,0.006483459627542976,0.05092437790101375,0.0108443076611786,0.0738859874357043,0.005809354106877529,0.03093383056614536,0.0,0.0099297366772866,0.005645752800120653,0.00571561119098656,0.003707866024299557,0.004437559141301185,0.042304975830372765,0.0,0.0006616119867001597,0.0,0.08447911733799704,0.0,0.0,0.0,0.1228927575702925,0.0,0.009504584888026569,0.015659506241207127,0.0,0.0,0.0,0.0,0.0
NP-18,0.0014272149411043702,0.002412971203551509,0.004645702289584877,0.01058722972515879,0.0017012840352963127,0.0,0.008037351753852989,0.0,0.0,0.0004978526798387591,0.000653053352835931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009053358673872913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-2,0.029227053219057473,0.0,0.03979078578697012,0.05570974317013563,0.0010188082840155775,0.058325130888864235,0.04156367973496869,0.0,0.04954924568893417,0.046663888876327685,0.0,0.05859976906042373,0.051808063325965506,0.05236188709301644,0.0,0.05300527866383622,0.00035789816392024456,0.0480603959958917,0.05148505669812897,0.041881525698128884,0.05444179078541026,0.050300977901002755,0.0,0.03998920273426183,0.053113373385223456,0.039375315954144605,0.04432277620439482,0.05062322562393337,0.04538262079664974,0.04667925429082074,0.026359200530570722,0.043137959359121215,0.06647857602851716,0.016824112763330977,0.050181727709312826,0.03831517885480035,0.0,0.0011931970614441523,0.00023035495874590086,0.0003870363780906308,0.0
NP-20,0.0,0.0,0.0012804077384467429,0.0,0.0,0.0,0.005932652802517351,0.0,0.013500107953199869,0.010106498929096546,0.0,0.013125754133764789,0.012291022227403916,0.012545441068223383,0.0,0.012409328769102073,0.012808133928358554,0.005867010318488038,0.01351523537274592,0.0,0.014003717666297018,0.007779116753186136,0.012869086871931725,0.00956743978690917,0.014555651380435044,0.006260074961261246,0.0028173914824198144,0.006492279746079693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714779077694069,0.0,0.01394043651127211,0.0,0.0,0.0
NP-21,0.0,0.0,0.0,0.001564586372853007,0.0,0.0,0.0038729772449723776,0.0,0.011981772918038489,0.0,0.0,0.011646171309107535,0.0,0.012252162289286104,0.0,0.012241719992265887,0.006125184732721001,0.001989615183403325,0.011939069890529027,0.01389292285121564,0.012656789195578494,0.013009857468262151,0.005705590656122513,0.01434760513324849,0.0024764064177937597,0.013254515038115538,0.01382005382263234,0.01262657016584754,0.007675238181815299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-22,0.03704624155690979,0.021734409099262948,0.05665923535728604,0.02178129778099517,0.03486070898161535,0.025041122907506465,0.019456758908862712,0.03226546492300745,0.02494205730955757,0.016057856025408757,0.03436014750095666,0.025145677764184485,0.01647896383316535,0.02469579391427866,0.029059767436702934,0.025690514370737928,0.02921969173382914,0.029275303754676282,0.026953369876634162,0.02697730702849646,0.0263592556965468,0.02601985766170206,0.028862451760968202,0.025814895984951656,0.02852740201892607,0.02717792163446192,0.02539992053561473,0.025560176830890593,0.029275470324358132,0.025408896061223717,0.02460280715235982,0.027812890515465823,0.026560350192921675,0.02862765719271673,0.024200957497126276,0.025359029449308044,0.023404896156279845,0.025677418728433463,0.026326343319126783,0.020981152990828603,0.030612092219196748
NP-23,0.0068356699671583065,0.0,0.041924330764894414,0.0010292802927507228,0.013062501158042895,0.0002655240207070183,0.04577803376496995,0.019487849731568675,0.04926125252378593,0.03326356699139292,0.038316191104432504,0.04676964351083003,0.014200628283247231,0.05029535747936139,0.010346774144573112,0.05557469340578437,0.08119437637052705,0.10367532807135284,0.04285610522321223,0.04908616615539228,0.047138044455601436,0.06371875813825605,0.08267258521823662,0.04947021671031879,0.06044032834886094,0.05048074159203909,0.05014820168205781,0.05571509902612166,0.013050279920222355,0.023413029488401915,0.025429866203695497,0.01984059247539022,0.0,0.029415146280730407,0.1540359099576206,0.0,0.0,0.11162556558617776,0.0,0.0,0.0
