bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count,Trans_abun
MED-615,ERR315858,SRF,0.04727777235079742,23.0,0.0,8.0,,,,,0.0
MED-615,ERR315863,SRF,0.0449198426083607,240.0,0.0380020735135621,31.0,0.0048328141728456704,5.0,,,0.0
MED-615,ERR594288,SRF,0.0797191232818228,866.0,0.03079182078270997,46.0,0.06427175299256913,20.0,,,0.0
MED-615,ERR594317,SRF,0.0405321275624678,81.0,0.04020751208261101,11.0,0.08976114735830575,4.0,,,0.0
MED-615,ERR599043,SRF,0.09868462290861243,1382.0,0.046064207734007434,59.0,0.08468372340303043,29.0,,,0.0
MED-616,ERR315856,DCM,0.07835596230845755,875.0,0.05818997274306325,39.0,0.08290592913938026,12.0,,,0.0
MED-616,ERR315857,SRF,0.30470738348361176,2073.0,0.22462951244326668,66.0,0.34344103174281165,31.0,,,0.0
MED-616,ERR594288,SRF,0.1250939204443526,1892.0,0.07854203205679815,58.0,0.15836271283561112,28.0,,,0.0
MED-616,ERR594317,SRF,0.11283986976150766,1382.0,0.07328848636403408,32.0,0.1946898572037729,25.0,,,0.0
MED-616,ERR599043,SRF,0.12712517810138443,1686.0,0.09632423722177974,47.0,0.14750876715542288,27.0,,,0.0
MED-617,ERR315857,SRF,0.06782669623124013,950.0,0.06913681913263013,55.0,0.04716840280401066,17.0,,,0.0
MED-617,ERR594288,SRF,0.0715930236387036,1203.0,0.05333856750712287,61.0,0.05326788433532004,22.0,,,0.0
MED-617,ERR594317,SRF,0.05642165923456931,698.0,0.021953329196999095,40.0,0.07824913750434018,11.0,,,0.0
MED-617,ERR594329,DCM,0.06794578282239325,714.0,0.049497495604774455,24.0,0.117146931407396,13.0,,,0.0
MED-617,ERR599043,SRF,0.08868865575047787,1446.0,0.05830911708816699,73.0,0.06781346280407469,28.0,,,0.0
MED-619,ERR315857,SRF,0.4575603961904946,1257.0,0.4937279858985347,44.0,0.41388178896315675,24.0,,,0.0
MED-619,ERR594288,SRF,0.15531734012387372,788.0,0.11577726465646015,19.0,0.1919933431854953,16.0,,,0.0
MED-620,ERR599043,SRF,0.13136969798610856,1021.0,0.07443930225852546,11.0,0.1763879742412377,16.0,,,0.0
MED-621,ERR315857,SRF,0.08871710823996108,413.0,0.06270371897237215,12.0,0.10507350913068188,5.0,0.2710664475602664,1.0,0.0018433084886325575
MED-621,ERR594288,SRF,0.1460102736923215,1273.0,0.09361270438643088,36.0,0.16221021189313278,21.0,,,0.00018895678401100257
MED-621,ERR594317,SRF,0.11934113091468085,732.0,0.14093162960261646,16.0,0.14891546803336256,15.0,,,0.0002330117663243481
MED-622,ERR315857,SRF,0.3722559456274601,319.0,0.37043188116548925,8.0,0.4072894889068119,5.0,,,0.0
MED-622,ERR594288,SRF,0.13706127729575485,719.0,0.10766563467492216,17.0,0.17102137767220532,13.0,,,0.0
MED-623,ERR315856,DCM,0.04356205284158775,174.0,0.028795056745386974,25.0,,,,,0.0
MED-623,ERR315857,SRF,0.5315357610478252,911.0,0.12092490842490862,37.0,0.9497549272182952,11.0,,,0.0
MED-623,ERR315863,SRF,0.04949909359789145,23.0,0.024576702574169076,6.0,,,,,0.0
MED-623,ERR594288,SRF,0.06674708181345611,121.0,0.048533137536876186,23.0,,,,,0.0
MED-623,ERR594317,SRF,0.07317902042662136,48.0,0.04469319161043431,8.0,,,,,0.0
MED-626,ERR315857,SRF,0.32215409367631004,115.0,0.4670838729013471,8.0,1.0373327738157176,2.0,,,0.0
MED-626,ERR315858,SRF,0.11451694093882142,1155.0,0.04666133667000826,60.0,0.07994895367429476,17.0,,,0.0
MED-626,ERR315859,DCM,0.09404565758145324,329.0,0.10006560266322737,13.0,0.12835978332975612,10.0,,,0.0
MED-626,ERR315860,DCM,0.09661602049434248,279.0,0.09063306906574987,6.0,0.08821083000520728,4.0,,,0.0
MED-626,ERR315861,SRF,0.11034562816109433,1164.0,0.051027149151784364,59.0,0.14728522714774295,18.0,,,0.0
MED-626,ERR315862,SRF,0.12964141375723748,402.0,0.09201117318435786,9.0,0.061768697241700046,8.0,,,0.0
MED-626,ERR315863,SRF,0.11888709809580958,1173.0,0.05926734679345087,63.0,0.11007438393780081,18.0,,,0.0
MED-626,ERR594288,SRF,0.1254991940717909,1180.0,0.05379817006414707,57.0,0.12115180375270207,18.0,,,0.0
MED-626,ERR594317,SRF,0.11926073417352853,816.0,0.03790579776587151,26.0,0.12054419172877702,13.0,,,0.0
MED-626,ERR598951,SRF,0.10577593036017179,1062.0,0.052713761398513005,49.0,0.1499263045727519,18.0,,,0.0
MED-626,ERR599043,SRF,0.1118593716771413,1234.0,0.048084366351390406,67.0,0.12240045557054476,21.0,,,0.0
MED-630,ERR315856,DCM,0.09162043655807278,812.0,0.06067618261837244,50.0,0.11135718710851825,10.0,,,0.0
MED-630,ERR315858,SRF,0.05429145136917818,190.0,0.023440311899845773,10.0,0.058369544396362126,2.0,,,0.0
MED-630,ERR315859,DCM,0.12798468908551616,1381.0,0.06427713643890803,62.0,0.1079489620179762,14.0,,,0.0
MED-630,ERR315860,DCM,0.12712617828874434,1374.0,0.07298041704073907,61.0,0.10873176148798826,14.0,,,0.0
MED-630,ERR315861,SRF,0.035764482654914484,185.0,0.08409794165781595,6.0,0.17484095255156615,3.0,,,0.0
MED-630,ERR318618,DCM,0.1335438208517161,1357.0,0.07135338672414437,61.0,0.10362913743540156,14.0,,,0.0
MED-630,ERR318620,DCM,0.13381914919750856,1365.0,0.0684573499349268,62.0,0.10867566001547771,14.0,,,0.0
MED-630,ERR594315,DCM,0.14863553650563527,1377.0,0.08696025963418963,62.0,0.11403459754326799,14.0,,,0.0
MED-630,ERR594329,DCM,0.12543076796697072,1376.0,0.06832905493163867,61.0,0.10691953129635345,14.0,,,0.0
MED-630,ERR598951,SRF,0.10681298992895841,968.0,0.062236435579965874,41.0,0.1137768527961973,13.0,,,0.0
MED-630,ERR598993,SRF,0.12537813799245406,1376.0,0.06343399505227679,62.0,0.09954120041669559,14.0,,,0.0
MED-630,ERR599043,SRF,0.1267279315156878,1378.0,0.06818933147893362,61.0,0.10415444896605353,14.0,,,0.0
MED-630,ERR599073,DCM,0.12440706518487962,1286.0,0.05200182861228539,60.0,0.10975229807383438,14.0,,,0.0
MED-630,ERR599092,DCM,0.1278178927327335,1375.0,0.06762282227069417,61.0,0.10857371298072781,14.0,,,0.0
MED-630,ERR599094,DCM,0.12818324994090444,1375.0,0.062459243453221375,61.0,0.10844393976381766,14.0,,,0.0
MED-630,ERR599140,SRF,0.11167277265147584,1111.0,0.06407325266595079,51.0,0.09163804068824344,13.0,,,0.0
MED-630,ERR599153,DCM,0.13136677398330893,1380.0,0.07049405970442381,61.0,0.10842168594541128,14.0,,,0.0
MED-632,ERR594329,DCM,0.09543726056906214,527.0,0.040712533093204405,7.0,0.13048973488130142,9.0,,,0.0
MED-632,ERR599094,DCM,0.1035938755656842,1754.0,0.06864865974737586,29.0,0.10739947624556803,29.0,,,0.0
MED-633,ERR594358,SRF,0.045077415329050165,2831.0,0.03808663520904977,64.0,0.05568461180829129,60.0,0.1110856706671186,1.0,0.002770197293685525
MED-633,ERR594375,DCM,0.03241308955037812,1381.0,0.022174422190860077,24.0,0.05190502221149898,41.0,0.06106379903213125,5.0,0.005143187817210933
MED-633,ERR594396,SRF,0.02117464750909337,955.0,0.03478799836502048,8.0,0.015240915571396205,30.0,0.2951206153998246,1.0,0.0041235622399849155
MED-637,ERR598993,SRF,0.12544998064198748,1002.0,0.11913109121117982,16.0,0.1177933370416146,13.0,,,0.0
MED-637,ERR599092,DCM,0.1299006561187718,804.0,0.17096693738606017,10.0,0.13871828123330782,11.0,,,0.0
MED-641,ERR594329,DCM,0.05264307384172553,338.0,0.04363481057479,20.0,0.0035830318156809047,3.0,,,0.0
MED-641,ERR599094,DCM,0.06793385919570538,637.0,0.03233801708345163,29.0,0.0739755455499809,13.0,,,0.0
MED-645,ERR594329,DCM,0.0796927976816744,508.0,0.055121363560605985,16.0,0.07507802942638228,9.0,,,0.0
MED-648,ERR315862,SRF,0.09610943656404342,238.0,0.07772901662380999,14.0,0.20134340174967325,4.0,,,0.0
MED-648,ERR594288,SRF,0.09323335312905492,1074.0,0.05524184877577298,21.0,0.10059873194852459,16.0,,,0.0
MED-648,ERR594329,DCM,0.0616948728654005,630.0,0.07105645473875916,17.0,0.09123174691112386,11.0,,,0.0
MED-648,ERR598993,SRF,0.08835074947425363,1127.0,0.06649324999710413,28.0,0.07227391455137093,17.0,,,0.0
MED-648,ERR599092,DCM,0.09309180377351588,1339.0,0.0760129547206898,36.0,0.07527258858535196,19.0,,,0.0
MED-649,ERR315856,DCM,0.032889799969623434,71.0,0.032889799969623434,13.0,,,,,0.0
MED-649,ERR315857,SRF,0.12958515245450533,1238.0,0.08135512209722011,78.0,0.16297233357362495,20.0,,,0.0
MED-649,ERR315862,SRF,0.1451132677382047,244.0,0.1050165562228817,6.0,0.09370015948963337,5.0,,,0.0
MED-649,ERR315863,SRF,0.05495276206815557,102.0,0.016806822748124724,7.0,0.0022386098037282766,1.0,,,0.0
MED-649,ERR318618,DCM,0.12551568646458344,644.0,0.059177940828538965,39.0,0.13436927160231532,10.0,,,0.0
MED-649,ERR318620,DCM,0.12927584908935413,644.0,0.062156155617624685,39.0,0.14593108158517087,10.0,,,0.0
MED-649,ERR594288,SRF,0.13564473519701087,1207.0,0.08779646901067487,66.0,0.1470249183430049,19.0,,,0.0
MED-649,ERR594316,SRF,0.12311884822195937,716.0,0.06200000575097883,20.0,0.0729730145622002,8.0,,,0.0
MED-649,ERR594317,SRF,0.13116347219308366,1167.0,0.08119257715226974,56.0,0.15122556130355427,18.0,,,0.0
MED-649,ERR594329,DCM,0.04774687083171489,240.0,0.026634343179484963,47.0,0.03447494844704959,2.0,,,0.0
MED-649,ERR598993,SRF,0.05881472993478773,296.0,0.040864628714459034,37.0,0.047389559289465706,5.0,,,0.0
MED-649,ERR599073,DCM,0.03104380270471465,25.0,0.01698894218432791,5.0,,,,,0.0
MED-649,ERR599092,DCM,0.058007866908554875,301.0,0.037846868559184996,41.0,0.05294423877630565,5.0,,,0.0
MED-650,ERR315856,DCM,0.06011139264446537,316.0,0.05180792284100307,30.0,0.12373601874811233,3.0,,,0.0
MED-650,ERR315857,SRF,0.10343991998255068,392.0,0.10748631823226323,29.0,0.11487917127877223,5.0,,,0.0
MED-650,ERR315859,DCM,0.03462294964431356,96.0,0.024853836705707615,5.0,0.05708133090635727,2.0,,,0.0
MED-650,ERR315860,DCM,0.03001905116516637,112.0,0.02952219102210325,9.0,0.037459850329712614,2.0,,,0.0
MED-650,ERR315863,SRF,0.034010236109817814,137.0,0.017223220760667266,9.0,0.02002832026897112,3.0,,,0.0
MED-650,ERR318618,DCM,0.03345758700967174,210.0,0.02927033073461867,14.0,0.018543225820652532,3.0,,,0.0
MED-650,ERR318620,DCM,0.034800378904600617,173.0,0.03208582502343131,12.0,0.02848875497388848,2.0,,,0.0
MED-650,ERR594288,SRF,0.03597163747910212,417.0,0.03762903976076585,28.0,0.05672408439804168,5.0,,,0.0
MED-650,ERR594316,SRF,0.02356974023189238,96.0,0.030609645483858132,7.0,0.014309932518604802,2.0,,,0.0
MED-650,ERR594317,SRF,0.03184299231447326,289.0,0.03808754011045413,19.0,0.01796730163425792,5.0,,,0.0
MED-650,ERR598951,SRF,0.02950203505154482,265.0,0.045506216731515114,15.0,0.02365225137987049,5.0,,,0.0
MED-650,ERR599043,SRF,0.04355587257204502,694.0,0.04046911666915467,39.0,0.046830252311154064,15.0,,,0.0
MED-650,ERR599094,DCM,0.01941869099623643,114.0,0.02398193598248962,10.0,0.018834734069495197,1.0,,,0.0
MED-651,ERR594288,SRF,0.15129869553121156,798.0,0.2467277041777585,19.0,0.11594272468875397,16.0,,,0.0
MED-651,ERR594317,SRF,0.1141975538257873,196.0,0.2257683238365684,5.0,0.08120106586732212,5.0,,,0.0
MED-654,ERR315857,SRF,0.15696893960387703,1500.0,0.1803375192034986,52.0,0.20622279492612505,35.0,,,0.0
MED-654,ERR315862,SRF,0.14142630958386634,773.0,0.12212601551260945,19.0,0.16738790962530092,16.0,,,0.0
MED-654,ERR315863,SRF,0.08082739703290714,520.0,0.08602297810166862,18.0,0.04294244592305687,11.0,,,0.0
MED-654,ERR594288,SRF,0.10438008881749092,1202.0,0.11203033289535669,42.0,0.1162020752664169,27.0,,,0.0
MED-654,ERR594317,SRF,0.10013753936420544,828.0,0.07671234886733125,24.0,0.11083180564310985,18.0,,,0.0
MED-655,ERR599092,DCM,0.10275946807014016,391.0,0.06032173321728913,6.0,0.04921297946116474,6.0,,,0.0
MED-657,ERR594288,SRF,0.11768039564892131,570.0,0.3023963864056496,5.0,0.1947888636699124,11.0,,,0.0
MED-668,ERR315856,DCM,0.672496323291201,2611.0,0.09968580746241383,36.0,0.7579763348012515,76.0,0.7946996423607401,17.0,0.01540971153690322
MED-668,ERR315857,SRF,0.06964007150228696,509.0,0.0864788526246054,29.0,0.12098040775069743,16.0,0.4069025602616091,8.0,0.03998898555660162
MED-668,ERR594288,SRF,0.0472586853325958,129.0,0.041956964643992845,18.0,0.15127266530123618,2.0,0.051998467547808895,5.0,0.05654091983822181
MED-668,ERR594329,DCM,0.03687537923127836,48.0,0.04496712600830671,7.0,,,0.06726102746109028,4.0,0.04247556129584201
MED-668,ERR594405,DCM,0.041917345093507086,264.0,0.042206742383174484,24.0,0.0854859470812699,11.0,0.10327752796157093,7.0,0.10272885482266103
MED-670,ERR315863,SRF,0.2010292351187596,975.0,0.11083704222760757,23.0,0.25555452675997914,10.0,,,0.0
MED-670,ERR594288,SRF,0.13438040066295504,388.0,0.11418570451906455,5.0,0.20527881657346386,6.0,,,0.0
MED-670,ERR599043,SRF,0.16186132306716472,1005.0,0.11647131859345224,26.0,0.25723199608302705,13.0,,,0.0
MED-682,ERR315856,DCM,0.046854964767534486,219.0,0.01704011836436958,19.0,0.06695221633571077,2.0,,,0.0
MED-682,ERR315857,SRF,0.2415629594889261,2001.0,0.15540958905284613,62.0,0.23649360253192003,32.0,,,0.0
MED-682,ERR594329,DCM,0.04546938307307561,220.0,0.0034632655835087683,23.0,0.010982215401282044,1.0,,,0.0
MED-696,ERR315857,SRF,1.0358758541739563,724.0,0.5773204971633241,21.0,1.0070379958426594,10.0,,,0.0
MED-698,ERR315856,DCM,0.31408608048763365,1653.0,0.27612092909594244,36.0,0.33905392000746515,63.0,,,0.0002494177650191791
MED-702,ERR594352,DCM,0.022933753759770047,118.0,0.039192115053096346,30.0,0.004046177008661164,1.0,,,0.0
MED-702,ERR594358,SRF,0.04348203336826317,882.0,0.04915148450453137,57.0,0.014418413369073745,14.0,,,0.0
MED-702,ERR594375,DCM,0.04104974142799239,916.0,0.052289267912786375,54.0,0.010873859257658413,17.0,,,0.0
MED-702,ERR594396,SRF,0.03910800526888568,688.0,0.04370148777849443,52.0,0.012633139363223285,11.0,,,0.0
MED-703,ERR594329,DCM,0.13849716861906322,1173.0,0.10387545135565067,28.0,0.09496205351980697,21.0,,,0.0
MED-704,ERR594329,DCM,0.08219024180154746,280.0,0.05075941716321255,11.0,0.03884939371388884,4.0,,,0.0
MED-705,ERR594329,DCM,0.06735806870300567,890.0,0.03332575688272959,13.0,0.13283621752883892,13.0,,,0.0
MED-706,ERR315856,DCM,0.08546381677603593,883.0,0.05926784384878896,35.0,0.06076245169499268,10.0,,,0.0
MED-706,ERR594329,DCM,0.06621338594627457,349.0,0.02151663653457691,10.0,0.17055009396114645,5.0,,,0.0
MED-707,ERR594329,DCM,0.04211540159694582,340.0,0.05574480259240287,11.0,0.0724919024626916,2.0,,,0.0
MED-712,ERR594288,SRF,0.07978943324313882,191.0,0.12457003990934395,8.0,0.02831738126778028,5.0,,,0.0
MED-712,ERR598993,SRF,0.09795515258534893,447.0,0.06653391484340425,11.0,0.10466105982845461,6.0,,,0.0
MED-712,ERR599092,DCM,0.0955353589647322,507.0,0.21673184541628945,9.0,0.14450628350868439,8.0,,,0.0
MED-713,ERR598993,SRF,0.10851533387205797,410.0,0.1441308881267099,13.0,0.08199381165238111,5.0,,,0.0
MED-713,ERR599073,DCM,0.1052684072435433,200.0,0.5555168467578961,6.0,0.03913563363221947,2.0,,,0.0
MED-713,ERR599092,DCM,0.10704117689811293,442.0,0.2522683176422429,15.0,0.08400346712076283,5.0,,,0.0
MED-717,ERR315863,SRF,0.13716488761660828,1335.0,0.09143615373547155,48.0,0.09312166946299223,21.0,,,0.0
MED-717,ERR594288,SRF,0.10266703617075423,1320.0,0.061319391693134113,41.0,0.047343028090346156,20.0,,,0.0
MED-717,ERR594317,SRF,0.08513803630911075,443.0,0.04247771022438522,5.0,0.03347183566541214,6.0,,,0.0
MED-717,ERR599043,SRF,0.12352029598059468,1491.0,0.09036765174723363,52.0,0.05714456106110637,23.0,,,0.0
MED-718,ERR315857,SRF,0.06297211582965723,90.0,0.11125726770521431,20.0,,,,,0.0
MED-718,ERR315858,SRF,0.0657749889396158,27.0,0.14774654091465822,7.0,,,,,0.0
MED-718,ERR315859,DCM,0.057773567630922854,60.0,0.05868348707099562,10.0,,,,,0.0
MED-718,ERR315860,DCM,0.09856801402320103,52.0,0.08084916019091815,10.0,,,,,0.0
MED-718,ERR315861,SRF,0.07533446019628345,35.0,0.15245034520670328,9.0,,,,,0.0
MED-718,ERR315862,SRF,0.07817299046934023,163.0,0.0681415405451354,19.0,0.12289639386947837,2.0,,,0.0
MED-718,ERR315863,SRF,0.07978392443011427,95.0,0.09167364764617389,20.0,,,,,0.0
MED-718,ERR318618,DCM,0.07601489565843943,57.0,0.09047794454110787,8.0,,,,,0.0
MED-718,ERR318620,DCM,0.06947227788911146,61.0,0.11301169251053916,10.0,,,,,0.0
MED-718,ERR594288,SRF,0.07207462004054604,558.0,0.05903457527759367,52.0,0.06849554039729312,8.0,,,0.0
MED-718,ERR594317,SRF,0.0731734774287964,211.0,0.09614834232725697,27.0,0.16487002318341348,2.0,,,0.0
MED-718,ERR594329,DCM,0.05292864482690905,67.0,0.02375457145853412,7.0,,,,,0.0
MED-718,ERR598993,SRF,0.07203365697669951,352.0,0.05196794816016166,37.0,0.15928694081330802,2.0,,,0.0
MED-718,ERR599043,SRF,0.06493283037411711,108.0,0.09082864463639503,21.0,,,,,0.0
MED-718,ERR599092,DCM,0.07076823690127107,375.0,0.06703126836231267,39.0,0.12346172246773723,4.0,,,0.0
MED-728,ERR315856,DCM,1.6165082992440216,1836.0,1.6703721836630872,19.0,1.8708908192403009,61.0,2.1808400849205603,6.0,0.0035268742589929345
MED-729,ERR315862,SRF,0.08195570788430322,32.0,0.001988484634494849,5.0,,,,,0.0
MED-729,ERR599043,SRF,0.10223588986699583,569.0,0.07594392215030484,19.0,0.08740229961979784,10.0,,,0.0
MED-729,ERR599092,DCM,0.1098145593152968,433.0,0.016937841930586117,13.0,0.11908887162199573,6.0,,,0.0
MED-729,ERR599094,DCM,0.10650573271701988,1134.0,0.06346288474861062,50.0,0.10133013154183243,20.0,,,0.0
MED-730,ERR315857,SRF,1.0955124078493272,1329.0,0.8054763463983068,68.0,0.8573195046469948,22.0,,,0.0
MED-731,ERR315858,SRF,0.08824336924989667,557.0,0.08175526071938878,29.0,0.08504407569963598,6.0,,,0.0
MED-731,ERR315861,SRF,0.0919183052434468,547.0,0.0871638637855183,24.0,0.06034801184506501,7.0,,,0.0
MED-731,ERR598993,SRF,0.11553242348534798,795.0,0.12354751849635241,30.0,0.11586539530458503,10.0,,,0.0
MED-731,ERR599043,SRF,0.11120697436209057,786.0,0.10683314417887288,37.0,0.09393994219542252,11.0,,,0.0
MED-731,ERR599092,DCM,0.12418633977143095,804.0,0.10931785611906494,30.0,0.14628866297224286,12.0,,,0.0
MED-731,ERR599094,DCM,0.11416173305807886,386.0,0.10205806187815238,11.0,0.07002686356978088,6.0,,,0.0
MED-732,ERR315857,SRF,0.2754338493402394,1180.0,0.2323051326114792,49.0,0.18654042079292293,23.0,,,0.0
MED-732,ERR315862,SRF,0.13791267749728456,1220.0,0.08864857501392649,40.0,0.12867018519635737,22.0,,,0.0
MED-732,ERR315863,SRF,0.13053539502022538,1308.0,0.07819147796423118,64.0,0.1038684675215919,23.0,,,0.0
MED-732,ERR594288,SRF,0.13765483238464177,930.0,0.07513375491862011,29.0,0.06964050063551815,20.0,,,0.0
MED-732,ERR599043,SRF,0.1172311941907,1217.0,0.07168926876270795,46.0,0.08697606672167572,23.0,,,0.0
MED-734,ERR315857,SRF,0.31353782801644564,357.0,0.042343663668632035,7.0,0.060928885376102714,5.0,,,0.0
MED-735,ERR315857,SRF,0.0892232370996275,126.0,0.17146271072121105,5.0,0.06886018800268126,2.0,,,0.0
MED-735,ERR598993,SRF,0.09727440901475032,309.0,0.11022504279570733,9.0,0.10612527571601116,7.0,,,0.0
MED-738,ERR594329,DCM,0.03380192771678775,377.0,0.020706170176311132,11.0,0.03700639557173966,4.0,,,0.0
MED-739,ERR315857,SRF,0.3592152308929905,1101.0,0.309083089795627,58.0,0.2665066530902907,9.0,,,0.0
MED-739,ERR315862,SRF,0.19213475163771826,664.0,0.1605152641610537,22.0,0.11473434728421154,7.0,,,0.0
MED-739,ERR315863,SRF,0.16168924034453971,799.0,0.20597079437699775,33.0,0.11036089193931907,7.0,,,0.0
MED-739,ERR594288,SRF,0.15992712752133853,686.0,0.17889226546158077,26.0,0.14324235858586803,8.0,,,0.0
MED-739,ERR599043,SRF,0.10804848831865607,519.0,0.03874601223334296,38.0,0.10382075266038467,6.0,,,0.0
MED-740,ERR594315,DCM,0.07054795332114099,1107.0,0.04471621447869646,32.0,0.08239014171736052,15.0,,,0.0
MED-740,ERR594329,DCM,0.05601378295830088,1160.0,0.03247545984544624,33.0,0.063812817515654,15.0,,,0.0
MED-740,ERR598993,SRF,0.05555040168934433,403.0,0.04313687434321928,8.0,0.055238880630671346,6.0,,,0.0
MED-740,ERR599094,DCM,0.05542010335006792,1107.0,0.03156522347099071,30.0,0.06296813839905084,13.0,,,0.0
MED-740,ERR599153,DCM,0.05175110067087077,804.0,0.04027458286972957,21.0,0.03165827594251747,10.0,,,0.0
MED-741,ERR315862,SRF,0.15134423278568654,251.0,0.1234404037941709,6.0,0.28935823634211333,2.0,,,0.0
MED-741,ERR315863,SRF,0.11696420560030393,732.0,0.10062569309197292,14.0,0.16060230337272227,9.0,,,0.0
MED-741,ERR599043,SRF,0.1296183149361898,1028.0,0.054555007087975525,16.0,0.17389617708795274,13.0,,,0.0
MED-743,ERR598993,SRF,0.08500965067735809,144.0,0.20935365585601656,5.0,0.12881607936450026,2.0,,,0.0
MED-744,ERR599043,SRF,0.10974667568930516,1327.0,0.088121665496885,52.0,0.07998769715175663,19.0,,,0.0
MED-745,ERR315863,SRF,0.06435385949696534,689.0,0.05378659409200316,27.0,0.05893523958219253,14.0,,,0.0
MED-745,ERR594288,SRF,0.058622442397136834,500.0,0.03527172122955311,22.0,0.046180841029516966,9.0,,,0.0
MED-745,ERR598951,SRF,0.06398707784070247,713.0,0.05572914082394577,32.0,0.0715640809443516,15.0,,,0.0
MED-745,ERR599043,SRF,0.07899753720672655,2178.0,0.055905119331494925,47.0,0.08405864701793277,32.0,,,0.0
MED-745,ERR599094,DCM,0.06689756032568653,904.0,0.03388708857865181,29.0,0.07213690930728418,14.0,,,0.0
MED-746,ERR315862,SRF,0.12445299492007555,224.0,0.10919466706567073,5.0,0.20642772855444563,2.0,,,0.0
MED-746,ERR598993,SRF,0.1303033511736713,837.0,0.08691184697880269,27.0,0.18386100858572946,9.0,,,0.0
MED-746,ERR599092,DCM,0.12962064432652767,825.0,0.0766143624497719,27.0,0.16413994696417356,9.0,,,0.0
MED-747,ERR599043,SRF,0.1365553668916321,403.0,0.06781925568264678,7.0,0.10423579771757907,9.0,,,0.0
MED-748,ERR315856,DCM,0.06418015972947333,78.0,0.03827791079525852,7.0,0.12858599134278456,1.0,,,0.0
MED-748,ERR315857,SRF,0.08606612447079187,126.0,0.12135477504066156,11.0,0.24918919847765436,2.0,,,0.0
MED-748,ERR594288,SRF,0.029843242699834564,92.0,0.029362276526092444,7.0,0.27263113768605,1.0,,,0.0
MED-748,ERR599043,SRF,0.04474411764044768,351.0,0.05511098576607409,26.0,0.08267160202058349,9.0,,,0.0
MED-752,ERR315857,SRF,0.1571956072518103,2055.0,0.09591603432304757,52.0,0.3043312124505547,37.0,0.6256591949195416,3.0,0.004182034227104945
MED-752,ERR594288,SRF,0.04981508490277142,682.0,0.0679945054945065,7.0,0.014033665048956765,10.0,0.019939298194049247,1.0,0.004332815109561386
MED-754,ERR315863,SRF,0.07399436274693061,376.0,0.035006595066478234,10.0,0.03793184451529438,7.0,,,0.0
MED-754,ERR599043,SRF,0.08979796574516488,557.0,0.10717413270994332,10.0,0.08838701261552011,7.0,,,0.0
MED-759,ERR315857,SRF,0.7755649535950833,329.0,0.7673130871253931,9.0,1.1855105777702948,7.0,,,0.0
MED-762,ERR598993,SRF,0.11441599263198426,928.0,0.056176275632740094,27.0,0.14022414450465603,16.0,,,0.0
MED-762,ERR599092,DCM,0.11665568640570592,1066.0,0.08527527974373281,29.0,0.1623209213824926,21.0,,,0.0
MED-763,ERR315857,SRF,0.060346326934713146,76.0,0.0674908745916157,6.0,,,,,0.0
MED-763,ERR315862,SRF,0.10288130031066788,221.0,0.07745195012475886,6.0,0.04468167341341412,5.0,,,0.0
MED-763,ERR315863,SRF,0.048316586882091644,110.0,0.06903690290871263,9.0,0.14368704229596485,1.0,,,0.0
MED-763,ERR318618,DCM,0.08507415829827017,167.0,0.07796106060919258,8.0,0.18079442818643152,2.0,,,0.0
MED-763,ERR318620,DCM,0.08086561618589909,171.0,0.06632882427372881,7.0,0.18707802273753749,3.0,,,0.0
MED-763,ERR594288,SRF,0.09019466097652866,95.0,0.07618037150016876,6.0,0.2923990110665011,1.0,,,0.0
MED-763,ERR594317,SRF,0.07514916320748288,80.0,0.08169035154186183,6.0,,,,,0.0
MED-763,ERR594329,DCM,0.06745868674093776,170.0,0.04728523975780035,5.0,0.05860338607994882,6.0,,,0.0
MED-763,ERR598993,SRF,0.11138923767711073,1307.0,0.06449839892845327,36.0,0.11758556341917467,25.0,,,0.0
MED-763,ERR599073,DCM,0.082448672749849,51.0,0.049125118206750425,5.0,,,,,0.0
MED-763,ERR599092,DCM,0.09880609074667021,986.0,0.08213798834547663,29.0,0.1413171534767878,18.0,,,0.0
MED-766,ERR599043,SRF,0.13099067324677588,1122.0,0.16184889626034096,27.0,0.10914863081303997,16.0,,,0.0
MED-767,ERR315856,DCM,0.06477422927179981,121.0,0.07516534386057391,13.0,,,,,0.0
MED-767,ERR315857,SRF,0.10204327574510452,203.0,0.15402315614500015,21.0,,,,,0.0
MED-767,ERR594288,SRF,0.03287688946890961,127.0,0.0536230139795597,12.0,,,,,0.0
MED-767,ERR594317,SRF,0.02571100936816357,67.0,0.08629094221555507,5.0,,,,,0.0
MED-767,ERR598951,SRF,0.02628946545191684,127.0,0.016962986812329342,13.0,,,,,0.0
MED-767,ERR599043,SRF,0.09854623053633228,1478.0,0.052775866121661234,63.0,0.08331297005500024,23.0,,,0.0
MED-769,ERR315857,SRF,0.06333628259402285,119.0,0.06380163060127343,9.0,0.08646639607473446,1.0,,,0.0
MED-769,ERR315862,SRF,0.05925564132614948,236.0,0.06676661773749835,8.0,0.05401703431294356,6.0,,,0.0
MED-769,ERR315863,SRF,0.046837133494927366,143.0,0.06376757594925203,8.0,0.060543508147266695,2.0,,,0.0
MED-769,ERR318618,DCM,0.06175663378277271,371.0,0.0704422904145706,24.0,0.06181859460918729,8.0,,,0.0
