bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count,Trans_abun
ARS-27,ERR594290,MES,0.19482858997375946,836.0,0.19303003860498277,26.0,0.16770191134194473,14.0,,,0.00047691127971322676
ARS-27,ERR594345,MES,0.2452012277768023,1383.0,0.226942000413358,55.0,0.2141065179217358,21.0,0.3529030219253454,1.0,0.0005291905677676182
ARS-27,ERR599031,MES,0.1938436680328015,1215.0,0.2113442014613548,43.0,0.11662075800402355,18.0,0.04534647713711937,1.0,0.0005044136809688553
ARS-27,ERR599037,MES,0.19834493998206187,1379.0,0.1677240679520584,54.0,0.17031684408379444,22.0,0.0861191804918241,1.0,0.0006277155384894548
ARS-27,ERR599062,MES,0.2006096623769884,1441.0,0.1767121858909842,56.0,0.15268227554276084,23.0,0.09134079422364412,1.0,0.000561263100311418
ARS-27,ERR599109,MES,0.18824833056815227,1168.0,0.12210295686976452,44.0,0.13312534549465493,20.0,,,0.0004816794239814959
ARS-27,ERR599167,MES,0.2043623347925651,1370.0,0.1796891163087201,54.0,0.15427996853072806,20.0,0.09116606757892708,1.0,0.0006361129437156605
ARS-27,ERR599172,MES,0.18525818141631484,1186.0,0.18867370027416971,38.0,0.1343470377853408,18.0,0.054469377830562896,1.0,0.0005604388273472661
ARS-3,ERR594312,MES,1.3075068887371049,2066.0,1.1170704907256561,20.0,1.3645690511938375,55.0,0.7755503887988977,8.0,0.011764715068039049
ARS-34,ERR594345,MES,0.4913817099071477,664.0,0.1337502833772359,5.0,0.7037510505142901,16.0,0.34752437101239875,14.0,0.041101557302100536
ARS-34,ERR599062,MES,0.31215308884927095,1602.0,0.15929778476306,21.0,0.3297190379894548,35.0,0.35443439855929404,14.0,0.040484468006419784
ARS-38,ERR594312,MES,0.7329938973719581,497.0,0.22416976249877152,6.0,0.23299121216179286,11.0,0.06365963678762071,1.0,0.0039429010603006754
ARS-4,ERR594312,MES,0.09111511437059047,1101.0,0.062168353132360216,22.0,0.05520473344897833,22.0,,,0.0006048042515353322
ARS-42,ERR599082,DCM,0.08029768100623713,2083.0,0.03131191934992705,44.0,0.08336465136013227,43.0,,,0.0
ARS-42,ERR599145,DCM,0.08050930453856761,1478.0,0.011518827065816604,31.0,0.1265535012271256,30.0,,,0.0
ARS-46,ERR599037,MES,0.17184278526090813,838.0,0.17519189031588217,8.0,0.1303874512243101,14.0,0.1666047613192039,6.0,0.013188428124983087
ARS-46,ERR599062,MES,0.1549161104186709,831.0,0.112252668199704,7.0,0.1510367370919685,18.0,0.1823327386309639,6.0,0.01968939713611257
ARS-46,ERR599109,MES,0.13855079194175673,497.0,0.07275264678558094,5.0,0.10434856440938994,12.0,0.17356561859666064,6.0,0.011683510085115102
ARS-46,ERR599167,MES,0.17943875331165482,847.0,0.23751516826731894,6.0,0.13610371194577608,16.0,0.16256855298821107,5.0,0.011717731266644523
ARS-46,ERR599172,MES,0.13657200722237356,541.0,0.1911961790444041,6.0,0.1032909317557504,11.0,0.15600508401416696,5.0,0.01309830509924565
ARS-59,ERR599028,DCM,0.09457941144351398,399.0,0.08959629469719832,8.0,0.10604709943275878,4.0,,,0.0
ARS-7,ERR594345,MES,0.055563847108819085,65.0,0.1750422300127688,5.0,0.06307891569539609,2.0,0.04778202108154346,4.0,0.008469668379966828
ARS-70,ERR599062,MES,0.17794380797758735,1099.0,0.13076197005926374,13.0,0.16883846058927182,18.0,,,0.0001455922191766457
ARS-75,ERR599082,DCM,0.0697567290641873,229.0,0.01724791921904765,5.0,0.05365292331100236,3.0,,,0.0
ARS-77,ERR598966,SRF,0.07480034646921689,1140.0,0.03892683927713181,44.0,0.10091944168341797,12.0,,,0.0
ARS-77,ERR599028,DCM,0.10282068662517595,1332.0,0.062481052284140574,58.0,0.11179666882868866,13.0,,,0.0
ARS-77,ERR599082,DCM,0.04654313841791956,148.0,0.016442223926687146,6.0,,,,,0.0
ARS-77,ERR599102,SRF,0.08487288484330238,1114.0,0.045067084944008,41.0,0.06604225922858284,12.0,,,0.0
ARS-77,ERR599143,SRF,0.0952084978316884,1312.0,0.042101785802075006,58.0,0.08198281655369734,13.0,,,0.0
ARS-77,ERR599145,DCM,0.10245003794810223,1337.0,0.05099197733012012,58.0,0.08930037168253639,13.0,,,0.0
ARS-84,ERR599028,DCM,0.09783682041100264,1628.0,0.03632459032791538,51.0,0.08484223374736262,29.0,,,0.0
ARS-84,ERR599102,SRF,0.060667032315504174,390.0,0.02604435207085617,8.0,0.032514564635490135,7.0,,,0.0
ARS-84,ERR599143,SRF,0.07215443346075467,843.0,0.022020984207584783,21.0,0.06571192564340105,13.0,,,0.0
ARS-84,ERR599145,DCM,0.08293545730330443,1452.0,0.035850203776146075,45.0,0.10113018622648116,25.0,,,0.0
ARS-86,ERR599028,DCM,0.13945671722722738,1671.0,0.055497928530067464,56.0,0.15685077431434288,30.0,,,0.0
ARS-93,ERR594346,MES,0.1758767482149347,165.0,0.12699185930728882,5.0,0.3976503014412284,1.0,,,0.0
ARS-95,ERR594345,MES,0.23279289576452136,333.0,0.2663717177426373,5.0,0.5591806132666148,11.0,,,0.0036789016582702725
ARS-95,ERR594346,MES,0.21056211235407502,304.0,0.32322292732901137,5.0,0.21625268825655622,8.0,,,0.004063491344097589
