bin,ERR594328,ERR598959,ERR598969,ERR598991,ERR599041,ERR599049,ERR599106,ERR599116,ERR599134,ERR599155
RS-341,75842.28974053901,449770.1543227637,276732.6146193182,975753.4328383835,2504817.4501833864,2498757.6054312433,1455591.3567817188,6500178.161056662,1200552.2150337494,1132579.7813348607
RS-342,224568.16205270006,1190935.6825099718,167686.13212375448,2328172.4878854607,19213.961545051236,22548.6074029537,864482.1831894335,42847.50395990176,11102.702698738132,8273.76620462021
RS-344,6100528.507111418,63558560.194028355,11003038.4607384,121797388.41620155,6596613.158826073,212681552.80709237,55387595.20305451,17921279.06197606,114511761.65762146,3021164.755102929
RS-346,537.8118569716638,3739.9236741174254,52813.5731657949,5543.048456878755,14617.292429414185,13587.677940643422,295518.67766350677,35537.616078131614,6637.913988185307,5780.2309957077505
RS-348,701911.2275007642,6192038.877208967,1159622.7624692812,12383464.471473686,2008022.4113801178,3786583.196312094,5866078.298956584,5330065.313198358,1980943.6841898586,914552.552468467
RS-349,403603.4393427858,1732318.518547999,328388.6851350943,3537630.550534811,623783.1065483099,1077565.2287453145,1705084.7156129996,1654884.4218214476,559433.6936361917,280935.197066939
RS-350,181706.0066235077,123270.38376242197,2312614.8225567723,277221.86866932816,4924228.5672980845,418313.32887781196,11950881.784039332,12944099.146076309,195842.09136176383,2242076.3319798307
RS-352,456944.91905648814,5584550.717805925,1706858.9460946682,11790601.53284976,1647154.2741605258,7665891.912129686,8942303.04011402,4341819.33668684,3698838.288625188,776622.5144755683
RS-355,20051909.17376903,290206.49622350617,15055.464320610477,550135.054164125,16329.124931110646,57826.32113847227,66766.52943415061,40126.05902480459,29462.213428602823,8502.494996496796
RS-357,1782.5196702245782,5405.020328274576,1396.5077731869042,11381.706630682585,1050.4898296963281,9194.367336099858,5679.915875114925,2533.1029471400875,3923.2174538264994,581.165156085318
RS-359,3601.003950733028,15669.330940773285,2567.3859473723974,32209.154772739425,1402.8865522866981,12947.158717314169,15999.742667973072,2645.9907684145965,6605.711120640605,428.4824611125234
RS-361,19006.59414224385,132422.01306301457,131494.09992559,249152.88806008204,113303.77093924525,198676.73832978983,643244.955914517,312090.9257158141,108607.6365589072,55785.91342470439
RS-363,18167.009726437223,3508.042150818292,4426.265124114259,5699.290681998593,6194.047366708665,5751.2540920703195,16431.080730012087,14220.976754638335,2928.574901708914,2221.9484416212845
RS-364,330238.89349900745,1535147.909260168,538247.2351178745,2897379.602953066,223079.46366598475,208184.24837425543,2552009.05396959,623019.2101130831,111761.15459156604,104152.42560578664
RS-365,12130.712659199255,6023.392288134264,909.7362818390393,10864.877302171051,1479.9726977793098,4902.863794357547,6107.726472378315,3373.3396748405025,2108.110858211852,532.7001111925916
RS-367,323630.2225347093,926482.4489589112,1181336.623617672,1718759.0962080169,546785.5749310085,1485688.54975515,5687602.087793856,1519043.6688548676,823496.4046637878,261591.88320024923
RS-371,16006.789427149048,7199.943878587953,15530.506702656457,12674.293581268645,44232.76072671567,14064.672849750705,84096.22392098531,119104.3715942253,8501.571297519486,19132.378604118232
RS-372,58206.072861367975,202034.50580420654,16328.091707265534,400840.91238836525,18039.60746880539,49951.021348814924,72265.47395605339,47377.5283003916,25928.319068588324,7335.236584565948
RS-373,3808.826472646278,1409.710342840808,363.67516065561665,1958.6905227461389,1027.1867852944229,4246.0877206444975,1635.7129239333062,1498.6787106420315,2758.8016171712284,285.0848637455266
RS-376,2949.8919243010246,9219.39716160753,47325.07784145627,17564.202159433848,5068.207364009283,8920.591116940162,226702.8933737686,15483.22281974536,3740.0535692168182,2842.2586184291754
RS-380,54855.71221482322,217833.87584408457,385948.0933657363,464581.216098566,204367.33125311375,467948.95974049676,1990619.8818985792,544288.3494633657,233360.49882682555,88667.85010024344
RS-381,4403.875973469223,10542.714267821042,13050.705454821931,22095.051062988307,2667.23431438043,26189.391548889722,64773.20527716391,5917.649163604222,12178.975347859421,640.5213553103708
RS-382,6084.973683149142,41672.6351314787,14743.044247163289,81584.47657796562,7068.793713788613,35474.78225919033,69826.46007486121,18705.515330033722,19914.417016572508,3012.827742161451
RS-383,55948.58848365146,27540.68296892288,27159.53031930658,64446.42653902063,37475.22963371355,72627.93828216755,166419.3894277357,99453.95805918297,29560.850278972237,12950.437139921605
RS-384,90178.09275942156,644999.4517311171,143129.49013887177,1327283.236222652,195278.8920391701,871450.1613168854,641259.1626359206,517161.5892999161,444136.4350847745,90194.56709349429
RS-386,30256.62757466463,318268.6480123366,1346688.654419154,615928.8304476134,327711.9093479646,166852.6259378821,6602336.13807134,868626.8729370891,82434.47006251485,153454.83996143454
RS-387,63048.483714195834,282934.7715063002,95244.16422794631,575243.598403605,77244.21760225216,449383.8000132651,432295.5780602187,184820.8874865599,231012.48259251213,32420.090779857925
RS-388,20455.809626963914,78209.37734943377,7902.584421726155,154795.4293431432,1816.1658321978687,43098.502416352734,34502.59872809151,5198.701293119254,24761.075999725483,904.911304776599
RS-389,1450995.924472809,6088497.378398997,1334424.304725767,12732175.199397726,4691823.278082369,13581225.722875644,6981076.167560778,12340383.41194224,6622709.370664272,2124983.883183954
RS-391,48504.76002629598,168671.6093648149,41143.05463105921,337085.1664859897,36596.98592772933,426347.8442983638,202552.65924089152,102293.53458297458,220641.44680895915,16557.73278956483
RS-392,29093.319615289154,55607.562998392816,11138.599802957713,118619.4655892137,8299.042204555675,69830.25327294835,46620.82555100979,26451.885613452778,33015.934539420305,4098.274239447184
RS-394,1600.935676452325,1279.0595144421281,191.5380081592954,1488.4064992263563,91.13561827956985,2405.447617854709,579.5347153261276,180.33889987505177,1423.429846192144,65.0
RS-395,517.4885434372455,2338.4757877874886,1046.6297862959518,4307.354012493254,242.9631292027589,6510.518144297095,3711.493936634003,961.0393520749118,3180.6762383968107,111.14217982373705
RS-397,536795.5204393028,116577.40694028922,219741.4873336257,219539.4336947629,24599.097453986225,235797.0801313994,1076964.7490638767,63063.3662601514,126929.87095154925,11518.00999728261
RS-398,2512.454783240802,8395.615330677305,4700.743571778167,13844.84183270521,1536.0412964642396,13665.893440663232,23688.90161978137,3737.9537942247784,6764.757102179302,1098.388903282237
RS-401,318243.6620344834,2571308.6195016894,893129.5295596343,4948685.142077448,1557971.7543551028,2717216.1428415,4291354.881494694,4257724.444727309,1463570.2849237265,723440.7338548128
RS-402,36597.804526192,949590.0580869891,800368.5325274661,1796357.633140229,1883355.8600869963,1360219.3712822564,3933074.71453544,5135335.87980688,724588.6748207129,854785.2947921003
RS-404,100328.06540464527,684918.1208747375,5137222.245112133,1279491.098180478,2065972.341785137,1500509.558632322,24869726.32869402,5676477.861120099,832236.1089797948,968699.9429632314
RS-406,46376.65825066824,167361.46921853174,1859800.6826032402,385803.7226186665,1453817.228457002,363281.8072648218,9615398.369360268,3829370.8161267512,166133.9357925865,664829.4821240521
RS-408,1957912.920227507,2575645.341431116,32683.196879120955,5443297.958170409,79094.39776626148,2086970.5560189034,184386.80900602153,193934.94522568153,992484.7743199122,34331.78213881223
RS-412,716721.4639462446,5685044.893298637,5485949.125822549,11826650.912126144,3787956.671436781,18867533.583787806,28648731.850106493,10139142.854527244,9309968.963774135,1729684.4209381843
RS-415,4207.4480702868295,2365.2229133780093,1246.726380583721,3671.392098851991,2310.0681464153504,1592.8109861201806,7112.8790985430305,7044.833069686085,1930.8293879468454,1057.2589458562347
RS-416,120424.1952035222,742150.7296418252,20200.33108645933,1527184.0375336884,31418.802503874696,612092.9264757398,99595.9914196062,83846.4763990092,291299.7150883145,13621.715594476485
RS-419,23278.1670934292,153954.59551533905,126695.21894670816,323027.14110893337,160858.23143395298,275323.8615665131,667052.3383767846,428116.593676105,129083.20524790525,74511.20378696902
RS-420,59571.74453323494,211356.152858913,210462.22137650935,445779.9264370067,226034.29117553605,440274.350019743,1155373.3717168856,581680.8990896273,207917.18924893378,102129.23882756401
RS-421,397466.0386452921,3496170.486941245,55124.335916364806,7407617.48402339,237314.0013066195,3361207.5878490102,307882.41632302577,630085.0806731222,1628891.7547402612,107885.71409401932
RS-422,608295.7598580254,5013063.165414837,5738758.342632215,9410874.778551377,3257246.8035303806,14666748.599061595,28537016.26471534,8949285.898197543,7955234.754612434,1532340.8093730917
RS-423,82608.61744290961,103859.60693061721,396628.79796219926,222582.35882830276,161029.52256669704,126836.59235051686,2136448.008385483,420773.91479989665,63067.063657913735,73406.7018483155
RS-426,34649.85340093093,219683.89607402598,42616.827112355255,412326.22394867794,21817.467705630614,155367.80179630674,212348.81858015512,60264.32995148172,86652.54438743019,10942.871546822924
RS-428,156659.88114650594,1258885.1512131218,2090823.8218539187,2669889.5896022017,1219584.8442399886,6479955.952999467,11095237.56686406,3167902.808503377,3060319.5821394646,548886.1361653529
RS-431,210322.6660139113,1820555.50281,289271.68114931515,3876965.000290603,1609910.8580379507,6063167.739501968,1601242.5112206643,4249560.837423354,2877537.4757282864,729705.8122126986
RS-432,255566.50428116508,1795219.737328913,902916.8751275481,3638578.809268042,1248791.6184315584,3401456.9286623457,4582071.668753681,3310964.456980662,1705895.3532926848,580612.9342926298
RS-434,4182.81653805466,25084.23557957692,67975.41922027557,54625.447701015175,31071.04040230677,21426.32762705109,350794.30569122586,87905.30854974435,9796.555720650378,15550.872084417868
RS-435,41695.35100884747,27641.585709671064,6150.07063970952,60226.17202429049,8522.382273388388,24830.618397597584,33342.08706864168,24469.682415001895,10193.205002864297,2985.6764039612576
