sample,sum_bases,HQ_reads,Avg_read_len,read_counts,prop_reads_mapped_back_genes
TARA_B110000438,431558872,307302490,94,4591051.83,0.014939846
TARA_B110000444,519625300.6,297683763,93,5587368.824,0.018769478
TARA_B110000459,588826943.8,282368061,91,6470625.756,0.022915572
TARA_B110000467,449079418.6,306158190,94,4777440.624,0.015604484
TARA_B110000483,668565841.2,333342581,94,7112402.566,0.021336616
TARA_B110000495,504221336.7,363194462,92,5480666.703,0.015090171
TARA_B110000503,595411522,284108697,93,6402274.43,0.022534595
TARA_B110000858,582918817.4,318899103,93,6267944.273,0.019654945
TARA_B110000879,1050149278,366398924,94,11171800.83,0.030490812
TARA_B110000881,502516776.2,326725151,92,5462138.872,0.01671784
TARA_B110000902,950262380.2,438981200,90,10558470.89,0.024052217
TARA_B110000908,887361605.3,362668168,91,9751226.432,0.026887462
TARA_B110000914,473555250.3,302432611,91,5203903.85,0.017206821
TARA_B110000967,783756973.5,358306213,91,8612713.994,0.0240373
TARA_B110000971,753754183.7,389790405,92,8192980.258,0.021018938
TARA_B110000977,606139760,300364228,92,6588475.652,0.021934954
TARA_B110001450,773384788.1,373981684,92,8406356.392,0.02247799
TARA_B110001452,405831790,270128473,88,4611724.886,0.017072339
TARA_B110001454,331995252.1,277553979,94,3531864.384,0.012724964
TARA_B110001469,804202409.2,306718487,94,8555344.779,0.02789315
TARA_E500000075,281814739.5,134566031,93,3030266.016,0.022518804
TARA_E500000081,307689706.3,135522562,98,3139690.88,0.023167293
TARA_E500000178,727405536.7,402302512,91,7993467.436,0.019869295
TARA_E500000331,637760355.3,349127221,92,6932177.775,0.019855736
TARA_S200000501,765630292.6,374072229,90,8507003.252,0.022741606
TARA_X000000368,766300103.8,407529708,90,8514445.597,0.020892822
TARA_X000000950,878886528.1,432720305,90,9765405.868,0.022567478
TARA_X000001036,701932558.7,370409251,93,7547661.921,0.020376548
TARA_Y100000022,334765500.4,231266779,92,3638755.439,0.015734017
TARA_Y100000031,428057395,243015035,90,4756193.277,0.019571601
TARA_Y100000287,346665080.2,235650989,92,3768098.697,0.015990167
TARA_Y100000294,388889397.8,226744396,89,4369543.796,0.019270791
TARA_Y200000002,701222387.3,363703213,91,7705740.52,0.021186892
