sample,sum_bases,HQ_reads,Avg_read_len,read_counts,prop_reads_mapped_back_genes
TARA_A100000164,760659182.3,374584396,91,8358892.113,0.02231511
TARA_A100001011,711023102.5,314948276,92,7728511.983,0.024538988
TARA_A100001015,850019410.4,425125871,89,9550779.892,0.02246577
TARA_A100001035,522717375.5,371335866,93,5620616.941,0.015136208
TARA_A100001037,533027359.1,347981762,90,5922526.212,0.017019645
TARA_A100001234,396841661.7,226154770,90,4409351.796,0.019497054
TARA_A100001388,538979738.4,347841493,91,5922854.268,0.017027452
TARA_A200000113,424591488.2,180239988,87,4880361.933,0.027077021
TARA_A200000159,324272741.8,155740903,93,3486803.675,0.02238849
TARA_B000000437,407160373.6,253992444,90,4524004.151,0.01781157
TARA_B000000441,624658936.1,386425592,91,6864383.914,0.017763792
TARA_B000000460,448241191,394236908,90,4980457.678,0.012633159
TARA_B000000475,451949668.1,280087895,90,5021662.979,0.017928883
TARA_B000000477,224696898.2,132309700,95,2365230.508,0.017876471
TARA_B000000532,423896788.7,271699742,93,4558029.986,0.016775982
TARA_B000000557,466891857.6,311817516,90,5187687.307,0.016636934
TARA_B000000565,465260533.7,295821463,85,5473653.337,0.018503233
TARA_B000000609,434749803.7,296031939,92,4725541.345,0.015962944
TARA_B100000003,357166528.9,217040159,91,3924906.911,0.018083782
TARA_B100000029,454545869.9,393164825,89,5107256.965,0.012990117
TARA_B100000035,522418676.1,354661545,91,5740864.572,0.016186882
TARA_B100000073,555970758.9,371929687,88,6317849.533,0.016986677
TARA_B100000085,433808093.6,310834821,92,4715305.365,0.015169811
TARA_B100000123,530150641.2,351029466,90,5890562.68,0.016780821
TARA_B100000131,536449058.3,369649573,90,5960545.093,0.016124853
TARA_B100000161,594391118,355804280,91,6531770.527,0.018357763
TARA_B100000212,625937801.6,367066636,92,6803671.756,0.01853525
TARA_B100000214,525279099.1,357543306,92,5709555.425,0.01596885
TARA_B100000242,710287902.6,422880216,88,8071453.439,0.019086855
TARA_B100000282,571206559.1,388219450,90,6346739.546,0.01634833
TARA_B100000287,564448048.2,404332442,90,6271644.98,0.01551111
TARA_B100000315,566747649.3,353519208,90,6297196.103,0.017812882
TARA_B100000378,546429257.9,359789956,87,6280796.068,0.017456841
TARA_B100000401,982862910,574967451,93,10568418.39,0.018380899
TARA_B100000405,505641829.3,354436678,90,5618242.548,0.015851188
TARA_B100000408,250622385.4,215982851,91,2754092.147,0.012751439
TARA_B100000424,376262609.1,372821827,90,4180695.657,0.011213656
TARA_B100000427,417976074.1,297613242,92,4543218.196,0.015265511
TARA_B100000446,714525292.4,342978924,90,7939169.915,0.02314769
TARA_B100000459,186793485.8,216710980,86,2172017.277,0.010022645
TARA_B100000470,422501220.9,344191636,92,4592404.575,0.01334258
TARA_B100000475,381102997.7,239868614,87,4380494.226,0.018262057
TARA_B100000482,352049205.7,221316099,88,4000559.156,0.018076223
TARA_B100000497,231278739.3,147953808,96,2409153.534,0.016283147
TARA_B100000508,339418124.8,252526354,90,3771312.498,0.014934332
TARA_B100000513,302028529.1,388975984,88,3432142.377,0.008823533
TARA_B100000519,332302599.1,366259362,88,3776165.899,0.010310087
TARA_B100000524,495199166.7,398525486,88,5627263.258,0.014120209
TARA_B100000530,539343861.3,395736688,90,5992709.57,0.015143174
TARA_B100000575,537606051.5,341481107,92,5843544.038,0.017112349
TARA_B100000579,564560021.3,337657879,93,6070537.863,0.017978369
TARA_B100000586,460052297.8,361874453,90,5111692.198,0.014125596
TARA_B100000609,479343367.5,284445761,90,5326037.416,0.018724264
TARA_B100000614,475987211.3,278182539,92,5173774.035,0.018598486
TARA_B100000674,1072473416,572835473,89,12050263.1,0.021036168
TARA_B100000676,700241108.6,351412096,94,7449373.495,0.021198398
TARA_B100000678,517160157.5,368812914,92,5621306.06,0.015241619
TARA_B100000683,470769856.2,305178642,90,5230776.18,0.017140047
TARA_B100000686,542331474.6,345426075,94,5769483.772,0.016702514
TARA_B100000700,515595758.8,283044306,93,5544040.417,0.019587182
TARA_B100000745,423717807.5,402876939,87,4870319.627,0.012088852
TARA_B100000749,456770025.2,393423759,90,5075222.502,0.012900142
TARA_B100000767,734010218.9,385066279,90,8155669.099,0.02117991
TARA_B100000768,425823153,240625766,91,4679375.308,0.019446693
TARA_B100000780,556553597.7,385331682,89,6253411.21,0.016228645
TARA_B100000787,593038759.6,351516889,90,6589319.551,0.018745385
TARA_B100000795,484083871,363905524,88,5500953.079,0.015116432
TARA_B100000809,413024398.8,354624236,89,4640723.582,0.013086313
TARA_B100000886,468243386.2,309852319,90,5202704.291,0.016790916
TARA_B100000900,506860421.7,318046581,93,5450112.062,0.017136207
TARA_B100000902,596250225.2,387758814,101,5903467.577,0.015224586
TARA_B100000925,608045539.4,341004970,89,6831972.353,0.020034818
TARA_B100000927,512298107.5,317708836,90,5692201.194,0.017916408
TARA_B100000929,500982397.7,350388824,90,5566471.086,0.015886554
TARA_B100000941,469198387.3,355229985,92,5099982.471,0.014356847
TARA_B100000945,459616503.3,360151130,91,5050730.806,0.01402392
TARA_B100000949,435174186.6,279762247,93,4679292.329,0.016725961
TARA_B100000953,529280315,367256827,90,5880892.389,0.016013024
TARA_B100000959,625809401.1,345650351,92,6802276.099,0.019679645
TARA_B100000963,729503531.6,354642203,93,7844123.996,0.022118417
TARA_B100000965,590624822.2,315554996,93,6350804.54,0.020125825
TARA_B100000989,568602937.4,336783339,91,6248383.927,0.018553127
TARA_B100001013,389743690.4,389577142,89,4379142.589,0.011240759
TARA_B100001027,321571895.7,230668318,92,3495346.692,0.015153129
TARA_B100001029,317833781.2,229203258,92,3454715.013,0.015072713
TARA_B100001057,884220982.6,418953169,93,9507752.501,0.02269407
TARA_B100001059,661868199.9,304717891,88,7521229.545,0.024682599
TARA_B100001063,523801417.8,258327423,93,5632273.31,0.021802847
TARA_B100001079,493119610.4,343859596,92,5359995.766,0.015587745
TARA_B100001093,827903105.8,462240205,92,8998946.802,0.019468118
TARA_B100001094,462954419.8,324616652,93,4978004.514,0.015335025
TARA_B100001105,490423428.9,392702028,92,5330689.444,0.013574387
TARA_B100001109,514383117.4,298259247,94,5472160.824,0.018346995
TARA_B100001113,598959813.1,367914954,92,6510432.751,0.017695483
TARA_B100001115,474832288,260313225,94,5051407.319,0.019405112
TARA_B100001121,607324280.3,307957576,94,6460896.599,0.020979827
TARA_B100001123,550074921.1,328380341,91,6044779.352,0.01840786
TARA_B100001142,468058060.8,317878065,92,5087587.617,0.01600484
TARA_B100001146,421927314.8,317444967,92,4586166.465,0.014447123
TARA_B100001167,290835626,283448214,91,3195995.891,0.011275414
TARA_B100001173,522664325.6,302028834,91,5743564.017,0.019016608
TARA_B100001175,557198743.1,349395064,92,6056508.078,0.017334269
TARA_B100001179,370014276,315718849,92,4021894.304,0.012738848
TARA_B100001245,421201005,360434425,89,4732595.561,0.013130254
TARA_B100001248,450046683.7,304975519,89,5056704.311,0.016580689
TARA_B100001250,474132835.6,433149549,90,5268142.618,0.01216241
TARA_B100001287,561992006.4,331881103,92,6108608.766,0.018406016
TARA_B100001540,545896499.3,310522687,94,5807409.567,0.018702046
TARA_B100001559,482902592,316857199,90,5365584.356,0.016933762
TARA_B100001564,597216903.1,341045048,92,6491488.078,0.019034107
TARA_B100001741,511767978.9,304342528,91,5623823.944,0.0184786
TARA_B100001750,321296224.4,300140171,91,3530727.741,0.011763596
TARA_B100001758,491329520.4,314545851,92,5340538.265,0.016978568
TARA_B100001765,356336896.5,329290893,90,3959298.849,0.012023712
TARA_B100001769,572571946.8,333852872,92,6223608.117,0.018641769
TARA_B100001778,572329374.1,321040924,91,6289333.782,0.019590443
TARA_B100001939,524625322.2,311469542,91,5765113.431,0.018509397
TARA_B100001964,633996060.3,359534838,93,6817161.939,0.018961061
TARA_B100001971,611651428.3,372718152,93,6576897.078,0.017645765
TARA_B100001989,454613885.1,311888634,92,4941455.273,0.015843653
TARA_B100001996,357122089.9,342491361,90,3968023.221,0.011585761
TARA_B100002003,494041411.4,319703262,92,5370015.341,0.016796874
TARA_B100002019,563454666.2,335660959,94,5994198.576,0.017857896
TARA_B100002049,458802409.5,300762214,91,5041784.72,0.016763358
TARA_B100002051,518197513.6,288959000,92,5632581.67,0.019492667
TARA_B100002052,516933400.6,288134459,92,5618841.31,0.019500761
TARA_B110000003,810570945.2,366908583,91,8907373.024,0.024276818
TARA_B110000008,664899598.5,333376323,93,7149458.049,0.021445608
TARA_B110000014,412085218.9,345266565,93,4431023.859,0.012833631
TARA_B110000027,611693267,269640573,95,6438876.495,0.023879479
TARA_B110000037,699852493.1,307362470,94,7445239.289,0.024222994
TARA_B110000046,649580073.2,311678782,92,7060652.97,0.022653621
TARA_B110000090,850594929.4,316894061,93,9146182.036,0.028861955
TARA_B110000091,762349678.7,298480291,93,8197308.373,0.027463483
TARA_B110000093,602681464.5,253608239,92,6550885.483,0.025830728
TARA_B110000114,942150857.9,325056836,93,10130654.39,0.031165794
TARA_B110000116,484504065.7,303538659,92,5266348.541,0.017349845
TARA_B110000196,530489558.2,403657238,92,5766190.85,0.014284869
TARA_B110000208,744860136.1,317570168,94,7924044.002,0.024952104
TARA_B110000211,740527986.8,345187806,89,8320539.178,0.024104383
TARA_B110000238,879119336.4,378641950,93,9452896.091,0.024965264
TARA_B110000240,667517299.5,311139237,92,7255622.821,0.023319537
TARA_B110000259,710244177.7,309043914,91,7804881.073,0.025254926
TARA_B110000261,541802283.8,265064735,93,5825831.009,0.021978899
TARA_B110000263,405080685.5,298777816,90,4500896.505,0.01506436
TARA_B110000285,408355470.5,315701877,93,4390919.037,0.013908435
TARA_B110000305,707200171.3,340814002,93,7604302.917,0.022312179
