sample,sum_bases,HQ_reads,Avg_read_len,read_counts,prop_reads_mapped_back_genes
TARA_A100000165,60102259.3,77594720,86,698863.4803,0.009006586
TARA_A100000220,328100816.5,264247497,88,3728418.369,0.014109569
TARA_A100001026,1238973652,214004727,88,14079246.05,0.065789416
TARA_A100001195,730560243.9,248704686,88,8301820.953,0.033380235
TARA_A100001401,1770160893,276738619,89,19889448.24,0.071870881
TARA_A200000327,641398658.3,283189283,88,7288621.117,0.02573763
TARA_A200000369,637826417.4,266034035,84,7593171.636,0.028542106
TARA_B100000071,976953757.1,381457164,88,11101747.24,0.029103523
TARA_B100000089,1096904913,344640365,89,12324774.3,0.035761262
TARA_B100000091,1041146473,357550409,89,11698274.98,0.032717834
TARA_B100000101,869188619.4,303665320,89,9766164.263,0.032160947
TARA_B100000110,1000835455,234494627,86,11637621.57,0.049628521
TARA_B100000116,2002190651,1064527710,88,22752166.49,0.021373015
TARA_B100000120,257729665.6,221263526,82,3143044.703,0.014204983
TARA_B100000127,857301575.6,243128289,89,9632601.973,0.039619421
TARA_B100000133,474254184.4,292998252,88,5389252.096,0.018393462
TARA_B100000143,665499069,247215334,90,7394434.1,0.029910904
TARA_B100000178,807726511.5,286145283,90,8974739.017,0.031364274
TARA_B100000194,719271497.9,248400663,90,7991905.532,0.032173447
TARA_B100000212,1357356164,290740814,87,15601794.99,0.053662211
TARA_B100000214,964792165.5,372774442,88,10963547.34,0.029410673
TARA_B100000236,384447758.2,254949173,83,4631900.701,0.018167938
TARA_B100000248,2852799404,333858766,89,32053925.88,0.096010437
TARA_B100000261,649272612.8,268651985,89,7295197.896,0.027154826
TARA_B100000267,1012363371,329496557,89,11374869.34,0.034521967
TARA_B100000282,1539544155,379764377,90,17106046.16,0.045043841
TARA_B100000287,827282120.8,360109965,89,9295304.728,0.025812406
TARA_B100000315,502659315.3,406547227,89,5647857.475,0.013892254
TARA_B100000353,1107466288,198137012,90,12305180.98,0.062104404
TARA_B100000355,395705357.1,253247958,89,4446127.608,0.01755642
TARA_B100000420,216629538.8,101426752,89,2434039.762,0.023998006
TARA_B100000422,393728976.4,203142728,87,4525620.419,0.022278033
TARA_B100000436,735101304.1,199342794,88,8353423.91,0.04190482
TARA_B100000444,754029216.4,265480342,89,8472238.387,0.031912865
TARA_B100000457,520663422.7,165343726,90,5785149.141,0.034988622
TARA_B100000473,1362494336,194715216,87,15660854.44,0.080429536
TARA_B100000480,1167953700,242577159,88,13272201.13,0.054713318
TARA_B100000493,482862558.3,155876239,88,5487074.526,0.035201481
TARA_B100000513,825326553.9,227326165,87,9486512.114,0.041730841
TARA_B100000515,241715072.5,198996548,88,2746762.187,0.013803064
TARA_B100000524,873542881.2,188010395,88,9926623.65,0.05279827
TARA_B100000526,442235014.2,302300119,87,5083161.082,0.016814949
TARA_B100000562,803802486.1,211718785,88,9134119.16,0.043142696
TARA_B100000575,1007240923,270046469,88,11445919.58,0.042385
TARA_B100000579,547782928.1,264491758,89,6154864.36,0.023270534
TARA_B100000593,220377147.2,134794655,85,2592672.32,0.019234237
TARA_B100000603,1338575497,205351653,87,15385925.25,0.074924769
TARA_B100000611,801780686.6,264590527,88,9111144.166,0.034434884
TARA_B100000622,781015657.8,274262559,85,9188419.504,0.033502274
TARA_B100000624,249526046.1,225903500,86,2901465.653,0.012843828
TARA_B100000637,912965525.1,274386816,87,10493856.61,0.038244755
TARA_B100000639,244723716.1,298456081,86,2845624.606,0.009534484
TARA_B100000651,240572621.5,288933336,86,2797356.064,0.009681666
TARA_B100000658,292152337,220667248,89,3282610.528,0.014875839
TARA_B100000660,205851307.2,183888911,86,2393619.851,0.013016662
TARA_B100000674,1087247199,206364947,87,12497094.24,0.060558222
TARA_B100000676,417551298.3,334359430,90,4639458.87,0.013875663
TARA_B100000678,1245297605,407546955,88,14151109.14,0.034722647
TARA_B100000683,792388729.3,215968900,88,9004417.378,0.041693121
TARA_B100000686,472933634,353444061,88,5374245.841,0.015205365
TARA_B100000700,647150877.4,387585432,89,7271358.173,0.018760659
TARA_B100000713,625344990,209774688,88,7106193.068,0.03387536
TARA_B100000747,253541367.5,208490145,87,2914268.592,0.013977968
TARA_B100000765,457299887.2,178945402,88,5196589.628,0.029040085
TARA_B100000767,924262503.8,221516962,88,10502983,0.0474139
TARA_B100000768,819094541.3,159339848,88,9307892.515,0.058415347
TARA_B100000780,415442104.5,213962639,89,4667888.815,0.021816373
TARA_B100000787,412001357.3,191355857,89,4629228.733,0.024191727
TARA_B100000795,305392935.3,127615714,89,3431381.295,0.026888392
TARA_B100000801,298055716.3,143616088,89,3348940.632,0.023318701
TARA_B100000811,295198892.9,221907464,88,3354532.874,0.01511681
TARA_B100000813,214372177.6,110164227,89,2408676.153,0.021864413
TARA_B100000832,360374512.6,124043396,88,4095164.916,0.03301397
TARA_B100000834,355786324.7,196340040,83,4286582.225,0.02183244
TARA_B100000851,1307827889,198932377,89,14694695.38,0.073867792
TARA_B100000858,692933993.6,217138014,86,8057372.019,0.037107146
TARA_B100000865,222739764,112102052,88,2531133.682,0.022578835
TARA_B100000872,230925386.5,166422541,88,2624152.119,0.015768009
TARA_B100000885,724907700.1,268920360,88,8237587.501,0.030632071
TARA_B100000900,980938329.2,252497298,88,11147026.47,0.044147112
TARA_B100000902,402785140.9,251568804,88,4577103.874,0.018194243
TARA_B100000916,263496496.8,150393192,88,2994278.372,0.019909667
TARA_B100000918,258718630.1,158214503,88,2939984.433,0.018582269
TARA_B100000920,243724718.3,259806433,87,2801433.544,0.010782772
TARA_B100000925,801987753.7,198246250,88,9113497.201,0.045970591
TARA_B100000927,342439431.4,246762914,88,3891357.175,0.015769619
TARA_B100000929,1107227661,344757307,88,12582132.51,0.036495622
TARA_B100000939,318585343.8,175238058,86,3704480.742,0.021139704
TARA_B100000943,109270120.2,219166679,87,1255978.393,0.0057307
TARA_B100000953,670426108.5,303923905,87,7706047.224,0.025355186
TARA_B100000959,743627940.3,282885949,88,8450317.503,0.029871818
TARA_B100000963,511418489.6,240256335,88,5811573.746,0.024189055
TARA_B100000965,960791306.8,260699888,88,10918083.03,0.041879892
TARA_B100000973,257952407.6,239210159,88,2931277.359,0.012253984
TARA_B100000986,372989066.7,220245992,89,4190888.39,0.019028216
TARA_B100000987,311551047.8,183251506,89,3500573.571,0.019102564
TARA_B100000994,312623868.3,151417967,89,3512627.734,0.023198223
TARA_B100001000,328535008.6,259050170,87,3776264.467,0.014577348
TARA_B100001010,429952195.6,279980358,86,4999444.135,0.01785641
TARA_B100001031,222811516.3,203218697,89,2503500.183,0.012319241
TARA_B100001033,349416159.4,218954924,88,3970638.175,0.0181345
TARA_B100001061,437265921.4,249679566,88,4968930.925,0.019901232
