gene_caller_id,pnps,depth,gene_type
20927,1.2538469333940299,BAT,defense
20945,0.33663207290275765,BAT,transposase
20949,0.07758084569608917,BAT,n
21940,0.393373245251856,BAT,n
21997,0.07720463243433862,BAT,transposase
22005,0.17252718782189627,BAT,defense
22007,0.2719218170537815,BAT,n
22266,0.6393995214477585,BAT,defense
22302,0.21955277815967972,BAT,n
22650,0.2299833312902664,BAT,n
22780,0.9256649760495872,BAT,n
22805,0.152632144048026,BAT,defense
22809,0.29243107807693897,BAT,defense
22811,0.16668035920754679,BAT,n
22848,0.1581319149263847,BAT,n
22913,0.3030300132754654,BAT,defense
23039,0.09197095702346204,BAT,n
23141,0.8067928127369702,BAT,defense
23274,0.7491593526369316,BAT,n
23436,0.024261909943671656,BAT,n
23550,0.14551663813173124,BAT,n
23637,0.24702296730238596,BAT,n
23702,0.07071815719342117,BAT,n
23706,0.14701729335634928,BAT,n
23810,0.167565594620121,BAT,biofilm
23814,0.2871210546065594,BAT,biofilm
23952,0.24150492980797794,BAT,n
23968,0.21884456063050392,BAT,defense
24027,0.22135926983045365,BAT,transposase
24474,1.0381001646985244,BAT,n
24802,0.08801523216772161,BAT,n
25525,0.15311619684117653,BAT,transposase
25626,0.13950719670972683,BAT,defense
25678,0.406198716998256,BAT,n
26160,0.299613482522475,BAT,n
26205,0.20820737254115335,BAT,n
26279,0.13194424759723583,BAT,transposase
26592,0.6395644276280865,BAT,n
26844,1.5459208458497775,BAT,defense
26848,0.11704160866563255,BAT,n
26849,0.28647787450279266,BAT,defense
26909,0.05946084756406918,BAT,n
27094,0.09429801377061352,BAT,n
27181,0.05563992518336922,BAT,defense
27380,0.32329430375954094,BAT,defense
27390,0.828144205999095,BAT,n
27545,0.04591932477639895,BAT,n
27662,0.21380806671237124,BAT,n
27991,0.591613796880304,BAT,defense
28209,0.1533961607708108,BAT,n
28311,0.005375746443168657,BAT,transposase
28494,0.1220316997040837,BAT,defense
28561,0.3259359276379256,BAT,n
28620,0.12711766849301176,BAT,defense
28651,0.4114855955983405,BAT,defense
28662,0.026394223732003067,BAT,n
28843,0.2970100589136285,BAT,transposase
28881,0.126722272981957,BAT,n
29035,0.30846362435138436,BAT,n
29051,0.4725572047000654,BAT,defense
29105,0.15676566521930785,BAT,n
29126,0.09143377792368203,BAT,n
29127,0.19932120510975576,BAT,n
29159,0.27660572801996,BAT,n
29339,0.7038757825851805,BAT,n
29408,0.1920237281046911,BAT,transposase
29601,0.6034045127979494,BAT,n
29614,1.475374189827405,BAT,n
29688,0.06869392217305359,BAT,defense
29722,0.3463906184589796,BAT,defense
30251,0.6938071005637938,BAT,defense
30332,0.31144404185156505,BAT,n
30342,0.10086300842349152,BAT,n
30351,0.23302046451617442,BAT,n
30354,0.37456645448167986,BAT,n
30367,0.24409813407310163,BAT,transposase
30406,0.1654666688764059,BAT,transposase
30416,0.18434103568931132,BAT,n
30499,0.521761576456961,BAT,defense
30501,0.051816506772735575,BAT,biofilm
30589,0.06325381116696438,BAT,defense
30729,0.21017913342745473,BAT,n
30730,0.4438819118687056,BAT,n
30915,0.12392470580646602,BAT,n
31202,0.13794304209927424,BAT,defense
31240,0.5415807422723815,BAT,n
31344,0.9590353900120968,BAT,n
31387,0.3924829843242314,BAT,defense
31439,0.5157178659031718,BAT,n
31558,0.11794890664058236,BAT,n
31561,0.07465716746348107,BAT,n
31563,0.06735136707717765,BAT,n
31682,0.10091020888681841,BAT,transposase
31731,0.31688973414679933,BAT,n
31824,0.6892530989954558,BAT,n
31825,0.38011157518123323,BAT,n
31827,0.18059688188111778,BAT,transposase
31877,0.2047921540737015,BAT,n
31892,0.13858938125541487,BAT,n
31997,0.5796187716832814,BAT,n
32005,0.20262338661528137,BAT,defense
32008,0.178731800582473,BAT,n
32009,0.18370726051100267,BAT,n
32035,0.2835257783655477,BAT,n
32079,0.4312655188828083,BAT,transposase
32105,0.13220878680241735,BAT,n
32124,0.26175303850340853,BAT,n
32140,0.03654686398619195,BAT,n
32204,0.10002163268996506,BAT,n
32219,0.05172467474702603,BAT,n
32235,0.5903594539813218,BAT,n
32283,1.604304541530378,BAT,defense
32286,7.087552114353809,BAT,defense
32366,0.9976250367113115,BAT,n
32370,0.35464959660063045,BAT,n
32381,0.9245004191791687,BAT,n
32526,0.8468980126118544,BAT,n
32640,0.25784914485283267,BAT,n
32658,0.8097489028640815,BAT,defense
32659,0.7330629687791728,BAT,defense
32685,0.3114957317178209,BAT,biofilm
32686,0.35503151183138354,BAT,defense
32752,0.5060440115102074,BAT,defense
32764,0.1056288640395293,BAT,n
32765,0.7187557462371045,BAT,n
32806,0.41249096141370506,BAT,n
32811,0.2723716071126257,BAT,n
32813,0.7673396783503741,BAT,n
32849,0.5258464584612141,BAT,n
33113,0.38136106149946297,BAT,n
33178,0.234417808801811,BAT,n
33255,0.12236011838654601,BAT,n
33256,0.07523867067865218,BAT,defense
33373,0.006852389809063126,BAT,defense
33669,0.7768921028843739,BAT,defense
33951,0.021591044415986638,BAT,n
33988,0.3068340771112979,BAT,n
34017,0.12319891549746687,BAT,biofilm
34071,0.7368603734116412,BAT,transposase
34077,5.831206005004139,BAT,n
34092,0.91835667605231,BAT,n
34231,0.221668172725074,BAT,defense
34276,0.24789052248427884,BAT,n
34294,0.2070204611530981,BAT,n
34538,0.07734037068610636,BAT,defense
34539,0.09249809606519965,BAT,defense
34845,0.257681807190115,BAT,n
34846,0.1196899955282136,BAT,n
34859,0.12641864728285238,BAT,n
35338,0.33029842643675317,BAT,n
35555,0.3628608795715656,BAT,n
35612,0.14939622665693034,BAT,n
35737,0.404011119573414,BAT,n
35788,0.20163602305113212,BAT,transposase
35952,0.37733761516718467,BAT,n
36008,0.2067483591690427,BAT,defense
36194,0.1874755008937816,BAT,defense
36358,0.7206616999513381,BAT,n
36407,0.24687384135656013,BAT,defense
36675,0.0815346885827942,BAT,n
36820,0.06850411614114782,BAT,n
36850,0.28669137801608935,BAT,n
36963,0.48392889319050747,BAT,transposase
37006,0.04535299250283933,BAT,n
37226,0.07872317936715537,BAT,n
37463,0.13419441624950965,BAT,n
37504,0.2122349603980794,BAT,n
37893,0.3355341458137629,BAT,n
37965,0.07649655469422928,BAT,transposase
38323,0.44609296298481393,BAT,n
38523,0.09506895781568583,BAT,n
38554,0.24083167911524972,BAT,n
38678,0.15513177210802914,BAT,defense
38769,1.7216742992102207,BAT,n
39124,0.1947384973417545,BAT,n
39213,0.3200660487344106,BAT,n
39216,1.1480082122154072,BAT,n
39217,0.6582896264578255,BAT,n
39298,1.5665364984001569,BAT,n
39456,1.3852143851567829,BAT,n
39548,0.5673099292181362,BAT,transposase
39567,0.23346964270420628,BAT,defense
39650,0.5236512265674952,BAT,transposase
39698,0.13184078294508442,BAT,n
39731,0.07295064965536732,BAT,n
40121,0.5963650675263794,BAT,n
40126,0.5251562441832138,BAT,n
40127,0.4030424274234711,BAT,defense
40149,0.18733872193531959,BAT,n
40475,8.497894792881898,BAT,n
40508,0.8028814634839752,BAT,n
40677,0.4666756442255306,BAT,n
40868,1.1081257783496454,BAT,n
41064,0.12139796432865119,BAT,n
41387,0.8080689671106636,BAT,defense
41388,0.7846523996180496,BAT,defense
41409,0.2349609979033962,BAT,n
41489,0.49522511038858064,BAT,defense
41495,0.13419718347850904,BAT,n
41625,0.14207316120058697,BAT,n
41701,0.0281619899197645,BAT,transposase
41882,0.118424101969873,BAT,n
41883,0.13339375484827576,BAT,n
42104,0.18556565235017328,BAT,transposase
42150,0.06790806031525377,BAT,n
42197,0.3187114891560773,BAT,transposase
42518,0.28627558579778417,BAT,transposase
42859,0.08241039263412918,BAT,n
42927,0.7519244519095082,BAT,defense
42928,0.5082988406315024,BAT,defense
43039,0.1545617273342835,BAT,n
43152,0.006297094940200929,BAT,n
43181,0.24317388501562384,BAT,defense
43183,0.22511835116243792,BAT,n
43284,0.28506631617523903,BAT,defense
43333,0.19498236216533085,BAT,n
43410,0.3912525751906041,BAT,defense
43414,0.8590766336383046,BAT,defense
43415,0.5890595191878566,BAT,defense
43477,0.09904817568536131,BAT,n
43499,0.12109715203826225,BAT,n
43624,0.41544741614679537,BAT,n
43625,0.501649214294015,BAT,defense
43627,0.47782589675147974,BAT,n
43640,0.4303632052431013,BAT,n
43721,0.1780008719609854,BAT,biofilm
43895,0.20503849740298874,BAT,n
43923,0.0092325634423294,BAT,n
43951,0.26897696159974477,BAT,n
44006,0.6706043136941364,BAT,n
44011,0.9705577662600579,BAT,n
44051,0.2644458786071305,BAT,biofilm
44225,0.14177243926576644,BAT,n
44298,1.269480520725108,BAT,n
44706,0.042160274405341557,BAT,defense
44708,0.20511951831638656,BAT,n
44712,0.015065421795556538,BAT,defense
44786,0.3140064972393438,BAT,n
44809,0.23669861895592023,BAT,n
44812,0.2269996283633959,BAT,n
44841,0.2860290965215635,BAT,n
44977,0.09309601964624559,BAT,n
45301,0.15202684549880627,BAT,n
45476,0.39369495823770706,BAT,n
45619,0.158077294199346,BAT,defense
45653,0.8993476040934175,BAT,n
45773,0.2149045964385239,BAT,n
45959,2.5126316237168185,BAT,n
46127,0.1740385749719395,BAT,defense
46129,0.4745665989346499,BAT,n
46187,0.22275882060790547,BAT,defense
46211,0.14453719422625205,BAT,defense
46243,0.6395028061148758,BAT,defense
46244,0.3294539166826598,BAT,defense
46281,0.34083745279129335,BAT,n
46326,0.1665242497720104,BAT,n
46332,0.22777592261890817,BAT,defense
46395,0.2663192223081029,BAT,n
46432,3.1165445435337547,BAT,defense
46457,0.13975163208397495,BAT,n
46479,0.24069007472559142,BAT,n
46513,0.26497029182657394,BAT,defense
46514,0.16571703568331025,BAT,defense
46565,2.385283404434213,BAT,defense
46669,0.0,BAT,defense
46704,0.010889922794202566,BAT,transposase
46835,0.1469591015045571,BAT,n
46950,2.9954973556001754,BAT,n
46962,0.6074423874213964,BAT,defense
47195,4.107793252986282,BAT,defense
47504,0.08088996472618083,BAT,defense
47505,0.2944823613749385,BAT,defense
47545,0.44804715749287416,BAT,defense
47611,0.10756995753996333,BAT,n
47749,0.08809533322064518,BAT,n
47820,0.010838046881244833,BAT,defense
47879,0.30461263917445996,BAT,defense
47995,0.26732557054253253,BAT,n
48341,0.34624575738012126,BAT,n
48462,0.19143299152927087,BAT,defense
48466,0.24796990064406035,BAT,n
48616,0.3685827969264415,BAT,n
48644,0.05138527997317239,BAT,n
48649,1.1652327659237571,BAT,defense
48650,1.4110594785811574,BAT,transposase
48692,0.16995419579016496,BAT,n
48693,0.29034153146333885,BAT,n
48781,0.5104315073019244,BAT,n
49432,1.8974767361484117,BAT,defense
49464,0.11308741287375193,BAT,defense
49465,0.7521423554912611,BAT,defense
49648,0.14835815768758068,BAT,n
49667,0.08023345127058373,BAT,n
49707,0.7544143327104263,BAT,defense
49708,1.6791353722960287,BAT,defense
49709,5.215119105417611,BAT,defense
49713,1.225077552299801,BAT,defense
49770,1.3574936422704165,BAT,transposase
49843,0.7678874923218761,BAT,n
49953,0.2403850196811385,BAT,n
50002,0.24384701420851546,BAT,n
50123,0.20796976946230683,BAT,transposase
50181,0.021786674968939757,BAT,n
50217,0.4004084824490163,BAT,transposase
50225,0.177064409773457,BAT,n
50272,0.9000952655649489,BAT,n
50273,0.0775385169873735,BAT,n
50449,0.24926945743476708,BAT,n
50589,0.120481752984261,BAT,n
50620,0.5273622162708793,BAT,transposase
51019,3.9519692603266354,BAT,defense
51211,0.2777436280165642,BAT,n
51285,0.1817427399561922,BAT,n
51508,0.3720167358361091,BAT,defense
51564,0.6895098518946952,BAT,defense
51567,0.06196936878788815,BAT,n
51577,0.1491749484327785,BAT,defense
51604,0.05414506928944721,BAT,n
51628,0.9086689160320258,BAT,n
51750,0.258124813690683,BAT,n
51844,0.10540731463414733,BAT,n
51848,0.12307439388880112,BAT,defense
52184,0.20562130296522982,BAT,n
52251,0.41723919836461915,BAT,n
52533,0.2558804092377642,BAT,transposase
52569,0.2216875358401369,BAT,transposase
52642,0.06637987931059582,BAT,defense
52927,0.5948044188123555,BAT,n
53002,0.13803532313762562,BAT,n
53234,0.19403160200250488,BAT,defense
53493,0.068377871672745,BAT,n
53521,0.1364115576011485,BAT,n
53584,0.9622029052345379,BAT,n
53597,0.1156129259288563,BAT,n
53752,0.1792714536605562,BAT,n
53853,0.8813819093308316,BAT,n
53901,0.34209124347937336,BAT,n
53963,0.35754165516338304,BAT,n
53967,1.739688697899801,BAT,defense
54244,0.1585119462187904,BAT,transposase
54257,0.5220932983142211,BAT,n
54424,0.11683024020706524,BAT,n
54428,0.2776598497429998,BAT,n
54734,4.386139164273175,BAT,n
54786,0.2927295966565032,BAT,n
55138,0.06479924895749145,BAT,n
55398,0.6500257217184972,BAT,defense
55492,0.11838374155630801,BAT,n
55557,0.06567442952041402,BAT,n
55599,0.21640318994708627,BAT,n
55640,0.4268215510400272,BAT,n
55658,0.11987224398026843,BAT,n
55807,0.32206505740655045,BAT,defense
56030,2.271276595744682,BAT,n
56182,0.42081039347215055,BAT,n
56675,0.14929600342827862,BAT,n
56741,0.3366832586547066,BAT,n
56786,0.0972875074817479,BAT,transposase
56863,0.8226244241881654,BAT,transposase
56884,0.4851554336791072,BAT,n
57126,0.24656566339668703,BAT,transposase
57207,0.3417907618914189,BAT,n
57348,0.2613885999469877,BAT,n
57457,0.49430373787778886,BAT,n
57802,0.13780374688850971,BAT,transposase
57884,0.06040516757198985,BAT,defense
57980,0.2069088337208881,BAT,n
57983,0.2872295172490173,BAT,n
58043,0.012902335962283256,BAT,n
58165,0.23555012295533895,BAT,transposase
58177,0.35289822870398746,BAT,defense
58181,0.15421635890721774,BAT,n
58220,0.515174633197891,BAT,n
58239,0.2665333343690019,BAT,n
58249,0.5502955361351848,BAT,n
58255,0.09803284374864368,BAT,n
58262,0.4950708080311368,BAT,defense
58263,0.12624636977651518,BAT,defense
58401,0.15624856939247683,BAT,n
58446,0.16164007358336832,BAT,n
58567,0.31911898754355406,BAT,defense
58658,0.9976492370926137,BAT,n
58717,0.23933925703206624,BAT,n
58753,0.17213265795140728,BAT,n
58791,0.3102941176470593,BAT,n
58901,0.5511932361833,BAT,defense
58962,0.5623378994253604,BAT,biofilm
58975,0.2608872093457698,BAT,n
58983,2.6610698689956602,BAT,n
59037,0.121381621168005,BAT,n
59066,0.24335416887333824,BAT,n
59158,4.1623344736638215,BAT,n
59162,0.5079495150459342,BAT,defense
59177,0.739413630145497,BAT,defense
59510,0.1922366581865716,BAT,n
59603,0.30455275171260515,BAT,transposase
59654,1.4616308386094805,BAT,n
59671,0.13532992783822315,BAT,defense
59719,0.08865423089336857,BAT,transposase
59735,0.19157723963897486,BAT,n
59766,1.283148454094871,BAT,defense
59767,0.09585964407013378,BAT,defense
59889,0.15346028495263786,BAT,transposase
60039,0.3963386056256545,BAT,transposase
60072,0.07387018190697098,BAT,n
60103,0.11809670493134396,BAT,n
60349,0.5164609477520266,BAT,n
60768,0.2065529138643144,BAT,n
60847,0.07310086812512108,BAT,n
60952,0.5702190396061442,BAT,n
61229,0.048137937298171694,BAT,n
61276,0.2016252175421306,BAT,defense
61459,0.3478349588272732,BAT,n
61462,0.3399729286765684,BAT,n
61517,0.08935914674743177,BAT,transposase
61519,0.013301005691900984,BAT,n
61657,0.1596618382520075,BAT,n
61695,0.06656970349267578,BAT,defense
61696,0.24232242492001457,BAT,defense
61712,0.2257540323760197,BAT,n
61843,0.1348747572352486,BAT,transposase
61862,0.2408140886564678,BAT,transposase
61917,0.2957217463565091,BAT,n
61918,0.34092787634121363,BAT,n
61942,0.41424170073825156,BAT,n
62048,0.5386049143374686,BAT,defense
62138,0.4306956810338045,BAT,n
62173,0.20607960505771858,BAT,n
62379,0.8442707064509121,BAT,n
62425,0.36969986631664487,BAT,n
62720,2.534023335856128,BAT,n
62749,0.3523408143689065,BAT,defense
62876,2.7245576747480853,BAT,n
62877,0.39927643254004985,BAT,n
63371,0.11152864584871262,BAT,defense
63485,0.012021648087153601,BAT,biofilm
63501,0.1445340078871304,BAT,n
63631,0.027350223546945034,BAT,n
64101,0.05738015714715393,BAT,defense
64471,0.1330551544273043,BAT,n
64721,0.12563544146535952,BAT,transposase
64836,0.1626782611509249,BAT,defense
65085,0.06783326152866966,BAT,n
65202,0.09231915994456935,BAT,n
65262,0.0357698704948713,BAT,n
65340,0.05098690884986144,BAT,n
65616,0.1061669329388542,BAT,n
65672,0.26134178431801686,BAT,defense
65725,0.19228812648491236,BAT,n
65947,0.06748365486270387,BAT,transposase
65967,0.0964708221047797,BAT,n
66122,0.4851243400450052,BAT,n
66364,0.1039053803018814,BAT,n
66376,0.5365308116827414,BAT,n
66393,0.16746309523456493,BAT,n
66674,0.17859454023101046,BAT,n
67204,0.5541787296703758,BAT,n
67207,0.3158717432845769,BAT,n
67499,0.07737639241461478,BAT,n
67527,0.658181241688263,BAT,defense
67547,0.9227993007335611,BAT,n
67611,0.1400749693504404,BAT,n
67621,0.3360706129626371,BAT,n
67905,0.6621231841635156,BAT,n
67988,0.46386465890996664,BAT,n
68125,0.4082822235758174,BAT,transposase
68312,0.4522008597006376,BAT,n
68326,0.17703696815655276,BAT,defense
68803,0.2764965881530761,BAT,transposase
68832,0.11881283406843898,BAT,n
68872,0.8401574771289719,BAT,n
68911,0.031765740949605555,BAT,n
68995,0.19189202110650103,BAT,defense
69020,0.7300021843599844,BAT,defense
69227,0.6868833168508746,BAT,n
69259,0.1418056478809042,BAT,n
69338,0.30533703839705684,BAT,n
69404,0.8586431716103623,BAT,n
70503,0.2611265770406453,BAT,transposase
70511,0.11803276901590834,BAT,n
71137,0.20683612764958303,BAT,n
71158,0.7351094720000474,BAT,n
71434,0.6289628894671103,BAT,n
71621,0.037727764676867996,BAT,biofilm
71867,0.2381846885890456,BAT,defense
72338,0.1752241245037476,BAT,n
72342,0.4023073984499459,BAT,transposase
72356,0.20293660317927995,BAT,n
72544,0.52501191782112,BAT,n
72688,0.48215731138331724,BAT,n
72747,0.32656718544022806,BAT,n
72753,0.07397797668430241,BAT,n
72898,0.15596535308018827,BAT,defense
72913,0.20422209294763688,BAT,n
72927,0.874498058790907,BAT,n
73001,0.1088667910162068,BAT,defense
73068,0.10069454132812897,BAT,n
73106,0.08502158814287843,BAT,n
73209,0.1989587527858634,BAT,n
73340,0.5605950411265267,BAT,n
73453,0.07752523389993844,BAT,defense
73454,0.14147974372708524,BAT,defense
73533,0.31912648535128546,BAT,n
73593,0.35457892323319257,BAT,n
73594,0.11460965049279494,BAT,n
73600,0.21334649565603647,BAT,n
73660,0.4381575671921202,BAT,defense
73958,0.09571793719453779,BAT,n
74009,0.17211811099300386,BAT,n
74034,0.17837979838691848,BAT,n
74079,0.9899482025082713,BAT,n
74082,0.8403305951174922,BAT,n
74175,0.38572383538127103,BAT,n
74359,0.21583465010521113,BAT,n
74492,6.6069404282075,BAT,n
74683,0.11202134233756354,BAT,n
74736,1.243881088070874,BAT,n
74912,0.07824854667510509,BAT,n
74914,0.23255156504127655,BAT,defense
75047,0.1654732791300122,BAT,n
75054,0.37144568025035324,BAT,n
75128,0.4852188325630619,BAT,n
75138,0.3681002414670761,BAT,n
75282,0.24016944811802352,BAT,n
75365,6.660621703512475,BAT,n
75432,1.960042195627859,BAT,transposase
75480,0.10565155416515054,BAT,defense
75536,0.2341793145896394,BAT,n
75792,0.024019694501805067,BAT,n
76046,0.7992732995388306,BAT,n
76126,0.08795248388179917,BAT,n
76335,0.49861995126579245,BAT,n
76571,0.2271387795585716,BAT,n
76698,0.6159318101114613,BAT,n
76819,0.05069181599039044,BAT,n
