gene_caller_id,pnps,depth,gene_type
11,0.018380902957965718,SRF,n
102,0.18820267910115082,SRF,n
130,0.18416970562964238,SRF,defense
168,0.05776699008840672,SRF,n
360,0.12454628756972298,SRF,n
394,0.18217075440131728,SRF,n
415,0.09912969458041698,SRF,n
610,0.05505409919178305,SRF,defense
632,0.8470219017094017,SRF,defense
997,0.04060010629685309,SRF,n
1053,0.0781841643250221,SRF,n
1070,0.06899788863865568,SRF,n
1173,0.4386096417769378,SRF,n
1202,0.050256487110464446,SRF,n
1211,0.09551580064456273,SRF,n
1331,0.21005277389200477,SRF,n
1609,0.2524930426716126,SRF,n
1756,0.062471637018578906,SRF,defense
1757,0.41942883477135295,SRF,biofilm
1766,0.13763034802819482,SRF,n
1776,0.1517113683412205,SRF,n
1874,0.046417051304464385,SRF,n
2135,0.07222821823192532,SRF,n
2371,0.07118242149435583,SRF,n
2522,0.19875835198108524,SRF,n
2661,0.03584374475436544,SRF,n
2927,0.1258350580363137,SRF,n
2990,0.06520696578408734,SRF,n
3252,0.058838416132711756,SRF,defense
3335,0.03593567205067433,SRF,n
3436,0.09471998127170184,SRF,n
3525,0.020023202733846487,SRF,n
3569,0.2983292988141745,SRF,n
3653,0.05574805181469007,SRF,n
3813,0.08489311075483885,SRF,defense
3875,0.04571380223913612,SRF,defense
3973,0.10881923345014957,SRF,n
3988,0.24525931007705612,SRF,n
4149,0.06830411238202393,SRF,defense
4361,0.08160386991702216,SRF,defense
4373,0.09268262074455931,SRF,defense
4390,0.06434675086689819,SRF,n
4493,0.05136497913153371,SRF,n
4575,0.21812511685026423,SRF,n
4670,0.031079463024885012,SRF,n
4684,0.1465598666601356,SRF,n
4748,0.321593454242203,SRF,n
4764,0.04243250630107428,SRF,defense
4905,0.7738982070561008,SRF,n
4907,0.05515966333641943,SRF,n
4912,0.03844238513949721,SRF,n
4921,0.02533038780284153,SRF,n
4946,0.1222610321380035,SRF,defense
5203,0.015543931453799774,SRF,n
5390,0.855422870587301,SRF,n
5459,0.04422170832940973,SRF,n
5703,0.05225595863596019,SRF,n
6326,0.15468132297970766,SRF,defense
6357,0.022379405604540187,SRF,n
6837,0.04325749419910378,SRF,defense
6876,0.10904398499915882,SRF,n
7121,0.0162059439257697,SRF,n
7135,0.16462843428306353,SRF,defense
7381,0.1153759012290392,SRF,n
7598,0.01883348646217426,SRF,defense
7754,0.04481347482432478,SRF,defense
7946,0.03808167952659814,SRF,n
7969,0.7292616980954995,SRF,n
8033,0.03455071805113511,SRF,defense
8126,0.009898034842227565,SRF,n
8280,0.14493241368098447,SRF,n
8369,0.10988504442404366,SRF,defense
8975,0.12200754723201049,SRF,n
9050,0.07041120032588506,SRF,n
9111,0.017393286233680378,SRF,n
9128,0.08802123135225211,SRF,n
9209,0.17278036853102466,SRF,n
9300,0.0038619703669198744,SRF,n
9376,0.283774451608898,SRF,defense
9488,0.05465366765940982,SRF,n
9728,0.2245616808147141,SRF,n
9759,0.1099896296681716,SRF,n
9806,0.0748103952893197,SRF,defense
9849,0.2063789629774678,SRF,n
10195,0.023906550963536957,SRF,n
10322,0.1458476659720928,SRF,n
10369,0.10786189244640415,SRF,defense
10447,0.17244605073466399,SRF,defense
10451,0.08926574629562839,SRF,n
10904,0.04578276166085401,SRF,n
10999,0.19141474243212173,SRF,defense
11003,0.15795433156541175,SRF,n
11250,0.1241540097052101,SRF,defense
11305,0.16315466153928262,SRF,defense
11561,0.014573705988936248,SRF,n
11600,0.06892880026457396,SRF,defense
11713,0.11309404367370599,SRF,n
11887,0.01782254833141095,SRF,n
11917,0.017369604257178525,SRF,defense
12004,0.048122063722750165,SRF,n
12189,0.0950837493479197,SRF,defense
12256,0.47053626081008476,SRF,n
12334,0.07449567162014839,SRF,n
12482,0.0,SRF,n
12483,0.0635898876404485,SRF,defense
12790,0.09824095775062826,SRF,defense
12834,0.0850566494452803,SRF,n
12905,0.057614032363150394,SRF,n
13471,0.06599857798774267,SRF,defense
13580,0.11443119495647502,SRF,n
13648,0.16666240296117935,SRF,n
13664,0.0,SRF,defense
14302,0.46614313946144176,SRF,defense
14528,0.0,SRF,n
14615,0.3419176711255437,SRF,defense
14904,0.19877216752449794,SRF,n
14921,0.10930070676843365,SRF,defense
14993,0.06286959973100423,SRF,n
15000,0.11118083234377436,SRF,n
15015,0.032381607848035066,SRF,n
15195,0.11950197737989945,SRF,n
15281,0.03291328753236485,SRF,defense
15285,0.014491494109763603,SRF,n
15294,0.064324762620314,SRF,n
15304,0.06834420957307871,SRF,defense
15395,0.009846160460725423,SRF,n
15462,0.05764722173642204,SRF,n
15575,0.06872229438063916,SRF,n
15611,0.11880233100124456,SRF,n
15613,0.03516546939560421,SRF,defense
15629,0.08542894666221437,SRF,n
16078,0.1665130047771627,SRF,defense
16086,0.1820109683206516,SRF,n
16229,0.04134614635744537,SRF,n
16375,0.38541941141570396,SRF,n
16519,0.2978739676921348,SRF,defense
17104,0.12014151987833398,SRF,defense
17247,0.13381181145030285,SRF,n
17439,0.251566418881027,SRF,n
17475,0.5876397798241695,SRF,n
17535,0.0,SRF,defense
17617,0.10886905589449865,SRF,n
17689,0.42826214869910006,SRF,defense
17789,0.08573695337359087,SRF,n
17819,0.014098666011449101,SRF,n
18071,0.11031567969818103,SRF,n
18358,0.30144861403047357,SRF,n
18462,0.11062215852129038,SRF,n
18627,0.030850294802783423,SRF,n
19090,0.09082896683352037,SRF,defense
19091,0.061962831623343886,SRF,n
19411,0.0,SRF,defense
19432,0.15405278221843904,SRF,defense
19510,0.021043869949449602,SRF,defense
19640,0.2851460983059409,SRF,defense
19746,0.0017193102412076454,SRF,n
20181,0.0490260644026573,SRF,n
20203,0.019014785404922633,SRF,n
20427,0.1100213819845465,SRF,n
20509,0.018643646811969835,SRF,n
20606,0.07961962074030128,SRF,defense
20626,0.04797754014047288,SRF,defense
20678,0.16065858606258593,SRF,n
20692,0.07022805557348218,SRF,n
