gene_caller_id,pnps,depth,gene_type
53,0.4417142063015891,Malaspina,n
205,0.16371227760552365,Malaspina,n
207,0.23004361258027783,Malaspina,n
211,0.11797802771500189,Malaspina,defense
278,1.0852775277390185,Malaspina,n
356,0.7324369177821093,Malaspina,defense
360,1.0589534353247798,Malaspina,defense
384,0.10738320363005134,Malaspina,defense
385,0.24637618613509232,Malaspina,defense
418,1.2167628938885326,Malaspina,n
446,0.2575062444123478,Malaspina,n
447,0.24142040883925645,Malaspina,n
486,1.4286562891283292,Malaspina,n
506,0.3929721969983006,Malaspina,n
563,2.080208295219491,Malaspina,n
596,0.12296967526692078,Malaspina,transposase
609,3.075679463356708,Malaspina,defense
624,0.4364224059954492,Malaspina,defense
675,0.40520673444433464,Malaspina,n
726,2.8896466562102625,Malaspina,defense
728,1.7683390427818473,Malaspina,n
731,1.0541260718565553,Malaspina,n
943,0.4142101254179191,Malaspina,defense
944,0.6986943150364215,Malaspina,defense
946,0.916996710833581,Malaspina,defense
995,0.6794608220285161,Malaspina,n
1073,0.3484636638630086,Malaspina,defense
1122,1.0047889405565016,Malaspina,n
1128,0.41008076737605015,Malaspina,biofilm
1129,0.28122437280040413,Malaspina,defense
1135,0.016925317192189194,Malaspina,n
1295,0.37932862391347716,Malaspina,defense
1312,0.3023393471981814,Malaspina,n
1321,0.15527625117671368,Malaspina,n
1376,1.072326153384004,Malaspina,defense
1444,0.8800249239740887,Malaspina,defense
1445,1.2525268483132068,Malaspina,defense
1446,1.2080280473453129,Malaspina,defense
1448,0.13557978968672332,Malaspina,defense
1454,1.852802130231735,Malaspina,transposase
1631,0.15682956388143593,Malaspina,defense
1650,0.2617924664704702,Malaspina,defense
1651,0.7238661963410309,Malaspina,defense
1662,0.39179823595033547,Malaspina,defense
1665,0.34264535605048413,Malaspina,n
1720,1.2941512818346748,Malaspina,defense
1729,0.7526115879021692,Malaspina,n
1790,0.25415449659497613,Malaspina,defense
1791,0.21019421206467942,Malaspina,defense
1861,0.19882615366505882,Malaspina,n
1921,0.0933346811838089,Malaspina,n
1977,0.3982360908087283,Malaspina,n
2021,1.4031469210906302,Malaspina,n
2089,0.10083135164248089,Malaspina,n
2148,0.6976646493252673,Malaspina,defense
2200,1.8875297955770778,Malaspina,n
2203,1.543176792200107,Malaspina,n
2212,1.8605630118318048,Malaspina,n
2226,1.551722789988715,Malaspina,n
2228,1.9183795249513365,Malaspina,defense
2230,0.9494488521990004,Malaspina,transposase
2256,0.09147516430396001,Malaspina,defense
2257,0.2771981295120854,Malaspina,defense
2353,0.4398414053450094,Malaspina,defense
2415,0.09097896417585666,Malaspina,n
2416,0.08946189343706717,Malaspina,defense
2423,0.21863845802976398,Malaspina,n
2535,0.04757761617626628,Malaspina,defense
2599,4.564284368692142,Malaspina,defense
2603,2.814537254986342,Malaspina,n
2687,0.3120398583895551,Malaspina,n
2781,0.10535148578731113,Malaspina,n
2829,0.2296341264538709,Malaspina,defense
2839,0.5097275610939053,Malaspina,defense
2840,0.5505139823896963,Malaspina,defense
2850,0.08767527175145831,Malaspina,n
2887,0.07409650235861254,Malaspina,n
2988,0.4840552043570671,Malaspina,n
3074,0.12487643515727882,Malaspina,defense
3075,0.2310610146920743,Malaspina,defense
3077,0.3003052021837706,Malaspina,defense
3183,0.7588298588011977,Malaspina,defense
3242,0.4758015449009213,Malaspina,n
3247,0.24307524431196523,Malaspina,defense
3261,0.34578114736531546,Malaspina,defense
3271,0.5276233581582428,Malaspina,n
3288,0.2534611370606676,Malaspina,n
3328,0.020289171565670852,Malaspina,defense
3404,0.2987998370603876,Malaspina,n
3465,0.4419403650439428,Malaspina,n
3473,1.0101670198244468,Malaspina,n
3475,1.4763348511786338,Malaspina,n
3522,1.4255245174394877,Malaspina,transposase
3589,1.23004333220744,Malaspina,defense
3602,0.49276691071502615,Malaspina,transposase
3627,0.3095112023845153,Malaspina,defense
3658,0.7426745569825709,Malaspina,defense
3712,0.20862689888442626,Malaspina,n
3747,0.8584548743200947,Malaspina,transposase
3854,0.9205541216390183,Malaspina,n
3949,0.04337283723480455,Malaspina,defense
3950,0.18508977087067702,Malaspina,defense
3957,0.3850184031583893,Malaspina,n
3964,1.0776557298187195,Malaspina,n
3982,0.12983133273629555,Malaspina,defense
3988,0.47378495734813164,Malaspina,defense
4034,0.8133432594885978,Malaspina,defense
4047,1.3373234471527182,Malaspina,transposase
4070,0.20229670347925757,Malaspina,n
4111,1.0264466399270624,Malaspina,defense
4112,0.8337991662784715,Malaspina,defense
4113,5.692030315117696,Malaspina,defense
4209,0.50379367455176,Malaspina,n
4258,0.8100174987502331,Malaspina,n
4266,0.30762207246139667,Malaspina,transposase
4349,0.797849650611925,Malaspina,defense
4387,2.524932090379215,Malaspina,defense
4411,0.29594720690030735,Malaspina,n
4419,0.12214836900974245,Malaspina,n
4481,0.43020212280127207,Malaspina,n
4529,0.11239885175349627,Malaspina,defense
4530,0.15767097060596294,Malaspina,defense
4537,0.3689869846668285,Malaspina,n
4644,0.5894051447151403,Malaspina,defense
4652,0.22343208804486597,Malaspina,defense
4699,1.4088199312139218,Malaspina,defense
4864,1.704475816928163,Malaspina,defense
4870,0.18865305878578006,Malaspina,defense
