gene_caller_id,pnps,gene_type
26,0.014814419705568698,DCM
59,0.046392819574010945,DCM
69,0.050802107422709554,DCM
108,0.04179581337437984,DCM
110,0.05190032306383165,DCM
208,0.07937573262566643,DCM
225,0.08071346883384128,DCM
243,0.07387280140347034,DCM
262,0.031918559721492136,DCM
370,0.24279558744911353,DCM
557,0.07539882104078899,DCM
558,0.06997211297977832,DCM
578,0.13430694649865482,DCM
620,0.1397282323122308,DCM
628,0.035285003678120895,DCM
672,0.21617598804943555,DCM
674,0.01747730355736169,DCM
687,0.09000156923763922,DCM
773,0.1795048491173695,DCM
810,0.051236519837330775,DCM
951,0.0361902603619585,DCM
995,0.10599720603064731,DCM
1008,0.033942912352481966,DCM
1020,0.13266358906683012,DCM
1111,0.0578850182643587,DCM
1128,0.07141608538254418,DCM
1139,0.13907996355104027,DCM
1171,0.053175366249119185,DCM
1191,0.1566738347497522,DCM
1311,0.09407135602464961,DCM
1344,0.06852043189625533,DCM
1375,0.12084363987300023,DCM
1385,0.06661536190294416,DCM
1543,0.07918895034916533,DCM
1683,0.05974203075655285,DCM
1711,0.07232952542705416,DCM
1893,0.35949913410782486,DCM
2051,0.12302524349651102,DCM
2070,0.13071440884952826,DCM
2220,0.0364259228551906,DCM
2279,0.13546585018939386,DCM
2322,0.04541651265430063,DCM
2326,0.09275137398845267,DCM
2340,0.15726608694786273,DCM
2803,0.05354500500771604,DCM
2809,0.14799964138826477,DCM
2997,0.06407065017536076,DCM_biofilms
3102,0.14183407028560968,DCM
3106,0.06536877403128509,DCM
3199,0.15597246320687047,DCM
3281,0.4496097588313664,DCM
3332,0.0415637406769333,DCM
3381,0.04506602572038066,DCM
3459,0.11287692119727902,DCM
3464,0.11050350243030137,DCM
3469,0.08749083276021098,DCM
3550,0.1383031801894993,DCM
3551,0.07829705917877033,DCM
3701,0.06893769648449352,DCM
3720,0.09263654257921765,DCM
3761,0.12624161225349123,DCM
3802,0.010960853188976985,DCM
3830,0.10330153004179088,DCM
3912,0.062253753552961755,DCM
3985,0.15861954959895322,DCM
4036,0.1626309404528678,DCM
4177,0.0649997186060684,DCM
4179,0.024494685131174608,DCM
4197,0.10270386651128502,DCM
4220,0.32952196695333175,DCM
4409,0.25867830523780994,DCM
4518,0.12705759867725994,DCM
4524,0.17914229110656132,DCM
4538,0.14320378239958056,DCM
4553,0.1157402092332855,DCM
4599,0.09346860382540895,DCM
4661,0.14145594605504383,DCM
4677,0.12435867804005299,DCM
4694,0.49232457457660833,DCM
4751,0.11430950592136062,DCM
4766,0.1776622839343284,DCM
4773,0.08935983951314022,DCM
4789,0.06646886756524074,DCM
4875,0.20445733849631068,DCM
4890,0.14629601607253623,DCM
4899,0.09023998267026084,DCM
5144,0.09647298635144255,DCM
5404,0.04353234985691526,DCM
5474,0.32812793666773876,DCM
5566,0.112944968042796,DCM
5622,1.1218451141380854,DCM
5631,0.09530934189154107,DCM
5742,0.03310004075655079,DCM
5826,1.4263128818406323,DCM
5865,0.03582685141286718,DCM
5905,0.06511194584980583,DCM
5942,0.12003803449250465,DCM
5990,0.23100723862339603,DCM
5992,0.10116088689655676,DCM
6028,0.13965302477608008,DCM
6075,0.07983141670623058,DCM
6114,0.06336274709264547,DCM
6141,0.2551770180446122,DCM
6215,0.07411552323081194,DCM
6268,0.06509138245173678,DCM
6323,0.1195635340187882,DCM
6423,0.059098462301454574,DCM
6477,0.44089864058886824,DCM
6499,0.2855290626368656,DCM
6623,0.220465313501717,DCM
6735,0.12555700109466492,DCM
6910,0.14447304009790554,DCM
6923,0.1367658916447501,DCM
6941,0.0731961580257422,DCM
6983,0.23084372588004123,DCM
7051,0.22981854893966933,DCM
7072,0.05549814295606928,DCM
7147,0.07658045787170488,DCM
7191,0.09410229752357151,DCM_biofilms
7217,0.14456421779664272,DCM
7248,0.11772334309023805,DCM
7280,0.09895050043934762,DCM
7297,0.09315145814441834,DCM
7467,0.21673401232220504,DCM
7541,0.015562413044267897,DCM
7599,0.13491747594306186,DCM
7645,0.11761808585971825,DCM
7667,0.08783449306793797,DCM
7699,0.07913438535457387,DCM
7734,0.10062646854751997,DCM
7886,0.18360108539228337,DCM
7891,0.04823929095229121,DCM
8063,0.10354437973556231,DCM
8239,0.01703484903184464,DCM
8341,0.13168779076637385,DCM
8409,0.07768397545992786,DCM
8435,0.05257841338649188,DCM
8498,0.1087042135260386,DCM
8521,0.21089056425374808,DCM
8563,0.07529826109755924,DCM_biofilms
8581,0.12218105922271653,DCM
8610,0.10509679441313403,DCM
8671,0.10192894454420452,DCM
8687,0.3190255974343855,DCM
8695,0.2627999930777118,DCM
8812,0.029896901564500544,DCM
8836,0.06205021122601242,DCM
8858,0.06629524876089506,DCM
8872,0.05857891651514254,DCM
8994,0.06488197608594425,DCM
9018,0.20799178191922585,DCM
9078,0.08064286198084462,DCM
9134,0.6938829002012539,DCM
9233,0.08470679930410954,DCM
9234,0.11124335556479308,DCM
9601,0.08027503224810346,DCM
9642,0.16351104796788773,DCM
9689,0.1881464775944444,DCM
9895,0.04573744710735762,DCM
9979,0.09564720003556396,DCM
10019,0.29980482981392353,DCM
10042,0.2248221148878945,DCM
10152,0.09886538850866436,DCM
10286,0.06470177733650576,DCM
10317,0.056939937318479406,DCM
10376,0.019762845849802292,DCM
10407,0.17455637758672768,DCM
10604,0.5098682141900261,DCM
10994,0.06440464739035888,DCM
11018,0.12903583151238332,DCM
11098,0.14950766508752264,DCM
11132,0.1412932035537312,DCM
11152,0.46222626991382915,DCM
11164,0.1749501006539687,DCM
11276,0.23566312521783928,DCM
11336,0.07263950787112854,DCM
11337,0.0,DCM
11506,0.9424979927909547,DCM
11601,0.07266269297886017,DCM
11603,0.1164448837432783,DCM
11729,0.02711018310247744,DCM
11759,0.027483018485590312,DCM
11957,0.09979920566941579,DCM
12036,0.21201898452793455,DCM
12037,0.04863725091136543,DCM
12162,0.02459318794846808,DCM
12171,0.06859692734344429,DCM
12231,0.16904614874114396,DCM
12620,0.41948228903534357,DCM
12679,0.23898887559516563,DCM
12732,0.749487170037955,DCM
12744,0.19888679213883376,DCM
12804,0.04216579821125061,DCM
12841,0.10747422779901333,DCM
12926,0.0,DCM
12980,0.0998356348474915,DCM
12990,0.022250025333395353,DCM
13079,0.2120232157573482,DCM
13092,0.051097596827543786,DCM
13341,0.06481898974358043,DCM
13358,0.059567060186814604,DCM
13411,0.07310047442137318,DCM
13428,0.4517436004822436,DCM
13536,0.06160961158026717,DCM
13545,0.1157026328907483,DCM
13569,0.22393927758477464,DCM_trans
13667,0.053230223044342814,DCM
13748,0.07852423792882855,DCM
13754,0.08383135164945625,DCM
13828,0.11443472445290577,DCM
13842,0.10285499594151407,DCM
13943,0.0734171566755121,DCM
14361,0.04015154158198051,DCM
14542,0.0709195864512807,DCM
14689,0.3147750418098068,DCM
14722,0.17041938113487384,DCM
14987,0.0793444461960612,DCM
15066,0.10156562688211572,DCM
15111,0.33468458502426524,DCM
15119,0.100010064517804,DCM
15262,0.1631982874980951,DCM
15292,0.0,DCM
15406,0.3032119527123437,DCM
15559,0.06964045965700225,DCM
15633,0.026613070664002814,DCM
15637,0.13765533879288488,DCM
15645,0.076887852726306,DCM
15957,0.02689667284608442,DCM_biofilms
15993,0.10497751782814291,DCM
15995,0.19629029948150584,DCM
16035,0.0,DCM
16072,0.08150705570274074,DCM
16130,0.1126369089387014,DCM
16214,0.08681412964725412,DCM
16254,0.23424783563771248,DCM
16332,0.09973697780571465,DCM
16363,0.08244239974912738,DCM
16536,0.09834958914313595,DCM
16576,0.07076818273788515,DCM
16577,0.01912467566881611,DCM
16667,0.3631615239345468,DCM_trans
16681,0.13350010431521844,DCM
16828,0.13169235048214775,DCM
17028,0.07024004845119053,DCM
17029,0.17328454102825852,DCM
17036,0.07471948823151259,DCM
17073,0.14292036963794305,DCM
17450,0.10221861691430378,DCM
17548,0.03754541948105187,DCM
17742,0.09734989447619317,DCM
17886,0.554087719844225,DCM
17918,0.07725418465339585,DCM_biofilms
17929,0.0326519528102224,DCM
18033,0.10528425880224283,DCM
18034,0.3393461493137321,DCM
18182,0.0,DCM
18404,0.09633472573130641,DCM
18451,0.09325114258429627,DCM
18501,0.06464311522596446,DCM
18558,0.04319146055534394,DCM
18633,0.10010623798918625,DCM
18651,0.11568879684983706,DCM
18755,0.12276723994912422,DCM
18870,0.007113851834482643,DCM
18968,0.14467298563294453,DCM
19318,0.7254155279781381,DCM
19327,0.14552097749698797,DCM
19680,0.05518852032919294,DCM
19691,0.05603892370638582,DCM
19998,0.17039908706742227,DCM
20033,0.1451453124588141,DCM
20261,0.05765803188588963,DCM
20473,0.09826399577688616,DCM
20535,0.21433476508995303,DCM
20694,0.09067361145938586,DCM
20724,0.10869971325855027,DCM
20921,0.10749753203012627,DCM
21188,0.03960465454330227,DCM
21225,0.09599763029614206,DCM
21413,0.31100724871620705,DCM
21508,0.14828657587547955,DCM
21588,0.008903564389737335,DCM
21938,0.07057200129408862,DCM
22055,0.08157076309595344,DCM
22092,0.07703156122501403,DCM
22193,0.034693448943243964,DCM
22215,0.10149809997340803,DCM
22342,0.11503815822457292,DCM
22406,0.4050541119326927,DCM
22790,0.1196199690680965,DCM
22881,0.10787001630657944,DCM
23275,0.05063008963805746,DCM
23574,0.05892336858824548,DCM
23584,0.09622208407357948,DCM
23672,0.04654950922523689,DCM
23722,0.024931046828130125,DCM
23888,0.03643050825723266,DCM
23948,0.2660455247803325,DCM
24054,0.12606977597231694,DCM
24061,0.07244391377552192,DCM
24090,0.0953286383702696,DCM
24105,0.03594010433079194,DCM
24126,0.035545222336341796,DCM
24182,0.02750075815750914,DCM
24188,0.087426769308461,DCM
24320,0.06941068488618789,DCM
24383,0.3430567440250492,DCM
24388,0.11071056892305774,DCM
24410,0.04952503425237533,DCM
24476,0.0424087900312096,DCM
24628,0.07070672140387672,DCM_trans
24823,0.06013213770307307,DCM
24894,0.11803451713116579,DCM
25572,0.0836052890860033,DCM
25607,0.23939408922110572,DCM
25720,0.022958343467190046,DCM
25723,0.03712674012485457,DCM
26171,0.2258217518835712,DCM
26178,0.05836181097405009,DCM
26180,0.14448687889555634,DCM
26451,0.07734866826241218,DCM
26623,0.09862046088342359,DCM
26630,0.024201080156199643,DCM
26969,0.041958933538472666,DCM
27348,0.04290618530544196,DCM
27998,0.032000371198326924,DCM
28300,0.12647967908186383,DCM
28530,0.034052676016357565,DCM
28711,0.05652606374819953,DCM
28718,0.2724482310924086,DCM
28812,0.03503612944479302,DCM
28831,0.011597215005715438,DCM
29785,0.10281033750474139,DCM
29834,0.03697281739860562,DCM
29850,0.04111245396521163,DCM
30208,0.08174316335463964,DCM
30368,0.5405493016112457,DCM
30493,0.0,DCM
30721,0.041801192764365835,DCM
30811,0.44335305011680964,DCM
31080,0.07375436107232773,DCM
31203,0.03687652878460455,DCM
31378,0.11592832064754152,DCM
31589,0.10912000079658565,DCM
31611,0.11283760968137199,DCM
31638,0.03368060774086005,DCM
31957,0.020806808780473286,DCM
32009,0.15887597389700467,DCM
76972,0.042092846197712516,DCM
77017,0.06741408696998011,DCM
77027,0.21003953873954254,DCM
77056,0.025685207155171565,DCM
77093,0.09132075726733346,DCM
77144,0.050279204598840235,DCM
77166,0.07259846822533571,DCM
77204,0.04906599148525318,DCM
