pnps,ocean,gene-callers-id,integron,transposase
0.21707630207027545,ARS,125435,Y,N
0.1470579497672682,ARS,125436,Y,N
0.06946196906701144,ARS,125439,Y,N
0.015867618234902372,ARS,180973,Y,N
0.8385875161644246,ARS,241253,Y,N
1.0100621679665391,ARS,241254,Y,N
0.31277124685563107,ARS,241255,Y,N
0.24638437222907397,ARS,340183,Y,N
0.3154788433709046,ARS,368706,Y,N
0.2242666979733072,ARS,381491,Y,N
0.5026561720664138,ARS,381492,Y,N
0.0648141320357966,ARS,452342,Y,N
0.1042896211451396,ARS,491997,Y,N
0.2624275457530622,ARS,560673,Y,N
0.03391418362921167,ARS,561580,Y,N
0.10399773461514752,ARS,566886,Y,N
0.09609213827287197,ARS,566887,Y,N
0.19537717103171215,ARS,585642,Y,N
1.231483096614794,ARS,585643,Y,N
0.07267471745523021,ARS,590574,Y,N
0.2783237068615962,ARS,600867,Y,N
3.70248229593799,ARS,600870,Y,N
0.062476443548458924,ARS,600871,Y,N
0.0967411072191276,ARS,600872,Y,N
0.6012932251269829,ARS,601563,Y,N
0.02899695198521085,ARS,605793,Y,N
0.7091511001054577,ARS,605795,Y,N
2.932806324110663,ARS,625255,Y,N
1.2720229668428746,ARS,655842,Y,N
0.8629898784835296,ARS,671431,Y,N
0.1959636764003648,ARS,764827,Y,N
0.08692749963156034,ARS,764828,Y,N
0.2674307468590593,ARS,764829,Y,N
4.315450343969267,ARS,786463,Y,N
1.8777729211512229,ARS,786464,Y,N
0.7580681932179929,ARS,786465,Y,N
0.4956469355995856,ARS,786470,Y,N
0.06494776467916989,ARS,807712,Y,N
0.19299821041727608,ARS,807719,Y,N
0.021712772376248725,ARS,807721,Y,N
0.11576825849867355,ARS,808252,Y,N
0.1735019104961866,ARS,808253,Y,N
0.6644329209139684,ARS,808254,Y,N
0.05393750468351706,ARS,909151,Y,N
0.14851024352336248,ARS,916040,Y,N
0.15613316552995885,ARS,916042,Y,N
0.04907612044595026,ARS,916043,Y,N
0.2729542017726797,ARS,916044,Y,N
0.013737655445892543,ARS,925184,Y,N
0.03249442413915042,ARS,925185,Y,N
0.2781139209343612,ARS,995927,Y,N
0.19211904458421933,ARS,1102580,Y,N
0.09248219132438068,ARS,1102584,Y,N
1.731707797375779,ARS,1102585,Y,N
0.1992052009037764,ARS,1139519,Y,N
0.6799480617409502,ARS,1139520,Y,N
0.1932871396330824,ARS,1139521,Y,N
0.14875334649204852,ARS,1167330,Y,N
0.6020081318549814,ARS,1172804,Y,N
0.09597218197706088,ARS,1172806,Y,N
0.7422631799552893,ARS,1188125,Y,N
0.629082834251662,ARS,1188126,Y,N
0.241747744678578,ARS,1188127,Y,N
0.11722539679578454,ARS,1190477,Y,N
0.4532951624485911,ARS,1192428,Y,N
0.1268446537628152,ARS,1259750,Y,N
0.15727149897370354,ARS,1280481,Y,N
0.3081786770476638,ARS,1280482,Y,N
0.51081597745274,ARS,1280483,Y,N
0.21642677718921693,ARS,1310255,Y,N
1.0299875170436157,ARS,1310260,Y,N
0.15096414009977993,ARS,1386836,Y,N
0.0024473509232799287,ARS,1487877,Y,N
0.7641534943547351,ARS,1491874,Y,N
0.07669821726304961,ARS,1491876,Y,N
0.3223980668007481,ARS,1498184,Y,N
2.271743683438709,ARS,1498186,Y,N
0.9025587654661088,ARS,1540978,Y,N
0.015595559998065328,ARS,1568434,Y,N
0.2054647765995553,ARS,1568436,Y,N
0.3378570056166255,ARS,1568437,Y,N
0.1357561491563452,ARS,1590389,Y,N
0.16543534820221809,ARS,1596400,Y,N
0.010872960931598251,ARS,1628773,Y,N
1.091579800607947,ARS,1652051,Y,N
0.20805252913528985,ARS,1703576,Y,N
0.16897517572970386,ARS,1712058,Y,N
0.3760662535839516,ARS,1712060,Y,N
1.73925232899843,ARS,1712062,Y,N
