gene_caller_id,pnps,gene_type
170,0.23811602728935702,Malaspina
233,0.2914053519702053,Malaspina
295,0.438302027930983,Malaspina
344,0.9869895632924309,Malaspina
596,0.12296967526692078,Malaspina_trans
747,0.23532527523094945,Malaspina
763,0.22984293958501184,Malaspina
1046,0.5851496335304217,Malaspina
1091,0.15176175735475786,Malaspina
1128,0.41008076737605015,Malaspina_biofilms
1146,0.39528871538310445,Malaspina
1166,0.14362209759035652,Malaspina
1454,1.852802130231735,Malaspina_trans
1634,0.11627656737790201,Malaspina
1809,1.2074416252396423,Malaspina
1929,0.13841609746156763,Malaspina
2180,1.2240919559481784,Malaspina
2197,1.7793003942179506,Malaspina
2230,0.9494488521990004,Malaspina_trans
2235,0.550205396001498,Malaspina
2251,0.9101308367852619,Malaspina
2318,0.5555508213098361,Malaspina
2392,1.002761895565027,Malaspina
2475,0.2906220092088103,Malaspina
2577,0.2735514302232946,Malaspina
2609,0.5627831789299033,Malaspina
2754,1.0699706018625146,Malaspina
2872,0.08664660376421392,Malaspina
3081,0.41025873428385157,Malaspina
3101,0.2769315957403453,Malaspina
3106,0.29037957536694503,Malaspina
3138,0.49831989081540506,Malaspina
3144,0.12215340962452632,Malaspina
3325,0.45451498908547966,Malaspina
3406,0.5013310462422602,Malaspina
3473,1.0101670198244468,Malaspina
3515,0.8282520651620043,Malaspina
3522,1.4255245174394877,Malaspina_trans
3538,1.9076894095828614,Malaspina
3552,1.0918395233871157,Malaspina
3583,2.1500386443995922,Malaspina
3602,0.49276691071502615,Malaspina_trans
3605,0.150930915006956,Malaspina
3701,1.8925314614557804,Malaspina
3727,0.29040139021610395,Malaspina
3747,0.8584548743200947,Malaspina_trans
3817,1.0338002087406901,Malaspina
3834,1.1004461678326816,Malaspina
3836,0.3412410846792481,Malaspina
3987,0.05574220419695713,Malaspina
4047,1.3373234471527182,Malaspina_trans
4266,0.30762207246139667,Malaspina_trans
4408,7.402433549770603,Malaspina
4560,5.948982259601064,Malaspina
4577,2.0317449286377935,Malaspina
4806,0.7131360672943646,Malaspina
4880,0.763295230682785,Malaspina
4956,0.06304451698358601,Malaspina
5006,0.16723544044937616,Malaspina
5284,0.4045045795714871,Malaspina
5392,0.43549242523525444,Malaspina_trans
5396,0.7571124956198226,Malaspina_trans
5399,0.38511399272619956,Malaspina
5429,0.18341849878198616,Malaspina
5459,0.3697864741284357,Malaspina
5467,0.02627989474459092,Malaspina
5686,0.4302091335504162,Malaspina_trans
5790,0.1933331474625636,Malaspina
5818,0.21176462502067617,Malaspina
5936,0.33062876323065343,Malaspina
5980,0.827572141047966,Malaspina
6010,1.5091759204885502,Malaspina
6163,0.3023360986664778,Malaspina
6265,1.1007099444084052,Malaspina
6266,0.8776684789973993,Malaspina
6421,0.1049836751942155,Malaspina
6456,0.06708692708551557,Malaspina
6550,1.1859351159174225,Malaspina
6691,0.32781869136872255,Malaspina
6724,0.832213768163291,Malaspina_trans
6768,0.3065412279830713,Malaspina_trans
6818,0.3062630155656967,Malaspina
6846,0.2080248037193063,Malaspina
6893,0.3832357506950115,Malaspina
7017,0.29539717173069424,Malaspina
7075,0.18087753245789934,Malaspina
7108,0.28820839450303093,Malaspina
7159,0.07745648347911677,Malaspina
7163,0.0597687853313334,Malaspina
7225,0.9918457907951203,Malaspina_trans
7240,0.6106837174154605,Malaspina
7326,0.43666754068877117,Malaspina
7358,0.042757319567256556,Malaspina
7452,0.6272533124445142,Malaspina
7509,0.6884896220262726,Malaspina
7586,0.4921052631578979,Malaspina
7637,0.2893047378992588,Malaspina_trans
7658,0.20658109538667202,Malaspina
7795,2.076682846654065,Malaspina_trans
7925,3.3069284612776877,Malaspina
7929,5.721934769050875,Malaspina
8518,0.5474601318647946,Malaspina
8549,2.0602077380337356,Malaspina
8650,0.08131610345342918,Malaspina
8851,0.26583709046799175,Malaspina
8941,0.18786930208493074,Malaspina_trans
8957,0.9381031095926106,Malaspina
9001,0.2950190058134497,Malaspina
9008,0.35124311957272153,Malaspina
9122,0.4741269494642501,Malaspina
9202,0.43936124097994445,Malaspina
9227,1.1689834297850101,Malaspina
9237,2.390883617044818,Malaspina
9265,0.10213577380886783,Malaspina
9290,1.281969481051458,Malaspina
9463,4.280191229410395,Malaspina
9601,0.7802676240568306,Malaspina
9651,0.26386361645737494,Malaspina
9754,0.33289450756435063,Malaspina
9817,0.24803860273718267,Malaspina
9992,0.848809882984277,Malaspina
10305,0.14485727086914205,Malaspina
10470,0.5871896584847729,Malaspina_trans
10505,0.13265317105218372,Malaspina
10568,0.16824672933970947,Malaspina
10575,0.04472422983945198,Malaspina
10624,0.5722084405158576,Malaspina
10769,0.9180480824150289,Malaspina
11060,0.25181492171375625,Malaspina
11081,0.21354439658938765,Malaspina
11181,0.20813074141435664,Malaspina_trans
11219,0.44001679714564773,Malaspina
11309,0.08588704428453559,Malaspina
11352,1.1693953209883259,Malaspina
11400,0.8540818263433742,Malaspina
11519,1.3147226638007639,Malaspina
11526,0.12906261895068688,Malaspina
11531,0.10151204940382534,Malaspina
11553,0.5290521357968815,Malaspina
11613,0.09078184013701412,Malaspina
11623,0.25591333327565985,Malaspina
11647,0.1266159766993014,Malaspina
11822,0.21462947208229846,Malaspina
11841,0.6682168876944142,Malaspina
11855,0.3641201335450099,Malaspina
12047,0.5436437432079659,Malaspina
12087,4.276698282337692,Malaspina
12113,0.41432298732051126,Malaspina
12117,1.0437203267791058,Malaspina
12165,0.8359274125281947,Malaspina
12186,0.1341502230744437,Malaspina
12293,0.06609521433569929,Malaspina
12310,0.4985569107296023,Malaspina
12324,0.16953669203712105,Malaspina
12545,0.273034244709832,Malaspina
12581,0.07832746035967188,Malaspina
12625,0.40912347688202066,Malaspina_trans
12633,0.20368171441418256,Malaspina
12673,0.2334521729338394,Malaspina
12704,0.18720212932790517,Malaspina
12706,0.6086652480690653,Malaspina
12813,0.10589660872520973,Malaspina
12933,0.1872838190070822,Malaspina
12990,1.0511587164043794,Malaspina
12991,0.8323463459024614,Malaspina
13199,0.14471779310614893,Malaspina
13251,0.21991143571121138,Malaspina
13273,0.6778948262079922,Malaspina
13275,1.7252574715066937,Malaspina_trans
13370,0.10760618408622552,Malaspina
13394,0.20493790003142262,Malaspina
13457,0.7272737855796066,Malaspina
13508,0.5753989757067215,Malaspina
13570,1.5804555520997055,Malaspina
13593,0.9692555722408568,Malaspina_trans
13754,0.44101481146093263,Malaspina
13822,0.22683810086496545,Malaspina
14094,1.300883626008859,Malaspina_trans
14113,0.655085935198547,Malaspina
14185,0.2588843377455136,Malaspina
14238,0.36520341480611224,Malaspina
14289,0.49104476501023286,Malaspina
14543,0.13908115298767676,Malaspina
14546,0.15050395473150976,Malaspina
14641,0.5890878244756742,Malaspina
14661,0.13065442458495155,Malaspina
14690,1.3594375752597183,Malaspina_trans
14719,0.10541252088433654,Malaspina
14728,2.3041257503602806,Malaspina
14735,1.3799504160886034,Malaspina_trans
14817,1.3803888210957027,Malaspina_trans
14818,1.4807530792244057,Malaspina_trans
14819,1.4840128963756614,Malaspina_trans
14831,0.10266260720457497,Malaspina
14870,0.33979544670853,Malaspina
14901,0.6081361669856968,Malaspina_trans
14918,1.820108547691641,Malaspina
14962,0.4041383233892102,Malaspina_trans
15012,0.47377501912475006,Malaspina
15027,0.2535709398341491,Malaspina
15233,0.27991406969448324,Malaspina
15256,0.13237394832410412,Malaspina
15316,0.13161769516481617,Malaspina
15411,0.22930004978357002,Malaspina
15484,2.116729613634763,Malaspina
15663,0.3417935317303277,Malaspina
15693,0.17861084834596014,Malaspina
15705,0.1845809924006569,Malaspina
15760,0.8478024408251773,Malaspina
15996,0.11011179431104207,Malaspina
16321,0.5679853843391377,Malaspina
16347,1.2565931757742184,Malaspina
16359,1.0985125184407099,Malaspina_trans
16378,1.3883766834110303,Malaspina
16436,0.6308850713577523,Malaspina
16478,0.9893863917231742,Malaspina
16501,2.22608446200861,Malaspina_trans
16602,0.15520794978511146,Malaspina_trans
16681,0.17283106330967285,Malaspina_trans
16709,0.43019239695127826,Malaspina
16766,1.4567868308222747,Malaspina
16830,0.057702158666305604,Malaspina_biofilms
16831,0.13114213858369367,Malaspina_biofilms
16889,1.6350199893728685,Malaspina_trans
17237,0.21298968105029067,Malaspina
17327,0.6297877863559298,Malaspina
17345,0.5946358839783574,Malaspina
