sequence_id	class_fst_stage	class_snd_stage
c_000000000113	bacteria	n/a
c_000000000538	bacteria	n/a
c_000000000572	eukarya	n/a
c_000000000812	bacteria	n/a
c_000000001043	bacteria	n/a
c_000000001139	bacteria	n/a
c_000000001325	bacteria	n/a
c_000000001439	bacteria	n/a
c_000000001461	bacteria	n/a
c_000000001623	bacteria	n/a
c_000000001673	bacteria	n/a
c_000000001684	bacteria	n/a
c_000000001725	bacteria	n/a
c_000000001752	bacteria	n/a
c_000000001963	bacteria	n/a
c_000000001988	bacteria	n/a
c_000000002072	bacteria	n/a
c_000000002080	bacteria	n/a
c_000000002097	bacteria	n/a
c_000000002300	bacteria	n/a
c_000000002389	bacteria	n/a
c_000000002424	bacteria	n/a
c_000000002516	bacteria	n/a
c_000000002556	bacteria	n/a
c_000000002566	bacteria	n/a
c_000000002628	bacteria	n/a
c_000000002716	bacteria	n/a
c_000000002822	bacteria	n/a
c_000000002839	bacteria	n/a
c_000000002999	bacteria	n/a
c_000000003059	bacteria	n/a
c_000000003118	bacteria	n/a
c_000000003119	bacteria	n/a
c_000000003126	bacteria	n/a
c_000000003170	bacteria	n/a
c_000000003221	unknown	n/a
c_000000003308	bacteria	n/a
c_000000003362	bacteria	n/a
c_000000003371	bacteria	n/a
c_000000003428	bacteria	n/a
c_000000003762	bacteria	n/a
c_000000003804	bacteria	n/a
c_000000003817	archaea	n/a
c_000000003918	bacteria	n/a
c_000000004034	bacteria	n/a
c_000000004092	bacteria	n/a
c_000000004182	bacteria	n/a
c_000000004281	archaea	n/a
c_000000004390	bacteria	n/a
c_000000004464	bacteria	n/a
c_000000004499	bacteria	n/a
c_000000004674	bacteria	n/a
c_000000004684	prokarya	n/a
c_000000004685	bacteria	n/a
c_000000004745	bacteria	n/a
c_000000004834	bacteria	n/a
c_000000004858	archaea	n/a
c_000000004895	bacteria	n/a
c_000000004903	bacteria	n/a
c_000000004981	bacteria	n/a
c_000000004986	bacteria	n/a
c_000000005032	bacteria	n/a
c_000000005060	bacteria	n/a
c_000000005136	bacteria	n/a
c_000000005324	bacteria	n/a
c_000000005473	bacteria	n/a
c_000000005488	bacteria	n/a
c_000000005534	bacteria	n/a
c_000000005596	bacteria	n/a
c_000000005651	bacteria	n/a
c_000000005671	bacteria	n/a
c_000000005676	bacteria	n/a
c_000000005678	eukarya	n/a
c_000000005691	bacteria	n/a
c_000000005746	bacteria	n/a
c_000000005768	bacteria	n/a
c_000000005904	bacteria	n/a
c_000000005927	bacteria	n/a
c_000000005932	bacteria	n/a
c_000000005963	bacteria	n/a
c_000000005965	bacteria	n/a
c_000000006017	bacteria	n/a
c_000000006068	bacteria	n/a
c_000000006088	bacteria	n/a
c_000000006179	archaea	n/a
c_000000006326	bacteria	n/a
c_000000006409	archaea	n/a
c_000000006479	bacteria	n/a
c_000000006499	bacteria	n/a
c_000000006574	bacteria	n/a
c_000000006793	archaea	n/a
c_000000006910	bacteria	n/a
c_000000007073	bacteria	n/a
