sequence_id	class_fst_stage	class_snd_stage
c_000000000196	bacteria	n/a
c_000000000238	bacteria	n/a
c_000000000354	bacteria	n/a
c_000000000364	bacteria	n/a
c_000000000394	bacteria	n/a
c_000000000509	bacteria	n/a
c_000000000535	bacteria	n/a
c_000000000539	bacteria	n/a
c_000000000574	bacteria	n/a
c_000000000588	bacteria	n/a
c_000000000635	bacteria	n/a
c_000000000689	bacteria	n/a
c_000000000690	bacteria	n/a
c_000000000749	bacteria	n/a
c_000000000876	bacteria	n/a
c_000000000937	bacteria	n/a
c_000000000939	bacteria	n/a
c_000000000950	bacteria	n/a
c_000000000961	bacteria	n/a
c_000000001016	bacteria	n/a
c_000000001100	bacteria	n/a
c_000000001151	bacteria	n/a
c_000000001182	bacteria	n/a
c_000000001204	bacteria	n/a
c_000000001213	bacteria	n/a
c_000000001226	bacteria	n/a
c_000000001245	bacteria	n/a
c_000000001248	bacteria	n/a
c_000000001328	bacteria	n/a
c_000000001412	bacteria	n/a
c_000000001438	bacteria	n/a
c_000000001456	bacteria	n/a
c_000000001473	bacteria	n/a
c_000000001476	bacteria	n/a
c_000000001501	bacteria	n/a
c_000000001576	bacteria	n/a
c_000000001588	bacteria	n/a
c_000000001637	bacteria	n/a
c_000000001644	bacteria	n/a
c_000000001724	bacteria	n/a
c_000000001727	bacteria	n/a
c_000000001746	bacteria	n/a
c_000000001764	bacteria	n/a
c_000000001770	bacteria	n/a
c_000000001793	bacteria	n/a
c_000000001800	bacteria	n/a
c_000000001809	bacteria	n/a
c_000000001857	bacteria	n/a
c_000000001930	bacteria	n/a
c_000000001971	archaea	n/a
c_000000001979	bacteria	n/a
c_000000002008	bacteria	n/a
c_000000002029	bacteria	n/a
c_000000002064	bacteria	n/a
c_000000002096	bacteria	n/a
c_000000002197	bacteria	n/a
c_000000002360	bacteria	n/a
c_000000002382	bacteria	n/a
c_000000002408	bacteria	n/a
c_000000002420	bacteria	n/a
c_000000002448	bacteria	n/a
c_000000002467	bacteria	n/a
c_000000002476	bacteria	n/a
c_000000002505	bacteria	n/a
c_000000002508	bacteria	n/a
c_000000002538	bacteria	n/a
c_000000002550	bacteria	n/a
c_000000002608	bacteria	n/a
c_000000002614	bacteria	n/a
c_000000002636	bacteria	n/a
c_000000002638	bacteria	n/a
c_000000002730	bacteria	n/a
c_000000002735	bacteria	n/a
c_000000002774	bacteria	n/a
c_000000002780	bacteria	n/a
c_000000002840	bacteria	n/a
c_000000002900	bacteria	n/a
c_000000002920	bacteria	n/a
c_000000002992	bacteria	n/a
c_000000003013	bacteria	n/a
c_000000003033	bacteria	n/a
c_000000003086	bacteria	n/a
c_000000003088	bacteria	n/a
c_000000003105	bacteria	n/a
c_000000003169	bacteria	n/a
c_000000003259	bacteria	n/a
c_000000003263	bacteria	n/a
c_000000003281	bacteria	n/a
c_000000003299	bacteria	n/a
c_000000003389	bacteria	n/a
c_000000003402	bacteria	n/a
c_000000003416	bacteria	n/a
c_000000003442	bacteria	n/a
c_000000003639	bacteria	n/a
c_000000003641	bacteria	n/a
c_000000003693	bacteria	n/a
c_000000003721	bacteria	n/a
c_000000003777	bacteria	n/a
c_000000003783	bacteria	n/a
c_000000003797	bacteria	n/a
c_000000003823	bacteria	n/a
c_000000003879	bacteria	n/a
c_000000004022	bacteria	n/a
c_000000004174	bacteria	n/a
c_000000004182	bacteria	n/a
c_000000004236	bacteria	n/a
c_000000004242	bacteria	n/a
c_000000004269	bacteria	n/a
c_000000004368	bacteria	n/a
c_000000004478	bacteria	n/a
c_000000004526	bacteria	n/a
c_000000004529	bacteria	n/a
c_000000004545	bacteria	n/a
c_000000004620	bacteria	n/a
c_000000004631	bacteria	n/a
c_000000004695	bacteria	n/a
c_000000004715	bacteria	n/a
c_000000004771	bacteria	n/a
c_000000004809	bacteria	n/a
c_000000004859	bacteria	n/a
c_000000004863	bacteria	n/a
c_000000004883	bacteria	n/a
c_000000004933	bacteria	n/a
c_000000004968	bacteria	n/a
c_000000004971	bacteria	n/a
c_000000005012	bacteria	n/a
c_000000005047	bacteria	n/a
c_000000005067	archaea	n/a
c_000000005071	bacteria	n/a
c_000000005095	bacteria	n/a
c_000000005142	bacteria	n/a
c_000000005318	bacteria	n/a
c_000000005322	bacteria	n/a
c_000000005325	bacteria	n/a
c_000000005540	bacteria	n/a
c_000000005592	bacteria	n/a
c_000000005611	bacteria	n/a
c_000000005613	bacteria	n/a
c_000000005678	bacteria	n/a
c_000000005695	bacteria	n/a
c_000000005709	bacteria	n/a
c_000000005771	bacteria	n/a
c_000000005772	bacteria	n/a
c_000000005776	bacteria	n/a
c_000000005788	bacteria	n/a
c_000000005842	bacteria	n/a
c_000000005856	bacteria	n/a
c_000000005857	bacteria	n/a
c_000000005884	bacteria	n/a
c_000000006001	bacteria	n/a
c_000000006012	bacteria	n/a
c_000000006025	bacteria	n/a
c_000000006040	bacteria	n/a
c_000000006041	bacteria	n/a
c_000000006096	bacteria	n/a
c_000000006191	bacteria	n/a
c_000000006223	bacteria	n/a
c_000000006238	bacteria	n/a
c_000000006244	bacteria	n/a
c_000000006276	bacteria	n/a
c_000000006317	bacteria	n/a
c_000000006409	bacteria	n/a
c_000000006450	bacteria	n/a
c_000000006572	bacteria	n/a
c_000000006573	bacteria	n/a
c_000000006591	bacteria	n/a
c_000000006724	bacteria	n/a
c_000000006759	bacteria	n/a
c_000000006764	bacteria	n/a
c_000000006778	bacteria	n/a
c_000000006830	bacteria	n/a
c_000000006834	bacteria	n/a
c_000000006897	archaea	n/a
c_000000006905	bacteria	n/a
c_000000006923	bacteria	n/a
c_000000006978	bacteria	n/a
c_000000007030	archaea	n/a
c_000000007058	bacteria	n/a
c_000000007075	bacteria	n/a
c_000000007115	bacteria	n/a
c_000000007127	bacteria	n/a
c_000000007166	bacteria	n/a
c_000000007223	bacteria	n/a
c_000000007259	bacteria	n/a
c_000000007272	bacteria	n/a
c_000000007306	bacteria	n/a
c_000000007380	bacteria	n/a
c_000000007440	bacteria	n/a
c_000000007464	bacteria	n/a
c_000000007478	bacteria	n/a
c_000000007502	bacteria	n/a
c_000000007516	bacteria	n/a
c_000000007522	bacteria	n/a
c_000000007611	bacteria	n/a
c_000000007652	bacteria	n/a
c_000000007750	eukarya	n/a
c_000000007806	bacteria	n/a
c_000000007815	bacteria	n/a
c_000000007819	bacteria	n/a
c_000000007821	bacteria	n/a
c_000000007875	bacteria	n/a
c_000000007891	bacteria	n/a
c_000000007913	bacteria	n/a
c_000000007954	archaea	n/a
c_000000007977	bacteria	n/a
c_000000008006	bacteria	n/a
c_000000008034	bacteria	n/a
c_000000008043	bacteria	n/a
c_000000008061	bacteria	n/a
c_000000008141	bacteria	n/a
c_000000008307	bacteria	n/a
c_000000008320	bacteria	n/a
c_000000008321	bacteria	n/a
c_000000008358	bacteria	n/a
c_000000008360	bacteria	n/a
c_000000008388	bacteria	n/a
c_000000008413	bacteria	n/a
c_000000008539	bacteria	n/a
c_000000008555	bacteria	n/a
c_000000008598	bacteria	n/a
c_000000008599	bacteria	n/a
c_000000008658	bacteria	n/a
c_000000008708	bacteria	n/a
c_000000008721	bacteria	n/a
c_000000008730	bacteria	n/a
c_000000008848	bacteria	n/a
c_000000008932	bacteria	n/a
c_000000008940	bacteria	n/a
c_000000008945	bacteria	n/a
c_000000008953	bacteria	n/a
c_000000008970	bacteria	n/a
c_000000008985	bacteria	n/a
c_000000008990	bacteria	n/a
c_000000008991	bacteria	n/a
c_000000009091	bacteria	n/a
c_000000009113	bacteria	n/a
c_000000009141	bacteria	n/a
c_000000009160	bacteria	n/a
c_000000009223	bacteria	n/a
c_000000009316	bacteria	n/a
c_000000009327	bacteria	n/a
c_000000009397	bacteria	n/a
c_000000009411	bacteria	n/a
c_000000009452	bacteria	n/a
c_000000009463	bacteria	n/a
c_000000009464	bacteria	n/a
c_000000009495	bacteria	n/a
c_000000009503	bacteria	n/a
c_000000009727	bacteria	n/a
c_000000009893	bacteria	n/a
c_000000009958	bacteria	n/a
c_000000010009	bacteria	n/a
c_000000010056	bacteria	n/a
c_000000010088	bacteria	n/a
c_000000010193	bacteria	n/a
c_000000010215	bacteria	n/a
c_000000010218	bacteria	n/a
c_000000010278	bacteria	n/a
c_000000010281	bacteria	n/a
c_000000010350	bacteria	n/a
c_000000010406	bacteria	n/a
c_000000010417	bacteria	n/a
c_000000010496	bacteria	n/a
c_000000010503	bacteria	n/a
c_000000010516	bacteria	n/a
c_000000010532	bacteria	n/a
c_000000010551	bacteria	n/a
c_000000010574	bacteria	n/a
c_000000010648	eukarya	n/a
c_000000010688	bacteria	n/a
c_000000010726	bacteria	n/a
c_000000010728	bacteria	n/a
c_000000010806	bacteria	n/a
c_000000010826	bacteria	n/a
c_000000010831	bacteria	n/a
c_000000011001	bacteria	n/a
c_000000011078	bacteria	n/a
c_000000011080	bacteria	n/a
c_000000011141	bacteria	n/a
c_000000011156	bacteria	n/a
c_000000011158	bacteria	n/a
c_000000011180	bacteria	n/a
c_000000011203	bacteria	n/a
c_000000011274	bacteria	n/a
c_000000011285	bacteria	n/a
c_000000011319	bacteria	n/a
c_000000011336	bacteria	n/a
c_000000011445	bacteria	n/a
c_000000011454	bacteria	n/a
c_000000011503	bacteria	n/a
c_000000011528	bacteria	n/a
c_000000011549	bacteria	n/a
c_000000011588	bacteria	n/a
c_000000011604	bacteria	n/a
c_000000011633	bacteria	n/a
c_000000011640	bacteria	n/a
c_000000011684	bacteria	n/a
c_000000011694	bacteria	n/a
c_000000011696	bacteria	n/a
c_000000011697	bacteria	n/a
c_000000011726	bacteria	n/a
c_000000011745	bacteria	n/a
c_000000011762	bacteria	n/a
c_000000011854	bacteria	n/a
c_000000011902	bacteria	n/a
c_000000011953	bacteria	n/a
c_000000012009	bacteria	n/a
c_000000012029	bacteria	n/a
c_000000012053	bacteria	n/a
c_000000012127	bacteria	n/a
c_000000012141	bacteria	n/a
c_000000012174	bacteria	n/a
c_000000012233	bacteria	n/a
c_000000012248	bacteria	n/a
c_000000012322	bacteria	n/a
c_000000012375	bacteria	n/a
c_000000012377	bacteria	n/a
c_000000012445	bacteria	n/a
c_000000012484	bacteria	n/a
c_000000012490	bacteria	n/a
c_000000012556	bacteria	n/a
c_000000012590	bacteria	n/a
c_000000012644	bacteria	n/a
c_000000012717	bacteria	n/a
c_000000012722	bacteria	n/a
c_000000012725	bacteria	n/a
c_000000012726	bacteria	n/a
c_000000012793	bacteria	n/a
c_000000012823	bacteria	n/a
c_000000012923	bacteria	n/a
c_000000012945	bacteria	n/a
c_000000012949	prokarya	n/a
c_000000013084	bacteria	n/a
c_000000013102	bacteria	n/a
c_000000013291	bacteria	n/a
c_000000013307	bacteria	n/a
c_000000013380	bacteria	n/a
c_000000013429	bacteria	n/a
c_000000013470	bacteria	n/a
c_000000013479	bacteria	n/a
c_000000013496	bacteria	n/a
c_000000013506	bacteria	n/a
c_000000013531	bacteria	n/a
c_000000013538	bacteria	n/a
c_000000013547	eukarya	n/a
c_000000013572	bacteria	n/a
c_000000013696	bacteria	n/a
c_000000013799	bacteria	n/a
c_000000013839	bacteria	n/a
c_000000013890	bacteria	n/a
c_000000013969	bacteria	n/a
c_000000014006	bacteria	n/a
c_000000014047	bacteria	n/a
c_000000014247	bacteria	n/a
c_000000014264	bacteria	n/a
c_000000014276	bacteria	n/a
c_000000014287	bacteria	n/a
c_000000014316	bacteria	n/a
c_000000014358	bacteria	n/a
c_000000014371	bacteria	n/a
c_000000014372	bacteria	n/a
c_000000014406	bacteria	n/a
c_000000014463	bacteria	n/a
c_000000014478	bacteria	n/a
c_000000014486	bacteria	n/a
c_000000014512	bacteria	n/a
c_000000014538	bacteria	n/a
c_000000014604	bacteria	n/a
c_000000014668	bacteria	n/a
c_000000014773	bacteria	n/a
c_000000014880	bacteria	n/a
c_000000014937	bacteria	n/a
c_000000014962	bacteria	n/a
c_000000014966	bacteria	n/a
c_000000014975	bacteria	n/a
c_000000015022	bacteria	n/a
c_000000015025	bacteria	n/a
c_000000015045	bacteria	n/a
c_000000015074	bacteria	n/a
c_000000015095	bacteria	n/a
c_000000015105	bacteria	n/a
c_000000015130	bacteria	n/a
c_000000015136	bacteria	n/a
c_000000015210	bacteria	n/a
c_000000015237	bacteria	n/a
c_000000015264	bacteria	n/a
c_000000015275	bacteria	n/a
c_000000015308	bacteria	n/a
c_000000015364	bacteria	n/a
c_000000015370	bacteria	n/a
c_000000015392	bacteria	n/a
c_000000015411	bacteria	n/a
c_000000015428	bacteria	n/a
c_000000015491	bacteria	n/a
c_000000015551	bacteria	n/a
c_000000015559	bacteria	n/a
c_000000015754	bacteria	n/a
c_000000015787	bacteria	n/a
c_000000015830	bacteria	n/a
c_000000015962	bacteria	n/a
c_000000016022	bacteria	n/a
c_000000016039	bacteria	n/a
c_000000016141	bacteria	n/a
c_000000016167	bacteria	n/a
c_000000016172	bacteria	n/a
c_000000016244	bacteria	n/a
c_000000016264	bacteria	n/a
c_000000016348	bacteria	n/a
c_000000016379	bacteria	n/a
c_000000016460	bacteria	n/a
c_000000016515	archaea	n/a
c_000000016518	bacteria	n/a
c_000000016551	bacteria	n/a
c_000000016602	bacteria	n/a
c_000000016681	bacteria	n/a
c_000000016683	eukarya	n/a
c_000000016703	bacteria	n/a
c_000000016707	bacteria	n/a
c_000000016805	bacteria	n/a
c_000000016863	bacteria	n/a
c_000000016942	bacteria	n/a
c_000000017014	bacteria	n/a
c_000000017015	bacteria	n/a
c_000000017135	bacteria	n/a
c_000000017138	bacteria	n/a
c_000000017157	bacteria	n/a
c_000000017233	bacteria	n/a
c_000000017295	bacteria	n/a
c_000000017303	bacteria	n/a
c_000000017414	bacteria	n/a
c_000000017442	bacteria	n/a
c_000000017447	bacteria	n/a
c_000000017462	bacteria	n/a
c_000000017469	eukarya	n/a
c_000000017470	bacteria	n/a
c_000000017488	bacteria	n/a
c_000000017512	bacteria	n/a
c_000000017550	bacteria	n/a
c_000000017628	bacteria	n/a
c_000000017643	bacteria	n/a
c_000000017669	bacteria	n/a
c_000000017683	bacteria	n/a
c_000000017795	bacteria	n/a
c_000000017819	bacteria	n/a
c_000000017998	bacteria	n/a
c_000000018056	prokarya	n/a
c_000000018062	bacteria	n/a
c_000000018091	bacteria	n/a
c_000000018098	bacteria	n/a
c_000000018122	bacteria	n/a
c_000000018132	bacteria	n/a
c_000000018145	bacteria	n/a
c_000000018205	bacteria	n/a
c_000000018212	bacteria	n/a
c_000000018237	bacteria	n/a
c_000000018429	bacteria	n/a
c_000000018477	bacteria	n/a
c_000000018479	bacteria	n/a
c_000000018536	bacteria	n/a
c_000000018547	bacteria	n/a
c_000000018570	bacteria	n/a
c_000000018580	bacteria	n/a
c_000000018640	bacteria	n/a
c_000000018645	bacteria	n/a
c_000000018709	bacteria	n/a
c_000000018724	bacteria	n/a
c_000000018754	bacteria	n/a
c_000000018834	bacteria	n/a
c_000000018852	bacteria	n/a
c_000000018919	bacteria	n/a
c_000000018921	bacteria	n/a
c_000000018936	bacteria	n/a
c_000000018940	bacteria	n/a
c_000000018986	bacteria	n/a
c_000000019022	bacteria	n/a
c_000000019035	bacteria	n/a
c_000000019092	bacteria	n/a
c_000000019099	bacteria	n/a
c_000000019132	bacteria	n/a
c_000000019253	bacteria	n/a
c_000000019275	bacteria	n/a
c_000000019282	bacteria	n/a
c_000000019286	bacteria	n/a
c_000000019311	bacteria	n/a
c_000000019329	bacteria	n/a
c_000000019348	bacteria	n/a
c_000000019474	bacteria	n/a
c_000000019533	bacteria	n/a
c_000000019713	bacteria	n/a
c_000000019731	bacteria	n/a
c_000000019771	bacteria	n/a
c_000000019794	bacteria	n/a
c_000000019822	bacteria	n/a
c_000000019857	bacteria	n/a
c_000000019964	bacteria	n/a
c_000000019993	bacteria	n/a
c_000000019998	bacteria	n/a
