sequence_id	class_fst_stage	class_snd_stage
c_000000000163	bacteria	n/a
c_000000000224	bacteria	n/a
c_000000000279	archaea	n/a
c_000000000468	bacteria	n/a
c_000000000628	bacteria	n/a
c_000000000665	unknown	n/a
c_000000000695	archaea	n/a
c_000000000772	bacteria	n/a
c_000000000809	bacteria	n/a
c_000000000911	bacteria	n/a
c_000000000975	archaea	n/a
c_000000001046	bacteria	n/a
c_000000001076	bacteria	n/a
c_000000001134	bacteria	n/a
c_000000001137	bacteria	n/a
c_000000001139	bacteria	n/a
c_000000001166	bacteria	n/a
c_000000001279	bacteria	n/a
c_000000001325	bacteria	n/a
c_000000001360	bacteria	n/a
c_000000001415	bacteria	n/a
c_000000001446	bacteria	n/a
c_000000001492	bacteria	n/a
c_000000001525	bacteria	n/a
c_000000001576	bacteria	n/a
c_000000001580	bacteria	n/a
c_000000001734	bacteria	n/a
c_000000001743	bacteria	n/a
c_000000001762	bacteria	n/a
c_000000001827	bacteria	n/a
c_000000001875	bacteria	n/a
c_000000001884	bacteria	n/a
c_000000001945	bacteria	n/a
c_000000001948	bacteria	n/a
c_000000001993	bacteria	n/a
c_000000002057	bacteria	n/a
c_000000002063	bacteria	n/a
c_000000002100	bacteria	n/a
c_000000002126	bacteria	n/a
c_000000002138	bacteria	n/a
c_000000002182	bacteria	n/a
c_000000002185	bacteria	n/a
c_000000002186	bacteria	n/a
c_000000002200	bacteria	n/a
c_000000002205	bacteria	n/a
c_000000002229	bacteria	n/a
c_000000002249	bacteria	n/a
c_000000002260	bacteria	n/a
c_000000002289	bacteria	n/a
c_000000002295	bacteria	n/a
c_000000002298	bacteria	n/a
c_000000002313	bacteria	n/a
c_000000002409	archaea	n/a
c_000000002458	archaea	n/a
c_000000002491	bacteria	n/a
c_000000002590	bacteria	n/a
c_000000002598	bacteria	n/a
c_000000002638	bacteria	n/a
c_000000002648	bacteria	n/a
c_000000002661	bacteria	n/a
c_000000002672	bacteria	n/a
c_000000002688	bacteria	n/a
c_000000002718	archaea	n/a
c_000000002782	archaea	n/a
c_000000002788	bacteria	n/a
c_000000002803	bacteria	n/a
c_000000002829	archaea	n/a
c_000000002870	bacteria	n/a
c_000000002901	bacteria	n/a
c_000000002908	bacteria	n/a
c_000000002943	archaea	n/a
c_000000002949	bacteria	n/a
c_000000002951	bacteria	n/a
c_000000002974	bacteria	n/a
c_000000003032	bacteria	n/a
c_000000003074	bacteria	n/a
c_000000003177	bacteria	n/a
c_000000003183	bacteria	n/a
c_000000003187	archaea	n/a
c_000000003232	bacteria	n/a
c_000000003246	bacteria	n/a
c_000000003280	bacteria	n/a
c_000000003302	bacteria	n/a
c_000000003315	bacteria	n/a
c_000000003471	bacteria	n/a
c_000000003473	bacteria	n/a
c_000000003475	bacteria	n/a
c_000000003642	bacteria	n/a
c_000000003689	bacteria	n/a
c_000000003745	archaea	n/a
c_000000003799	bacteria	n/a
c_000000003915	bacteria	n/a
c_000000003916	bacteria	n/a
c_000000003941	bacteria	n/a
c_000000004003	bacteria	n/a
c_000000004040	bacteria	n/a
c_000000004060	bacteria	n/a
c_000000004108	bacteria	n/a
c_000000004138	bacteria	n/a
c_000000004215	bacteria	n/a
c_000000004227	bacteria	n/a
c_000000004276	bacteria	n/a
c_000000004282	bacteria	n/a
c_000000004290	bacteria	n/a
c_000000004338	bacteria	n/a
c_000000004413	bacteria	n/a
c_000000004432	archaea	n/a
c_000000004461	prokarya	n/a
c_000000004478	bacteria	n/a
c_000000004500	archaea	n/a
c_000000004504	bacteria	n/a
c_000000004524	bacteria	n/a
c_000000004567	bacteria	n/a
c_000000004604	archaea	n/a
c_000000004667	archaea	n/a
c_000000004684	bacteria	n/a
c_000000004708	bacteria	n/a
c_000000004758	eukarya	n/a
c_000000004773	bacteria	n/a
c_000000004780	archaea	n/a
c_000000004812	archaea	n/a
c_000000004936	bacteria	n/a
c_000000004938	bacteria	n/a
c_000000004963	archaea	n/a
c_000000005149	bacteria	n/a
c_000000005238	bacteria	n/a
c_000000005377	archaea	n/a
c_000000005408	bacteria	n/a
c_000000005449	bacteria	n/a
c_000000005466	bacteria	n/a
c_000000005484	bacteria	n/a
c_000000005485	eukarya	n/a
c_000000005530	bacteria	n/a
c_000000005533	bacteria	n/a
c_000000005567	bacteria	n/a
c_000000005586	bacteria	n/a
c_000000005597	bacteria	n/a
c_000000005691	archaea	n/a
c_000000005726	bacteria	n/a
c_000000005739	bacteria	n/a
c_000000005772	bacteria	n/a
c_000000005784	bacteria	n/a
c_000000005786	bacteria	n/a
c_000000005794	bacteria	n/a
c_000000005818	bacteria	n/a
c_000000005842	bacteria	n/a
c_000000005972	bacteria	n/a
c_000000006015	bacteria	n/a
c_000000006021	bacteria	n/a
c_000000006052	bacteria	n/a
c_000000006056	bacteria	n/a
c_000000006114	bacteria	n/a
c_000000006127	archaea	n/a
c_000000006134	bacteria	n/a
c_000000006196	bacteria	n/a
