sequence_id	class_fst_stage	class_snd_stage
c_000000000138	bacteria	n/a
c_000000000332	bacteria	n/a
c_000000000349	bacteria	n/a
c_000000000361	bacteria	n/a
c_000000000400	bacteria	n/a
c_000000000420	archaea	n/a
c_000000000459	bacteria	n/a
c_000000000478	bacteria	n/a
c_000000000535	bacteria	n/a
c_000000000651	bacteria	n/a
c_000000000654	bacteria	n/a
c_000000000668	bacteria	n/a
c_000000000671	bacteria	n/a
c_000000000675	bacteria	n/a
c_000000000683	bacteria	n/a
c_000000000715	archaea	n/a
c_000000000736	bacteria	n/a
c_000000000771	bacteria	n/a
c_000000000787	bacteria	n/a
c_000000000795	bacteria	n/a
c_000000000816	archaea	n/a
c_000000000844	bacteria	n/a
c_000000000896	bacteria	n/a
c_000000000937	archaea	n/a
c_000000000943	bacteria	n/a
c_000000000975	bacteria	n/a
c_000000000988	bacteria	n/a
c_000000001038	bacteria	n/a
c_000000001206	bacteria	n/a
c_000000001250	archaea	n/a
c_000000001268	bacteria	n/a
c_000000001302	bacteria	n/a
c_000000001388	bacteria	n/a
c_000000001416	bacteria	n/a
c_000000001419	bacteria	n/a
c_000000001475	eukarya	n/a
c_000000001545	bacteria	n/a
c_000000001548	archaea	n/a
c_000000001689	bacteria	n/a
c_000000001785	bacteria	n/a
c_000000002014	bacteria	n/a
c_000000002026	bacteria	n/a
c_000000002029	bacteria	n/a
c_000000002074	bacteria	n/a
c_000000002158	bacteria	n/a
c_000000002248	bacteria	n/a
c_000000002293	bacteria	n/a
c_000000002410	bacteria	n/a
c_000000002459	bacteria	n/a
c_000000002492	bacteria	n/a
c_000000002496	archaea	n/a
c_000000002503	bacteria	n/a
c_000000002615	bacteria	n/a
c_000000002688	bacteria	n/a
c_000000002862	bacteria	n/a
c_000000002919	bacteria	n/a
c_000000002995	bacteria	n/a
c_000000003012	bacteria	n/a
c_000000003106	bacteria	n/a
c_000000003154	bacteria	n/a
c_000000003195	bacteria	n/a
c_000000003201	bacteria	n/a
c_000000003257	bacteria	n/a
c_000000003327	bacteria	n/a
c_000000003483	bacteria	n/a
c_000000003509	bacteria	n/a
c_000000003549	bacteria	n/a
c_000000003560	bacteria	n/a
c_000000003584	bacteria	n/a
c_000000003588	bacteria	n/a
c_000000003619	bacteria	n/a
c_000000003673	bacteria	n/a
c_000000003674	bacteria	n/a
c_000000003695	archaea	n/a
c_000000003729	bacteria	n/a
c_000000003755	bacteria	n/a
c_000000003814	bacteria	n/a
c_000000003830	archaea	n/a
c_000000003864	bacteria	n/a
c_000000003925	bacteria	n/a
c_000000003945	archaea	n/a
c_000000003967	bacteria	n/a
c_000000003968	archaea	n/a
c_000000004028	archaea	n/a
c_000000004051	bacteria	n/a
