sequence_id	class_fst_stage	class_snd_stage
c_000000000193	bacteria	n/a
c_000000000285	bacteria	n/a
c_000000000334	bacteria	n/a
c_000000000407	bacteria	n/a
c_000000000430	bacteria	n/a
c_000000000455	bacteria	n/a
c_000000000522	bacteria	n/a
c_000000000554	bacteria	n/a
c_000000000560	bacteria	n/a
c_000000000576	archaea	n/a
c_000000000637	bacteria	n/a
c_000000000649	bacteria	n/a
c_000000000651	bacteria	n/a
c_000000000705	archaea	n/a
c_000000000737	bacteria	n/a
c_000000000746	bacteria	n/a
c_000000000748	bacteria	n/a
c_000000000762	archaea	n/a
c_000000000776	bacteria	n/a
c_000000000789	bacteria	n/a
c_000000000840	bacteria	n/a
c_000000000853	bacteria	n/a
c_000000000865	bacteria	n/a
c_000000000923	archaea	n/a
c_000000000939	bacteria	n/a
c_000000000956	bacteria	n/a
c_000000001114	bacteria	n/a
c_000000001175	archaea	n/a
c_000000001224	bacteria	n/a
c_000000001250	bacteria	n/a
c_000000001331	bacteria	n/a
c_000000001391	bacteria	n/a
c_000000001479	archaea	n/a
c_000000001543	archaea	n/a
c_000000001558	bacteria	n/a
c_000000001599	bacteria	n/a
c_000000001626	bacteria	n/a
c_000000001648	bacteria	n/a
c_000000001708	bacteria	n/a
c_000000001715	archaea	n/a
c_000000001863	bacteria	n/a
c_000000001890	archaea	n/a
c_000000001935	archaea	n/a
c_000000001982	bacteria	n/a
c_000000002021	archaea	n/a
c_000000002083	archaea	n/a
c_000000002141	bacteria	n/a
c_000000002168	bacteria	n/a
c_000000002177	bacteria	n/a
c_000000002183	archaea	n/a
c_000000002218	bacteria	n/a
c_000000002238	bacteria	n/a
c_000000002263	archaea	n/a
c_000000002290	archaea	n/a
c_000000002295	bacteria	n/a
c_000000002335	archaea	n/a
c_000000002361	bacteria	n/a
c_000000002377	bacteria	n/a
c_000000002423	bacteria	n/a
c_000000002436	bacteria	n/a
c_000000002503	bacteria	n/a
c_000000002507	bacteria	n/a
c_000000002523	bacteria	n/a
c_000000002534	bacteria	n/a
c_000000002535	bacteria	n/a
c_000000002544	bacteria	n/a
c_000000002570	bacteria	n/a
c_000000002589	archaea	n/a
c_000000002618	bacteria	n/a
c_000000002637	bacteria	n/a
c_000000002715	bacteria	n/a
c_000000002728	bacteria	n/a
c_000000002734	bacteria	n/a
c_000000002737	archaea	n/a
c_000000002865	archaea	n/a
c_000000002879	archaea	n/a
c_000000002903	bacteria	n/a
c_000000002947	archaea	n/a
c_000000002965	archaea	n/a
c_000000002966	eukarya	n/a
c_000000002967	archaea	n/a
c_000000003054	bacteria	n/a
c_000000003069	bacteria	n/a
c_000000003211	bacteria	n/a
c_000000003225	bacteria	n/a
c_000000003245	bacteria	n/a
c_000000003304	bacteria	n/a
c_000000003316	bacteria	n/a
c_000000003329	bacteria	n/a
c_000000003412	archaea	n/a
c_000000003418	eukarya	n/a
c_000000003444	bacteria	n/a
c_000000003466	archaea	n/a
c_000000003529	bacteria	n/a
c_000000003560	bacteria	n/a
c_000000003665	bacteria	n/a
c_000000003679	bacteria	n/a
c_000000003689	bacteria	n/a
c_000000003701	bacteria	n/a
c_000000003739	bacteria	n/a
c_000000003791	archaea	n/a
c_000000003803	bacteria	n/a
c_000000003840	bacteria	n/a
c_000000003845	archaea	n/a
c_000000003858	bacteria	n/a
c_000000003867	bacteria	n/a
c_000000003950	bacteria	n/a
c_000000004003	bacteria	n/a
c_000000004036	archaea	n/a
c_000000004042	bacteria	n/a
c_000000004055	bacteria	n/a
c_000000004105	prokarya	n/a
c_000000004112	bacteria	n/a
c_000000004137	bacteria	n/a
c_000000004165	bacteria	n/a
c_000000004167	bacteria	n/a
c_000000004173	bacteria	n/a
c_000000004183	archaea	n/a
c_000000004247	bacteria	n/a
c_000000004275	archaea	n/a
c_000000004305	bacteria	n/a
c_000000004437	archaea	n/a
c_000000004471	bacteria	n/a
c_000000004474	bacteria	n/a
c_000000004506	bacteria	n/a
c_000000004529	bacteria	n/a
c_000000004531	archaea	n/a
c_000000004557	bacteria	n/a
c_000000004699	bacteria	n/a
c_000000004798	archaea	n/a
c_000000004859	archaea	n/a
c_000000004903	archaea	n/a
c_000000004943	archaea	n/a
c_000000004995	bacteria	n/a
c_000000005018	archaea	n/a
c_000000005025	bacteria	n/a
c_000000005137	archaea	n/a
c_000000005176	bacteria	n/a
c_000000005183	bacteria	n/a
c_000000005212	bacteria	n/a
c_000000005243	bacteria	n/a
c_000000005269	bacteria	n/a
c_000000005301	bacteria	n/a
c_000000005310	bacteria	n/a
c_000000005399	archaea	n/a
c_000000005431	bacteria	n/a
c_000000005483	bacteria	n/a
c_000000005490	archaea	n/a
c_000000005501	bacteria	n/a
c_000000005511	bacteria	n/a
c_000000005531	bacteria	n/a
c_000000005579	bacteria	n/a
c_000000005600	bacteria	n/a
c_000000005621	bacteria	n/a
c_000000005658	bacteria	n/a
c_000000005699	bacteria	n/a
c_000000005732	bacteria	n/a
c_000000005748	bacteria	n/a
c_000000005761	bacteria	n/a
c_000000005780	bacteria	n/a
c_000000005808	bacteria	n/a
c_000000005823	archaea	n/a
c_000000005829	archaea	n/a
c_000000005902	bacteria	n/a
c_000000005928	bacteria	n/a
c_000000005966	bacteria	n/a
c_000000005980	bacteria	n/a
c_000000006072	bacteria	n/a
c_000000006119	bacteria	n/a
c_000000006152	bacteria	n/a
c_000000006163	bacteria	n/a
c_000000006219	bacteria	n/a
c_000000006224	bacteria	n/a
c_000000006239	bacteria	n/a
c_000000006251	bacteria	n/a
c_000000006299	bacteria	n/a
c_000000006330	bacteria	n/a
c_000000006340	bacteria	n/a
c_000000006347	bacteria	n/a
c_000000006359	archaea	n/a
c_000000006365	bacteria	n/a
c_000000006407	bacteria	n/a
c_000000006408	bacteria	n/a
c_000000006498	bacteria	n/a
c_000000006503	bacteria	n/a
c_000000006585	prokarya	n/a
c_000000006623	bacteria	n/a
c_000000006703	bacteria	n/a
c_000000006723	bacteria	n/a
c_000000006747	bacteria	n/a
c_000000006764	bacteria	n/a
c_000000006803	bacteria	n/a
c_000000006822	bacteria	n/a
c_000000006831	archaea	n/a
c_000000006843	bacteria	n/a
c_000000006859	bacteria	n/a
c_000000006871	bacteria	n/a
c_000000006918	bacteria	n/a
c_000000006938	bacteria	n/a
c_000000007026	bacteria	n/a
c_000000007126	bacteria	n/a
c_000000007145	bacteria	n/a
c_000000007157	bacteria	n/a
c_000000007161	bacteria	n/a
c_000000007180	bacteria	n/a
c_000000007199	archaea	n/a
c_000000007205	bacteria	n/a
c_000000007209	bacteria	n/a
c_000000007210	bacteria	n/a
c_000000007220	bacteria	n/a
c_000000007226	bacteria	n/a
c_000000007323	bacteria	n/a
