sequence_id	class_fst_stage	class_snd_stage
c_000000000200	bacteria	n/a
c_000000000373	archaea	n/a
c_000000000381	bacteria	n/a
c_000000000407	bacteria	n/a
c_000000000438	bacteria	n/a
c_000000000457	archaea	n/a
c_000000000527	bacteria	n/a
c_000000000541	bacteria	n/a
c_000000000632	bacteria	n/a
c_000000000708	archaea	n/a
c_000000000718	bacteria	n/a
c_000000000775	bacteria	n/a
c_000000000811	bacteria	n/a
c_000000000827	bacteria	n/a
c_000000000845	bacteria	n/a
c_000000000861	bacteria	n/a
c_000000000988	bacteria	n/a
c_000000001018	bacteria	n/a
c_000000001072	bacteria	n/a
c_000000001121	bacteria	n/a
c_000000001123	bacteria	n/a
c_000000001418	bacteria	n/a
c_000000001477	bacteria	n/a
c_000000001593	bacteria	n/a
c_000000001957	bacteria	n/a
c_000000002009	bacteria	n/a
c_000000002260	bacteria	n/a
c_000000002261	bacteria	n/a
c_000000002374	bacteria	n/a
c_000000002414	bacteria	n/a
c_000000002524	bacteria	n/a
c_000000002528	bacteria	n/a
c_000000002530	bacteria	n/a
c_000000002545	bacteria	n/a
c_000000002620	archaea	n/a
c_000000002642	bacteria	n/a
c_000000002657	bacteria	n/a
c_000000002772	bacteria	n/a
c_000000002827	bacteria	n/a
c_000000002843	archaea	n/a
c_000000002953	bacteria	n/a
c_000000003069	eukarya	n/a
c_000000003095	bacteria	n/a
c_000000003137	bacteria	n/a
c_000000003181	bacteria	n/a
c_000000003184	bacteria	n/a
c_000000003205	bacteria	n/a
c_000000003415	bacteria	n/a
c_000000003699	bacteria	n/a
c_000000003737	bacteria	n/a
c_000000003777	bacteria	n/a
c_000000004048	bacteria	n/a
c_000000004060	bacteria	n/a
c_000000004119	bacteria	n/a
c_000000004176	bacteria	n/a
c_000000004183	bacteria	n/a
c_000000004218	bacteria	n/a
c_000000004251	bacteria	n/a
c_000000004380	bacteria	n/a
c_000000004433	bacteria	n/a
c_000000004439	bacteria	n/a
c_000000004527	bacteria	n/a
c_000000004537	bacteria	n/a
c_000000004581	bacteria	n/a
c_000000004811	bacteria	n/a
c_000000004841	bacteria	n/a
c_000000004860	bacteria	n/a
c_000000004878	bacteria	n/a
c_000000004883	bacteria	n/a
c_000000005026	bacteria	n/a
c_000000005134	bacteria	n/a
c_000000005190	eukarya	n/a
c_000000005211	bacteria	n/a
c_000000005259	bacteria	n/a
c_000000005279	bacteria	n/a
c_000000005301	archaea	n/a
c_000000005312	bacteria	n/a
c_000000005394	bacteria	n/a
c_000000005396	archaea	n/a
c_000000005403	bacteria	n/a
c_000000005450	bacteria	n/a
c_000000005570	bacteria	n/a
c_000000005651	bacteria	n/a
c_000000005699	bacteria	n/a
c_000000005852	bacteria	n/a
c_000000006034	bacteria	n/a
c_000000006123	bacteria	n/a
c_000000006144	bacteria	n/a
c_000000006252	bacteria	n/a
c_000000006387	bacteria	n/a
c_000000006460	bacteria	n/a
c_000000006495	bacteria	n/a
c_000000006592	bacteria	n/a
c_000000006594	bacteria	n/a
c_000000006649	bacteria	n/a
c_000000006665	bacteria	n/a
c_000000006906	bacteria	n/a
c_000000006948	bacteria	n/a
c_000000007026	bacteria	n/a
c_000000007072	eukarya	n/a
c_000000007090	bacteria	n/a
c_000000007137	bacteria	n/a
c_000000007257	unknown	n/a
c_000000007368	bacteria	n/a
c_000000007448	bacteria	n/a
c_000000007526	bacteria	n/a
c_000000007603	bacteria	n/a
c_000000007611	bacteria	n/a
c_000000007665	bacteria	n/a
c_000000007686	bacteria	n/a
c_000000007751	bacteria	n/a
c_000000007874	bacteria	n/a
c_000000007932	bacteria	n/a
c_000000007992	bacteria	n/a
c_000000008004	bacteria	n/a
c_000000008006	bacteria	n/a
c_000000008028	bacteria	n/a
