sequence_id	class_fst_stage	class_snd_stage
c_000000000111	bacteria	n/a
c_000000000125	bacteria	n/a
c_000000000284	bacteria	n/a
c_000000000327	bacteria	n/a
c_000000000332	bacteria	n/a
c_000000000363	bacteria	n/a
c_000000000369	bacteria	n/a
c_000000000426	bacteria	n/a
c_000000000433	bacteria	n/a
c_000000000438	bacteria	n/a
c_000000000465	bacteria	n/a
c_000000000554	bacteria	n/a
c_000000000558	bacteria	n/a
c_000000000610	bacteria	n/a
c_000000000630	bacteria	n/a
c_000000000670	bacteria	n/a
c_000000000707	bacteria	n/a
c_000000000726	bacteria	n/a
c_000000000744	bacteria	n/a
c_000000000787	bacteria	n/a
c_000000000792	bacteria	n/a
c_000000000794	bacteria	n/a
c_000000000839	bacteria	n/a
c_000000000866	bacteria	n/a
c_000000000912	bacteria	n/a
c_000000000964	bacteria	n/a
c_000000001004	bacteria	n/a
c_000000001021	bacteria	n/a
c_000000001095	bacteria	n/a
c_000000001097	bacteria	n/a
c_000000001277	bacteria	n/a
c_000000001285	bacteria	n/a
c_000000001303	bacteria	n/a
c_000000001315	bacteria	n/a
c_000000001333	bacteria	n/a
c_000000001342	bacteria	n/a
c_000000001360	bacteria	n/a
c_000000001363	bacteria	n/a
c_000000001396	bacteria	n/a
c_000000001427	bacteria	n/a
c_000000001465	bacteria	n/a
c_000000001555	bacteria	n/a
c_000000001583	bacteria	n/a
c_000000001607	bacteria	n/a
c_000000001649	bacteria	n/a
c_000000001672	bacteria	n/a
c_000000001676	bacteria	n/a
c_000000001751	bacteria	n/a
c_000000001768	bacteria	n/a
c_000000001769	bacteria	n/a
c_000000001792	bacteria	n/a
c_000000001807	bacteria	n/a
c_000000001843	bacteria	n/a
c_000000001864	bacteria	n/a
c_000000001880	bacteria	n/a
c_000000001887	bacteria	n/a
c_000000001915	bacteria	n/a
c_000000001924	bacteria	n/a
c_000000002028	bacteria	n/a
c_000000002061	bacteria	n/a
c_000000002064	bacteria	n/a
c_000000002089	bacteria	n/a
c_000000002095	bacteria	n/a
c_000000002132	bacteria	n/a
c_000000002138	bacteria	n/a
c_000000002173	bacteria	n/a
c_000000002184	bacteria	n/a
c_000000002225	bacteria	n/a
c_000000002238	bacteria	n/a
c_000000002292	bacteria	n/a
c_000000002312	bacteria	n/a
c_000000002353	bacteria	n/a
c_000000002354	bacteria	n/a
c_000000002372	bacteria	n/a
c_000000002373	bacteria	n/a
c_000000002399	bacteria	n/a
c_000000002405	bacteria	n/a
c_000000002442	bacteria	n/a
c_000000002471	bacteria	n/a
c_000000002482	bacteria	n/a
c_000000002511	bacteria	n/a
c_000000002572	bacteria	n/a
c_000000002613	bacteria	n/a
c_000000002675	bacteria	n/a
c_000000002710	bacteria	n/a
c_000000002789	bacteria	n/a
c_000000002794	bacteria	n/a
c_000000002811	bacteria	n/a
c_000000002824	bacteria	n/a
c_000000002839	bacteria	n/a
c_000000002932	bacteria	n/a
c_000000002952	bacteria	n/a
c_000000002976	bacteria	n/a
c_000000003006	bacteria	n/a
c_000000003009	bacteria	n/a
c_000000003033	bacteria	n/a
c_000000003037	bacteria	n/a
c_000000003040	bacteria	n/a
c_000000003064	bacteria	n/a
c_000000003184	bacteria	n/a
c_000000003192	bacteria	n/a
c_000000003193	bacteria	n/a
c_000000003199	bacteria	n/a
c_000000003200	bacteria	n/a
c_000000003225	bacteria	n/a
c_000000003235	bacteria	n/a
c_000000003248	bacteria	n/a
c_000000003258	bacteria	n/a
c_000000003283	bacteria	n/a
c_000000003311	bacteria	n/a
c_000000003356	bacteria	n/a
c_000000003439	bacteria	n/a
c_000000003462	bacteria	n/a
c_000000003481	bacteria	n/a
c_000000003501	bacteria	n/a
c_000000003515	bacteria	n/a
c_000000003580	bacteria	n/a
c_000000003586	bacteria	n/a
c_000000003597	bacteria	n/a
