Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Bacillariophyta|class-Bacillariophyceae	class	Bacillariophyceae	33849	0.0368	0.0655	4	108708
phylum-Bacillariophyta|class-Bacillariophyceae|order-Bacillariales	order	Bacillariales	33851	0.0368	0.0655	4	108708
phylum-Bacillariophyta|class-Bacillariophyceae|order-Bacillariales|family-Bacillariaceae|genus-Pseudo-nitzschia	genus	Pseudo-nitzschia	41953	0.0368	0.0439	4	108708
phylum-Bacillariophyta|class-Bacillariophyceae|order-Bacillariales|family-Bacillariaceae|genus-Pseudo-nitzschia|species-Pseudo-nitzschia_fraudulenta	species	Pseudo-nitzschia fraudulenta	183588	0.0368	0.0436	4	108708
phylum-Bacillariophyta|class-Mediophyceae	class	Mediophyceae	589449	0.7205	1.2834	262	363635
phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales	order	Cymatosirales	420262	0.7205	1.2834	262	363635
phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus	genus	Minutocellus	265542	0.0819	0.0978	21	256500
phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus|species-Minutocellus_polymorphus	species	Minutocellus polymorphus	265543	0.0819	0.0971	21	256500
phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Arcocellulus	genus	Arcocellulus	420263	2.2495	2.6863	241	107135
phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Arcocellulus|species-Arcocellulus_cornucervis	species	Arcocellulus cornucervis	1155433	2.2495	2.6667	241	107135
class-Dictyochophyceae	class	Dictyochophyceae	39119	0.3154	0.5617	28	88783
class-Dictyochophyceae|order-Florenciellales	order	Florenciellales	590977	0.3154	0.5617	28	88783
class-Dictyochophyceae|order-Florenciellales|genus-Florenciella	genus	Florenciella	236786	0.3154	0.3766	28	88783
class-Dictyochophyceae|order-Florenciellales|genus-Florenciella|species-Florenciella_parvula	species	Florenciella parvula	236787	0.3154	0.3739	28	88783
class-Bolidophyceae	class	Bolidophyceae	91989	0.3566	0.6352	18	50473
class-Bolidophyceae|order-Parmales	order	Parmales	722750	0.3566	0.6352	18	50473
class-Bolidophyceae|order-Parmales|family-Triparmaceae|genus-Triparma	genus	Triparma	722752	0.3566	0.4259	18	50473
class-Bolidophyceae|order-Parmales|family-Triparmaceae|genus-Triparma|species-Triparma_laevis	species	Triparma laevis	1534972	0.3566	0.4228	18	50473
class-Choanoflagellata	class	Choanoflagellata	28009	4.8668	8.6687	618	126984
class-Choanoflagellata|order-Craspedida	order	Craspedida	1924738	4.8668	8.6687	618	126984
class-Choanoflagellata|order-Craspedida|family-Salpingoecidae|genus-Bicosta	genus	Bicosta	1864601	4.8668	5.8119	618	126984
class-Choanoflagellata|order-Craspedida|family-Salpingoecidae|genus-Bicosta|species-Bicosta_minor	species	Bicosta minor	1864616	4.8668	5.7693	618	126984
phylum-Ascomycota|class-Saccharomycetes	class	Saccharomycetes	4891	0.7138	1.2714	4	5604
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales	order	Saccharomycetales	4892	0.7138	1.2714	4	5604
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces	genus	Debaryomyces	4958	0.7138	0.8524	4	5604
