sample,sum_bases,HQ_reads,Avg_read_len,read_counts,prop_reads_mapped_back_genes
TARA_A100000165,27222640.11,77594720,86,316542.3268,0.004079431
TARA_A100000220,427287984,264247497,88,4855545.273,0.018374991
TARA_A100001026,390599448.7,214004727,88,4438630.099,0.020740804
TARA_A100001195,333376203,248704686,88,3788365.943,0.015232387
TARA_A100001401,568918971.3,276738619,89,6392347.992,0.023098865
TARA_A200000327,952457099.6,283189283,88,10823376.13,0.038219582
TARA_A200000369,611703962.8,266034035,84,7282190.034,0.027373152
TARA_B100000071,814770471.7,381457164,88,9258755.36,0.024272071
TARA_B100000089,795057504.2,344640365,89,8933230.384,0.025920441
TARA_B100000091,1056290665,357550409,89,11868434.43,0.033193738
TARA_B100000101,792654903.4,303665320,89,8906234.869,0.029329114
TARA_B100000110,332847146.2,234494627,86,3870315.653,0.016504923
TARA_B100000116,1730906658,1064527710,88,19669393.84,0.018477108
TARA_B100000120,496954111.8,221263526,82,6060415.998,0.027390036
TARA_B100000127,406665239.1,243128289,89,4569272.349,0.018793668
TARA_B100000133,370822122,292998252,88,4213887.75,0.014381955
TARA_B100000143,382632040.5,247215334,90,4251467.117,0.017197425
TARA_B100000178,546330021.5,286145283,90,6070333.572,0.021214166
TARA_B100000194,467698676,248400663,90,5196651.956,0.020920443
TARA_B100000212,266868637.5,290740814,87,3067455.604,0.010550482
TARA_B100000214,620389614.2,372774442,88,7049881.98,0.018911924
TARA_B100000236,273341056.2,254949173,83,3293265.737,0.012917342
TARA_B100000248,823856711,333858766,89,9256816.978,0.027726745
TARA_B100000261,425898113.3,268651985,89,4785372.06,0.017812532
TARA_B100000267,450348898.5,329496557,89,5060099.983,0.015357065
TARA_B100000282,903569735.5,379764377,90,10039663.73,0.02643656
TARA_B100000287,831589014,360109965,89,9343696.786,0.025946788
TARA_B100000315,509329579.8,406547227,89,5722804.267,0.014076604
TARA_B100000353,285786909,198137012,90,3175410.1,0.016026335
TARA_B100000355,262182807.4,253247958,89,2945874.24,0.011632371
TARA_B100000420,140838997.9,101426752,89,1582460.65,0.015602005
TARA_B100000422,292133224.8,203142728,87,3357853.159,0.016529527
TARA_B100000436,306466055.2,199342794,88,3482568.809,0.017470252
TARA_B100000444,529681334.2,265480342,89,5951475.665,0.022417764
TARA_B100000457,253096145.4,165343726,90,2812179.393,0.01700808
TARA_B100000473,346306302,194715216,87,3980532.207,0.020442841
TARA_B100000480,455243428.3,242577159,88,5173220.777,0.021326084
TARA_B100000493,200455905.3,155876239,88,2277908.015,0.014613568
TARA_B100000513,291690990.6,227326165,87,3352770.007,0.01474872
TARA_B100000515,198230866.9,198996548,88,2252623.488,0.011319912
TARA_B100000524,266109567.2,188010395,88,3023972.354,0.01608407
TARA_B100000526,329317072.5,302300119,87,3785253.706,0.012521509
TARA_B100000562,257135350.3,211718785,88,2921992.617,0.013801291
TARA_B100000575,378371518.1,270046469,88,4299676.342,0.015921987
TARA_B100000579,277820521.3,264491758,89,3121578.891,0.011802178
TARA_B100000593,185536584.1,134794655,85,2182783.342,0.016193397
TARA_B100000603,291727848.4,205351653,87,3353193.659,0.016329032
TARA_B100000611,536170354.5,264590527,88,6092844.937,0.023027449
TARA_B100000622,322009973.5,274262559,85,3788352.629,0.013812868
TARA_B100000624,190064516.8,225903500,86,2210052.521,0.009783171
TARA_B100000637,393499372.7,274386816,87,4522981.295,0.01648396
TARA_B100000639,189733594.5,298456081,86,2206204.587,0.007392058
TARA_B100000651,249540216.6,288933336,86,2901630.425,0.01004256
TARA_B100000658,207924114.9,220667248,89,2336226.01,0.010587099
TARA_B100000660,167153735.1,183888911,86,1943648.082,0.010569686
TARA_B100000674,304643041.8,206364947,87,3501644.159,0.016968212
TARA_B100000676,519717773.6,334359430,90,5774641.929,0.017270761
