sample,sum_bases,HQ_reads,Avg_read_len,read_counts,prop_reads_mapped_back_genes
TARA_X000000368,6657246.248612508,407529708,90,73969.4027623612,0.0001815067743781791
TARA_Y200000002,5651319.436153262,363703213,91,62102.41138629958,0.00017075024131364927
TARA_A200000159,4618633.132428685,155740903,93,49662.72185407188,0.00031888040262661045
TARA_A200000113,4251272.5511048995,180239988,87,48865.201736837924,0.00027111187855182237
TARA_X000001036,6559508.171866633,370409251,93,70532.34593404982,0.00019041734444707437
TARA_X000000950,8279454.40165146,432720305,90,91993.93779612733,0.0002125944558948472
TARA_S200000501,6102153.807428457,374072229,90,67801.7089714273,0.00018125298729788173
TARA_A100000164,6346676.695006417,374584396,91,69743.69994512547,0.0001861895495110946
TARA_E500000081,2874278.512861929,135522562,98,29329.372580223764,0.00021641689876128348
TARA_E500000075,2870840.8713848703,134566031,93,30869.256681557745,0.00022939858188696777
TARA_E500000331,6342873.543360933,349127221,92,68944.27764522753,0.0001974760875068734
TARA_E500000178,8661810.295505911,402302512,91,95184.72852204298,0.00023659988611267476
TARA_A100001011,6139360.733069524,314948276,92,66732.18188119048,0.00021188298830754826
TARA_A100001015,5528184.8663444165,425125871,89,62114.43670049906,0.0001461083432875791
TARA_A100001388,5243795.534889044,347841493,91,57624.126757022466,0.00016566202686182257
TARA_A100001037,5771974.018006241,347981762,90,64133.044644513786,0.00018430001697765353
TARA_A100001035,4830564.391475363,371335866,93,51941.552596509275,0.00013987755385985062
TARA_A100001234,3756364.163533177,226154770,90,41737.37959481308,0.00018455228512232166
TARA_B100000029,5438588.984165015,393164825,89,61107.74139511253,0.00015542525045345176
TARA_B100000003,3039932.7044878067,217040159,91,33405.853895470405,0.0001539155428626018
TARA_B100000035,4317741.676753543,354661545,91,47447.710733555425,0.0001337830712195071
TARA_Y100000022,2710168.487279772,231266779,92,29458.353122606215,0.00012737823067361618
TARA_B100000315,10512910.745433826,353519208,90,116810.11939370917,0.0003304208562090611
TARA_B100000073,5954793.952775841,371929687,88,67668.11309972547,0.00018193791854997975
TARA_Y100000294,7456880.899890171,226744396,89,83785.17865045136,0.00036951377907682163
TARA_Y100000287,2967514.2900408367,235650989,92,32255.590109139528,0.0001368786536649737
TARA_B100000085,3492720.188533847,310834821,92,37964.3498753679,0.0001221367340802783
TARA_Y100000031,8418237.435334034,243015035,90,93535.9715037115,0.00038489787886462044
TARA_B100000287,4905303.578682822,404332442,90,54503.3730964758,0.00013479841693354847
TARA_B100000282,6015905.123696617,388219450,90,66843.39026329575,0.00017217939560549
TARA_B100000131,4353099.436344764,369649573,90,48367.77151494182,0.00013084763258996602
TARA_B100000123,4956310.859543185,351029466,90,55070.12066159094,0.00015688176063712823
TARA_B100000161,5678521.592257401,355804280,91,62401.33617865276,0.00017538107236555098
TARA_B100000242,6335978.263515054,422880216,88,71999.75299448926,0.00017026039590012235
TARA_B100000214,5720890.866346399,357543306,92,62183.59637333043,0.00017391906191450396
TARA_B100000212,6703660.537495966,367066636,92,72865.87540756485,0.00019850857653966908
TARA_B100000378,8617294.715685485,359789956,87,99049.36454810902,0.0002752977477451011
TARA_B000000609,4107374.6192503576,296031939,92,44645.37629619954,0.0001508127009775102
TARA_B000000565,3886452.349334119,295821463,85,45722.968815695516,0.00015456271614644647
TARA_B000000557,4373192.015367773,311817516,90,48591.02239297526,0.00015583159989310946
TARA_B000000532,3559038.642881662,271699742,93,38269.232719157655,0.00014085119270800653
TARA_B100000405,4265681.968009734,354436678,90,47396.466311219265,0.00013372336796142544
TARA_B100000408,3924844.418646247,215982851,91,43130.158446662055,0.00019969251376657704
TARA_B100000401,8898609.76013348,574967451,93,95683.97591541377,0.00016641633495773967
TARA_B000000441,5951661.996136974,386425592,91,65402.87907842828,0.00016925089961026258
TARA_B000000460,6926224.001056954,394236908,90,76958.04445618838,0.00019520760967460808
TARA_B000000437,3619667.6692935443,253992444,90,40218.529658817155,0.00015834537841140326
TARA_B000000477,1976838.8412337985,132309700,95,20808.829907724194,0.00015727365346398785
TARA_B000000475,3994131.2499595224,280087895,90,44379.23611066136,0.00015844753344538992
TARA_B100000497,2700222.3375620623,147953808,96,28127.31601627148,0.00019010876702998738
TARA_B100000482,3546959.758277101,221316099,88,40306.360889512514,0.00018212123325701902
TARA_B100000470,6564069.800379076,344191636,92,71348.58478672909,0.000207293197521886
TARA_B100000475,3980981.074282474,239868614,87,45758.403152672116,0.00019076444554214214
TARA_B100000446,16472882.754802853,342978924,90,183032.03060892058,0.0005336538714224918
TARA_B100000459,1857890.3820777398,216710980,86,21603.376535787673,9.968750330872793e-05
TARA_B100000427,4694594.2822557315,297613242,92,51028.19872017099,0.0001714580923122063
TARA_B100000508,5153942.462416039,252526354,90,57266.02736017821,0.00022677247920103503
TARA_B100000424,4480545.990033801,372821827,90,49783.8443337089,0.00013353253679996825
TARA_B100000519,4464700.985307871,366259362,88,50735.23846940763,0.00013852270749438927
TARA_B100000749,9691729.755333962,393423759,90,107685.88617037736,0.0002737147508429387
TARA_B100000513,3218755.936394784,388975984,88,36576.772004486185,9.403349694845476e-05
TARA_B100000530,5577745.506247658,395736688,90,61974.950069418424,0.0001566065314354135
TARA_B100000745,6878488.633248954,402876939,87,79063.08773849372,0.00019624624813408274
TARA_B100000524,4637869.819941439,398525486,88,52703.066135698165,0.00013224515868402495
TARA_B100000767,6989434.330650077,385066279,90,77660.38145166752,0.00020168055653522316
TARA_B100000768,3999443.6632474093,240625766,91,43949.930365356144,0.00018264847981972198
TARA_B100000780,4047086.52728956,385331682,89,45472.88232909618,0.00011800971592337477
TARA_B100000795,4783921.5817108,363905524,88,54362.74524671363,0.0001493869745343949
TARA_B100000809,5970060.980539117,354624236,89,67079.33685999009,0.0001891560983440232
TARA_B100000787,5222051.5390541935,351516889,90,58022.79487837993,0.00016506403161294458
TARA_B100001059,10312127.089250596,304717891,88,117183.26237784768,0.0003845631183429518
TARA_B100001063,8787767.311587859,258327423,93,94492.12162997697,0.000365784323370024
TARA_B100001057,8438516.558524057,418953169,93,90736.73718843072,0.00021657966546716995
TARA_B100000989,4382890.439540176,336783339,91,48163.631203738194,0.00014301073012325648
TARA_B100001029,3191737.7897601775,229203258,92,34692.80206261062,0.00015136260437716213
TARA_B100001013,5907730.595437193,389577142,89,66378.99545435049,0.00017038729509019933
TARA_B100001027,2614719.5748679745,230668318,92,28420.864944217115,0.0001232109601814373
TARA_B100000886,4026806.3667567736,309852319,90,44742.29296396415,0.00014439876747852952
TARA_B100000965,7127101.547296259,315554996,93,76635.50050856192,0.0002428594111327647
TARA_B100000959,13539013.751279214,345650351,92,147163.19294868712,0.00042575739478617545
TARA_B100000963,5724251.346931826,354642203,93,61551.08975195512,0.00017355827713475805
TARA_B100000902,5609984.923868243,387758814,101,55544.405186814285,0.00014324472631282157
TARA_B100000953,9872137.506360903,367256827,90,109690.41673734337,0.00029867495625164614
TARA_B100000900,3986757.766155332,318046581,93,42868.36307693905,0.0001347864295291357
TARA_B100000927,4640747.530691164,317708836,90,51563.86145212404,0.00016229911040977166
TARA_B100000929,11558176.750453427,350388824,90,128424.1861161492,0.00036651907058585063
TARA_B100000925,5109549.339179643,341004970,89,57410.666732355545,0.00016835727271762504
TARA_B100001113,5580282.0590923475,367914954,92,60655.239772742905,0.00016486212129540923
TARA_B100001079,7628508.380245126,343859596,92,82918.56935049049,0.00024114077465062366
TARA_B100001109,4926946.671526679,298259247,94,52414.32629283701,0.0001757341199645589
TARA_B100000579,5339398.683875692,337657879,93,57412.88907393217,0.00017003272437760047
TARA_B100000586,8375829.274157884,361874453,90,93064.76971286537,0.0002571741910525675
TARA_B100000575,5165399.879257822,341481107,92,56145.65086149807,0.00016441802990142606
TARA_B100000945,4914870.909178184,360151130,91,54009.5704305295,0.00014996362896467798
TARA_B100000949,6052730.597118841,279762247,93,65083.124700202585,0.00023263726753024893
TARA_B100000941,4494676.732487832,355229985,92,48855.18187486774,0.00013753113176768493
TARA_B100000700,7474268.59954328,283044306,93,80368.4795649815,0.00028394310664911065
TARA_B100000678,8393055.97378626,368812914,92,91228.86928028542,0.0002473581206548679
TARA_B100001115,4411409.588552152,260313225,94,46929.889239916505,0.00018028238572940928
TARA_B100000686,6152349.804667757,345426075,94,65450.52983689103,0.00018947767575708068
TARA_B100000683,3876739.13539201,305178642,90,43074.87928213345,0.00014114644131004898
TARA_B100000676,7631614.188879846,351412096,94,81187.38498808346,0.0002310318452671688
TARA_B100000674,11903669.512861336,572835473,89,133749.09565012736,0.00023348605656292406
TARA_B100001123,7033132.213015964,328380341,91,77287.16717599961,0.00023535869090287475
TARA_B100001121,6502614.567440355,307957576,94,69176.75071745059,0.0002246307806938011
TARA_B100000614,4755014.4774042815,278182539,92,51684.939971785665,0.000185795054418515
TARA_B100000609,4182407.2157732407,284445761,90,46471.19128636934,0.00016337452568459737
TARA_B100001250,5114014.447134785,433149549,90,56822.38274594206,0.0001311842131132914
TARA_B100001245,7372560.109676723,360434425,89,82837.7540413115,0.00022982753115580317
TARA_B100001248,3744228.450062508,304975519,89,42069.982584972,0.00013794544140105882
TARA_B100001094,4316431.8876190055,324616652,93,46413.24610343017,0.0001429786359309447
TARA_B100001105,8713952.838697895,392702028,92,94716.87868149886,0.00024119274138685847
TARA_B100001093,6982892.8899345845,462240205,92,75901.009673202,0.00016420252685116823
TARA_B100001964,12705658.737756582,359534838,93,136619.98642749013,0.0003799909549446503
TARA_B100001971,11127123.886235798,372718152,93,119646.49340038492,0.00032101064238047877
TARA_B100001287,4890340.304051586,331881103,92,53155.87287012594,0.00016016540980980752
TARA_B100001996,3911504.2931764256,342491361,90,43461.15881307139,0.00012689709511555064
TARA_B100002003,9936835.042036003,319703262,92,108009.0765438696,0.00033784164687024554
TARA_B100001989,4723231.253739053,311888634,92,51339.47014933754,0.00016460833949254316
TARA_B100002019,4676467.912992854,335660959,94,49749.658648860146,0.00014821401570523472
TARA_B100001939,5404424.728927173,311469542,91,59389.282735463436,0.00019067444718387082
TARA_B100002052,5192646.437740199,288134459,92,56441.80910587173,0.00019588704975364205
TARA_B100002049,7929623.8121856805,300762214,91,87138.72321083165,0.0002897262992312979
TARA_B100002051,5317912.195833847,288959000,92,57803.3934329766,0.00020004012137700018
TARA_B100001146,6301068.80321308,317444967,92,68489.87829579435,0.000215753549168081
TARA_B100001142,4348802.955754111,317878065,92,47269.59734515338,0.00014870355192691064
TARA_B100001167,4418324.924310778,283448214,91,48553.02114627229,0.00017129415091771328
TARA_B100001540,5746405.343059725,310522687,94,61131.97173467793,0.0001968679722737229
TARA_B100001741,4799856.440511497,304342528,91,52745.67517045601,0.00017331023540179046
TARA_B100001750,4639430.862411193,300140171,91,50982.75672979333,0.00016986315613778114
TARA_B100001765,5563579.329987939,329290893,90,61817.548110977106,0.0001877292977883148
TARA_B100001758,4459295.3856791835,314545851,92,48470.60201825199,0.00015409709542871063
TARA_B100001778,5408515.136789158,321040924,91,59434.23227240833,0.00018512976953806776
TARA_B100001769,4720191.601174696,333852872,92,51306.43044755105,0.00015367976360422338
TARA_B100001559,4516186.449744269,316857199,90,50179.84944160299,0.00015836739578576844
TARA_B100001564,4318734.681988701,341045048,92,46942.768282485886,0.00013764389354947
TARA_B100001179,5594627.303807206,315718849,92,60811.166345730504,0.00019261177005535867
TARA_B100001175,4437335.795972973,349395064,92,48231.91082579319,0.00013804405326628538
TARA_B100001173,4197420.74235138,302028834,91,46125.50266320198,0.00015271887141478016
TARA_B110000008,6740596.310026425,333376323,93,72479.5302153379,0.00021741055142460703
TARA_B110000014,5210430.5815524915,345266565,93,56026.13528551066,0.00016226921736690796
TARA_B110000003,5330401.536703721,366908583,91,58575.84106267825,0.0001596469632401002
TARA_B110001452,1928098.8755845334,270128473,88,21910.21449527879,8.111034816858713e-05
TARA_B110001454,4680001.280912761,277553979,94,49787.24766928469,0.00017937861258074305
TARA_B110001450,5864694.604548772,373981684,92,63746.680484225784,0.0001704540174331794
TARA_B110000196,10081371.320950065,403657238,92,109580.12305380506,0.00027146824765670387
TARA_B110001469,8331318.4688952,306718487,94,88631.0475414383,0.00028896545626686757
TARA_B110000046,8584360.170551883,311678782,92,93308.26272339003,0.0002993731627306925
TARA_B110000037,7695242.145801814,307362470,94,81864.27814682781,0.00026634441786867413
TARA_B110000027,5249834.985115457,269640573,95,55261.420895952186,0.0002049447539779267
TARA_B110000093,5762251.899691859,253608239,92,62633.1728227376,0.0002469682099828689
TARA_B110000091,9414757.061221574,298480291,93,101233.94689485563,0.00033916459460586507
TARA_B110000090,8276389.366676343,316894061,93,88993.43405028325,0.0002808302363554969
TARA_B110000114,7145791.113432128,325056836,93,76836.4635852917,0.00023637855007390676
TARA_B110000116,6248855.469329785,303538659,92,67922.34205793244,0.0002237683406841843
TARA_B110000208,7051511.109432651,317570168,94,75016.07563226225,0.00023621889960477097
TARA_B110000503,5648226.3767110845,284108697,93,60733.61695388263,0.00021376894686853822
TARA_B110000211,14251575.901912063,345187806,89,160130.06631361868,0.0004638925927575167
TARA_B110000240,6864062.359602248,311139237,92,74609.37347393748,0.00023979416480325648
TARA_B110000238,8365178.483907028,378641950,93,89948.15574093579,0.00023755464955992276
TARA_B110000261,4865549.837989612,265064735,93,52317.740193436686,0.0001973772187893523
TARA_B110000263,5499958.270114541,298777816,90,61110.64744571712,0.00020453542456350614
TARA_B110000259,5879336.38754151,309043914,91,64608.09217078583,0.0002090579663406212
TARA_B110000285,3671052.6418599,315701877,93,39473.68432107419,0.00012503468365845095
TARA_B110000977,5668979.541618404,300364228,92,61619.34284367831,0.00020514873976164134
TARA_B110000967,7363390.860337732,358306213,91,80916.38308063442,0.0002258302539694851
TARA_B110000971,7194082.76720264,389790405,92,78196.55181742,0.00020061179242577816
TARA_B110000305,6087561.982947141,340814002,93,65457.65573061442,0.00019206269503743692
TARA_B110000908,9109687.208809424,362668168,91,100106.4528440596,0.00027602767950690287
TARA_B110000914,5039166.498993792,302432611,91,55375.45603289881,0.00018310014865724518
TARA_B110000902,7196110.0042105885,438981200,90,79956.7778245621,0.00018214169040624541
TARA_B110000881,5386405.95316414,326725151,92,58547.89079526239,0.00017919615498245616
TARA_B110000879,8058226.978424416,366398924,94,85725.81891940867,0.00023396853348676503
TARA_B110000495,5518798.330952785,363194462,92,59986.93837992158,0.00016516479367441892
